period_id,variant,entry_pattern,entry_trigger,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,req_fibroom,head_and_shoulders,neckline_break_retest,55,12,0.21818181818181817,-218.66,234.11,-452.77000000000004,0.5170616427766858,-9.3152,-0.16936727272727276,0.5251150863848857,234.28,2.3428,-0.9333276421376131,3,0.05454545454545454,5,0.09090909090909091,47,0.8545454545454545,0,0.0,0.6261236363636365,0.5076945454545454
full2025_validation,req_fibroom,inverse_head_and_shoulders,neckline_break_retest,54,8,0.14814814814814814,-335.8500000000001,96.54,-432.39,0.2232706584333588,-14.7604,-0.2733407407407408,0.22164978353380405,352.6700000000001,3.526700000000001,-0.9523066889726941,0,0.0,2,0.037037037037037035,52,0.9629629629629629,0,0.0,0.35256666666666653,0.5189592592592595
full2025_validation,req_fibroom,sweep_low_reclaim,sweep_reclaim_retest,1,0,0.0,-9.56,0,-9.56,0.0,-0.438,-0.438,0.0,9.56,0.0956,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.4601,0.6501
full2025_validation,req_m5inv,bos_down,first_pullback_after_bos,1,1,1.0,30.45,30.45,0,inf,1.3063,1.3063,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3514,0.3964
full2025_validation,req_m5inv,double_bottom,neckline_break_retest,18,3,0.16666666666666666,-117.89,91.80000000000001,-209.68999999999997,0.4377891172683486,-4.9026999999999985,-0.2723722222222221,0.44569690665701883,137.39000000000001,1.3739000000000001,-0.8580682728000582,3,0.16666666666666666,3,0.16666666666666666,12,0.6666666666666666,0,0.0,0.5114388888888889,0.6712333333333333
full2025_validation,req_m5inv,double_top,neckline_break_retest,16,3,0.1875,-109.72000000000003,90.39,-200.11,0.4517015641397231,-4.4865,-0.28040625,0.4648544198862078,118.87000000000002,1.1887,-0.9230251535290654,4,0.25,3,0.1875,9,0.5625,0,0.0,0.69204375,0.68780625
full2025_validation,req_m5inv,head_and_shoulders,neckline_break_retest,29,10,0.3448275862068966,-90.64000000000003,158.41000000000003,-249.04999999999995,0.6360570166633208,-3.9587000000000003,-0.13650689655172416,0.6336402757854795,115.72,1.1572,-0.7832699619771866,5,0.1724137931034483,2,0.06896551724137931,22,0.7586206896551724,0,0.0,0.6583724137931033,0.5819965517241378
full2025_validation,req_m5inv,inverse_head_and_shoulders,neckline_break_retest,26,5,0.19230769230769232,-154.51999999999998,49.03,-203.55,0.24087447801522965,-6.614,-0.2543846153846154,0.24741704974739434,158.79,1.5879,-0.9731091378550286,0,0.0,1,0.038461538461538464,25,0.9615384615384616,0,0.0,0.47228461538461536,0.5404192307692306
full2025_validation,score,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
full2025_validation,score,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
full2025_validation,score,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
full2025_validation,score,double_bottom,neckline_break_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74,0,0.0,0.625714,0.5848460000000001
full2025_validation,score,double_top,neckline_break_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454,0,0.0,0.7273806818181818,0.6744806818181817
full2025_validation,score,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0,0.0,0.5988648936170216,0.5080372340425532
full2025_validation,score,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0,0.0,0.4321469879518074,0.5149746987951807
full2025_validation,score_fibroom,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
full2025_validation,score_fibroom,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
full2025_validation,score_fibroom,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
full2025_validation,score_fibroom,double_bottom,neckline_break_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74,0,0.0,0.625714,0.5848460000000001
full2025_validation,score_fibroom,double_top,neckline_break_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454,0,0.0,0.7273806818181818,0.6744806818181817
full2025_validation,score_fibroom,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0,0.0,0.5988648936170216,0.5080372340425532
full2025_validation,score_fibroom,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0,0.0,0.4321469879518074,0.5149746987951807
q1_quick,base,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
q1_quick,base,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
q1_quick,base,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
q1_quick,base,double_bottom,neckline_break_retest,14,1,0.07142857142857142,-148.06,29.31,-177.37,0.16524778711168742,-6.269200000000001,-0.4478000000000001,0.1733213777097948,148.06,1.4806,-1.0,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0,0.0,0.33475,0.6595357142857142
q1_quick,base,double_top,neckline_break_retest,28,6,0.21428571428571427,-243.01999999999998,151.12,-394.14000000000004,0.38341705992794434,-9.9635,-0.3558392857142857,0.3986915876569884,244.57,2.4457,-0.993662346158564,10,0.35714285714285715,5,0.17857142857142858,13,0.4642857142857143,0,0.0,0.6482964285714286,0.7168142857142856
q1_quick,base,head_and_shoulders,neckline_break_retest,36,10,0.2777777777777778,-101.15,177.85000000000002,-279.0,0.6374551971326166,-4.340200000000001,-0.12056111111111115,0.6402861002677008,134.51000000000002,1.3451000000000002,-0.7519886997249274,4,0.1111111111111111,4,0.1111111111111111,28,0.7777777777777778,0,0.0,0.5900166666666667,0.4986166666666667
q1_quick,base,inverse_head_and_shoulders,neckline_break_retest,26,8,0.3076923076923077,-72.79,81.98,-154.76999999999998,0.5296892162563805,-3.2130999999999994,-0.1235807692307692,0.5233637927965347,136.13,1.3613,-0.5347094688900317,0,0.0,2,0.07692307692307693,24,0.9230769230769231,0,0.0,0.5467076923076923,0.46525384615384613
q1_quick,diag,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
q1_quick,diag,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
q1_quick,diag,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
q1_quick,diag,double_bottom,neckline_break_retest,14,1,0.07142857142857142,-148.06,29.31,-177.37,0.16524778711168742,-6.269200000000001,-0.4478000000000001,0.1733213777097948,148.06,1.4806,-1.0,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0,0.0,0.33475,0.6595357142857142
q1_quick,diag,double_top,neckline_break_retest,28,6,0.21428571428571427,-243.01999999999998,151.12,-394.14000000000004,0.38341705992794434,-9.9635,-0.3558392857142857,0.3986915876569884,244.57,2.4457,-0.993662346158564,10,0.35714285714285715,5,0.17857142857142858,13,0.4642857142857143,0,0.0,0.6482964285714286,0.7168142857142856
q1_quick,diag,head_and_shoulders,neckline_break_retest,36,10,0.2777777777777778,-101.15,177.85000000000002,-279.0,0.6374551971326166,-4.340200000000001,-0.12056111111111115,0.6402861002677008,134.51000000000002,1.3451000000000002,-0.7519886997249274,4,0.1111111111111111,4,0.1111111111111111,28,0.7777777777777778,0,0.0,0.5900166666666667,0.4986166666666667
q1_quick,diag,inverse_head_and_shoulders,neckline_break_retest,26,8,0.3076923076923077,-72.79,81.98,-154.76999999999998,0.5296892162563805,-3.2130999999999994,-0.1235807692307692,0.5233637927965347,136.13,1.3613,-0.5347094688900317,0,0.0,2,0.07692307692307693,24,0.9230769230769231,0,0.0,0.5467076923076923,0.46525384615384613
q1_quick,req_fibroom,double_bottom,neckline_break_retest,5,0,0.0,-56.99,0,-56.99,0.0,-2.3771,-0.47542,0.0,56.99,0.5699,-1.0,0,0.0,0,0.0,5,1.0,0,0.0,0.17276,0.6310399999999999
q1_quick,req_fibroom,double_top,neckline_break_retest,10,2,0.2,-118.24,32.03,-150.27,0.2131496639382445,-4.8795,-0.48795,0.22154685555661915,118.24,1.1824,-1.0,4,0.4,1,0.1,5,0.5,0,0.0,0.63554,0.71256
q1_quick,req_fibroom,head_and_shoulders,neckline_break_retest,17,3,0.17647058823529413,-122.50999999999998,33.68,-156.19,0.21563480376464564,-5.148900000000001,-0.30287647058823536,0.22119704142906838,140.66,1.4066,-0.8709654485994596,2,0.11764705882352941,0,0.0,15,0.8823529411764706,0,0.0,0.4441058823529411,0.5615529411764706
q1_quick,req_fibroom,inverse_head_and_shoulders,neckline_break_retest,15,4,0.26666666666666666,-52.86,42.010000000000005,-94.86999999999999,0.4428164857172974,-2.3049,-0.15366,0.437650962500305,69.68,0.6968000000000001,-0.7586107921928816,0,0.0,1,0.06666666666666667,14,0.9333333333333333,0,0.0,0.45154666666666665,0.4643866666666667
q1_quick,req_m5inv,double_bottom,neckline_break_retest,8,1,0.125,-67.09,31.21,-98.3,0.3174974567650051,-2.7967999999999997,-0.34959999999999997,0.3205713730444078,67.09,0.6709,-1.0,0,0.0,1,0.125,7,0.875,0,0.0,0.4330625000000001,0.642
q1_quick,req_m5inv,double_top,neckline_break_retest,3,0,0.0,-67.37,0,-67.37,0.0,-2.7826,-0.9275333333333333,0.0,67.37,0.6737000000000001,-1.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,0,0.0,0.3916,0.9535333333333332
q1_quick,req_m5inv,head_and_shoulders,neckline_break_retest,10,6,0.6,20.589999999999996,57.60000000000001,-37.01,1.5563361253715216,0.9892999999999997,0.09892999999999998,1.6624924663496952,34.99,0.34990000000000004,0.5884538439554157,1,0.1,0,0.0,9,0.9,0,0.0,0.72378,0.44575
q1_quick,req_m5inv,inverse_head_and_shoulders,neckline_break_retest,12,2,0.16666666666666666,-97.9,6.85,-104.75,0.06539379474940334,-4.1450000000000005,-0.3454166666666667,0.06473521514474603,97.9,0.979,-1.0,0,0.0,0,0.0,12,1.0,0,0.0,0.3845416666666666,0.4815333333333333
q1_quick,score,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
q1_quick,score,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
q1_quick,score,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
q1_quick,score,double_bottom,neckline_break_retest,14,1,0.07142857142857142,-148.06,29.31,-177.37,0.16524778711168742,-6.269200000000001,-0.4478000000000001,0.1733213777097948,148.06,1.4806,-1.0,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0,0.0,0.33475,0.6595357142857142
q1_quick,score,double_top,neckline_break_retest,28,6,0.21428571428571427,-243.01999999999998,151.12,-394.14000000000004,0.38341705992794434,-9.9635,-0.3558392857142857,0.3986915876569884,244.57,2.4457,-0.993662346158564,10,0.35714285714285715,5,0.17857142857142858,13,0.4642857142857143,0,0.0,0.6482964285714286,0.7168142857142856
q1_quick,score,head_and_shoulders,neckline_break_retest,36,10,0.2777777777777778,-101.15,177.85000000000002,-279.0,0.6374551971326166,-4.340200000000001,-0.12056111111111115,0.6402861002677008,134.51000000000002,1.3451000000000002,-0.7519886997249274,4,0.1111111111111111,4,0.1111111111111111,28,0.7777777777777778,0,0.0,0.5900166666666667,0.4986166666666667
q1_quick,score,inverse_head_and_shoulders,neckline_break_retest,26,8,0.3076923076923077,-72.79,81.98,-154.76999999999998,0.5296892162563805,-3.2130999999999994,-0.1235807692307692,0.5233637927965347,136.13,1.3613,-0.5347094688900317,0,0.0,2,0.07692307692307693,24,0.9230769230769231,0,0.0,0.5467076923076923,0.46525384615384613
q1_quick,score_fibroom,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.8229
q1_quick,score_fibroom,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,1.018,1.0721
q1_quick,score_fibroom,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0928,0.233
q1_quick,score_fibroom,double_bottom,neckline_break_retest,14,1,0.07142857142857142,-148.06,29.31,-177.37,0.16524778711168742,-6.269200000000001,-0.4478000000000001,0.1733213777097948,148.06,1.4806,-1.0,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0,0.0,0.33475,0.6595357142857142
q1_quick,score_fibroom,double_top,neckline_break_retest,28,6,0.21428571428571427,-243.01999999999998,151.12,-394.14000000000004,0.38341705992794434,-9.9635,-0.3558392857142857,0.3986915876569884,244.57,2.4457,-0.993662346158564,10,0.35714285714285715,5,0.17857142857142858,13,0.4642857142857143,0,0.0,0.6482964285714286,0.7168142857142856
q1_quick,score_fibroom,head_and_shoulders,neckline_break_retest,36,10,0.2777777777777778,-101.15,177.85000000000002,-279.0,0.6374551971326166,-4.340200000000001,-0.12056111111111115,0.6402861002677008,134.51000000000002,1.3451000000000002,-0.7519886997249274,4,0.1111111111111111,4,0.1111111111111111,28,0.7777777777777778,0,0.0,0.5900166666666667,0.4986166666666667
q1_quick,score_fibroom,inverse_head_and_shoulders,neckline_break_retest,26,8,0.3076923076923077,-72.79,81.98,-154.76999999999998,0.5296892162563805,-3.2130999999999994,-0.1235807692307692,0.5233637927965347,136.13,1.3613,-0.5347094688900317,0,0.0,2,0.07692307692307693,24,0.9230769230769231,0,0.0,0.5467076923076923,0.46525384615384613
