period_id,variant,scenario_key,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.0,0.666727777777778,0.5796388888888889
full2025_validation,base,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.0,0.5279307692307692,0.6044723076923078
full2025_validation,base,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.0,0.5561328947368421,0.48657500000000004
full2025_validation,base,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.0,0.7742225000000003,0.5981974999999999
full2025_validation,base,clean,london,2,1,0.5,13.399999999999999,30.56,-17.16,1.7808857808857808,0.5678,0.2839,1.7765317286652078,17.16,0.1716,0.7808857808857808,0,0.0,1,0.5,1,0.5,0,0.0,0.9283999999999999,0.6033499999999999
full2025_validation,base,clean,london_newyork_overlap,1,1,1.0,32.2,32.2,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3155,0.8075
full2025_validation,base,clean,new_york,3,0,0.0,-26.13,0,-26.13,0.0,-1.1288,-0.3762666666666667,0.0,26.13,0.2613,-1.0,0,0.0,0,0.0,3,1.0,0,0.0,0.20936666666666667,0.42630000000000007
full2025_validation,base,clean,tokyo,3,1,0.3333333333333333,18.86,31.98,-13.12,2.4375,0.7356999999999998,0.24523333333333328,2.305590062111801,10.61,0.10609999999999999,1.7775683317624882,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0.8541333333333334,0.5298666666666666
full2025_validation,base,ldn,london,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.0,0.6254333333333333,0.6212333333333334
full2025_validation,base,ny,new_york,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.0,0.5340555555555555,0.4572740740740741
full2025_validation,base,one,london,16,6,0.375,29.220000000000006,176.44,-147.22,1.1984784675995108,1.3258999999999999,0.08286874999999999,1.2150863817016788,50.769999999999996,0.5077,0.5755367342919049,1,0.0625,5,0.3125,10,0.625,0,0.0,0.6355124999999999,0.6410687500000002
full2025_validation,base,one,london_newyork_overlap,26,4,0.15384615384615385,-165.53999999999996,127.60000000000001,-293.14,0.43528689363444095,-6.879199999999999,-0.26458461538461536,0.4338759319913755,165.53999999999996,1.6553999999999995,-1.0,2,0.07692307692307693,4,0.15384615384615385,20,0.7692307692307693,0,0.0,0.49366153846153843,0.5855192307692307
full2025_validation,base,one,new_york,22,7,0.3181818181818182,6.139999999999999,165.47,-159.32999999999998,1.0385363710537878,0.3868000000000001,0.017581818181818185,1.0573844670276686,68.02,0.6802,0.09026756836224639,2,0.09090909090909091,5,0.22727272727272727,15,0.6818181818181818,0,0.0,0.5648818181818182,0.48369090909090906
full2025_validation,base,one,tokyo,15,8,0.5333333333333333,130.81,193.3,-62.489999999999995,3.0932949271883508,5.525,0.36833333333333335,3.1318053787089557,43.129999999999995,0.4312999999999999,3.032923718989103,1,0.06666666666666667,6,0.4,8,0.5333333333333333,0,0.0,0.8861266666666666,0.512
full2025_validation,base,tky,tokyo,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.0,0.8590823529411765,0.5354647058823531
full2025_validation,req_fibroom,all,london,49,13,0.2653061224489796,-186.57999999999993,234.78000000000003,-421.3599999999999,0.5571957471046138,-8.086500000000001,-0.16503061224489798,0.5561014437064281,202.19999999999993,2.0219999999999994,-0.9227497527200791,2,0.04081632653061224,5,0.10204081632653061,42,0.8571428571428571,0,0.0,0.6207530612244899,0.5736183673469389
full2025_validation,req_fibroom,all,london_newyork_overlap,80,15,0.1875,-380.53000000000003,373.35,-753.8799999999999,0.49523796890751853,-16.504700000000007,-0.2063087500000001,0.49467570480319384,380.53000000000003,3.8053000000000003,-1.0,9,0.1125,11,0.1375,60,0.75,0,0.0,0.5355900000000001,0.5815312499999999
full2025_validation,req_fibroom,all,new_york,33,10,0.30303030303030304,-20.909999999999982,207.71,-228.61999999999998,0.9085381856355526,-0.8320999999999996,-0.025215151515151503,0.9163264485248275,90.49999999999999,0.9049999999999999,-0.2310497237569059,2,0.06060606060606061,6,0.18181818181818182,25,0.7575757575757576,0,0.0,0.6092333333333333,0.4534696969696971
full2025_validation,req_fibroom,all,tokyo,23,9,0.391304347826087,-20.479999999999997,149.87,-170.35000000000002,0.8797769298503081,-0.7601000000000002,-0.033047826086956535,0.8956766401317595,53.48,0.5347999999999999,-0.38294689603590126,2,0.08695652173913043,4,0.17391304347826086,17,0.7391304347826086,0,0.0,0.7679565217391306,0.6472739130434783
full2025_validation,req_m5inv,all,london,21,6,0.2857142857142857,3.5100000000000096,144.53,-141.02,1.0248900865125514,0.25160000000000027,0.011980952380952394,1.0418412825118075,93.50999999999999,0.9351,0.037536092396535235,1,0.047619047619047616,4,0.19047619047619047,16,0.7619047619047619,0,0.0,0.7950619047619046,0.5181000000000001
full2025_validation,req_m5inv,all,london_newyork_overlap,40,5,0.125,-362.28000000000014,119.37,-481.65000000000015,0.24783556524447206,-15.5691,-0.3892275,0.24806572198556903,409.3600000000001,4.093600000000001,-0.8849912057846395,9,0.225,3,0.075,28,0.7,0,0.0,0.5014375,0.6682675
full2025_validation,req_m5inv,all,new_york,16,7,0.4375,-7.20000000000001,89.55,-96.74999999999999,0.9255813953488373,-0.3359,-0.02099375,0.9195044213856071,63.32,0.6332,-0.11370814908401784,0,0.0,1,0.0625,15,0.9375,0,0.0,0.5349312500000001,0.46292500000000003
full2025_validation,req_m5inv,all,tokyo,13,4,0.3076923076923077,-76.35,66.63000000000001,-142.98,0.46600923206042816,-3.0022,-0.23093846153846156,0.49380363857087456,86.53999999999999,0.8653999999999998,-0.8822509822047608,2,0.15384615384615385,2,0.15384615384615385,9,0.6923076923076923,0,0.0,0.5915,0.7226692307692308
full2025_validation,score,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.0,0.666727777777778,0.5796388888888889
full2025_validation,score,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.0,0.5279307692307692,0.6044723076923078
full2025_validation,score,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.0,0.5561328947368421,0.48657500000000004
full2025_validation,score,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.0,0.7742225000000003,0.5981974999999999
full2025_validation,score_fibroom,all,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0,0.0,0.666727777777778,0.5796388888888889
full2025_validation,score_fibroom,all,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0,0.0,0.5279307692307692,0.6044723076923078
full2025_validation,score_fibroom,all,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0,0.0,0.5561328947368421,0.48657500000000004
full2025_validation,score_fibroom,all,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0,0.0,0.7742225000000003,0.5981974999999999
q1_quick,base,all_symbols_first120,london,21,6,0.2857142857142857,-13.209999999999997,150.82,-164.03,0.9194659513503627,-0.48799999999999966,-0.02323809523809522,0.9312085030801109,112.78,1.1278,-0.11713069693208013,1,0.047619047619047616,5,0.23809523809523808,15,0.7142857142857143,0,0.0,0.6612190476190476,0.5177238095238095
q1_quick,base,all_symbols_first120,london_newyork_overlap,38,4,0.10526315789473684,-382.94,123.5,-506.44,0.24385909485822604,-16.3676,-0.4307263157894737,0.24179143195967984,382.94,3.8294,-1.0,9,0.23684210526315788,4,0.10526315789473684,25,0.6578947368421053,0,0.0,0.4841368421052632,0.6965894736842105
q1_quick,base,all_symbols_first120,new_york,27,10,0.37037037037037035,-115.59,94.66,-210.25000000000006,0.4502259215219975,-4.7749000000000015,-0.1768481481481482,0.4696205624916692,155.65,1.5565,-0.7426276903308705,4,0.14814814814814814,1,0.037037037037037035,22,0.8148148148148148,0,0.0,0.5216888888888888,0.5014407407407409
q1_quick,base,all_symbols_first120,tokyo,21,6,0.2857142857142857,-50.16,103.07000000000001,-153.23,0.67264895908112,-2.0920999999999994,-0.09962380952380949,0.678918935510605,64.45,0.6445000000000001,-0.778277734678045,2,0.09523809523809523,3,0.14285714285714285,16,0.7619047619047619,0,0.0,0.6828142857142858,0.504647619047619
q1_quick,diag,all_symbols_first120,london,21,6,0.2857142857142857,-13.209999999999997,150.82,-164.03,0.9194659513503627,-0.48799999999999966,-0.02323809523809522,0.9312085030801109,112.78,1.1278,-0.11713069693208013,1,0.047619047619047616,5,0.23809523809523808,15,0.7142857142857143,0,0.0,0.6612190476190476,0.5177238095238095
