period_id,variant,scenario_key,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
q1_quick,diag,all_symbols_first120,london_newyork_overlap,38,4,0.10526315789473684,-382.94,123.5,-506.44,0.24385909485822604,-16.3676,-0.4307263157894737,0.24179143195967984,382.94,3.8294,-1.0,9,0.23684210526315788,4,0.10526315789473684,25,0.6578947368421053,0,0.0,0.4841368421052632,0.6965894736842105
q1_quick,diag,all_symbols_first120,new_york,27,10,0.37037037037037035,-115.59,94.66,-210.25000000000006,0.4502259215219975,-4.7749000000000015,-0.1768481481481482,0.4696205624916692,155.65,1.5565,-0.7426276903308705,4,0.14814814814814814,1,0.037037037037037035,22,0.8148148148148148,0,0.0,0.5216888888888888,0.5014407407407409
q1_quick,diag,all_symbols_first120,tokyo,21,6,0.2857142857142857,-50.16,103.07000000000001,-153.23,0.67264895908112,-2.0920999999999994,-0.09962380952380949,0.678918935510605,64.45,0.6445000000000001,-0.778277734678045,2,0.09523809523809523,3,0.14285714285714285,16,0.7619047619047619,0,0.0,0.6828142857142858,0.504647619047619
q1_quick,req_fibroom,all_symbols_first120,london,12,2,0.16666666666666666,-101.02999999999997,32.14,-133.17,0.2413456484193137,-4.254600000000001,-0.3545500000000001,0.24665344571145262,102.95999999999998,1.0295999999999998,-0.9812548562548562,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,0,0.0,0.40453333333333336,0.5915583333333333
q1_quick,req_fibroom,all_symbols_first120,london_newyork_overlap,18,1,0.05555555555555555,-217.76,14.35,-232.10999999999999,0.0618241351083538,-9.1544,-0.5085777777777778,0.06248143786164166,232.10999999999999,2.3211,-0.9381758648916462,5,0.2777777777777778,0,0.0,13,0.7222222222222222,0,0.0,0.36216111111111116,0.6629055555555555
q1_quick,req_fibroom,all_symbols_first120,new_york,6,2,0.3333333333333333,-18.089999999999996,19.22,-37.309999999999995,0.5151433931921737,-0.7502,-0.12503333333333333,0.5305969215367288,26.83,0.2683,-0.6742452478568766,0,0.0,0,0.0,6,1.0,0,0.0,0.6163500000000001,0.4372833333333333
q1_quick,req_fibroom,all_symbols_first120,tokyo,11,4,0.36363636363636365,-13.719999999999995,42.010000000000005,-55.73,0.753813027094922,-0.5512,-0.05010909090909091,0.7649466950959489,33.349999999999994,0.33349999999999996,-0.41139430284857564,0,0.0,1,0.09090909090909091,10,0.9090909090909091,0,0.0,0.5882545454545455,0.4671181818181818
q1_quick,req_m5inv,all_symbols_first120,london,4,1,0.25,-37.28,1.95,-39.230000000000004,0.049706856997196014,-1.5892000000000002,-0.39730000000000004,0.04844021316088856,39.230000000000004,0.39230000000000004,-0.9502931430028039,0,0.0,0,0.0,4,1.0,0,0.0,0.44235,0.48767499999999997
q1_quick,req_m5inv,all_symbols_first120,london_newyork_overlap,12,0,0.0,-150.14,0,-150.14,0.0,-6.2749,-0.5229083333333333,0.0,150.14,1.5013999999999998,-1.0,2,0.16666666666666666,0,0.0,10,0.8333333333333334,0,0.0,0.40049166666666675,0.653625
q1_quick,req_m5inv,all_symbols_first120,new_york,8,6,0.75,38.61999999999999,58.8,-20.18,2.9137760158572843,1.6593,0.2074125,2.902866972477064,10.8,0.108,3.5759259259259246,0,0.0,0,0.0,8,1.0,0,0.0,0.59475,0.3835125
q1_quick,req_m5inv,all_symbols_first120,tokyo,9,2,0.2222222222222222,-62.97,34.910000000000004,-97.88,0.3566612178177361,-2.5303,-0.2811444444444444,0.36856158913954884,62.97,0.6296999999999999,-1.0,1,0.1111111111111111,1,0.1111111111111111,7,0.7777777777777778,0,0.0,0.5731444444444445,0.5966888888888889
q1_quick,score,all_symbols_first120,london,21,6,0.2857142857142857,-13.209999999999997,150.82,-164.03,0.9194659513503627,-0.48799999999999966,-0.02323809523809522,0.9312085030801109,112.78,1.1278,-0.11713069693208013,1,0.047619047619047616,5,0.23809523809523808,15,0.7142857142857143,0,0.0,0.6612190476190476,0.5177238095238095
q1_quick,score,all_symbols_first120,london_newyork_overlap,38,4,0.10526315789473684,-382.94,123.5,-506.44,0.24385909485822604,-16.3676,-0.4307263157894737,0.24179143195967984,382.94,3.8294,-1.0,9,0.23684210526315788,4,0.10526315789473684,25,0.6578947368421053,0,0.0,0.4841368421052632,0.6965894736842105
q1_quick,score,all_symbols_first120,new_york,27,10,0.37037037037037035,-115.59,94.66,-210.25000000000006,0.4502259215219975,-4.7749000000000015,-0.1768481481481482,0.4696205624916692,155.65,1.5565,-0.7426276903308705,4,0.14814814814814814,1,0.037037037037037035,22,0.8148148148148148,0,0.0,0.5216888888888888,0.5014407407407409
q1_quick,score,all_symbols_first120,tokyo,21,6,0.2857142857142857,-50.16,103.07000000000001,-153.23,0.67264895908112,-2.0920999999999994,-0.09962380952380949,0.678918935510605,64.45,0.6445000000000001,-0.778277734678045,2,0.09523809523809523,3,0.14285714285714285,16,0.7619047619047619,0,0.0,0.6828142857142858,0.504647619047619
q1_quick,score_fibroom,all_symbols_first120,london,21,6,0.2857142857142857,-13.209999999999997,150.82,-164.03,0.9194659513503627,-0.48799999999999966,-0.02323809523809522,0.9312085030801109,112.78,1.1278,-0.11713069693208013,1,0.047619047619047616,5,0.23809523809523808,15,0.7142857142857143,0,0.0,0.6612190476190476,0.5177238095238095
q1_quick,score_fibroom,all_symbols_first120,london_newyork_overlap,38,4,0.10526315789473684,-382.94,123.5,-506.44,0.24385909485822604,-16.3676,-0.4307263157894737,0.24179143195967984,382.94,3.8294,-1.0,9,0.23684210526315788,4,0.10526315789473684,25,0.6578947368421053,0,0.0,0.4841368421052632,0.6965894736842105
q1_quick,score_fibroom,all_symbols_first120,new_york,27,10,0.37037037037037035,-115.59,94.66,-210.25000000000006,0.4502259215219975,-4.7749000000000015,-0.1768481481481482,0.4696205624916692,155.65,1.5565,-0.7426276903308705,4,0.14814814814814814,1,0.037037037037037035,22,0.8148148148148148,0,0.0,0.5216888888888888,0.5014407407407409
q1_quick,score_fibroom,all_symbols_first120,tokyo,21,6,0.2857142857142857,-50.16,103.07000000000001,-153.23,0.67264895908112,-2.0920999999999994,-0.09962380952380949,0.678918935510605,64.45,0.6445000000000001,-0.778277734678045,2,0.09523809523809523,3,0.14285714285714285,16,0.7619047619047619,0,0.0,0.6828142857142858,0.504647619047619
