period_id,variant,h1_context_fib_room_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,none,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,deep_618_786,26,12,0.46153846153846156,99.95,249.91000000000003,-149.96,1.666511069618565,4.4599,0.1715346153846154,1.695598602532909,89.77,0.8976999999999999,1.1134009134454719,1,0.038461538461538464,7,0.2692307692307692,18,0.6923076923076923,0,0.0,0.7357384615384616,0.45667307692307685
full2025_validation,req_fibroom,outside_beyond_impulse,44,12,0.2727272727272727,-65.41999999999997,285.18999999999994,-350.61,0.8134109124097999,-2.807000000000001,-0.06379545454545456,0.8159561494380991,150.63,1.5063,-0.4343092345482306,3,0.06818181818181818,8,0.18181818181818182,33,0.75,0,0.0,0.6163886363636364,0.5576136363636363
full2025_validation,req_fibroom,room_382_618,48,8,0.16666666666666666,-296.92,188.65,-485.56999999999994,0.38851246988075877,-12.8653,-0.2680270833333333,0.39095423623702297,325.0,3.25,-0.9136000000000001,6,0.125,5,0.10416666666666667,37,0.7708333333333334,0,0.0,0.5436645833333333,0.6219875
full2025_validation,req_fibroom,room_under_382,67,15,0.22388059701492538,-346.11,241.96,-588.0699999999999,0.41144761678031533,-14.970999999999997,-0.2234477611940298,0.4087773130980447,347.93,3.4793,-0.9947690627425056,5,0.07462686567164178,6,0.08955223880597014,56,0.835820895522388,0,0.0,0.5773970149253731,0.5704134328358209
full2025_validation,req_m5inv,deep_618_786,6,2,0.3333333333333333,10.86,47.489999999999995,-36.63,1.2964782964782962,0.5613000000000001,0.09355000000000002,1.366934693077074,27.0,0.27,0.4022222222222222,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,0.6173666666666667,0.4778166666666667
full2025_validation,req_m5inv,outside_beyond_impulse,9,1,0.1111111111111111,-97.39999999999999,3.7,-101.1,0.03659742828882295,-4.1319,-0.4591,0.0366735055488203,97.39999999999999,0.9739999999999999,-1.0,2,0.2222222222222222,0,0.0,7,0.7777777777777778,0,0.0,0.6198777777777777,0.6772777777777778
full2025_validation,req_m5inv,over_786,36,7,0.19444444444444445,-272.6499999999999,101.16,-373.81000000000006,0.2706187635429763,-11.696599999999995,-0.3249055555555554,0.27195204690738667,272.6499999999999,2.7264999999999993,-1.0,5,0.1388888888888889,2,0.05555555555555555,29,0.8055555555555556,0,0.0,0.5336666666666666,0.583661111111111
full2025_validation,req_m5inv,room_382_618,17,6,0.35294117647058826,-44.28999999999998,112.96000000000001,-157.25,0.7183465818759937,-1.7568000000000004,-0.10334117647058826,0.7345942924478419,87.86999999999999,0.8786999999999999,-0.5040400591783314,4,0.23529411764705882,2,0.11764705882352941,11,0.6470588235294118,0,0.0,0.6330000000000001,0.6578176470588234
full2025_validation,req_m5inv,room_under_382,22,6,0.2727272727272727,-38.83999999999999,154.77,-193.61,0.799390527348794,-1.6316000000000002,-0.07416363636363638,0.8038588687864398,76.27999999999999,0.7627999999999998,-0.5091767173571053,1,0.045454545454545456,5,0.22727272727272727,16,0.7272727272727273,0,0.0,0.6248227272727273,0.6025090909090908
full2025_validation,score,deep_618_786,26,12,0.46153846153846156,96.25000000000001,242.95999999999998,-146.70999999999998,1.6560561652239112,4.4599,0.1715346153846154,1.695598602532909,88.75,0.8875,1.0845070422535212,1,0.038461538461538464,7,0.2692307692307692,18,0.6923076923076923,0,0.0,0.7357384615384616,0.45667307692307685
full2025_validation,score,outside_beyond_impulse,37,9,0.24324324324324326,-86.59,220.77999999999997,-307.36999999999995,0.7182874060578456,-3.7281000000000004,-0.10075945945945947,0.726518485915493,132.79,1.3278999999999999,-0.6520822351080654,3,0.08108108108108109,7,0.1891891891891892,27,0.7297297297297297,0,0.0,0.579008108108108,0.5610513513513512
full2025_validation,score,over_786,151,35,0.23178807947019867,-580.2300000000002,808.8999999999999,-1389.1300000000003,0.5823069115201599,-25.643799999999988,-0.16982649006622508,0.5833426758629656,650.4600000000002,6.504600000000002,-0.8920302555114844,19,0.12582781456953643,25,0.16556291390728478,107,0.7086092715231788,0,0.0,0.6066456953642384,0.5750125827814572
full2025_validation,score,room_382_618,47,8,0.1702127659574468,-280.24,184.85,-465.09,0.39744995592250965,-12.4273,-0.26441063829787237,0.3992323199118233,308.32,3.0831999999999997,-0.9089257913855735,6,0.1276595744680851,5,0.10638297872340426,36,0.7659574468085106,0,0.0,0.5454425531914894,0.6213893617021278
full2025_validation,score,room_under_382,57,13,0.22807017543859648,-294.08000000000004,189.94000000000003,-484.02,0.3924218007520351,-12.981399999999997,-0.22774385964912275,0.3982459230690783,295.90000000000003,2.959,-0.9938492734031767,4,0.07017543859649122,5,0.08771929824561403,48,0.8421052631578947,0,0.0,0.5627824561403508,0.5712000000000002
full2025_validation,score_fibroom,deep_618_786,26,12,0.46153846153846156,96.25000000000001,242.95999999999998,-146.70999999999998,1.6560561652239112,4.4599,0.1715346153846154,1.695598602532909,88.75,0.8875,1.0845070422535212,1,0.038461538461538464,7,0.2692307692307692,18,0.6923076923076923,0,0.0,0.7357384615384616,0.45667307692307685
full2025_validation,score_fibroom,outside_beyond_impulse,37,9,0.24324324324324326,-86.59,220.77999999999997,-307.36999999999995,0.7182874060578456,-3.7281000000000004,-0.10075945945945947,0.726518485915493,132.79,1.3278999999999999,-0.6520822351080654,3,0.08108108108108109,7,0.1891891891891892,27,0.7297297297297297,0,0.0,0.579008108108108,0.5610513513513512
