period_id,variant,sma75_reclaim,sma75_state,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,false,none,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,true,above_75sma_flat_or_falling|above_75sma_flat_or_falling,3,1,0.3333333333333333,1.3599999999999977,27.9,-26.54,1.0512434061793519,0.1815,0.0605,1.160477453580902,14.64,0.1464,0.09289617486338782,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0.5425666666666666,0.4848666666666667
full2025_validation,req_fibroom,true,above_75sma_flat_or_falling|above_75sma_rising,15,2,0.13333333333333333,-48.74,63.16,-111.9,0.564432529043789,-2.2463,-0.14975333333333335,0.5467422667931153,81.65,0.8165,-0.5969381506429884,0,0.0,2,0.13333333333333333,13,0.8666666666666667,0,0.0,0.47090666666666675,0.48808666666666667
full2025_validation,req_fibroom,true,above_75sma_flat_or_falling|below_75sma_falling,2,0,0.0,-20.81,0,-20.81,0.0,-0.9244999999999999,-0.46224999999999994,0.0,20.81,0.2081,-1.0,0,0.0,0,0.0,2,1.0,0,0.0,0.20105,0.5559499999999999
full2025_validation,req_fibroom,true,above_75sma_flat_or_falling|below_75sma_flat_or_rising,1,1,1.0,30.21,30.21,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3121,0.6208
full2025_validation,req_fibroom,true,above_75sma_rising|above_75sma_flat_or_falling,4,1,0.25,-27.97,10.79,-38.76,0.2783797729618163,-1.2102000000000002,-0.30255000000000004,0.27262892174540204,38.76,0.38759999999999994,-0.7216202270381837,1,0.25,0,0.0,3,0.75,0,0.0,0.407925,0.638325
full2025_validation,req_fibroom,true,above_75sma_rising|above_75sma_rising,8,6,0.75,86.06,101.55,-15.489999999999998,6.555842479018723,3.7173999999999996,0.46467499999999995,6.26469338620592,8.61,0.0861,9.99535423925668,0,0.0,3,0.375,5,0.625,0,0.0,0.833625,0.55885
full2025_validation,req_fibroom,true,above_75sma_rising|below_75sma_falling,20,5,0.25,-84.83000000000001,109.95000000000002,-194.78000000000003,0.5644830064688366,-3.540800000000001,-0.17704000000000003,0.5806428689864273,84.83000000000001,0.8483,-1.0,2,0.1,3,0.15,15,0.75,0,0.0,0.6759199999999999,0.5917250000000001
full2025_validation,req_fibroom,true,above_75sma_rising|below_75sma_flat_or_rising,38,11,0.2894736842105263,-53.29000000000001,252.18999999999997,-305.48,0.8255532277072147,-2.1793,-0.05735,0.834460075352455,141.61,1.4161000000000001,-0.37631523197514305,4,0.10526315789473684,7,0.18421052631578946,27,0.7105263157894737,0,0.0,0.7361052631578947,0.5744368421052631
full2025_validation,req_fibroom,true,below_75sma_falling|above_75sma_flat_or_falling,37,6,0.16216216216216217,-219.65,90.39000000000001,-310.04,0.2915430267062315,-9.572800000000003,-0.2587243243243244,0.2910192413088238,223.91000000000003,2.2391,-0.9809744986825063,0,0.0,2,0.05405405405405406,35,0.9459459459459459,0,0.0,0.41002702702702715,0.5447405405405404
full2025_validation,req_fibroom,true,below_75sma_falling|above_75sma_rising,12,4,0.3333333333333333,-33.94,61.25,-95.19,0.6434499422208215,-1.4715,-0.122625,0.6375615763546798,43.34,0.4334,-0.7831102907245038,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,0,0.0,0.600275,0.5907
full2025_validation,req_fibroom,true,below_75sma_falling|below_75sma_falling,17,3,0.17647058823529413,-102.42999999999998,79.33000000000001,-181.75999999999996,0.4364546654929579,-4.5138,-0.2655176470588235,0.4233702525581573,109.09999999999998,1.0909999999999997,-0.9388634280476627,3,0.17647058823529413,2,0.11764705882352941,12,0.7058823529411765,0,0.0,0.5581411764705883,0.5748941176470589
full2025_validation,req_fibroom,true,below_75sma_falling|below_75sma_flat_or_rising,5,0,0.0,-84.28,0,-84.28,0.0,-3.7,-0.74,0.0,84.28,0.8428,-1.0,1,0.2,0,0.0,4,0.8,0,0.0,0.36916000000000004,0.7470000000000001
full2025_validation,req_fibroom,true,below_75sma_flat_or_rising|above_75sma_flat_or_falling,2,0,0.0,-32.36,0,-32.36,0.0,-1.3527,-0.67635,0.0,32.36,0.3236,-1.0,1,0.5,0,0.0,1,0.5,0,0.0,0.08155,0.7199
full2025_validation,req_fibroom,true,below_75sma_flat_or_rising|above_75sma_rising,4,1,0.25,-28.629999999999995,1.82,-30.449999999999996,0.05977011494252875,-1.2335,-0.308375,0.058468819174108844,30.449999999999996,0.30449999999999994,-0.9402298850574713,0,0.0,0,0.0,4,1.0,0,0.0,0.531825,0.4765
full2025_validation,req_fibroom,true,below_75sma_flat_or_rising|below_75sma_falling,13,3,0.23076923076923078,-57.55,63.519999999999996,-121.07000000000001,0.5246551581729577,-2.4640000000000004,-0.18953846153846157,0.5209394563907144,87.36,0.8736,-0.658768315018315,2,0.15384615384615385,2,0.15384615384615385,9,0.6923076923076923,0,0.0,0.8012307692307691,0.6015769230769231
