period_id,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,LONG,207,55,0.26570048309178745,-293.8099999999997,1243.01,-1536.819999999999,0.8088195104176161,-12.864399999999998,-0.06214685990338163,0.8081563810924185,501.5899999999998,5.0158999999999985,-0.5857572918120374,5,0.024154589371980676,39,0.18840579710144928,163,0.7874396135265701,0,0.0,0.5187835748792272,0.5480178743961347
full2025_validation,base,SHORT,264,73,0.2765151515151515,-705.0200000000001,1754.4299999999998,-2459.4500000000025,0.7133424139543386,-31.23959999999999,-0.11833181818181814,0.7086551240143439,921.1500000000004,9.211500000000004,-0.7653693752374746,38,0.14393939393939395,50,0.1893939393939394,176,0.6666666666666666,0,0.0,0.680779166666666,0.5718295454545456
full2025_validation,req_fibroom,LONG,85,21,0.24705882352941178,-260.29,381.84999999999997,-642.1399999999999,0.5946522565172705,-11.3196,-0.13317176470588235,0.5943944187846452,260.83000000000004,2.6083000000000007,-0.997929686002377,2,0.023529411764705882,10,0.11764705882352941,73,0.8588235294117647,0,0.0,0.4843000000000001,0.5408858823529411
full2025_validation,req_fibroom,SHORT,100,26,0.26,-348.21000000000004,583.8599999999999,-932.0700000000002,0.6264121793427531,-14.863800000000001,-0.14863800000000002,0.630265687925515,354.88000000000005,3.5488000000000004,-0.9812049143372407,13,0.13,16,0.16,71,0.71,0,0.0,0.6986630000000001,0.5850630000000001
full2025_validation,req_m5inv,LONG,44,8,0.18181818181818182,-272.4099999999999,140.82999999999998,-413.2400000000001,0.34079469557642034,-11.516699999999997,-0.26174318181818174,0.3468740784429372,277.73999999999995,2.7773999999999996,-0.9808093900770504,3,0.06818181818181818,4,0.09090909090909091,37,0.8409090909090909,0,0.0,0.4883022727272728,0.593934090909091
full2025_validation,req_m5inv,SHORT,46,14,0.30434782608695654,-169.90999999999994,279.25,-449.1600000000001,0.6217160922611095,-7.138899999999998,-0.15519347826086952,0.6279730264940698,197.31999999999996,1.9731999999999996,-0.8610885870666936,9,0.1956521739130435,6,0.13043478260869565,31,0.6739130434782609,0,0.0,0.6851499999999999,0.6147652173913043
full2025_validation,score,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0,0.0,0.5056644444444442,0.5428911111111109
full2025_validation,score,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0,0.0,0.6645120218579234,0.5897961748633881
full2025_validation,score_fibroom,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0,0.0,0.5056644444444442,0.5428911111111109
full2025_validation,score_fibroom,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0,0.0,0.6645120218579234,0.5897961748633881
q1_quick,base,LONG,42,9,0.21428571428571427,-249.52,111.29,-360.80999999999995,0.3084448878911339,-10.721800000000005,-0.2552809523809525,0.3111286726675789,263.08,2.6308,-0.9484567431959862,2,0.047619047619047616,3,0.07142857142857142,37,0.8809523809523809,0,0.0,0.4764690476190474,0.5389333333333334
q1_quick,base,SHORT,65,17,0.26153846153846155,-312.38000000000005,360.76,-673.1400000000001,0.5359360608491546,-13.0008,-0.20001230769230768,0.5459885316775741,340.21000000000004,3.4021000000000003,-0.9181975838452721,14,0.2153846153846154,10,0.15384615384615385,41,0.6307692307692307,0,0.0,0.6260892307692307,0.5975984615384615
q1_quick,diag,LONG,42,9,0.21428571428571427,-249.52,111.29,-360.80999999999995,0.3084448878911339,-10.721800000000005,-0.2552809523809525,0.3111286726675789,263.08,2.6308,-0.9484567431959862,2,0.047619047619047616,3,0.07142857142857142,37,0.8809523809523809,0,0.0,0.4764690476190474,0.5389333333333334
q1_quick,diag,SHORT,65,17,0.26153846153846155,-312.38000000000005,360.76,-673.1400000000001,0.5359360608491546,-13.0008,-0.20001230769230768,0.5459885316775741,340.21000000000004,3.4021000000000003,-0.9181975838452721,14,0.2153846153846154,10,0.15384615384615385,41,0.6307692307692307,0,0.0,0.6260892307692307,0.5975984615384615
q1_quick,req_fibroom,LONG,20,4,0.2,-109.85,42.010000000000005,-151.85999999999999,0.2766363756091137,-4.6819999999999995,-0.23409999999999997,0.27700052503165634,110.38999999999999,1.1038999999999999,-0.9951082525591087,0,0.0,1,0.05,19,0.95,0,0.0,0.38185,0.5060499999999999
q1_quick,req_fibroom,SHORT,27,5,0.18518518518518517,-240.74999999999997,65.71000000000001,-306.4600000000001,0.21441623702930232,-10.028400000000003,-0.3714222222222223,0.22136728910283782,250.44999999999996,2.5044999999999993,-0.9612697145138751,6,0.2222222222222222,1,0.037037037037037035,20,0.7407407407407407,0,0.0,0.5150074074074075,0.6174814814814816
q1_quick,req_m5inv,LONG,20,3,0.15,-164.99,38.06,-203.05,0.18744151686776656,-6.941800000000001,-0.34709,0.18793210345916733,164.99,1.6499,-1.0,0,0.0,1,0.05,19,0.95,0,0.0,0.4039499999999999,0.5457200000000001
q1_quick,req_m5inv,SHORT,13,6,0.46153846153846156,-46.77999999999999,57.60000000000001,-104.38000000000001,0.5518298524621575,-1.7932999999999995,-0.1379461538461538,0.580602914006408,84.41,0.8440999999999999,-0.5541997393673734,3,0.23076923076923078,0,0.0,10,0.7692307692307693,0,0.0,0.6471230769230769,0.5629307692307693
q1_quick,score,LONG,42,9,0.21428571428571427,-249.52,111.29,-360.80999999999995,0.3084448878911339,-10.721800000000005,-0.2552809523809525,0.3111286726675789,263.08,2.6308,-0.9484567431959862,2,0.047619047619047616,3,0.07142857142857142,37,0.8809523809523809,0,0.0,0.4764690476190474,0.5389333333333334
q1_quick,score,SHORT,65,17,0.26153846153846155,-312.38000000000005,360.76,-673.1400000000001,0.5359360608491546,-13.0008,-0.20001230769230768,0.5459885316775741,340.21000000000004,3.4021000000000003,-0.9181975838452721,14,0.2153846153846154,10,0.15384615384615385,41,0.6307692307692307,0,0.0,0.6260892307692307,0.5975984615384615
q1_quick,score_fibroom,LONG,42,9,0.21428571428571427,-249.52,111.29,-360.80999999999995,0.3084448878911339,-10.721800000000005,-0.2552809523809525,0.3111286726675789,263.08,2.6308,-0.9484567431959862,2,0.047619047619047616,3,0.07142857142857142,37,0.8809523809523809,0,0.0,0.4764690476190474,0.5389333333333334
q1_quick,score_fibroom,SHORT,65,17,0.26153846153846155,-312.38000000000005,360.76,-673.1400000000001,0.5359360608491546,-13.0008,-0.20001230769230768,0.5459885316775741,340.21000000000004,3.4021000000000003,-0.9181975838452721,14,0.2153846153846154,10,0.15384615384615385,41,0.6307692307692307,0,0.0,0.6260892307692307,0.5975984615384615
