period_id,variant,post_break_acceptance_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,false,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,false,185,47,0.25405405405405407,-608.5,965.7099999999995,-1574.2099999999991,0.6134569085446033,-26.183399999999995,-0.14153189189189186,0.615567353602744,608.5,6.085,-1.0,15,0.08108108108108109,26,0.14054054054054055,144,0.7783783783783784,0,0.0,0.6001718918918919,0.5647654054054053
full2025_validation,req_m5inv,false,89,21,0.23595505617977527,-472.98000000000013,389.42,-862.4,0.45155380333951767,-19.958499999999997,-0.224252808988764,0.4579793821152341,502.3500000000001,5.023500000000001,-0.941534786503434,12,0.1348314606741573,9,0.10112359550561797,68,0.7640449438202247,0,0.0,0.5808910112359549,0.6094629213483144
full2025_validation,req_m5inv,true,1,1,1.0,30.66,30.66,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3029,0.1701
full2025_validation,score,false,315,77,0.24444444444444444,-1129.5200000000002,1647.43,-2776.9499999999994,0.5932515889735143,-49.632699999999986,-0.15756412698412695,0.5970076420667684,1164.5900000000001,11.645900000000003,-0.9698863977880628,33,0.10476190476190476,49,0.15555555555555556,233,0.7396825396825397,0,0.0,0.5995720634920636,0.5724422222222225
full2025_validation,score,true,3,0,0.0,-15.370000000000001,0,-15.370000000000001,0.0,-0.6880000000000001,-0.22933333333333336,0.0,15.370000000000001,0.1537,-1.0,0,0.0,0,0.0,3,1.0,0,0.0,0.3350666666666667,0.3012333333333333
full2025_validation,score_fibroom,false,315,77,0.24444444444444444,-1129.5200000000002,1647.43,-2776.9499999999994,0.5932515889735143,-49.632699999999986,-0.15756412698412695,0.5970076420667684,1164.5900000000001,11.645900000000003,-0.9698863977880628,33,0.10476190476190476,49,0.15555555555555556,233,0.7396825396825397,0,0.0,0.5995720634920636,0.5724422222222225
full2025_validation,score_fibroom,true,3,0,0.0,-15.370000000000001,0,-15.370000000000001,0.0,-0.6880000000000001,-0.22933333333333336,0.0,15.370000000000001,0.1537,-1.0,0,0.0,0,0.0,3,1.0,0,0.0,0.3350666666666667,0.3012333333333333
q1_quick,base,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,false,106,26,0.24528301886792453,-557.1199999999998,472.05000000000007,-1029.17,0.4586705792046018,-23.509499999999996,-0.22178773584905656,0.4655304115344219,570.9999999999998,5.709999999999997,-0.97569176882662,16,0.1509433962264151,13,0.12264150943396226,77,0.7264150943396226,0,0.0,0.5709867924528302,0.5774783018867924
q1_quick,diag,true,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
q1_quick,req_fibroom,false,47,9,0.19148936170212766,-350.6,107.72,-458.32000000000005,0.23503229184849012,-14.710400000000003,-0.31298723404255324,0.2399807804580657,360.30000000000007,3.6030000000000006,-0.9730779905634193,6,0.1276595744680851,2,0.0425531914893617,39,0.8297872340425532,0,0.0,0.45834468085106395,0.5700638297872341
q1_quick,req_m5inv,false,33,9,0.2727272727272727,-211.76999999999995,95.66000000000001,-307.43,0.31116026412516673,-8.735100000000001,-0.26470000000000005,0.318858096411472,230.39,2.3038999999999996,-0.9191805199878466,3,0.09090909090909091,1,0.030303030303030304,29,0.8787878787878788,0,0.0,0.4997454545454545,0.5525000000000001
q1_quick,score,false,106,26,0.24528301886792453,-557.1199999999998,472.05000000000007,-1029.17,0.4586705792046018,-23.509499999999996,-0.22178773584905656,0.4655304115344219,570.9999999999998,5.709999999999997,-0.97569176882662,16,0.1509433962264151,13,0.12264150943396226,77,0.7264150943396226,0,0.0,0.5709867924528302,0.5774783018867924
q1_quick,score,true,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
q1_quick,score_fibroom,false,106,26,0.24528301886792453,-557.1199999999998,472.05000000000007,-1029.17,0.4586705792046018,-23.509499999999996,-0.22178773584905656,0.4655304115344219,570.9999999999998,5.709999999999997,-0.97569176882662,16,0.1509433962264151,13,0.12264150943396226,77,0.7264150943396226,0,0.0,0.5709867924528302,0.5774783018867924
q1_quick,score_fibroom,true,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
