period_id,variant,year,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,2025,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,2025,185,47,0.25405405405405407,-608.5,965.7099999999995,-1574.2099999999991,0.6134569085446033,-26.183399999999995,-0.14153189189189186,0.615567353602744,608.5,6.085,-1.0,15,0.08108108108108109,26,0.14054054054054055,144,0.7783783783783784,0,0.0,0.6001718918918919,0.5647654054054053
full2025_validation,req_m5inv,2025,90,22,0.24444444444444444,-442.32000000000005,420.08,-862.4,0.48710575139146567,-18.655599999999996,-0.2072844444444444,0.49336273572607964,471.69000000000005,4.7169,-0.9377345290338994,12,0.13333333333333333,10,0.1111111111111111,68,0.7555555555555555,0,0.0,0.5889133333333331,0.6045811111111108
full2025_validation,score,2025,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.0,0.5970767295597484,0.5698836477987422
full2025_validation,score_fibroom,2025,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0,0.0,0.5970767295597484,0.5698836477987422
q1_quick,base,2025,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,2025,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,req_fibroom,2025,47,9,0.19148936170212766,-350.6,107.72,-458.32000000000005,0.23503229184849012,-14.710400000000003,-0.31298723404255324,0.2399807804580657,360.30000000000007,3.6030000000000006,-0.9730779905634193,6,0.1276595744680851,2,0.0425531914893617,39,0.8297872340425532,0,0.0,0.45834468085106395,0.5700638297872341
q1_quick,req_m5inv,2025,33,9,0.2727272727272727,-211.76999999999995,95.66000000000001,-307.43,0.31116026412516673,-8.735100000000001,-0.26470000000000005,0.318858096411472,230.39,2.3038999999999996,-0.9191805199878466,3,0.09090909090909091,1,0.030303030303030304,29,0.8787878787878788,0,0.0,0.4997454545454545,0.5525000000000001
q1_quick,score,2025,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,score_fibroom,2025,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
