period_id,variant,exit_type,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,full_sl,43,0,0.0,-1020.3700000000001,0,-1020.3700000000001,0.0,-43.9407,-1.0218767441860466,0.0,1020.3700000000001,10.203700000000001,-1.0,43,1.0,0,0.0,0,0.0,0,0.0,0.41374883720930233,1.0444232558139537
full2025_validation,base,time,339,39,0.11504424778761062,-2668.4500000000035,307.45000000000005,-2975.900000000003,0.10331328337645745,-116.83949999999997,-0.34465929203539813,0.10358941703141365,2668.4500000000035,26.684500000000032,-1.0,0,0.0,0,0.0,339,1.0,0,0.0,0.44881061946902623,0.5253507374631274
full2025_validation,base,tp,89,89,1.0,2689.99,2689.99,0,inf,116.67619999999998,1.3109685393258426,inf,0.0,0.0,inf,0,0.0,89,1.0,0,0.0,0,0.0,1.3165831460674153,0.4651528089887638
full2025_validation,req_fibroom,full_sl,15,0,0.0,-357.24,0,-357.24,0.0,-15.2347,-1.0156466666666666,0.0,357.24,3.5724,-1.0,15,1.0,0,0.0,0,0.0,0,0.0,0.38130000000000003,1.0783466666666668
full2025_validation,req_fibroom,time,144,21,0.14583333333333334,-1038.1,178.87,-1216.9699999999993,0.14697979407873663,-45.05799999999999,-0.31290277777777775,0.14783118516487154,1038.1,10.380999999999998,-1.0,0,0.0,0,0.0,144,1.0,0,0.0,0.49247291666666676,0.5209958333333333
full2025_validation,req_fibroom,tp,26,26,1.0,786.8399999999998,786.8399999999998,0,inf,34.109300000000005,1.311896153846154,inf,0.0,0.0,inf,0,0.0,26,1.0,0,0.0,0,0.0,1.3229307692307695,0.5108846153846154
full2025_validation,req_m5inv,full_sl,12,0,0.0,-288.48,0,-288.48,0.0,-12.192300000000001,-1.0160250000000002,0.0,288.48,2.8848000000000003,-1.0,12,1.0,0,0.0,0,0.0,0,0.0,0.2799583333333333,1.0519416666666668
full2025_validation,req_m5inv,time,68,12,0.17647058823529413,-457.1300000000001,116.79,-573.9200000000002,0.20349526066350707,-19.524399999999996,-0.28712352941176467,0.20729513887479145,457.1300000000001,4.571300000000001,-1.0,0,0.0,0,0.0,68,1.0,0,0.0,0.53635,0.5557911764705882
full2025_validation,req_m5inv,tp,10,10,1.0,303.29,303.29,0,inf,13.0611,1.3061099999999999,inf,0.0,0.0,inf,0,0.0,10,1.0,0,0.0,0,0.0,1.3170899999999999,0.39952
full2025_validation,score,full_sl,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.0,0.44158181818181824,1.0500333333333334
full2025_validation,score,time,236,28,0.11864406779661017,-1814.15,205.96000000000004,-2020.1100000000001,0.10195484404314617,-80.86509999999998,-0.34264872881355923,0.10316103044579603,1820.96,18.209600000000002,-0.9962602143924084,0,0.0,0,0.0,236,1.0,0,0.0,0.4691347457627117,0.5224652542372882
full2025_validation,score,tp,49,49,1.0,1441.47,1441.47,0,inf,64.226,1.310734693877551,inf,0.0,0.0,inf,0,0.0,49,1.0,0,0.0,0,0.0,1.318008163265306,0.4749
full2025_validation,score_fibroom,full_sl,33,0,0.0,-772.2100000000002,0,-772.2100000000002,0.0,-33.68159999999999,-1.020654545454545,0.0,772.2100000000002,7.722100000000001,-1.0,33,1.0,0,0.0,0,0.0,0,0.0,0.44158181818181824,1.0500333333333334
full2025_validation,score_fibroom,time,236,28,0.11864406779661017,-1814.15,205.96000000000004,-2020.1100000000001,0.10195484404314617,-80.86509999999998,-0.34264872881355923,0.10316103044579603,1820.96,18.209600000000002,-0.9962602143924084,0,0.0,0,0.0,236,1.0,0,0.0,0.4691347457627117,0.5224652542372882
full2025_validation,score_fibroom,tp,49,49,1.0,1441.47,1441.47,0,inf,64.226,1.310734693877551,inf,0.0,0.0,inf,0,0.0,49,1.0,0,0.0,0,0.0,1.318008163265306,0.4749
q1_quick,base,full_sl,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.0,0.45224375,1.0791312499999999
q1_quick,base,time,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.0,0.4671269230769231,0.4916423076923078
q1_quick,base,tp,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,0.0,1.3104384615384617,0.45114615384615386
q1_quick,diag,full_sl,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.0,0.45224375,1.0791312499999999
q1_quick,diag,time,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.0,0.4671269230769231,0.4916423076923078
q1_quick,diag,tp,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,0.0,1.3104384615384617,0.45114615384615386
q1_quick,req_fibroom,full_sl,6,0,0.0,-147.01000000000002,0,-147.01000000000002,0.0,-6.097700000000001,-1.0162833333333334,0.0,147.01000000000002,1.4701000000000002,-1.0,6,1.0,0,0.0,0,0.0,0,0.0,0.31998333333333334,1.1612166666666668
q1_quick,req_fibroom,time,39,7,0.1794871794871795,-264.47999999999996,46.83,-311.31000000000006,0.15042883299604892,-11.242700000000003,-0.28827435897435905,0.1519807506637702,274.18,2.7418,-0.964621781311547,0,0.0,0,0.0,39,1.0,0,0.0,0.43570000000000003,0.48012307692307704
q1_quick,req_fibroom,tp,2,2,1.0,60.89,60.89,0,inf,2.63,1.315,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,0,0.0,1.315,0.55045
q1_quick,req_m5inv,full_sl,3,0,0.0,-74.41,0,-74.41,0.0,-3.035,-1.0116666666666667,0.0,74.41,0.7441,-1.0,3,1.0,0,0.0,0,0.0,0,0.0,0.3725333333333334,1.1553333333333333
q1_quick,req_m5inv,time,29,8,0.27586206896551724,-168.57000000000002,64.45,-233.02,0.27658570079821476,-7.0197,-0.24205862068965517,0.28291382339721327,187.19000000000005,1.8719000000000006,-0.900528874405684,0,0.0,0,0.0,29,1.0,0,0.0,0.4846344827586206,0.49514827586206905
q1_quick,req_m5inv,tp,1,1,1.0,31.21,31.21,0,inf,1.3196,1.3196,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,0,0.0,1.3196,0.4072
q1_quick,score,full_sl,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.0,0.45224375,1.0791312499999999
q1_quick,score,time,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.0,0.4671269230769231,0.4916423076923078
q1_quick,score,tp,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,0.0,1.3104384615384617,0.45114615384615386
q1_quick,score_fibroom,full_sl,16,0,0.0,-387.21000000000004,0,-387.21000000000004,0.0,-16.3675,-1.02296875,0.0,387.21000000000004,3.8721000000000005,-1.0,16,1.0,0,0.0,0,0.0,0,0.0,0.45224375,1.0791312499999999
q1_quick,score_fibroom,time,78,13,0.16666666666666666,-568.4599999999998,78.28,-646.7399999999998,0.1210378204533507,-24.361900000000002,-0.3123320512820513,0.12468651418141578,582.3399999999998,5.823399999999998,-0.9761651269018099,0,0.0,0,0.0,78,1.0,0,0.0,0.4671269230769231,0.4916423076923078
q1_quick,score_fibroom,tp,13,13,1.0,393.77,393.77,0,inf,17.006800000000002,1.3082153846153848,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,0,0.0,1.3104384615384617,0.45114615384615386
