period_id,variant,m5_corrective_wave_detected,m5_corrective_123_detected,m5_corrective_invalidation,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,false,false,false,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,false,false,false,7,3,0.42857142857142855,43.93000000000001,89.06,-45.13,1.9734101484600044,1.9319000000000002,0.27598571428571433,1.9819059720457435,25.58,0.25579999999999997,1.7173573103987494,0,0.0,3,0.42857142857142855,4,0.5714285714285714,0,0.0,0.7726571428571428,0.40754285714285715
full2025_validation,req_fibroom,false,false,true,140,34,0.24285714285714285,-548.54,680.8,-1229.3399999999992,0.5537930922283505,-23.904099999999996,-0.1707435714285714,0.5513890478880431,548.54,5.485399999999999,-1.0,12,0.08571428571428572,18,0.12857142857142856,110,0.7857142857142857,0,0.0,0.5838457142857143,0.570757857142857
full2025_validation,req_fibroom,true,true,false,3,1,0.3333333333333333,6.430000000000003,29.66,-23.229999999999997,1.2767972449418856,0.30590000000000006,0.10196666666666669,1.3096780724843087,23.229999999999997,0.23229999999999995,0.2767972449418857,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0.6377333333333334,0.5038333333333332
full2025_validation,req_fibroom,true,true,true,35,9,0.2571428571428571,-110.31999999999998,166.19,-276.51,0.6010270876279339,-4.517099999999999,-0.12905999999999998,0.6194267515923568,118.58999999999997,1.1858999999999997,-0.9302639345644659,3,0.08571428571428572,4,0.11428571428571428,28,0.8,0,0.0,0.62776,0.5774628571428573
full2025_validation,req_m5inv,true,true,true,90,22,0.24444444444444444,-442.32000000000005,420.08,-862.4,0.48710575139146567,-18.655599999999996,-0.2072844444444444,0.49336273572607964,471.69000000000005,4.7169,-0.9377345290338994,12,0.13333333333333333,10,0.1111111111111111,68,0.7555555555555555,0,0.0,0.5889133333333331,0.6045811111111108
full2025_validation,score,false,false,false,8,3,0.375,20.519999999999996,87.5,-66.98,1.3063601074947744,0.9207,0.1150875,1.309094571457347,36.65,0.3665,0.5598908594815825,1,0.125,3,0.375,4,0.5,0,0.0,0.7294499999999999,0.48300000000000004
full2025_validation,score,false,false,true,246,58,0.23577235772357724,-882.7600000000002,1299.9599999999998,-2182.72,0.5955688315496261,-38.74319999999995,-0.15749268292682908,0.5991926581966814,917.8300000000002,9.178300000000002,-0.9617903097523507,26,0.10569105691056911,40,0.16260162601626016,180,0.7317073170731707,0,0.0,0.5965121951219513,0.5740849593495932
full2025_validation,score,true,true,false,3,1,0.3333333333333333,6.309999999999999,28.56,-22.25,1.2835955056179775,0.30590000000000006,0.10196666666666669,1.3096780724843087,22.25,0.2225,0.2835955056179775,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0.6377333333333334,0.5038333333333332
full2025_validation,score,true,true,true,61,15,0.2459016393442623,-288.96,231.41000000000003,-520.37,0.44470280761765674,-12.804099999999998,-0.20990327868852457,0.44855075584650506,288.96,2.8895999999999997,-1.0,6,0.09836065573770492,5,0.08196721311475409,50,0.819672131147541,0,0.0,0.5799934426229509,0.5675836065573773
full2025_validation,score_fibroom,false,false,false,8,3,0.375,20.519999999999996,87.5,-66.98,1.3063601074947744,0.9207,0.1150875,1.309094571457347,36.65,0.3665,0.5598908594815825,1,0.125,3,0.375,4,0.5,0,0.0,0.7294499999999999,0.48300000000000004
full2025_validation,score_fibroom,false,false,true,246,58,0.23577235772357724,-882.7600000000002,1299.9599999999998,-2182.72,0.5955688315496261,-38.74319999999995,-0.15749268292682908,0.5991926581966814,917.8300000000002,9.178300000000002,-0.9617903097523507,26,0.10569105691056911,40,0.16260162601626016,180,0.7317073170731707,0,0.0,0.5965121951219513,0.5740849593495932
full2025_validation,score_fibroom,true,true,false,3,1,0.3333333333333333,6.309999999999999,28.56,-22.25,1.2835955056179775,0.30590000000000006,0.10196666666666669,1.3096780724843087,22.25,0.2225,0.2835955056179775,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0.6377333333333334,0.5038333333333332
