period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,req_m5inv,USDJPY,48,15,0.3125,-65.57999999999998,314.55,-380.13,0.8274800726067398,-2.3122000000000003,-0.048170833333333336,0.8554947252637372,148.97,1.4897,-0.44022286366382485,3,0.0625,8,0.16666666666666666,37,0.7708333333333334,0,0.0,0.5954604166666667,0.5764875000000002
full2025_validation,score,AUDJPY,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0,0.0,0.6967200000000001,0.6147400000000001
full2025_validation,score,EURJPY,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666,0,0.0,0.6016259259259259,0.578048148148148
full2025_validation,score,EURUSD,44,9,0.20454545454545456,-292.12,143.26000000000002,-435.37999999999994,0.3290458909458405,-13.063699999999999,-0.2969022727272727,0.3289723754635765,301.12,3.0112,-0.9701115834218916,5,0.11363636363636363,4,0.09090909090909091,35,0.7954545454545454,0,0.0,0.49610454545454535,0.5924159090909091
full2025_validation,score,GBPJPY,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0,0.0,0.7437956521739129,0.5020695652173913
full2025_validation,score,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0,0.0,0.51998,0.6232479999999999
full2025_validation,score,USDJPY,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75,0,0.0,0.604566847826087,0.5608668478260871
full2025_validation,score_fibroom,AUDJPY,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0,0.0,0.6967200000000001,0.6147400000000001
full2025_validation,score_fibroom,EURJPY,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666,0,0.0,0.6016259259259259,0.578048148148148
full2025_validation,score_fibroom,EURUSD,44,9,0.20454545454545456,-292.12,143.26000000000002,-435.37999999999994,0.3290458909458405,-13.063699999999999,-0.2969022727272727,0.3289723754635765,301.12,3.0112,-0.9701115834218916,5,0.11363636363636363,4,0.09090909090909091,35,0.7954545454545454,0,0.0,0.49610454545454535,0.5924159090909091
full2025_validation,score_fibroom,GBPJPY,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0,0.0,0.7437956521739129,0.5020695652173913
full2025_validation,score_fibroom,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0,0.0,0.51998,0.6232479999999999
full2025_validation,score_fibroom,USDJPY,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75,0,0.0,0.604566847826087,0.5608668478260871
q1_quick,base,AUDJPY,4,1,0.25,-12.08,17.56,-29.64,0.592442645074224,-0.449,-0.11225,0.6320878400524418,23.47,0.23469999999999996,-0.5146996165317427,0,0.0,0,0.0,4,1.0,0,0.0,0.47325,0.47629999999999995
q1_quick,base,EURJPY,11,4,0.36363636363636365,26.239999999999995,118.92999999999999,-92.69,1.2830941849174669,1.1832000000000003,0.10756363636363639,1.2928350451676773,34.8,0.348,0.754022988505747,1,0.09090909090909091,4,0.36363636363636365,6,0.5454545454545454,0,0.0,0.7765454545454545,0.5392454545454546
q1_quick,base,EURUSD,11,1,0.09090909090909091,-151.43000000000004,3.15,-154.58,0.020377797903997928,-6.492100000000001,-0.5901909090909091,0.01957201322923116,151.43000000000004,1.5143000000000004,-1.0,3,0.2727272727272727,0,0.0,8,0.7272727272727273,0,0.0,0.2935454545454546,0.7149090909090909
q1_quick,base,GBPJPY,14,4,0.2857142857142857,-27.450000000000003,69.50999999999999,-96.96000000000001,0.7168935643564355,-1.0239,-0.07313571428571429,0.7553755733944955,73.23,0.7323000000000001,-0.37484637443670626,1,0.07142857142857142,2,0.14285714285714285,11,0.7857142857142857,0,0.0,0.6988857142857142,0.48745000000000005
q1_quick,base,GBPUSD,6,1,0.16666666666666666,-69.74000000000001,6.18,-75.92,0.08140147523709167,-3.0084,-0.5014,0.08224527150701648,69.74000000000001,0.6974000000000001,-1.0,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0,0.0,0.23606666666666665,0.6596000000000001
q1_quick,base,USDJPY,61,15,0.2459016393442623,-327.43999999999994,256.71999999999997,-584.1599999999999,0.43946863872911535,-13.932400000000005,-0.22840000000000008,0.4394189953125313,341.31999999999994,3.4132,-0.9593343489980077,9,0.14754098360655737,7,0.11475409836065574,45,0.7377049180327869,0,0.0,0.5875852459016394,0.573709836065574
q1_quick,diag,AUDJPY,4,1,0.25,-12.08,17.56,-29.64,0.592442645074224,-0.449,-0.11225,0.6320878400524418,23.47,0.23469999999999996,-0.5146996165317427,0,0.0,0,0.0,4,1.0,0,0.0,0.47325,0.47629999999999995
q1_quick,diag,EURJPY,11,4,0.36363636363636365,26.239999999999995,118.92999999999999,-92.69,1.2830941849174669,1.1832000000000003,0.10756363636363639,1.2928350451676773,34.8,0.348,0.754022988505747,1,0.09090909090909091,4,0.36363636363636365,6,0.5454545454545454,0,0.0,0.7765454545454545,0.5392454545454546
q1_quick,diag,EURUSD,11,1,0.09090909090909091,-151.43000000000004,3.15,-154.58,0.020377797903997928,-6.492100000000001,-0.5901909090909091,0.01957201322923116,151.43000000000004,1.5143000000000004,-1.0,3,0.2727272727272727,0,0.0,8,0.7272727272727273,0,0.0,0.2935454545454546,0.7149090909090909
q1_quick,diag,GBPJPY,14,4,0.2857142857142857,-27.450000000000003,69.50999999999999,-96.96000000000001,0.7168935643564355,-1.0239,-0.07313571428571429,0.7553755733944955,73.23,0.7323000000000001,-0.37484637443670626,1,0.07142857142857142,2,0.14285714285714285,11,0.7857142857142857,0,0.0,0.6988857142857142,0.48745000000000005
q1_quick,diag,GBPUSD,6,1,0.16666666666666666,-69.74000000000001,6.18,-75.92,0.08140147523709167,-3.0084,-0.5014,0.08224527150701648,69.74000000000001,0.6974000000000001,-1.0,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0,0.0,0.23606666666666665,0.6596000000000001
q1_quick,diag,USDJPY,61,15,0.2459016393442623,-327.43999999999994,256.71999999999997,-584.1599999999999,0.43946863872911535,-13.932400000000005,-0.22840000000000008,0.4394189953125313,341.31999999999994,3.4132,-0.9593343489980077,9,0.14754098360655737,7,0.11475409836065574,45,0.7377049180327869,0,0.0,0.5875852459016394,0.573709836065574
q1_quick,req_fibroom,AUDJPY,2,1,0.5,11.229999999999999,17.4,-6.17,2.820097244732577,0.514,0.257,2.9968919968919967,6.17,0.061700000000000005,1.8200972447325767,0,0.0,0,0.0,2,1.0,0,0.0,0.6825,0.35665
q1_quick,req_fibroom,EURJPY,3,0,0.0,-30.57,0,-30.57,0.0,-1.353,-0.451,0.0,30.57,0.30569999999999997,-1.0,0,0.0,0,0.0,3,1.0,0,0.0,0.29613333333333336,0.5131
q1_quick,req_fibroom,EURUSD,4,0,0.0,-72.09,0,-72.09,0.0,-2.9756,-0.7439,0.0,72.09,0.7209,-1.0,2,0.5,0,0.0,2,0.5,0,0.0,0.23637500000000003,0.912625
q1_quick,req_fibroom,GBPJPY,5,1,0.2,-37.37,1.93,-39.3,0.04910941475826972,-1.6340999999999999,-0.32682,0.04717201166180758,39.3,0.39299999999999996,-0.9508905852417303,0,0.0,0,0.0,5,1.0,0,0.0,0.59102,0.50328
q1_quick,req_fibroom,GBPUSD,3,0,0.0,-49.769999999999996,0,-49.769999999999996,0.0,-2.0983,-0.6994333333333334,0.0,49.769999999999996,0.4977,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0,0.0,0.18476666666666666,0.8456333333333333
q1_quick,req_fibroom,USDJPY,30,7,0.23333333333333334,-172.03000000000003,88.38999999999999,-260.41999999999996,0.33941325551032947,-7.1634,-0.23878000000000002,0.3461664841182913,181.62,1.8162,-0.9471974452152848,3,0.1,2,0.06666666666666667,25,0.8333333333333334,0,0.0,0.49446333333333325,0.5278866666666666
q1_quick,req_m5inv,AUDJPY,1,1,1.0,17.56,17.56,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0,0.0,0.9571,0.4143
q1_quick,req_m5inv,EURJPY,1,0,0.0,-12.9,0,-12.9,0.0,-0.5349,-0.5349,0.0,12.9,0.129,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,1.2126,0.6346
q1_quick,req_m5inv,EURUSD,4,1,0.25,-57.72,3.15,-60.87,0.051749630359783146,-2.3760000000000003,-0.5940000000000001,0.051724137931034475,57.72,0.5772,-1.0,2,0.5,0,0.0,2,0.5,0,0.0,0.37257500000000005,0.8046500000000001
q1_quick,req_m5inv,GBPJPY,7,2,0.2857142857142857,-37.2,13.16,-50.36000000000001,0.26131850675138996,-1.6103,-0.23004285714285716,0.2535922870121443,39.150000000000006,0.39150000000000007,-0.950191570881226,0,0.0,0,0.0,7,1.0,0,0.0,0.683657142857143,0.5326428571428571
q1_quick,req_m5inv,GBPUSD,1,0,0.0,-13.86,0,-13.86,0.0,-0.6111,-0.6111,0.0,13.86,0.13859999999999997,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0926,0.6111
q1_quick,req_m5inv,USDJPY,19,5,0.2631578947368421,-107.64999999999999,61.790000000000006,-169.43999999999997,0.36467186024551473,-4.3742,-0.23022105263157897,0.37646824039229104,120.74,1.2074,-0.8915852244492297,1,0.05263157894736842,1,0.05263157894736842,17,0.8947368421052632,0,0.0,0.4186,0.5066
q1_quick,score,AUDJPY,4,1,0.25,-12.08,17.56,-29.64,0.592442645074224,-0.449,-0.11225,0.6320878400524418,23.47,0.23469999999999996,-0.5146996165317427,0,0.0,0,0.0,4,1.0,0,0.0,0.47325,0.47629999999999995
q1_quick,score,EURJPY,11,4,0.36363636363636365,26.239999999999995,118.92999999999999,-92.69,1.2830941849174669,1.1832000000000003,0.10756363636363639,1.2928350451676773,34.8,0.348,0.754022988505747,1,0.09090909090909091,4,0.36363636363636365,6,0.5454545454545454,0,0.0,0.7765454545454545,0.5392454545454546
q1_quick,score,EURUSD,11,1,0.09090909090909091,-151.43000000000004,3.15,-154.58,0.020377797903997928,-6.492100000000001,-0.5901909090909091,0.01957201322923116,151.43000000000004,1.5143000000000004,-1.0,3,0.2727272727272727,0,0.0,8,0.7272727272727273,0,0.0,0.2935454545454546,0.7149090909090909
q1_quick,score,GBPJPY,14,4,0.2857142857142857,-27.450000000000003,69.50999999999999,-96.96000000000001,0.7168935643564355,-1.0239,-0.07313571428571429,0.7553755733944955,73.23,0.7323000000000001,-0.37484637443670626,1,0.07142857142857142,2,0.14285714285714285,11,0.7857142857142857,0,0.0,0.6988857142857142,0.48745000000000005
q1_quick,score,GBPUSD,6,1,0.16666666666666666,-69.74000000000001,6.18,-75.92,0.08140147523709167,-3.0084,-0.5014,0.08224527150701648,69.74000000000001,0.6974000000000001,-1.0,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0,0.0,0.23606666666666665,0.6596000000000001
q1_quick,score,USDJPY,61,15,0.2459016393442623,-327.43999999999994,256.71999999999997,-584.1599999999999,0.43946863872911535,-13.932400000000005,-0.22840000000000008,0.4394189953125313,341.31999999999994,3.4132,-0.9593343489980077,9,0.14754098360655737,7,0.11475409836065574,45,0.7377049180327869,0,0.0,0.5875852459016394,0.573709836065574
q1_quick,score_fibroom,AUDJPY,4,1,0.25,-12.08,17.56,-29.64,0.592442645074224,-0.449,-0.11225,0.6320878400524418,23.47,0.23469999999999996,-0.5146996165317427,0,0.0,0,0.0,4,1.0,0,0.0,0.47325,0.47629999999999995
q1_quick,score_fibroom,EURJPY,11,4,0.36363636363636365,26.239999999999995,118.92999999999999,-92.69,1.2830941849174669,1.1832000000000003,0.10756363636363639,1.2928350451676773,34.8,0.348,0.754022988505747,1,0.09090909090909091,4,0.36363636363636365,6,0.5454545454545454,0,0.0,0.7765454545454545,0.5392454545454546
q1_quick,score_fibroom,EURUSD,11,1,0.09090909090909091,-151.43000000000004,3.15,-154.58,0.020377797903997928,-6.492100000000001,-0.5901909090909091,0.01957201322923116,151.43000000000004,1.5143000000000004,-1.0,3,0.2727272727272727,0,0.0,8,0.7272727272727273,0,0.0,0.2935454545454546,0.7149090909090909
q1_quick,score_fibroom,GBPJPY,14,4,0.2857142857142857,-27.450000000000003,69.50999999999999,-96.96000000000001,0.7168935643564355,-1.0239,-0.07313571428571429,0.7553755733944955,73.23,0.7323000000000001,-0.37484637443670626,1,0.07142857142857142,2,0.14285714285714285,11,0.7857142857142857,0,0.0,0.6988857142857142,0.48745000000000005
q1_quick,score_fibroom,GBPUSD,6,1,0.16666666666666666,-69.74000000000001,6.18,-75.92,0.08140147523709167,-3.0084,-0.5014,0.08224527150701648,69.74000000000001,0.6974000000000001,-1.0,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0,0.0,0.23606666666666665,0.6596000000000001
q1_quick,score_fibroom,USDJPY,61,15,0.2459016393442623,-327.43999999999994,256.71999999999997,-584.1599999999999,0.43946863872911535,-13.932400000000005,-0.22840000000000008,0.4394189953125313,341.31999999999994,3.4132,-0.9593343489980077,9,0.14754098360655737,7,0.11475409836065574,45,0.7377049180327869,0,0.0,0.5875852459016394,0.573709836065574
