period_id,variant,m15_wave1_candidate,m15_wave2_candidate,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,base,false,false,471,128,0.27176220806794055,-998.83,2997.4399999999996,-3996.270000000002,0.7500594304188651,-44.10399999999998,-0.09363906581740972,0.7469391595928907,1393.04,13.930399999999999,-0.7170145868029634,43,0.09129511677282377,89,0.18895966029723993,339,0.7197452229299363,0,0.0,0.6095836518046703,0.5613645435244169
full2025_validation,req_fibroom,false,false,57,14,0.24561403508771928,-214.89000000000004,237.12,-452.0099999999999,0.5245901639344264,-9.082899999999999,-0.15934912280701752,0.5320794180679196,214.89000000000004,2.1489000000000003,-1.0,5,0.08771929824561403,6,0.10526315789473684,46,0.8070175438596491,0,0.0,0.5719035087719297,0.5466824561403508
full2025_validation,req_fibroom,true,false,118,31,0.2627118644067797,-333.0800000000001,684.0999999999999,-1017.18,0.6725456654672722,-14.491400000000004,-0.12280847457627123,0.6717972179064999,333.0800000000001,3.3308000000000013,-1.0,8,0.06779661016949153,19,0.16101694915254236,91,0.7711864406779662,0,0.0,0.6205711864406779,0.5746661016949153
full2025_validation,req_fibroom,true,true,10,2,0.2,-60.53,44.49,-105.02,0.4236335936012188,-2.6090999999999998,-0.26091,0.4258395317107521,105.02000000000001,1.0502,-0.5763664063987811,2,0.2,1,0.1,7,0.7,0,0.0,0.52059,0.55101
full2025_validation,req_m5inv,false,false,11,2,0.18181818181818182,-89.59,6.99,-96.58000000000001,0.07237523296748809,-3.7716,-0.3428727272727273,0.07592796765894892,89.59,0.8959,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0,0.0,0.6259363636363637,0.7061636363636364
full2025_validation,req_m5inv,true,false,66,16,0.24242424242424243,-331.80000000000007,311.28,-643.08,0.4840455308826273,-13.92469999999999,-0.21098030303030288,0.49187344913151365,331.80000000000007,3.318000000000001,-1.0,9,0.13636363636363635,7,0.10606060606060606,50,0.7575757575757576,0,0.0,0.5782500000000002,0.5920606060606061
full2025_validation,req_m5inv,true,true,13,4,0.3076923076923077,-20.929999999999993,101.81,-122.74000000000001,0.8294769431318233,-0.9592999999999999,-0.07379230769230768,0.8202514568382394,65.53999999999999,0.6553999999999999,-0.3193469636862984,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0,0.0,0.611723076923077,0.5821923076923079
full2025_validation,score,false,false,50,11,0.22,-242.84999999999994,173.64000000000001,-416.49000000000007,0.4169127710149103,-10.595199999999998,-0.21190399999999998,0.4236288664280353,242.84999999999994,2.428499999999999,-1.0,5,0.1,5,0.1,40,0.8,0,0.0,0.509228,0.55646
full2025_validation,score,true,false,247,58,0.23481781376518218,-960.1600000000007,1273.1899999999996,-2233.349999999999,0.5700808202923859,-42.27779999999998,-0.17116518218623472,0.5732941728611873,995.2300000000006,9.952300000000006,-0.9647619143313607,27,0.10931174089068826,38,0.15384615384615385,182,0.7368421052631579,0,0.0,0.6079874493927123,0.5778348178137653
full2025_validation,score,true,true,21,8,0.38095238095238093,58.120000000000005,200.6,-142.48,1.4079169006176306,2.5523000000000002,0.12153809523809525,1.3996523808778163,105.56,1.0555999999999999,0.550587343690792,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.0,0.6779095238095239,0.5083238095238096
full2025_validation,score_fibroom,false,false,50,11,0.22,-242.84999999999994,173.64000000000001,-416.49000000000007,0.4169127710149103,-10.595199999999998,-0.21190399999999998,0.4236288664280353,242.84999999999994,2.428499999999999,-1.0,5,0.1,5,0.1,40,0.8,0,0.0,0.509228,0.55646
full2025_validation,score_fibroom,true,false,247,58,0.23481781376518218,-960.1600000000007,1273.1899999999996,-2233.349999999999,0.5700808202923859,-42.27779999999998,-0.17116518218623472,0.5732941728611873,995.2300000000006,9.952300000000006,-0.9647619143313607,27,0.10931174089068826,38,0.15384615384615385,182,0.7368421052631579,0,0.0,0.6079874493927123,0.5778348178137653
full2025_validation,score_fibroom,true,true,21,8,0.38095238095238093,58.120000000000005,200.6,-142.48,1.4079169006176306,2.5523000000000002,0.12153809523809525,1.3996523808778163,105.56,1.0555999999999999,0.550587343690792,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.0,0.6779095238095239,0.5083238095238096
