time,event,strategy,symbol,direction,entry_type,range_position,regime_type,failure_type,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score,zscore,rsi,range_low,range_high,range_mid,distance_to_range_mid_r,distance_to_opposite_boundary_r,room_to_mean,room_to_range_mid,room_to_opposite_boundary,h1_adx_low,h4_adx_low,h1_ma_slope_small,h4_ma_slope_small,range_width_ok,price_middle,strong_trend_break,target_too_far
2025.01.03 06:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.34000000,157.64000000,156.92800000,0.30000000,1.373,0.09371429,17.00,6.466,-0.4657,57.65,156.01500000,157.84100000,156.92800000,1.3739,4.4183,0.00000000,0.41200000,1.32500000,false,true,true,true,true,false,false,false
2025.01.03 06:45:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.34000000,157.64000000,156.92800000,0.30000000,1.373,0.09371429,17.00,6.466,-0.4657,57.65,156.01500000,157.84100000,156.92800000,1.3739,4.4183,0.00000000,0.41200000,1.32500000,false,true,true,true,true,false,false,false
2025.01.06 01:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.43000000,157.69500000,157.13400000,0.26500000,1.117,0.08292857,16.00,8.498,1.4982,65.85,156.42600000,157.84100000,157.13350000,1.1173,3.7834,0.19875000,0.29650000,1.00400000,true,true,true,true,true,false,false,false
2025.01.06 01:30:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.43000000,157.69500000,157.13400000,0.26500000,1.117,0.08292857,16.00,8.498,1.4982,65.85,156.42600000,157.84100000,157.13350000,1.1173,3.7834,0.19875000,0.29650000,1.00400000,true,true,true,true,true,false,false,false
2025.01.06 03:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.58300000,157.87500000,157.13400000,0.29200000,1.538,0.11457143,20.00,8.449,1.4491,62.72,156.42600000,157.84100000,157.13350000,1.5374,3.9573,0.29806250,0.44950000,1.15700000,true,true,true,true,true,false,false,false
2025.01.06 03:00:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.58300000,157.87500000,157.13400000,0.29200000,1.538,0.11457143,20.00,8.449,1.4491,62.72,156.42600000,157.84100000,157.13350000,1.5374,3.9573,0.29806250,0.44950000,1.15700000,true,true,true,true,true,false,false,false
2025.01.06 03:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.53900000,157.87800000,157.13400000,0.33900000,1.195,0.12321429,16.00,8.179,1.1791,60.48,156.42600000,157.84100000,157.13350000,1.1963,3.2835,0.23518750,0.40550000,1.11300000,true,true,true,true,true,false,false,false
2025.01.06 03:15:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.53900000,157.87800000,157.13400000,0.33900000,1.195,0.12321429,16.00,8.179,1.1791,60.48,156.42600000,157.84100000,157.13350000,1.1963,3.2835,0.23518750,0.40550000,1.11300000,true,true,true,true,true,false,false,false
2025.01.06 04:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.60800000,157.88200000,157.13400000,0.27400000,1.730,0.13535714,22.00,8.269,1.2690,69.63,156.42600000,157.84100000,157.13350000,1.7342,4.3201,0.25293750,0.47450000,1.18200000,true,true,true,true,true,false,false,false
2025.01.06 04:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.60800000,157.88200000,157.13400000,0.27400000,1.730,0.13535714,22.00,8.269,1.2690,69.63,156.42600000,157.84100000,157.13350000,1.7342,4.3201,0.25293750,0.47450000,1.18200000,true,true,true,true,true,false,false,false
2025.01.06 04:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.59500000,157.88200000,157.13400000,0.28700000,1.606,0.13635714,17.00,8.129,1.1291,68.39,156.42600000,157.84100000,157.13350000,1.6085,4.0745,0.22659375,0.46150000,1.16900000,true,true,true,true,true,false,false,false
2025.01.06 04:15:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.59500000,157.88200000,157.13400000,0.28700000,1.606,0.13635714,17.00,8.129,1.1291,68.39,156.42600000,157.84100000,157.13350000,1.6085,4.0745,0.22659375,0.46150000,1.16900000,true,true,true,true,true,false,false,false
2025.01.06 15:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.79600000,156.55200000,157.28500000,0.24400000,2.004,0.20578571,18.00,8.675,-2.6745,18.86,156.61400000,157.95500000,157.28450000,2.0042,4.7552,0.77434375,0.48850000,1.15900000,false,true,true,true,true,false,false,false
2025.01.06 15:00:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.79600000,156.55200000,157.28500000,0.24400000,2.004,0.20578571,18.00,8.675,-2.6745,18.86,156.61400000,157.95500000,157.28450000,2.0042,4.7552,0.77434375,0.48850000,1.15900000,false,true,true,true,true,false,false,false
2025.01.06 15:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.67900000,156.53400000,157.28500000,0.14500000,4.179,0.26642857,16.00,7.836,-1.8359,26.31,156.61400000,157.95500000,157.28450000,4.1779,8.8043,0.77231250,0.60550000,1.27600000,false,true,true,true,true,false,false,true
2025.01.06 15:45:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.67900000,156.53400000,157.28500000,0.14500000,4.179,0.26642857,16.00,7.836,-1.8359,26.31,156.61400000,157.95500000,157.28450000,4.1779,8.8043,0.77231250,0.60550000,1.27600000,false,true,true,true,true,false,false,true
2025.01.06 20:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.50500000,158.00200000,157.09300000,0.49700000,0.829,0.15750000,16.00,6.521,0.5208,65.64,156.23000000,157.95500000,157.09250000,0.8296,2.5641,0.21525000,0.41250000,1.27500000,true,false,true,true,true,false,false,false
2025.01.06 20:00:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.50500000,158.00200000,157.09300000,0.49700000,0.829,0.15750000,16.00,6.521,0.5208,65.64,156.23000000,157.95500000,157.09250000,0.8296,2.5641,0.21525000,0.41250000,1.27500000,true,false,true,true,true,false,false,false
2025.01.06 20:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.44700000,157.91500000,157.09300000,0.46800000,0.756,0.14614286,17.00,6.434,0.4340,57.21,156.23000000,157.95500000,157.09250000,0.7580,2.6023,0.17353125,0.35450000,1.21700000,true,false,true,true,true,false,false,false
2025.01.06 20:30:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.44700000,157.91500000,157.09300000,0.46800000,0.756,0.14614286,17.00,6.434,0.4340,57.21,156.23000000,157.95500000,157.09250000,0.7580,2.6023,0.17353125,0.35450000,1.21700000,true,false,true,true,true,false,false,false
2025.01.06 21:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.52500000,157.88800000,157.09300000,0.36300000,1.190,0.11342857,19.00,6.721,0.7206,49.94,156.23000000,157.95500000,157.09250000,1.1916,3.5678,0.27028125,0.43250000,1.29500000,true,false,true,true,true,false,false,false
2025.01.06 21:30:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.52500000,157.88800000,157.09300000,0.36300000,1.190,0.11342857,19.00,6.721,0.7206,49.94,156.23000000,157.95500000,157.09250000,1.1916,3.5678,0.27028125,0.43250000,1.29500000,true,false,true,true,true,false,false,false
2025.01.06 21:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.50400000,157.85200000,157.09300000,0.34800000,1.181,0.10878571,16.00,6.646,0.6459,51.53,156.23000000,157.95500000,157.09250000,1.1821,3.6597,0.24468750,0.41150000,1.27400000,true,false,true,true,true,false,false,false
2025.01.06 21:45:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.50400000,157.85200000,157.09300000,0.34800000,1.181,0.10878571,16.00,6.646,0.6459,51.53,156.23000000,157.95500000,157.09250000,1.1821,3.6597,0.24468750,0.41150000,1.27400000,true,false,true,true,true,false,false,false
2025.01.06 22:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.51800000,157.84100000,157.09300000,0.32300000,1.316,0.10092857,16.00,6.616,0.6161,54.21,156.23000000,157.95500000,157.09250000,1.3175,3.9880,0.23496875,0.42550000,1.28800000,true,false,true,true,true,false,false,false
2025.01.06 22:15:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.51800000,157.84100000,157.09300000,0.32300000,1.316,0.10092857,16.00,6.616,0.6161,54.21,156.23000000,157.95500000,157.09250000,1.3175,3.9880,0.23496875,0.42550000,1.28800000,true,false,true,true,true,false,false,false
2025.01.07 14:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.77900000,158.12800000,157.32000000,0.34900000,1.315,0.10914286,16.00,6.388,0.3885,74.66,156.23000000,158.40900000,157.31950000,1.3156,4.4351,0.06753125,0.45950000,1.54900000,true,false,true,true,true,false,false,false
2025.01.07 14:30:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.77900000,158.12800000,157.32000000,0.34900000,1.315,0.10914286,16.00,6.388,0.3885,74.66,156.23000000,158.40900000,157.31950000,1.3156,4.4351,0.06753125,0.45950000,1.54900000,true,false,true,true,true,false,false,false
2025.01.07 18:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.93500000,158.47300000,157.32400000,0.53800000,1.136,0.18485714,16.00,7.090,1.0901,55.33,156.23000000,158.41800000,157.32400000,1.1347,3.1665,0.21131250,0.61100000,1.70500000,true,false,true,true,true,false,false,false
2025.01.07 18:00:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.93500000,158.47300000,157.32400000,0.53800000,1.136,0.18485714,16.00,7.090,1.0901,55.33,156.23000000,158.41800000,157.32400000,1.1347,3.1665,0.21131250,0.61100000,1.70500000,true,false,true,true,true,false,false,false
2025.01.10 17:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.53300000,157.39400000,158.21900000,0.13900000,4.935,0.30864286,17.00,7.665,-1.6649,41.77,157.56700000,158.87100000,158.21900000,4.9392,9.6336,0.47375000,0.68600000,1.33800000,true,true,true,false,true,false,false,true
2025.01.10 17:45:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.53300000,157.39400000,158.21900000,0.13900000,4.935,0.30864286,17.00,7.665,-1.6649,41.77,157.56700000,158.87100000,158.21900000,4.9392,9.6336,0.47375000,0.68600000,1.33800000,true,true,true,false,true,false,false,true
2025.01.10 18:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.56900000,157.12500000,158.04700000,0.44400000,1.077,0.32500000,16.00,7.452,-1.4518,42.38,157.22200000,158.87100000,158.04650000,1.0742,2.9291,0.41178125,0.47750000,1.30200000,true,true,true,false,true,false,false,false
2025.01.10 18:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,symbol_already_open,157.56900000,157.12500000,158.04700000,0.44400000,1.077,0.32500000,16.00,7.452,-1.4518,42.38,157.22200000,158.87100000,158.04650000,1.0742,2.9291,0.41178125,0.47750000,1.30200000,true,true,true,false,true,false,false,false
2025.01.14 01:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.33100000,156.95000000,157.88800000,0.38100000,1.462,0.11900000,20.00,7.465,-1.4647,24.37,156.90400000,158.87100000,157.88750000,1.4614,4.0441,0.17775000,0.55650000,1.54000000,true,false,true,true,true,false,false,false
2025.01.14 01:15:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.33100000,156.95000000,157.88800000,0.38100000,1.462,0.11900000,20.00,7.465,-1.4647,24.37,156.90400000,158.87100000,157.88750000,1.4614,4.0441,0.17775000,0.55650000,1.54000000,true,false,true,true,true,false,false,false
2025.01.14 02:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.32100000,156.89800000,157.88800000,0.42300000,1.340,0.13207143,21.00,7.286,-1.2865,23.14,156.90400000,158.87100000,157.88750000,1.3404,3.6675,0.17203125,0.56650000,1.55000000,true,false,true,true,true,false,false,false
2025.01.14 02:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,symbol_already_open,157.32100000,156.89800000,157.88800000,0.42300000,1.340,0.13207143,21.00,7.286,-1.2865,23.14,156.90400000,158.87100000,157.88750000,1.3404,3.6675,0.17203125,0.56650000,1.55000000,true,false,true,true,true,false,false,false
2025.01.14 02:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.45100000,156.98300000,157.88800000,0.46800000,0.934,0.14621429,21.00,6.394,-0.3943,35.70,156.90400000,158.87100000,157.88750000,0.9329,3.0349,0.03778125,0.43650000,1.42000000,true,false,true,true,true,false,false,false
2025.01.14 02:15:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,symbol_already_open,157.45100000,156.98300000,157.88800000,0.46800000,0.934,0.14621429,21.00,6.394,-0.3943,35.70,156.90400000,158.87100000,157.88750000,0.9329,3.0349,0.03778125,0.43650000,1.42000000,true,false,true,true,true,false,false,false
2025.01.14 02:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,157.48800000,157.01700000,157.88800000,0.47100000,0.849,0.14728571,21.00,6.109,-0.1093,39.39,156.90400000,158.87100000,157.88750000,0.8476,2.9343,0.00000000,0.39950000,1.38300000,true,false,true,true,true,false,false,false
2025.01.14 02:30:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,symbol_already_open,157.48800000,157.01700000,157.88800000,0.47100000,0.849,0.14728571,21.00,6.109,-0.1093,39.39,156.90400000,158.87100000,157.88750000,0.8476,2.9343,0.00000000,0.39950000,1.38300000,true,false,true,true,true,false,false,false
2025.01.14 17:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.00900000,158.21200000,157.53000000,0.20300000,2.360,0.19107143,16.00,7.215,1.2151,46.25,156.90400000,158.15500000,157.52950000,2.3583,5.4347,0.18768750,0.47950000,1.10500000,false,true,true,true,true,false,false,false
2025.01.14 17:45:00,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.00900000,158.21200000,157.53000000,0.20300000,2.360,0.19107143,16.00,7.215,1.2151,46.25,156.90400000,158.15500000,157.52950000,2.3583,5.4347,0.18768750,0.47950000,1.10500000,false,true,true,true,true,false,false,false
2025.01.14 18:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.96000000,158.20100000,157.52400000,0.24100000,1.809,0.19071429,16.00,6.855,0.8551,53.65,156.90400000,158.14400000,157.52400000,1.8075,4.3779,0.12490625,0.43600000,1.05600000,false,true,true,true,true,false,false,false
2025.01.14 18:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.96000000,158.20100000,157.52400000,0.24100000,1.809,0.19071429,16.00,6.855,0.8551,53.65,156.90400000,158.14400000,157.52400000,1.8075,4.3779,0.12490625,0.43600000,1.05600000,false,true,true,true,true,false,false,false
2025.01.14 18:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.94800000,158.20500000,157.52400000,0.25700000,1.650,0.20250000,19.00,6.698,0.6978,59.72,156.90400000,158.14400000,157.52400000,1.6514,4.0662,0.06781250,0.42400000,1.04400000,false,true,true,true,true,false,false,false
2025.01.14 18:45:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.94800000,158.20500000,157.52400000,0.25700000,1.650,0.20250000,19.00,6.698,0.6978,59.72,156.90400000,158.14400000,157.52400000,1.6514,4.0662,0.06781250,0.42400000,1.04400000,false,true,true,true,true,false,false,false
2025.01.14 19:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.94500000,158.20200000,157.52400000,0.25700000,1.638,0.19378571,16.00,5.612,0.6122,54.58,156.90400000,158.14400000,157.52400000,1.6373,4.0484,0.05678125,0.42100000,1.04100000,false,true,false,true,true,false,false,false
2025.01.14 19:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.94500000,158.20200000,157.52400000,0.25700000,1.638,0.19378571,16.00,5.612,0.6122,54.58,156.90400000,158.14400000,157.52400000,1.6373,4.0484,0.05678125,0.42100000,1.04100000,false,true,false,true,true,false,false,false
2025.01.14 20:00:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.12600000,158.23500000,157.54700000,0.10900000,5.312,0.15235714,16.00,6.728,1.7282,69.33,156.90400000,158.18900000,157.54650000,5.3308,11.2412,0.20812500,0.57950000,1.22200000,false,true,false,true,true,false,false,true
2025.01.14 20:00:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,158.12600000,158.23500000,157.54700000,0.10900000,5.312,0.15235714,16.00,6.728,1.7282,69.33,156.90400000,158.18900000,157.54650000,5.3308,11.2412,0.20812500,0.57950000,1.22200000,false,true,false,true,true,false,false,true
2025.01.14 20:15:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.03700000,158.23200000,157.54700000,0.19500000,2.513,0.14471429,16.00,5.932,0.9325,65.39,156.90400000,158.18900000,157.54650000,2.5101,5.7979,0.11343750,0.49050000,1.13300000,false,true,false,true,true,false,false,false
2025.01.14 20:15:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,158.03700000,158.23200000,157.54700000,0.19500000,2.513,0.14471429,16.00,5.932,0.9325,65.39,156.90400000,158.18900000,157.54650000,2.5101,5.7979,0.11343750,0.49050000,1.13300000,false,true,false,true,true,false,false,false
2025.01.14 20:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.03600000,158.23100000,157.54700000,0.19500000,2.508,0.14050000,20.00,5.886,0.8858,63.00,156.90400000,158.18900000,157.54650000,2.5083,5.8007,0.10918750,0.48950000,1.13200000,false,true,false,true,true,false,false,false
2025.01.14 20:30:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,158.03600000,158.23100000,157.54700000,0.19500000,2.508,0.14050000,20.00,5.886,0.8858,63.00,156.90400000,158.18900000,157.54650000,2.5083,5.8007,0.10918750,0.48950000,1.13200000,false,true,false,true,true,false,false,false
2025.01.16 05:15:01,signal,new_range_boundary_reversion_to_mid_with_trend_filter,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,96.82400000,96.53000000,97.26200000,0.29400000,1.490,0.15678571,28.00,6.811,-1.8114,14.56,96.57700000,97.94600000,97.26150000,1.4879,3.8159,0.43300000,0.43750000,1.12200000,false,true,false,true,true,false,false,false
2025.01.16 05:15:01,order_sent,new_range_boundary_reversion_to_mid_with_trend_filter,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,96.82400000,96.53000000,97.26200000,0.29400000,1.490,0.15678571,28.00,6.811,-1.8114,14.56,96.57700000,97.94600000,97.26150000,1.4879,3.8159,0.43300000,0.43750000,1.12200000,false,true,false,true,true,false,false,false
2025.01.16 05:45:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,96.77600000,96.52900000,97.26200000,0.24700000,1.968,0.15864286,28.00,6.675,-1.6751,15.70,96.57700000,97.94600000,97.26150000,1.9688,4.7447,0.43887500,0.48550000,1.17000000,false,true,false,true,true,false,false,false
2025.01.16 05:45:00,blocked,new_range_boundary_reversion_to_mid_with_trend_filter,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,symbol_already_open,96.77600000,96.52900000,97.26200000,0.24700000,1.968,0.15864286,28.00,6.675,-1.6751,15.70,96.57700000,97.94600000,97.26150000,1.9688,4.7447,0.43887500,0.48550000,1.17000000,false,true,false,true,true,false,false,false
2025.01.17 16:30:00,signal,new_range_boundary_reversion_to_mid_with_trend_filter,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,,1.02805000,1.02556000,1.03017000,0.00249000,0.851,0.00095357,18.00,7.755,-1.7549,33.69,1.02585000,1.03449000,1.03017000,0.8528,2.5904,0.00131156,0.00212000,0.00644000,false,true,true,true,true,false,false,false
