"RunName","Window","Magic","DoubleTopBottomToleranceATR","NecklineBreakBufferATR","ADXLowThreshold","ADXHighThreshold","Trades","WinRate","AvgWinR","AvgLossR","ExpectancyR","PF","MaxDD_R","MaxLossR","TotalR","MaxConsecutiveLosses","PositiveMonths","PositiveQuarters","RiskGuardRejects","spread_too_wide","daily_loss_r_blocked","weekly_loss_r_blocked","monthly_loss_r_blocked","total_open_risk_blocked","min_bars_between_entries_blocked","strategy01b_one_position_blocked","live_order_send_failed","live_position_tracking_failed","live_sl_tp_invalid","live_lot_invalid","LiveEntries","AvgPlannedRR","AvgSpreadPoints","AvgMFE_R","AvgMAE_R","MonthlyProfitR","QuarterProfitR","RejectReasonCounts"
"livepath_oos2026_jshort_top1_g024_tol0.25_neck0.07_adx20_30","2026.01.01-2026.04.30","2026053401","0.25","0.07","20","30","40","37.5","1.472009","-1.019123","-0.084949","0.866633","11.726668","-1.105642","-3.397948","7","1","1","4","8","4","0","0","0","0","0","0","0","0","0","40","1.499837","20.15","0.878935","-0.828553","2026-01:-0.189|2026-02:3.792|2026-03:-2.888|2026-04:-4.112","2026-Q1:0.714|2026-Q2:-4.112","break_candle_strength_filter_failed=32|daily_loss_r_blocked=4|direction_filter_failed=595|entry_open_count_filter_failed=25|fibo_filter_failed=9|pattern_adx_bucket_filter_failed=179|spread_too_wide=8|trend_alignment_filter_failed=298"
"livepath_oos2026_jshort_top2_g003_tol0.20_neck0.07_adx18_28","2026.01.01-2026.04.30","2026053402","0.2","0.07","18","28","47","31.9149","1.492992","-1.017797","-0.216482","0.687602","12.613343","-1.11432","-10.174638","7","1","0","7","8","7","0","0","0","0","0","0","0","0","0","47","1.499977","20.404","0.777125","-0.874078","2026-01:-5.252|2026-02:1.018|2026-03:-4.743|2026-04:-1.197","2026-Q1:-8.978|2026-Q2:-1.197","break_candle_strength_filter_failed=33|daily_loss_r_blocked=7|direction_filter_failed=560|entry_open_count_filter_failed=22|fibo_filter_failed=7|pattern_adx_bucket_filter_failed=160|spread_too_wide=8|trend_alignment_filter_failed=264"
"livepath_oos2026_jshort_top3_g021_tol0.20_neck0.07_adx20_30","2026.01.01-2026.04.30","2026053403","0.2","0.07","20","30","38","31.5789","1.475026","-1.018716","-0.231219","0.668274","11.726276","-1.11432","-8.786314","7","1","0","4","8","4","0","0","0","0","0","0","0","0","0","38","1.500212","20.184","0.823019","-0.880498","2026-01:-2.719|2026-02:2.395|2026-03:-4.351|2026-04:-4.112","2026-Q1:-4.675|2026-Q2:-4.112","break_candle_strength_filter_failed=32|daily_loss_r_blocked=4|direction_filter_failed=560|entry_open_count_filter_failed=23|fibo_filter_failed=7|pattern_adx_bucket_filter_failed=174|spread_too_wide=8|trend_alignment_filter_failed=264"
"livepath_oos2026_jshort_top4_g039_tol0.20_neck0.07_adx22_32","2026.01.01-2026.04.30","2026053404","0.2","0.07","22","32","38","47.3684","1.4885","-1.011159","0.17289","1.324866","5.090685","-1.053458","6.569823","3","3","1","1","8","1","0","0","0","0","0","0","0","0","0","38","1.499913","20.474","1.003034","-0.782521","2026-01:0.992|2026-02:5.366|2026-03:2.278|2026-04:-2.066","2026-Q1:8.636|2026-Q2:-2.066","break_candle_strength_filter_failed=27|daily_loss_r_blocked=1|direction_filter_failed=560|entry_open_count_filter_failed=22|fibo_filter_failed=7|pattern_adx_bucket_filter_failed=183|spread_too_wide=8|trend_alignment_filter_failed=264"
"livepath_oos2026_jshort_top5_g030_tol0.20_neck0.07_adx20_32","2026.01.01-2026.04.30","2026053405","0.2","0.07","20","32","46","39.1304","1.487736","-1.015651","-0.036065","0.941664","8.62861","-1.11432","-1.658974","5","2","1","4","9","3","1","0","0","0","0","0","0","0","0","46","1.500043","20.522","0.907554","-0.836669","2026-01:-2.191|2026-02:5.365|2026-03:0.288|2026-04:-5.122","2026-Q1:3.463|2026-Q2:-5.122","break_candle_strength_filter_failed=37|daily_loss_r_blocked=3|direction_filter_failed=560|entry_open_count_filter_failed=28|fibo_filter_failed=7|pattern_adx_bucket_filter_failed=155|spread_too_wide=9|trend_alignment_filter_failed=264|weekly_loss_r_blocked=1"
