period_id,variant,parent_wave2_age_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,age_0_3,129,57,0.4418604651162791,-413.24999999999983,884.8799999999998,-1298.1300000000003,0.6816574611171451,-0.13278634108527135,415.47999999999985,4.154799999999999,-0.9946327139693848,0.5451693023255813,-0.6544457441860463,0.4728682170542636,0.3023255813953488,0.20155038759689922,0.0,0.12403100775193798,0.35658914728682173,0.5193798449612403,21.689922480620154,0.9069767441860465,0.0
full2025_validation,e_base_first_child_flip,age_4_8,21,11,0.5238095238095238,82.25000000000001,279.19,-196.94,1.4176398903219254,0.16753009523809523,136.46999999999997,1.3646999999999998,0.6026965633472561,0.7522477142857144,-0.6469903809523809,0.6190476190476191,0.47619047619047616,0.42857142857142855,0.0,0.38095238095238093,0.38095238095238093,0.23809523809523808,18.904761904761905,5.428571428571429,0.0
full2025_validation,e_base_first_child_flip,age_9_16,4,1,0.25,-34.54,28.56,-63.099999999999994,0.4526148969889065,-0.33980925,39.26,0.3926,-0.8797758532857871,0.41861650000000006,-0.7635432500000001,0.25,0.25,0.25,0.0,0.25,0.5,0.25,14.0,10.25,0.0
full2025_validation,f_child_stop,age_0_3,129,57,0.4418604651162791,-413.24999999999983,884.8799999999998,-1298.1300000000003,0.6816574611171451,-0.13278634108527135,415.47999999999985,4.154799999999999,-0.9946327139693848,0.5451693023255813,-0.6544457441860463,0.4728682170542636,0.3023255813953488,0.20155038759689922,0.0,0.12403100775193798,0.35658914728682173,0.5193798449612403,21.689922480620154,0.9069767441860465,0.0
full2025_validation,f_child_stop,age_4_8,21,11,0.5238095238095238,82.25000000000001,279.19,-196.94,1.4176398903219254,0.16753009523809523,136.46999999999997,1.3646999999999998,0.6026965633472561,0.7522477142857144,-0.6469903809523809,0.6190476190476191,0.47619047619047616,0.42857142857142855,0.0,0.38095238095238093,0.38095238095238093,0.23809523809523808,18.904761904761905,5.428571428571429,0.0
full2025_validation,f_child_stop,age_9_16,4,1,0.25,-34.54,28.56,-63.099999999999994,0.4526148969889065,-0.33980925,39.26,0.3926,-0.8797758532857871,0.41861650000000006,-0.7635432500000001,0.25,0.25,0.25,0.0,0.25,0.5,0.25,14.0,10.25,0.0
full2025_validation,g_parent_stop,age_0_3,85,40,0.47058823529411764,11.559999999999931,962.5800000000002,-951.0199999999998,1.0121553700237644,0.005957329411764693,211.54000000000008,2.1154000000000006,0.05464687529545205,0.6548963176470589,-0.6971518352941176,0.5294117647058824,0.38823529411764707,0.36470588235294116,0.0,0.2823529411764706,0.43529411764705883,0.2823529411764706,15.670588235294117,1.011764705882353,0.0
full2025_validation,g_parent_stop,age_4_8,13,6,0.46153846153846156,15.34000000000001,141.81,-126.46999999999998,1.1212935874120347,0.029370307692307716,113.1,1.1309999999999998,0.13563218390804607,0.7005717692307691,-0.6118169999999999,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.0,0.23076923076923078,0.38461538461538464,0.38461538461538464,20.923076923076923,4.769230769230769,0.0
full2025_validation,g_parent_stop,age_9_16,2,1,0.5,6.93,18.0,-11.07,1.6260162601626016,0.19196249999999998,11.07,0.1107,0.6260162601626016,0.530496,-0.416466,0.5,0.5,0.5,0.0,0.0,0.0,1.0,30.0,9.0,0.0
full2025_validation,h_one_symbol,age_0_3,129,57,0.4418604651162791,-413.24999999999983,884.8799999999998,-1298.1300000000003,0.6816574611171451,-0.13278634108527135,415.47999999999985,4.154799999999999,-0.9946327139693848,0.5451693023255813,-0.6544457441860463,0.4728682170542636,0.3023255813953488,0.20155038759689922,0.0,0.12403100775193798,0.35658914728682173,0.5193798449612403,21.689922480620154,0.9069767441860465,0.0
full2025_validation,h_one_symbol,age_4_8,21,11,0.5238095238095238,82.25000000000001,279.19,-196.94,1.4176398903219254,0.16753009523809523,136.46999999999997,1.3646999999999998,0.6026965633472561,0.7522477142857144,-0.6469903809523809,0.6190476190476191,0.47619047619047616,0.42857142857142855,0.0,0.38095238095238093,0.38095238095238093,0.23809523809523808,18.904761904761905,5.428571428571429,0.0
