period_id,variant,weekday,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,0,4,2,0.5,32.290000000000006,58.53,-26.24,2.2305640243902443,0.36916449999999995,26.24,0.2624,1.2305640243902443,0.64923325,-0.6068582499999999,0.5,0.5,0.5,0.0,0.5,0.25,0.25,20.5,2.0,0.0
full2025_validation,e_base_first_child_flip,1,24,10,0.4166666666666667,-82.79,182.32000000000002,-265.10999999999996,0.6877145335898308,-0.13201404166666666,87.47,0.8746999999999999,-0.9464959414656454,0.5142039583333333,-0.7218965416666667,0.4583333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.5,19.625,2.2916666666666665,0.0
full2025_validation,e_base_first_child_flip,2,26,14,0.5384615384615384,12.230000000000011,232.34000000000003,-220.11,1.0555631275271455,0.023991153846153804,131.55,1.3155000000000001,0.0929684530596732,0.6379899230769231,-0.5649418846153846,0.5769230769230769,0.34615384615384615,0.3076923076923077,0.0,0.19230769230769232,0.2692307692307692,0.5384615384615384,21.192307692307693,2.1923076923076925,0.0
full2025_validation,e_base_first_child_flip,3,30,17,0.5666666666666667,-17.33000000000001,258.52000000000004,-275.85,0.9371760014500635,-0.036607033333333296,95.37,0.9537,-0.18171332704204685,0.6627399,-0.6552841,0.5333333333333333,0.4,0.3333333333333333,0.0,0.13333333333333333,0.4,0.4666666666666667,21.9,0.9,0.0
full2025_validation,e_base_first_child_flip,4,40,18,0.45,33.55999999999999,368.06999999999994,-334.51000000000005,1.1003258497503807,0.04414715,104.92999999999999,1.0493,0.31983226913180207,0.6117986000000002,-0.632587625,0.525,0.35,0.275,0.0,0.225,0.3,0.475,22.125,2.2,0.0
full2025_validation,e_base_first_child_flip,5,30,8,0.26666666666666666,-343.4999999999999,92.85,-436.3499999999999,0.2127878996218632,-0.4856769666666667,352.9099999999999,3.529099999999999,-0.9733359780113909,0.39729336666666676,-0.7220334999999998,0.3333333333333333,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.5333333333333333,0.43333333333333335,20.166666666666668,1.2333333333333334,0.0
full2025_validation,f_child_stop,0,4,2,0.5,32.290000000000006,58.53,-26.24,2.2305640243902443,0.36916449999999995,26.24,0.2624,1.2305640243902443,0.64923325,-0.6068582499999999,0.5,0.5,0.5,0.0,0.5,0.25,0.25,20.5,2.0,0.0
full2025_validation,f_child_stop,1,24,10,0.4166666666666667,-82.79,182.32000000000002,-265.10999999999996,0.6877145335898308,-0.13201404166666666,87.47,0.8746999999999999,-0.9464959414656454,0.5142039583333333,-0.7218965416666667,0.4583333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.5,19.625,2.2916666666666665,0.0
full2025_validation,f_child_stop,2,26,14,0.5384615384615384,12.230000000000011,232.34000000000003,-220.11,1.0555631275271455,0.023991153846153804,131.55,1.3155000000000001,0.0929684530596732,0.6379899230769231,-0.5649418846153846,0.5769230769230769,0.34615384615384615,0.3076923076923077,0.0,0.19230769230769232,0.2692307692307692,0.5384615384615384,21.192307692307693,2.1923076923076925,0.0
full2025_validation,f_child_stop,3,30,17,0.5666666666666667,-17.33000000000001,258.52000000000004,-275.85,0.9371760014500635,-0.036607033333333296,95.37,0.9537,-0.18171332704204685,0.6627399,-0.6552841,0.5333333333333333,0.4,0.3333333333333333,0.0,0.13333333333333333,0.4,0.4666666666666667,21.9,0.9,0.0
