period_id,variant,child_flip_age_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,age_0,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0
full2025_validation,f_child_stop,age_0,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0
full2025_validation,g_parent_stop,age_0,100,47,0.47,33.829999999999984,1122.3900000000003,-1088.56,1.0310777540971563,0.01272111999999996,203.79,2.0378999999999996,0.1660042200304234,0.6583461200000003,-0.6804445899999998,0.53,0.4,0.36,0.0,0.27,0.42,0.31,16.64,1.66,0.0
full2025_validation,h_one_symbol,age_0,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0
full2025_validation,i_h1_diag,age_0,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0
full2025_validation,j_full_fractal_diag,age_0,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0
q1_quick,e_base_first_child_flip,age_0,35,13,0.37142857142857144,-201.28999999999996,235.68999999999997,-436.9800000000001,0.539361069156483,-0.24865637142857153,238.92999999999995,2.3892999999999995,-0.8424643200937514,0.47359505714285705,-0.6731024857142857,0.42857142857142855,0.22857142857142856,0.2,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,19.97142857142857,2.057142857142857,0.0
q1_quick,f_child_stop,age_0,35,13,0.37142857142857144,-201.28999999999996,235.68999999999997,-436.9800000000001,0.539361069156483,-0.24865637142857153,238.92999999999995,2.3892999999999995,-0.8424643200937514,0.47359505714285705,-0.6731024857142857,0.42857142857142855,0.22857142857142856,0.2,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,19.97142857142857,2.057142857142857,0.0
q1_quick,g_parent_stop,age_0,21,7,0.3333333333333333,-162.20999999999998,151.93,-314.13999999999993,0.48363786846628903,-0.326701761904762,203.79,2.0378999999999996,-0.7959664360370969,0.47779880952380954,-0.7603375238095235,0.38095238095238093,0.2857142857142857,0.23809523809523808,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,13.428571428571429,1.8095238095238095,0.0
q1_quick,h_one_symbol,age_0,35,13,0.37142857142857144,-201.28999999999996,235.68999999999997,-436.9800000000001,0.539361069156483,-0.24865637142857153,238.92999999999995,2.3892999999999995,-0.8424643200937514,0.47359505714285705,-0.6731024857142857,0.42857142857142855,0.22857142857142856,0.2,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,19.97142857142857,2.057142857142857,0.0
q1_quick,i_h1_diag,age_0,35,13,0.37142857142857144,-201.28999999999996,235.68999999999997,-436.9800000000001,0.539361069156483,-0.24865637142857153,238.92999999999995,2.3892999999999995,-0.8424643200937514,0.47359505714285705,-0.6731024857142857,0.42857142857142855,0.22857142857142856,0.2,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,19.97142857142857,2.057142857142857,0.0
q1_quick,j_full_fractal_diag,age_0,35,13,0.37142857142857144,-201.28999999999996,235.68999999999997,-436.9800000000001,0.539361069156483,-0.24865637142857153,238.92999999999995,2.3892999999999995,-0.8424643200937514,0.47359505714285705,-0.6731024857142857,0.42857142857142855,0.22857142857142856,0.2,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,19.97142857142857,2.057142857142857,0.0
