period_id,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,london,29,13,0.4482758620689655,-134.92000000000002,228.76000000000005,-363.68000000000006,0.6290145182578091,-0.19932386206896552,143.47,1.4347,-0.9404056597198022,0.5132728965517243,-0.7758633448275861,0.4482758620689655,0.2413793103448276,0.1724137931034483,0.0,0.1724137931034483,0.5172413793103449,0.3103448275862069,18.379310344827587,2.5517241379310347,0.0
full2025_validation,e_base_first_child_flip,london_newyork_overlap,40,19,0.475,-64.90000000000002,289.07000000000005,-353.96999999999997,0.81665112862672,-0.06727509999999998,116.95,1.1695,-0.5549380076955965,0.5576712749999999,-0.6478706249999999,0.475,0.325,0.2,0.0,0.125,0.3,0.575,23.2,1.525,0.0
full2025_validation,e_base_first_child_flip,new_york,19,10,0.5263157894736842,10.939999999999998,123.8,-112.86,1.0969342548289918,0.03248615789473685,100.05000000000001,1.0005000000000002,0.1093453273363318,0.6069175263157894,-0.4925612105263158,0.5263157894736842,0.3684210526315789,0.3157894736842105,0.0,0.10526315789473684,0.10526315789473684,0.7894736842105263,25.94736842105263,1.4210526315789473,0.0
full2025_validation,e_base_first_child_flip,off_session,7,4,0.5714285714285714,71.37000000000002,122.02,-50.65,2.409081934846989,0.4409258571428571,24.68,0.24680000000000002,2.8918152350081043,0.7820844285714286,-0.6363975714285715,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,16.428571428571427,1.2857142857142858,0.0
full2025_validation,e_base_first_child_flip,tokyo,59,23,0.3898305084745763,-248.03000000000003,428.98,-677.0100000000002,0.6336390895260039,-0.17292991525423723,378.00000000000006,3.7800000000000007,-0.6561640211640212,0.5695037118644068,-0.6582400677966103,0.4915254237288136,0.3220338983050847,0.22033898305084745,0.0,0.15254237288135594,0.423728813559322,0.423728813559322,20.033898305084747,1.7118644067796611,0.0
full2025_validation,f_child_stop,london,29,13,0.4482758620689655,-134.92000000000002,228.76000000000005,-363.68000000000006,0.6290145182578091,-0.19932386206896552,143.47,1.4347,-0.9404056597198022,0.5132728965517243,-0.7758633448275861,0.4482758620689655,0.2413793103448276,0.1724137931034483,0.0,0.1724137931034483,0.5172413793103449,0.3103448275862069,18.379310344827587,2.5517241379310347,0.0
full2025_validation,f_child_stop,london_newyork_overlap,40,19,0.475,-64.90000000000002,289.07000000000005,-353.96999999999997,0.81665112862672,-0.06727509999999998,116.95,1.1695,-0.5549380076955965,0.5576712749999999,-0.6478706249999999,0.475,0.325,0.2,0.0,0.125,0.3,0.575,23.2,1.525,0.0
full2025_validation,f_child_stop,new_york,19,10,0.5263157894736842,10.939999999999998,123.8,-112.86,1.0969342548289918,0.03248615789473685,100.05000000000001,1.0005000000000002,0.1093453273363318,0.6069175263157894,-0.4925612105263158,0.5263157894736842,0.3684210526315789,0.3157894736842105,0.0,0.10526315789473684,0.10526315789473684,0.7894736842105263,25.94736842105263,1.4210526315789473,0.0
full2025_validation,f_child_stop,off_session,7,4,0.5714285714285714,71.37000000000002,122.02,-50.65,2.409081934846989,0.4409258571428571,24.68,0.24680000000000002,2.8918152350081043,0.7820844285714286,-0.6363975714285715,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,16.428571428571427,1.2857142857142858,0.0
full2025_validation,f_child_stop,tokyo,59,23,0.3898305084745763,-248.03000000000003,428.98,-677.0100000000002,0.6336390895260039,-0.17292991525423723,378.00000000000006,3.7800000000000007,-0.6561640211640212,0.5695037118644068,-0.6582400677966103,0.4915254237288136,0.3220338983050847,0.22033898305084745,0.0,0.15254237288135594,0.423728813559322,0.423728813559322,20.033898305084747,1.7118644067796611,0.0
full2025_validation,g_parent_stop,london,19,9,0.47368421052631576,4.620000000000012,236.77999999999997,-232.16,1.0199000689179876,0.007884000000000002,48.019999999999996,0.48019999999999996,0.0962099125364434,0.724565947368421,-0.7748861052631577,0.5789473684210527,0.42105263157894735,0.42105263157894735,0.0,0.2631578947368421,0.47368421052631576,0.2631578947368421,17.0,2.1052631578947367,0.0
