period_id,variant,entry_child_trend_before_flip,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,falling,67,36,0.5373134328358209,95.93,649.6000000000001,-553.6700000000001,1.17326205140246,0.06939965671641794,124.64000000000001,1.2464000000000002,0.7696566110397945,0.6377241791044774,-0.5869755820895523,0.5223880597014925,0.373134328358209,0.29850746268656714,0.0,0.19402985074626866,0.29850746268656714,0.5074626865671642,22.567164179104477,1.5820895522388059,0.0
full2025_validation,e_base_first_child_flip,rising,87,33,0.3793103448275862,-461.46999999999986,543.0300000000001,-1004.5000000000001,0.5405973120955699,-0.22552091954022993,461.46999999999986,4.614699999999998,-1.0,0.5180573333333335,-0.7096219310344829,0.45977011494252873,0.28735632183908044,0.1839080459770115,0.0,0.13793103448275862,0.41379310344827586,0.4482758620689655,19.988505747126435,1.9080459770114941,0.0
full2025_validation,f_child_stop,falling,67,36,0.5373134328358209,95.93,649.6000000000001,-553.6700000000001,1.17326205140246,0.06939965671641794,124.64000000000001,1.2464000000000002,0.7696566110397945,0.6377241791044774,-0.5869755820895523,0.5223880597014925,0.373134328358209,0.29850746268656714,0.0,0.19402985074626866,0.29850746268656714,0.5074626865671642,22.567164179104477,1.5820895522388059,0.0
full2025_validation,f_child_stop,rising,87,33,0.3793103448275862,-461.46999999999986,543.0300000000001,-1004.5000000000001,0.5405973120955699,-0.22552091954022993,461.46999999999986,4.614699999999998,-1.0,0.5180573333333335,-0.7096219310344829,0.45977011494252873,0.28735632183908044,0.1839080459770115,0.0,0.13793103448275862,0.41379310344827586,0.4482758620689655,19.988505747126435,1.9080459770114941,0.0
full2025_validation,g_parent_stop,falling,45,24,0.5333333333333333,168.39999999999995,615.1399999999999,-446.74,1.376953037560997,0.15277853333333333,117.94,1.1793999999999998,1.427844666779718,0.7282568444444443,-0.6946854888888888,0.5777777777777777,0.4888888888888889,0.4222222222222222,0.0,0.35555555555555557,0.4,0.24444444444444444,16.355555555555554,1.3777777777777778,0.0
full2025_validation,g_parent_stop,rising,55,23,0.41818181818181815,-134.57,507.25,-641.82,0.7903306222928547,-0.10187130909090907,134.57,1.3457,-1.0,0.6011464363636364,-0.6687929454545457,0.4909090909090909,0.32727272727272727,0.3090909090909091,0.0,0.2,0.43636363636363634,0.36363636363636365,16.87272727272727,1.8909090909090909,0.0
full2025_validation,h_one_symbol,falling,67,36,0.5373134328358209,95.93,649.6000000000001,-553.6700000000001,1.17326205140246,0.06939965671641794,124.64000000000001,1.2464000000000002,0.7696566110397945,0.6377241791044774,-0.5869755820895523,0.5223880597014925,0.373134328358209,0.29850746268656714,0.0,0.19402985074626866,0.29850746268656714,0.5074626865671642,22.567164179104477,1.5820895522388059,0.0
full2025_validation,h_one_symbol,rising,87,33,0.3793103448275862,-461.46999999999986,543.0300000000001,-1004.5000000000001,0.5405973120955699,-0.22552091954022993,461.46999999999986,4.614699999999998,-1.0,0.5180573333333335,-0.7096219310344829,0.45977011494252873,0.28735632183908044,0.1839080459770115,0.0,0.13793103448275862,0.41379310344827586,0.4482758620689655,19.988505747126435,1.9080459770114941,0.0
full2025_validation,i_h1_diag,falling,67,36,0.5373134328358209,95.93,649.6000000000001,-553.6700000000001,1.17326205140246,0.06939965671641794,124.64000000000001,1.2464000000000002,0.7696566110397945,0.6377241791044774,-0.5869755820895523,0.5223880597014925,0.373134328358209,0.29850746268656714,0.0,0.19402985074626866,0.29850746268656714,0.5074626865671642,22.567164179104477,1.5820895522388059,0.0
full2025_validation,i_h1_diag,rising,87,33,0.3793103448275862,-461.46999999999986,543.0300000000001,-1004.5000000000001,0.5405973120955699,-0.22552091954022993,461.46999999999986,4.614699999999998,-1.0,0.5180573333333335,-0.7096219310344829,0.45977011494252873,0.28735632183908044,0.1839080459770115,0.0,0.13793103448275862,0.41379310344827586,0.4482758620689655,19.988505747126435,1.9080459770114941,0.0
full2025_validation,j_full_fractal_diag,falling,67,36,0.5373134328358209,95.93,649.6000000000001,-553.6700000000001,1.17326205140246,0.06939965671641794,124.64000000000001,1.2464000000000002,0.7696566110397945,0.6377241791044774,-0.5869755820895523,0.5223880597014925,0.373134328358209,0.29850746268656714,0.0,0.19402985074626866,0.29850746268656714,0.5074626865671642,22.567164179104477,1.5820895522388059,0.0
full2025_validation,j_full_fractal_diag,rising,87,33,0.3793103448275862,-461.46999999999986,543.0300000000001,-1004.5000000000001,0.5405973120955699,-0.22552091954022993,461.46999999999986,4.614699999999998,-1.0,0.5180573333333335,-0.7096219310344829,0.45977011494252873,0.28735632183908044,0.1839080459770115,0.0,0.13793103448275862,0.41379310344827586,0.4482758620689655,19.988505747126435,1.9080459770114941,0.0
q1_quick,e_base_first_child_flip,falling,15,8,0.5333333333333333,9.990000000000013,149.76,-139.76999999999998,1.071474565357373,0.0200218,38.63999999999999,0.38639999999999997,0.2585403726708078,0.5820204,-0.6089566666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.4666666666666667,21.933333333333334,1.4666666666666666,0.0
q1_quick,e_base_first_child_flip,rising,20,5,0.25,-211.28,85.92999999999999,-297.21000000000004,0.28912216950977415,-0.45016500000000004,263.63,2.6363000000000003,-0.8014262413230664,0.39227605000000004,-0.7212118499999999,0.4,0.15,0.1,0.0,0.1,0.5,0.4,18.5,2.5,0.0
q1_quick,f_child_stop,falling,15,8,0.5333333333333333,9.990000000000013,149.76,-139.76999999999998,1.071474565357373,0.0200218,38.63999999999999,0.38639999999999997,0.2585403726708078,0.5820204,-0.6089566666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.4666666666666667,21.933333333333334,1.4666666666666666,0.0
q1_quick,f_child_stop,rising,20,5,0.25,-211.28,85.92999999999999,-297.21000000000004,0.28912216950977415,-0.45016500000000004,263.63,2.6363000000000003,-0.8014262413230664,0.39227605000000004,-0.7212118499999999,0.4,0.15,0.1,0.0,0.1,0.5,0.4,18.5,2.5,0.0
q1_quick,g_parent_stop,falling,8,2,0.25,-104.54,45.790000000000006,-150.33,0.30459655424732257,-0.555104625,104.54,1.0454,-1.0,0.373761375,-0.8258596250000001,0.375,0.25,0.125,0.0,0.125,0.75,0.125,9.875,1.25,0.0
q1_quick,g_parent_stop,rising,13,5,0.38461538461538464,-57.67,106.14,-163.80999999999997,0.6479457908552593,-0.1861461538461538,125.79,1.2579,-0.45846251689323475,0.5418218461538462,-0.7200162307692307,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.15384615384615385,0.46153846153846156,0.38461538461538464,15.615384615384615,2.1538461538461537,0.0
q1_quick,h_one_symbol,falling,15,8,0.5333333333333333,9.990000000000013,149.76,-139.76999999999998,1.071474565357373,0.0200218,38.63999999999999,0.38639999999999997,0.2585403726708078,0.5820204,-0.6089566666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.4666666666666667,21.933333333333334,1.4666666666666666,0.0
q1_quick,h_one_symbol,rising,20,5,0.25,-211.28,85.92999999999999,-297.21000000000004,0.28912216950977415,-0.45016500000000004,263.63,2.6363000000000003,-0.8014262413230664,0.39227605000000004,-0.7212118499999999,0.4,0.15,0.1,0.0,0.1,0.5,0.4,18.5,2.5,0.0
q1_quick,i_h1_diag,falling,15,8,0.5333333333333333,9.990000000000013,149.76,-139.76999999999998,1.071474565357373,0.0200218,38.63999999999999,0.38639999999999997,0.2585403726708078,0.5820204,-0.6089566666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.4666666666666667,21.933333333333334,1.4666666666666666,0.0
q1_quick,i_h1_diag,rising,20,5,0.25,-211.28,85.92999999999999,-297.21000000000004,0.28912216950977415,-0.45016500000000004,263.63,2.6363000000000003,-0.8014262413230664,0.39227605000000004,-0.7212118499999999,0.4,0.15,0.1,0.0,0.1,0.5,0.4,18.5,2.5,0.0
q1_quick,j_full_fractal_diag,falling,15,8,0.5333333333333333,9.990000000000013,149.76,-139.76999999999998,1.071474565357373,0.0200218,38.63999999999999,0.38639999999999997,0.2585403726708078,0.5820204,-0.6089566666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.4666666666666667,21.933333333333334,1.4666666666666666,0.0
q1_quick,j_full_fractal_diag,rising,20,5,0.25,-211.28,85.92999999999999,-297.21000000000004,0.28912216950977415,-0.45016500000000004,263.63,2.6363000000000003,-0.8014262413230664,0.39227605000000004,-0.7212118499999999,0.4,0.15,0.1,0.0,0.1,0.5,0.4,18.5,2.5,0.0
