entry_time,exit_time,strategy,run_id,symbol,direction,parent_tf,child_tf,top_context_tf,entry_parent_event_id,entry_child_flip_event_id,entry_signal_age_bars,entry_on_first_child_flip,entry_signal_consumed,entry_signal_reused_blocked,entry_parent_wave2_age,entry_child_trend_before_flip,entry_reason,entry_reject_reason,h1_bias_state,h1_alignment_with_parent,h4_bias_state,h4_alignment_with_parent,fractal_alignment_count,full_fractal_alignment,session_label,utc_hour,weekday,stop_mode,entry,exit,stop_loss,take_profit,risk_price,result_r,max_favorable_r_before_exit,max_adverse_r_before_exit,reached_0_5r,reached_0_8r,reached_1_0r,reached_1_3r,bars_to_0_5r,bars_to_1_0r,bars_to_1_3r,exit_type,full_sl_exit,tp_exit,time_exit,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,deal_reason,period_id,from_date,to_date,variant,variant_name,log_folder,run_mode,portfolio_mode,target_r,max_hold_bars,year,month,child_flip_age_bucket,parent_wave2_age_bucket,fractal_alignment_bucket
2025.01.02 03:20:00,2025.01.02 04:50:01,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,LONG,15,5,16385,USDJPY|PARENT|LONG|1735781400|157.374,USDJPY|CHILD_FLIP|LONG|1735787700|157.563,0,true,true,false,0,falling,first_child_trend_flip_after_parent_wave2,none,rising,true,falling,false,2,false,tokyo,0,4,0,157.65200000,157.28000000,157.28050000,158.13495000,0.37150000,-1.001346,0.018843,-0.990579,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-23.65,0.00,0.00,-23.65,0.1000,1.30,18,0.09500000,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_2
2025.01.02 16:50:00,2025.01.02 19:20:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,LONG,15,5,16385,USDJPY|PARENT|LONG|1735823700|157.206,USDJPY|CHILD_FLIP|LONG|1735836300|157.088,0,true,true,false,2,falling,first_child_trend_flip_after_parent_wave2,none,falling,false,falling,false,1,false,london_newyork_overlap,13,4,0,157.12300000,157.70600000,156.61107857,157.78849786,0.51192143,1.138847,1.213077,-0.677838,true,true,true,false,15,22,-1,time,false,false,true,25.88,0.00,0.00,25.88,0.0700,1.30,30,0.16921429,DEAL_REASON_EXPERT,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_1
2025.01.07 16:10:00,2025.01.07 16:43:09,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1736262000|157.614,USDJPY|CHILD_FLIP|SHORT|1736265900|157.626,0,true,true,false,1,rising,first_child_trend_flip_after_parent_wave2,none,rising,false,range,false,1,false,london_newyork_overlap,13,2,0,157.59300000,157.78400000,157.78304286,157.34594429,0.19004286,-1.005036,0.005262,-0.989251,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-24.21,0.00,0.00,-24.21,0.2000,1.30,6,0.08042857,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_1
2025.01.15 17:35:00,2025.01.15 18:07:41,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1736956800|156.850,USDJPY|CHILD_FLIP|SHORT|1736962200|156.197,0,true,true,false,0,rising,first_child_trend_flip_after_parent_wave2,none,falling,true,falling,true,3,true,london_newyork_overlap,14,3,0,156.12800000,156.53400000,156.53442857,155.59964286,0.40642857,-0.998946,0.017223,-0.986643,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-23.34,0.00,0.00,-23.34,0.0900,1.30,6,0.14428571,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,full
2025.01.16 06:05:00,2025.01.16 06:29:52,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1736998200|156.185,USDJPY|CHILD_FLIP|SHORT|1737007200|155.698,0,true,true,false,1,rising,first_child_trend_flip_after_parent_wave2,none,falling,true,falling,true,3,true,tokyo,3,4,0,155.64400000,155.86500000,155.86462857,155.35718286,0.22062857,-1.001684,0.131443,-0.979021,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-24.10,0.00,0.00,-24.10,0.1700,1.30,4,0.08628571,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,full
2025.01.17 03:10:00,2025.01.17 05:40:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,LONG,15,5,16385,USDJPY|PARENT|LONG|1737078300|155.308,USDJPY|CHILD_FLIP|LONG|1737083100|155.250,0,true,true,false,0,falling,first_child_trend_flip_after_parent_wave2,none,range,false,falling,false,1,false,tokyo,0,5,0,155.28600000,155.41900000,154.95741429,155.71316143,0.32858571,0.404765,0.517369,-0.456502,true,false,false,false,20,-1,-1,time,false,false,true,9.41,0.00,0.00,9.41,0.1100,1.30,30,0.11585714,DEAL_REASON_EXPERT,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_1
2025.01.21 17:50:00,2025.01.21 20:20:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1737468900|155.801,USDJPY|CHILD_FLIP|SHORT|1737481500|155.328,0,true,true,false,9,rising,first_child_trend_flip_after_parent_wave2,none,falling,true,falling,true,3,true,london_newyork_overlap,14,2,0,155.29700000,155.58400000,155.73995714,154.72115571,0.44295714,-0.647918,0.074499,-0.697584,false,false,false,false,-1,-1,-1,time,false,false,true,-14.76,0.00,0.00,-14.76,0.0800,1.30,30,0.12957143,DEAL_REASON_EXPERT,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_9_16,full
2025.01.23 18:15:00,2025.01.23 20:45:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1737646200|156.197,USDJPY|CHILD_FLIP|SHORT|1737655800|156.150,0,true,true,false,0,rising,first_child_trend_flip_after_parent_wave2,none,falling,true,rising,false,2,false,london_newyork_overlap,15,4,0,156.07900000,155.96400000,156.47946429,155.55839643,0.40046429,0.287167,0.506912,-0.257201,true,false,false,false,6,-1,-1,time,false,false,true,6.64,0.00,0.00,6.64,0.0900,1.30,30,0.12464286,DEAL_REASON_EXPERT,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_2
2025.01.24 08:40:00,2025.01.24 08:44:21,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,USDJPY,SHORT,15,5,16385,USDJPY|PARENT|SHORT|1737698400|155.998,USDJPY|CHILD_FLIP|SHORT|1737707700|155.042,0,true,true,false,0,rising,first_child_trend_flip_after_parent_wave2,none,falling,true,rising,false,2,false,tokyo,5,5,0,154.90200000,155.51200000,155.47275714,154.16001571,0.57075714,-1.068756,0.085851,-0.967136,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-23.54,0.00,0.00,-23.54,0.0600,1.30,0,0.11757143,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_2
2025.01.24 10:25:00,2025.01.24 10:30:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,q1_e_base_first_child_flip,EURJPY,SHORT,15,5,16385,EURJPY|PARENT|SHORT|1737698400|162.348,EURJPY|CHILD_FLIP|SHORT|1737714000|162.337,0,true,true,false,0,rising,first_child_trend_flip_after_parent_wave2,none,range,false,rising,false,1,false,tokyo,7,5,0,162.31100000,162.68200000,162.66766429,161.84733643,0.35666429,-1.040194,0.072898,-0.720566,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-23.86,0.00,0.00,-23.86,0.1000,1.30,1,0.15664286,DEAL_REASON_SL,q1_quick,2025.01.01,2025.03.31,e_base_first_child_flip,base_first_child_flip,fractal_wave2_transition_q1_e_base_first_child_flip,4,0,1.30,30,2025,2025-01,age_0,age_0_3,count_1
