period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age
full2025_validation,e_base_first_child_flip,AUDJPY,9,2,0.2222222222222222,-90.28999999999999,50.03,-140.32,0.356542189281642,-0.4100067777777778,121.02999999999999,1.2103,-0.7460133851111295,0.49610511111111116,-0.7860648888888888,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,21.333333333333332,0.4444444444444444,0.0
full2025_validation,e_base_first_child_flip,EURJPY,12,6,0.5,-8.38,119.06,-127.44,0.9342435655994978,-0.022055333333333333,87.07,0.8706999999999999,-0.09624440105662113,0.6877749166666667,-0.6245283333333335,0.5,0.4166666666666667,0.4166666666666667,0.0,0.25,0.4166666666666667,0.3333333333333333,17.666666666666668,1.8333333333333333,0.0
full2025_validation,e_base_first_child_flip,EURUSD,16,7,0.4375,-103.16000000000001,56.45,-159.60999999999999,0.3536745817931208,-0.2777265,116.63000000000001,1.1663000000000001,-0.8845065592043214,0.369111875,-0.7766273125,0.375,0.125,0.125,0.0,0.0625,0.375,0.5625,24.375,0.625,0.0
full2025_validation,e_base_first_child_flip,GBPJPY,13,5,0.38461538461538464,-20.520000000000003,103.03,-123.55000000000001,0.8339133953864831,-0.07832215384615387,85.49000000000001,0.8549000000000001,-0.24002807345888408,0.6380417692307693,-0.674426076923077,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,22.53846153846154,1.5384615384615385,0.0
full2025_validation,e_base_first_child_flip,GBPUSD,10,6,0.6,39.67999999999999,87.15999999999998,-47.480000000000004,1.8357203032855933,0.18125639999999996,44.68000000000001,0.4468000000000001,0.8880931065353623,0.7060897,-0.6371494,0.7,0.4,0.3,0.0,0.1,0.2,0.7,24.8,2.2,0.0
full2025_validation,e_base_first_child_flip,USDJPY,94,43,0.4574468085106383,-182.86999999999995,776.8999999999999,-959.77,0.8094647676005708,-0.07836776595744681,206.5,2.0650000000000004,-0.8855690072639223,0.5725429042553191,-0.6269199787234044,0.48936170212765956,0.32978723404255317,0.22340425531914893,0.0,0.1702127659574468,0.3723404255319149,0.4574468085106383,20.382978723404257,2.0638297872340425,0.0
full2025_validation,f_child_stop,AUDJPY,9,2,0.2222222222222222,-90.28999999999999,50.03,-140.32,0.356542189281642,-0.4100067777777778,121.02999999999999,1.2103,-0.7460133851111295,0.49610511111111116,-0.7860648888888888,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,21.333333333333332,0.4444444444444444,0.0
full2025_validation,f_child_stop,EURJPY,12,6,0.5,-8.38,119.06,-127.44,0.9342435655994978,-0.022055333333333333,87.07,0.8706999999999999,-0.09624440105662113,0.6877749166666667,-0.6245283333333335,0.5,0.4166666666666667,0.4166666666666667,0.0,0.25,0.4166666666666667,0.3333333333333333,17.666666666666668,1.8333333333333333,0.0
full2025_validation,f_child_stop,EURUSD,16,7,0.4375,-103.16000000000001,56.45,-159.60999999999999,0.3536745817931208,-0.2777265,116.63000000000001,1.1663000000000001,-0.8845065592043214,0.369111875,-0.7766273125,0.375,0.125,0.125,0.0,0.0625,0.375,0.5625,24.375,0.625,0.0
full2025_validation,f_child_stop,GBPJPY,13,5,0.38461538461538464,-20.520000000000003,103.03,-123.55000000000001,0.8339133953864831,-0.07832215384615387,85.49000000000001,0.8549000000000001,-0.24002807345888408,0.6380417692307693,-0.674426076923077,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,22.53846153846154,1.5384615384615385,0.0
full2025_validation,f_child_stop,GBPUSD,10,6,0.6,39.67999999999999,87.15999999999998,-47.480000000000004,1.8357203032855933,0.18125639999999996,44.68000000000001,0.4468000000000001,0.8880931065353623,0.7060897,-0.6371494,0.7,0.4,0.3,0.0,0.1,0.2,0.7,24.8,2.2,0.0
full2025_validation,f_child_stop,USDJPY,94,43,0.4574468085106383,-182.86999999999995,776.8999999999999,-959.77,0.8094647676005708,-0.07836776595744681,206.5,2.0650000000000004,-0.8855690072639223,0.5725429042553191,-0.6269199787234044,0.48936170212765956,0.32978723404255317,0.22340425531914893,0.0,0.1702127659574468,0.3723404255319149,0.4574468085106383,20.382978723404257,2.0638297872340425,0.0
full2025_validation,g_parent_stop,AUDJPY,2,0,0.0,-48.66,0,-48.66,0.0,-1.015009,48.66,0.4866,-1.0,0.0060315,-0.979616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0
full2025_validation,g_parent_stop,EURJPY,8,5,0.625,68.07,136.57,-68.5,1.9937226277372262,0.352683375,23.72,0.2372,2.8697301854974704,0.8567030000000001,-0.6816399999999999,0.625,0.625,0.5,0.0,0.5,0.375,0.125,14.25,2.25,0.0
full2025_validation,g_parent_stop,EURUSD,12,3,0.25,-128.6,65.41,-194.01000000000002,0.33714756971290133,-0.46845066666666674,160.88,1.6087999999999998,-0.7993535554450522,0.4734918333333334,-0.8276994166666665,0.4166666666666667,0.25,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,12.75,0.6666666666666666,0.0
full2025_validation,g_parent_stop,GBPJPY,7,4,0.5714285714285714,78.91,123.07,-44.16,2.786911231884058,0.47640028571428567,41.14,0.41140000000000004,1.9180845892075837,0.8654807142857145,-0.5661449999999999,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,18.0,1.4285714285714286,0.0
full2025_validation,g_parent_stop,GBPUSD,7,4,0.5714285714285714,29.150000000000013,78.4,-49.25,1.5918781725888327,0.1891955714285715,26.049999999999997,0.26049999999999995,1.1190019193857972,0.6810571428571429,-0.6432028571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,20.857142857142858,2.2857142857142856,0.0
full2025_validation,g_parent_stop,USDJPY,64,31,0.484375,34.95999999999996,718.9399999999999,-683.9799999999999,1.0511126056317437,0.02254531249999996,219.18999999999997,2.1919,0.15949632738719816,0.6634571562499998,-0.6599106093749999,0.546875,0.390625,0.359375,0.0,0.25,0.40625,0.34375,17.359375,1.78125,0.0
full2025_validation,h_one_symbol,AUDJPY,9,2,0.2222222222222222,-90.28999999999999,50.03,-140.32,0.356542189281642,-0.4100067777777778,121.02999999999999,1.2103,-0.7460133851111295,0.49610511111111116,-0.7860648888888888,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,21.333333333333332,0.4444444444444444,0.0
full2025_validation,h_one_symbol,EURJPY,12,6,0.5,-8.38,119.06,-127.44,0.9342435655994978,-0.022055333333333333,87.07,0.8706999999999999,-0.09624440105662113,0.6877749166666667,-0.6245283333333335,0.5,0.4166666666666667,0.4166666666666667,0.0,0.25,0.4166666666666667,0.3333333333333333,17.666666666666668,1.8333333333333333,0.0
full2025_validation,h_one_symbol,EURUSD,16,7,0.4375,-103.16000000000001,56.45,-159.60999999999999,0.3536745817931208,-0.2777265,116.63000000000001,1.1663000000000001,-0.8845065592043214,0.369111875,-0.7766273125,0.375,0.125,0.125,0.0,0.0625,0.375,0.5625,24.375,0.625,0.0
full2025_validation,h_one_symbol,GBPJPY,13,5,0.38461538461538464,-20.520000000000003,103.03,-123.55000000000001,0.8339133953864831,-0.07832215384615387,85.49000000000001,0.8549000000000001,-0.24002807345888408,0.6380417692307693,-0.674426076923077,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,22.53846153846154,1.5384615384615385,0.0
full2025_validation,h_one_symbol,GBPUSD,10,6,0.6,39.67999999999999,87.15999999999998,-47.480000000000004,1.8357203032855933,0.18125639999999996,44.68000000000001,0.4468000000000001,0.8880931065353623,0.7060897,-0.6371494,0.7,0.4,0.3,0.0,0.1,0.2,0.7,24.8,2.2,0.0
