"timestamp","run_id","status","duration_seconds","report","message"
"2026-08-16T00:17:07.3657137+09:00","execution_shadow_2024","completed","107","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\20260816_trendline_wave2_failure_execution_shadow\execution_shadow_2024\report.html","Preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_tw2f_execution_shadow_2024.set | EA preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader.set | Preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\8FEBB7B9E649F538D394EBAB85D05B14\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_tw2f_execution_shadow_2024.set | EA preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\8FEBB7B9E649F538D394EBAB85D05B14\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader.set | Preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\D232275B22422903BD477FB48B858FBA\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_tw2f_execution_shadow_2024.set | EA preset copied: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\D232275B22422903BD477FB48B858FBA\MQL5\Profiles\Tester\ExpectedValue_MultiCurrency_FractalWave2TransitionTrader.set | Preset copied to writable tester profile directory only. | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\config\common.ini | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\8FEBB7B9E649F538D394EBAB85D05B14\config\common.ini | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\D232275B22422903BD477FB48B858FBA\config\common.ini | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\config\common.ini | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\8FEBB7B9E649F538D394EBAB85D05B14\config\common.ini | MT5 Algo Trading disabled in: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\D232275B22422903BD477FB48B858FBA\config\common.ini | Backtest launched with config: C:\Users\windows\AppData\Local\Temp\tmp42AC.ini | Generated config: C:\Users\windows\AppData\Local\Temp\tmp42AC.ini | Report: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\20260816_trendline_wave2_failure_execution_shadow\execution_shadow_2024\report.html | Report metadata: C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\20260816_trendline_wave2_failure_execution_shadow\execution_shadow_2024\report.html.meta.json"
