"scenario_mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","server_time","server_hour","utc_hour","session_label","session_window_name","allowed_session","session_volatility_rank","dow_regime_h4","dow_regime_h1","h4_structure","h1_structure","fractal_alignment","wave_stage","setup_type","wave_tf","fib_zone","divergence_type","m15_confirmation_type","failure_type","wave_size_atr","retracement_ratio","extension_ratio","wave_rule_validity","wave3_break_confirmed","pivot_confirmation_delay_bars","entry_delay_from_pivot","pivot_time","pivot_confirmed_time","room_to_1r","room_to_2r","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","spread_atr","atr_session_percentile","average_m15_range_atr","average_h1_range_atr","average_true_range","realized_volatility","breakout_followthrough_rate","average_spread_atr","score","exit_reason","position_id"
"newyork_only_reference","2025.09.30 19:15:00","2025.10.01 03:05:04","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","SHORT","GBP","JPY","2025.09.30 19:15:00","19","17","new_york","new_york_utc_13_22","true","5","transition_down","trend_down","expanding_transition","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","ma_reclaim","target_blocked","4.2141","0.2966","2.4696","valid_wave4","true","3","3","2025.09.30 15:00:00","2025.09.30 18:00:00","0.8191","0.8191","198.79600000","199.07800000","199.07800000","198.40100000","0.28200000","-1.0000","-20.94","0.00","-1.65","-22.59","0.110","1.400","31","0.24085714","38.00","0.157770","0.2000","0.8326","0.7493","0.08266038","0.557108","0.8571","0.201515","1.0910","DEAL_REASON_SL","485"
"newyork_only_reference","2025.09.30 19:15:00","2025.10.01 03:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.09.30 19:15:00","19","17","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","candle_reversal","target_blocked","4.8438","0.2517","0.5962","valid_wave2","true","3","3","2025.09.30 00:00:00","2025.09.30 12:00:00","0.2633","0.2633","147.90400000","148.08200000","148.88400000","146.53200000","0.98000000","-0.1816","-3.61","0.00","-0.36","-3.97","0.030","1.400","32","0.30678571","15.00","0.048894","0.2000","0.8377","0.7831","0.06545283","0.560736","0.7143","0.113391","1.2132","DEAL_REASON_EXPERT","484"
"newyork_only_reference","2025.09.30 21:00:00","2025.10.01 05:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.09.30 21:00:00","21","19","new_york","new_york_utc_13_22","true","5","range","trend_down","compression_range","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","ma_reclaim","other","3.7632","0.7701","0.2659","valid_wave2","false","3","3","2025.09.30 17:00:00","2025.09.30 20:00:00","1.6471","1.6471","97.78000000","97.68300000","98.00100000","97.47100000","0.22100000","0.4389","9.83","0.00","-1.32","8.51","0.150","1.400","32","0.19185714","28.00","0.145942","0.2000","0.7923","0.7920","0.04578333","0.558340","0.7273","0.420150","1.0824","DEAL_REASON_EXPERT","486"
"newyork_only_reference","2025.10.01 21:00:00","2025.10.02 03:03:55","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.10.01 21:00:00","21","19","new_york","new_york_utc_13_22","true","5","transition_down","trend_down","expanding_transition","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","ma_reclaim","target_blocked","6.8743","0.2269","4.3713","valid_wave4","true","3","3","2025.10.01 17:00:00","2025.10.01 20:00:00","1.4012","1.4012","172.52400000","172.69400000","172.69100000","172.29000000","0.16700000","-1.0180","-21.95","0.00","-3.96","-25.91","0.190","1.400","24","0.23464286","30.00","0.127854","0.2000","0.7654","0.7176","0.07428333","0.496384","0.7143","0.297450","1.1201","DEAL_REASON_SL","490"
"newyork_only_reference","2025.10.01 23:00:00","2025.10.02 03:11:27","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.10.01 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_382","none","ma_reclaim","no_follow_through","6.0825","0.4088","3.7111","valid_wave4","true","3","3","2025.10.01 19:00:00","2025.10.01 22:00:00","2.6193","2.6193","147.09200000","147.28900000","147.28900000","146.81700000","0.19700000","-1.0000","-21.40","0.00","-5.75","-27.15","0.160","1.400","16","0.27028571","15.00","0.055497","0.2000","0.7606","0.6731","0.07170588","0.493660","0.6364","0.234114","1.4810","DEAL_REASON_SL","491"
"newyork_only_reference","2025.10.02 20:00:00","2025.10.03 00:20:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.10.02 20:00:00","20","18","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","3.7692","0.5282","0.2508","valid_wave2","false","3","3","2025.10.02 16:00:00","2025.10.02 19:00:00","1.0000","1.0000","97.01600000","97.20600000","97.18700000","96.77700000","0.17100000","-1.1111","-24.51","0.00","-1.67","-26.18","0.190","1.400","17","0.15971429","28.00","0.175313","0.2000","0.7399","0.7365","0.04594643","0.436658","0.8947","0.422414","1.4000","DEAL_REASON_SL","494"
"newyork_only_reference","2025.10.06 19:15:00","2025.10.06 22:36:53","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","SHORT","GBP","USD","2025.10.06 19:15:00","19","17","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","wave3_unconfirmed_too_early","3.9496","0.6751","0.3858","valid_wave2","false","3","4","2025.10.03 20:00:00","2025.10.06 08:00:00","3.0448","3.0448","1.34679000","1.34910000","1.34902000","1.34367000","0.00223000","-1.0359","-20.79","0.00","0.00","-20.79","0.090","1.400","13","0.00320286","20.00","0.062444","0.2000","0.7544","0.7441","0.00060698","0.437730","0.7037","0.231405","1.1500","DEAL_REASON_SL","496"
"newyork_only_reference","2025.10.06 23:00:00","2025.10.07 07:00:02","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.10.06 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","range","trend_down","expanding_transition","LH_LL","fractal_aligned","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","none","ma_reclaim","other","2.3247","0.6926","0.0163","valid_abc","false","3","6","2025.10.03 16:00:00","2025.10.06 04:00:00","1.1098","1.1098","1.17098000","1.17041000","1.17626000","1.16359000","0.00528000","0.1080","2.28","0.00","0.11","2.39","0.040","1.400","32","0.00271429","18.00","0.066316","0.2000","0.7402","0.7489","0.00050838","0.434506","0.7692","0.442105","1.2055","DEAL_REASON_EXPERT","498"
"newyork_only_reference","2025.10.08 23:00:00","2025.10.09 07:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.10.08 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","wave3_unconfirmed_too_early","4.1867","0.7111","0.2185","valid_wave2","false","3","3","2025.10.08 19:00:00","2025.10.08 22:00:00","1.6500","1.6500","204.64600000","204.58200000","204.24600000","205.20600000","0.40000000","-0.1600","-3.48","0.00","0.89","-2.59","0.080","1.400","32","0.33892857","38.00","0.112118","0.2000","0.8270","0.7031","0.11114706","0.528465","0.8571","0.401509","1.0825","DEAL_REASON_EXPERT","500"
"newyork_only_reference","2025.10.09 20:45:00","2025.10.10 04:45:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","LONG","AUD","JPY","2025.10.09 20:45:00","20","18","new_york","new_york_utc_13_22","true","5","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H4","wave4_shallow","none","ma_reclaim","other","7.2413","0.1847","6.6066","valid_wave4","true","3","14","2025.10.07 08:00:00","2025.10.07 20:00:00","0.5320","0.5320","100.29200000","100.41100000","99.08700000","101.98000000","1.20500000","0.0988","1.62","0.00","0.04","1.66","0.020","1.400","32","0.38957143","28.00","0.071874","0.2000","0.8662","0.7310","0.07013559","0.574393","0.7879","0.256881","1.0766","DEAL_REASON_EXPERT","502"
"newyork_only_reference","2025.10.10 23:45:00","2025.10.13 07:45:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","SHORT","GBP","USD","2025.10.10 23:45:00","23","21","new_york","new_york_utc_13_22","true","4","trend_down","range","LH_LL","expanding_transition","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","target_blocked","2.9434","0.4729","0.9550","valid_wave2","true","3","12","2025.10.08 16:00:00","2025.10.09 04:00:00","0.8335","0.8335","1.33434000","1.33568000","1.34425000","1.32047000","0.00991000","-0.1352","-2.68","0.00","-0.02","-2.70","0.020","1.400","32","0.00331929","22.00","0.066279","0.4000","0.8440","0.8239","0.00096775","0.614459","0.7429","0.354839","1.2417","DEAL_REASON_EXPERT","504"
"newyork_only_reference","2025.10.13 23:45:00","2025.10.14 00:02:50","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","SHORT","GBP","JPY","2025.10.13 23:45:00","23","21","new_york","new_york_utc_13_22","true","4","range","range","expanding_transition","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","2.0840","0.7977","0.1537","valid_wave2","false","3","5","2025.10.13 17:00:00","2025.10.13 20:00:00","9.8397","9.8397","203.03200000","203.17100000","203.16300000","202.84900000","0.13100000","-1.0611","-22.65","0.00","-3.61","-26.26","0.240","1.400","1","0.24664286","46.00","0.186504","0.4000","0.8820","0.7038","0.14749296","0.639446","0.8276","0.771257","1.1500","DEAL_REASON_SL","508"
"newyork_only_reference","2025.10.13 23:00:00","2025.10.14 06:43:11","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.10.13 23:00:00","23","21","new_york","new_york_utc_13_22","true","4","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","candle_reversal","target_blocked","4.7879","0.2956","1.8612","valid_wave4","true","3","3","2025.10.13 19:00:00","2025.10.13 22:00:00","1.2980","1.2980","1.15653000","1.15805000","1.15804000","1.15442000","0.00151000","-1.0066","-21.28","0.00","0.38","-20.90","0.140","1.400","30","0.00151214","18.00","0.119036","0.4000","0.8849","0.8563","0.00079412","0.644974","0.7879","0.399366","1.1149","DEAL_REASON_SL","507"
"newyork_only_reference","2025.10.13 22:45:00","2025.10.14 06:45:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","SHORT","GBP","USD","2025.10.13 22:45:00","22","20","new_york","new_york_utc_13_22","true","5","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_50_618","none","ma_reclaim","wave3_unconfirmed_too_early","4.0159","0.6174","0.2298","valid_wave2","false","3","6","2025.10.10 16:00:00","2025.10.13 04:00:00","1.6537","1.6537","1.33329000","1.33478000","1.33765000","1.32719000","0.00436000","-0.3417","-7.45","0.00","-0.05","-7.50","0.050","1.400","32","0.00440000","20.00","0.045455","0.2000","0.8617","0.8189","0.00095776","0.582406","0.7600","0.393812","1.4327","DEAL_REASON_EXPERT","506"
"newyork_only_reference","2025.10.14 22:15:00","2025.10.14 22:37:43","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.10.14 22:15:00","22","20","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_382","none","ma_reclaim","other","5.4205","0.4400","5.3987","valid_wave4","true","3","3","2025.10.14 18:00:00","2025.10.14 21:00:00","5.5966","5.5966","98.49000000","98.32100000","98.60900000","98.32300000","0.11900000","1.4202","30.98","0.00","0.00","30.98","0.270","1.400","1","0.29978571","28.00","0.093400","0.2000","0.8985","0.8037","0.11766154","0.982339","0.7200","0.370161","1.5000","DEAL_REASON_TP","512"
"newyork_only_reference","2025.10.14 22:45:00","2025.10.15 01:00:51","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.10.14 22:45:00","22","20","new_york","new_york_utc_13_22","true","4","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_382","none","ma_reclaim","target_blocked","5.4205","0.4400","5.3987","valid_wave4","true","3","3","2025.10.14 18:00:00","2025.10.14 21:00:00","1.2622","1.2622","98.26200000","98.61400000","98.60900000","97.77600000","0.34700000","-1.0144","-21.51","0.00","-0.79","-22.30","0.090","1.400","9","0.29978571","28.00","0.093400","0.4000","0.9273","0.8037","0.11877612","1.019748","0.7308","0.328859","1.4131","DEAL_REASON_SL","514"
"newyork_only_reference","2025.10.14 23:00:00","2025.10.15 07:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.10.14 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","trend_down","range","LH_LL","expanding_transition","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","3.2080","0.8344","0.2004","valid_wave2","false","3","12","2025.10.10 16:00:00","2025.10.13 04:00:00","2.0795","2.0795","1.16047000","1.16235000","1.16349000","1.15625000","0.00302000","-0.6225","-13.16","0.00","0.19","-12.97","0.070","1.400","32","0.00331357","18.00","0.054322","0.2000","0.8749","0.8248","0.00074250","0.626275","0.8621","0.301075","1.1040","DEAL_REASON_EXPERT","515"
"newyork_only_reference","2025.10.15 22:15:03","2025.10.16 03:32:02","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.10.15 22:15:03","22","20","new_york","new_york_utc_13_22","true","5","trend_down","range","LH_LL","expanding_transition","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","candle_reversal","other","2.2810","0.8605","0.2862","valid_wave2","false","3","4","2025.10.15 00:00:00","2025.10.15 12:00:00","1.9652","1.9652","176.01200000","175.52400000","176.35700000","175.53000000","0.34500000","1.4145","29.82","0.00","-1.87","27.95","0.090","1.400","21","0.48400000","30.00","0.061983","0.2000","0.7872","0.7112","0.07712308","0.465075","0.7241","0.338164","1.0983","DEAL_REASON_TP","518"
"newyork_only_reference","2025.10.17 21:30:00","2025.10.17 23:40:14","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","LONG","EUR","USD","2025.10.17 21:30:00","21","19","new_york","new_york_utc_13_22","true","5","range","trend_up","compression_range","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","5.5778","0.8417","0.1313","valid_wave2","false","3","3","2025.10.17 17:00:00","2025.10.17 20:00:00","2.7236","2.7236","1.16734000","1.16530000","1.16535000","1.17013000","0.00199000","-1.0251","-22.44","0.00","0.00","-22.44","0.110","1.400","8","0.00152929","18.00","0.117702","0.2000","0.8545","0.8434","0.00064516","0.543255","0.6563","0.294049","1.1362","DEAL_REASON_SL","522"
"newyork_only_reference","2025.10.17 23:45:00","2025.10.20 01:00:41","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURJPY","SHORT","EUR","JPY","2025.10.17 23:45:00","23","21","new_york","new_york_utc_13_22","true","5","transition_down","range","expanding_transition","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","1.7242","0.8585","0.1218","valid_wave2","false","3","3","2025.10.17 19:00:00","2025.10.17 22:00:00","3.7842","3.7842","175.52300000","175.74800000","175.71300000","175.25700000","0.19000000","-1.1842","-25.38","0.00","-1.15","-26.53","0.170","1.400","5","0.29521429","57.00","0.193080","0.2000","0.8505","0.7564","0.10167606","0.559104","0.8621","0.903737","1.1500","DEAL_REASON_SL","524"
"newyork_only_reference","2025.10.17 18:15:00","2025.10.20 02:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.10.17 18:15:00","18","16","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","target_blocked","2.6138","0.7262","0.8280","valid_wave2","true","3","6","2025.10.16 12:00:00","2025.10.17 00:00:00","0.8352","0.8352","150.32500000","150.94700000","151.46600000","148.72700000","1.14100000","-0.5451","-8.24","0.00","-0.23","-8.47","0.020","1.400","32","0.46942857","15.00","0.031954","0.2000","0.8574","0.8346","0.11422449","0.493819","0.6818","0.092470","1.2418","DEAL_REASON_EXPERT","520"
"newyork_only_reference","2025.10.17 18:15:00","2025.10.20 02:15:01","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","SHORT","AUD","JPY","2025.10.17 18:15:00","18","16","new_york","new_york_utc_13_22","true","5","trend_down","range","LH_LL","expanding_transition","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_382_786","none","ma_reclaim","target_blocked","3.0896","0.7427","0.8868","valid_wave2","true","3","6","2025.10.16 12:00:00","2025.10.17 00:00:00","1.0140","1.0140","97.39900000","98.15200000","98.53900000","95.80300000","1.14000000","-0.6605","-9.98","0.00","-0.17","-10.15","0.020","1.400","32","0.40878571","28.00","0.068496","0.2000","0.8866","0.9409","0.12463265","0.711827","0.7600","0.154209","1.2507","DEAL_REASON_EXPERT","521"
"newyork_only_reference","2025.10.20 22:00:00","2025.10.21 00:02:13","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","LONG","GBP","USD","2025.10.20 22:00:00","22","20","new_york","new_york_utc_13_22","true","5","range","range","compression_range","expanding_transition","fractal_aligned","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","none","ma_reclaim","abc_not_complete","3.5743","0.8108","0.3781","valid_abc","false","3","7","2025.10.20 14:00:00","2025.10.20 17:00:00","4.5338","4.5338","1.34103000","1.33959000","1.33970000","1.34289000","0.00133000","-1.0827","-23.04","0.00","-0.18","-23.22","0.160","1.400","8","0.00134571","20.00","0.148620","0.2000","0.8205","0.8563","0.00077984","0.543021","0.7188","0.346535","0.9500","DEAL_REASON_SL","530"
"newyork_only_reference","2025.10.20 18:15:00","2025.10.21 02:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","SHORT","USD","JPY","2025.10.20 18:15:00","18","16","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","candle_reversal","wave3_unconfirmed_too_early","3.6776","0.6234","0.2779","valid_wave2","false","3","3","2025.10.20 14:00:00","2025.10.20 17:00:00","3.5405","3.5405","150.55100000","150.79900000","150.88400000","150.08500000","0.33300000","-0.7447","-14.80","0.00","-1.05","-15.85","0.090","1.400","32","0.25342857","15.00","0.059188","0.2000","0.8117","0.8305","0.10244898","0.431060","0.5789","0.126506","1.1500","DEAL_REASON_EXPERT","528"
"newyork_only_reference","2025.10.20 21:00:00","2025.10.21 05:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","SHORT","GBP","JPY","2025.10.20 21:00:00","21","19","new_york","new_york_utc_13_22","true","5","trend_down","range","LH_LL","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","3.5812","0.8803","0.3510","valid_wave2","false","3","3","2025.10.20 04:00:00","2025.10.20 16:00:00","1.2083","1.2083","202.05900000","202.34300000","203.21100000","200.44700000","1.15200000","-0.2465","-3.77","0.00","-0.29","-4.06","0.020","1.400","32","0.77014286","38.00","0.049341","0.2000","0.7948","0.7908","0.13778333","0.515254","0.6857","0.340371","1.0604","DEAL_REASON_EXPERT","529"
"newyork_only_reference","2025.10.23 18:15:00","2025.10.24 02:15:13","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","SHORT","EUR","USD","2025.10.23 18:15:00","18","16","new_york","new_york_utc_13_22","true","5","range","trend_down","compression_range","LH_LL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","wave3_unconfirmed_too_early","7.0465","0.3015","0.1438","valid_wave2","false","3","5","2025.10.22 16:00:00","2025.10.23 04:00:00","1.7017","1.7017","1.16068000","1.16179000","1.16249000","1.15814000","0.00181000","-0.6133","-13.32","0.00","0.33","-12.99","0.120","1.400","32","0.00215143","18.00","0.083665","0.2000","0.7506","0.8419","0.00045735","0.436859","0.8824","0.277228","1.0851","DEAL_REASON_EXPERT","534"
"newyork_only_reference","2025.10.24 20:15:00","2025.10.27 00:12:38","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPJPY","LONG","GBP","JPY","2025.10.24 20:15:00","20","18","new_york","new_york_utc_13_22","true","5","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H4","wave2_other","none","ma_reclaim","other","3.7349","0.3405","0.0262","valid_wave2","false","3","4","2025.10.24 00:00:00","2025.10.24 12:00:00","3.4828","3.4828","203.26900000","203.55500000","203.06600000","203.55300000","0.20300000","1.4089","30.35","0.00","0.58","30.93","0.160","1.400","15","0.50014286","38.00","0.075978","0.2000","0.7644","0.6907","0.11147368","0.443135","0.6538","0.268687","1.1500","DEAL_REASON_TP","536"
"newyork_only_reference","2025.10.27 21:00:00","2025.10.28 02:34:25","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","EURUSD","LONG","EUR","USD","2025.10.27 21:00:00","21","19","new_york","new_york_utc_13_22","true","5","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_50_618","none","ma_reclaim","other","3.2924","0.5905","0.1869","valid_wave2","false","3","4","2025.10.27 16:00:00","2025.10.27 19:00:00","1.2292","1.2292","1.16389000","1.16525000","1.16293000","1.16524000","0.00096000","1.4167","29.92","0.00","-1.31","28.61","0.220","1.400","22","0.00102357","18.00","0.175855","0.2000","0.8191","0.7730","0.00043483","0.637187","0.8571","0.423529","1.4115","DEAL_REASON_TP","538"
"newyork_only_reference","2025.10.28 23:00:00","2025.10.29 07:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","GBPUSD","SHORT","GBP","USD","2025.10.28 23:00:00","23","21","new_york","new_york_utc_13_22","true","5","trend_down","trend_down","LH_LL","LH_LL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_382","none","ma_reclaim","other","5.8517","0.3565","3.4744","valid_wave4","true","3","3","2025.10.28 19:00:00","2025.10.28 22:00:00","1.2028","1.2028","1.32721000","1.32535000","1.32933000","1.32424000","0.00212000","0.8774","18.60","0.00","-0.10","18.50","0.100","1.400","32","0.00209000","20.00","0.095694","0.2000","0.7817","0.7467","0.00063235","0.526411","0.7586","0.299145","1.4101","DEAL_REASON_EXPERT","540"
"newyork_only_reference","2025.10.29 20:00:00","2025.10.30 04:00:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.10.29 20:00:00","20","18","new_york","new_york_utc_13_22","true","5","range","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_rsi_macd","candle_reversal","other","6.2491","0.5458","0.7721","valid_abc","false","3","4","2025.10.29 00:00:00","2025.10.29 12:00:00","1.3372","1.3372","152.16000000","152.62800000","151.46600000","153.13200000","0.69400000","0.6744","12.27","0.00","0.59","12.86","0.040","1.400","32","0.44678571","15.00","0.033573","0.2000","0.8574","0.6898","0.08403571","0.641784","0.8889","0.140000","1.3669","DEAL_REASON_EXPERT","542"
"newyork_only_reference","2025.10.30 23:30:00","2025.10.31 02:41:17","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.10.30 23:30:00","23","21","new_york","new_york_utc_13_22","true","3","transition_up","trend_up","expanding_transition","HH_HL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","ma_reclaim","fib_not_aligned","6.2009","0.1774","1.9027","valid_wave4","true","3","4","2025.10.30 18:00:00","2025.10.30 21:00:00","2.6899","2.6899","154.09100000","153.95700000","153.96200000","154.27200000","0.12900000","-1.0388","-22.63","0.00","1.27","-21.36","0.260","1.400","12","0.36914286","15.00","0.040635","0.6000","0.9004","0.6996","0.11010000","0.629284","0.8788","0.258940","1.1845","DEAL_REASON_SL","545"
"newyork_only_reference","2025.10.30 20:30:00","2025.10.31 04:19:20","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","AUDJPY","LONG","AUD","JPY","2025.10.30 20:30:00","20","18","new_york","new_york_utc_13_22","true","3","trend_up","trend_up","HH_HL","HH_HL","fractal_aligned","possible_wave4_pullback","wave4_continuation","H1","wave4_shallow","none","candle_reversal","target_blocked","3.6022","0.4840","1.9615","valid_wave4","true","3","3","2025.10.30 16:00:00","2025.10.30 19:00:00","0.5104","0.5104","101.02900000","100.68600000","100.69200000","101.50100000","0.33700000","-1.0178","-20.05","0.00","0.16","-19.89","0.090","1.400","31","0.26900000","28.00","0.104089","0.6000","0.9262","0.7669","0.08575862","0.694331","0.8148","0.309392","1.0755","DEAL_REASON_SL","544"
"newyork_only_reference","2025.10.31 19:15:00","2025.11.03 03:15:00","RESEARCH_STRATEGY_FX_FRACTAL_DOW_ELLIOTT_SESSION","USDJPY","LONG","USD","JPY","2025.10.31 19:15:00","19","17","new_york","new_york_utc_13_22","true","3","range","range","expanding_transition","compression_range","fractal_aligned","possible_wave3_start","wave3_start_pullback","H1","wave2_382_786","none","micro_bos","other","3.4714","0.6864","0.1989","valid_wave2","false","3","3","2025.10.31 15:00:00","2025.10.31 18:00:00","1.1382","1.1382","154.12500000","154.12600000","153.85000000","154.51000000","0.27500000","0.0036","0.08","0.00","0.59","0.67","0.120","1.400","32","0.21864286","15.00","0.068605","0.6000","0.9539","0.7193","0.11888679","0.627314","0.9130","0.116667","1.0569","DEAL_REASON_EXPERT","548"
