"scenario_mode","symbol","trades","win_rate","net_profit","gross_profit","gross_loss","profit_factor_from_trades","sum_r","avg_r","r_profit_factor"
"baseline_all_sessions","USDJPY","61","0.278688524590164","-455.41","435.11","-890.52","0.488602165027175","-20.8592","-0.341954098360656","0.481698484046584"
"baseline_all_sessions","GBPUSD","64","0.359375","-169.55","650.8","-820.35","0.793319924422503","-7.7907","-0.1217296875","0.782638900513919"
"baseline_all_sessions","EURJPY","52","0.423076923076923","-104.67","454.6","-559.27","0.812845316215781","-4.5318","-0.08715","0.816496598639456"
"baseline_all_sessions","EURUSD","43","0.372093023255814","-167.51","320.51","-488.02","0.656755870661038","-6.9695","-0.162081395348837","0.675217857309288"
"baseline_all_sessions","AUDJPY","55","0.309090909090909","-284.28","421.56","-705.84","0.597245834750085","-12.7625","-0.232045454545455","0.600727684549061"
"baseline_all_sessions","GBPJPY","64","0.390625","-321.33","485.1","-806.43","0.60154012127525","-14.2218","-0.222215625","0.611378448169857"
"session_volatility_only_filter","EURJPY","43","0.441860465116279","-82.46","410.09","-492.55","0.832585524312252","-4.1175","-0.0957558139534884","0.814115904997088"
"session_volatility_only_filter","EURUSD","43","0.348837209302326","-217.17","298.16","-515.33","0.578580715269827","-9.2118","-0.214227906976744","0.591309594583803"
"session_volatility_only_filter","AUDJPY","34","0.235294117647059","-294.9","218.27","-513.17","0.425336633084553","-13.3342","-0.392182352941176","0.417588273319706"
"session_volatility_only_filter","GBPJPY","44","0.409090909090909","-125.68","336.71","-462.39","0.728194813901685","-5.6184","-0.127690909090909","0.730785448690918"
"session_volatility_only_filter","GBPUSD","52","0.326923076923077","-288.17","518.82","-806.99","0.642907594889652","-12.7509","-0.245209615384615","0.63487381843485"
"session_volatility_only_filter","USDJPY","52","0.346153846153846","-300.84","351.79","-652.63","0.539034368631537","-12.3561","-0.237617307692308","0.566135986965926"
"london_only_reference","EURUSD","40","0.3","-252.58","269.92","-522.5","0.516593301435407","-11.049","-0.276225","0.529118455539219"
"london_only_reference","EURJPY","48","0.479166666666667","-5.59000000000001","444.95","-450.54","0.987592666577884","-0.3541","-0.00737708333333333","0.982770030265578"
"london_only_reference","GBPUSD","55","0.290909090909091","-318.96","479.9","-798.86","0.600731041734471","-14.7969","-0.269034545454545","0.59116002254617"
"london_only_reference","GBPJPY","50","0.38","-258.75","408.06","-666.81","0.611958428937778","-10.9427","-0.218854","0.632167023540208"
"london_only_reference","AUDJPY","48","0.25","-311.97","315.66","-627.63","0.502939630036805","-14.9252","-0.310941666666667","0.485330832149409"
"london_only_reference","USDJPY","30","0.2","-332.64","84.07","-416.71","0.201747018310096","-14.7539","-0.491796666666667","0.211897995812145"
"newyork_only_reference","AUDJPY","55","0.363636363636364","-219","405.26","-624.26","0.649184634607375","-9.2085","-0.167427272727273","0.668355770685222"
"newyork_only_reference","USDJPY","63","0.412698412698413","-61.68","554.45","-616.13","0.899891256715304","-1.6067","-0.0255031746031746","0.942037821340702"
"newyork_only_reference","GBPJPY","56","0.410714285714286","-335.11","397.73","-732.84","0.542724196277496","-14.8659","-0.2654625","0.557677030054718"
"newyork_only_reference","GBPUSD","41","0.439024390243902","-102.01","205.47","-307.48","0.66823858462339","-4.7922","-0.116882926829268","0.661086712070099"
"newyork_only_reference","EURUSD","51","0.450980392156863","-129.56","327.59","-457.15","0.716591928251121","-5.2012","-0.10198431372549","0.746821394497557"
"newyork_only_reference","EURJPY","48","0.229166666666667","-578.61","204.84","-783.45","0.261458931648478","-25.5475","-0.532239583333333","0.272519918673721"
"tokyo_only_reference","GBPUSD","55","0.454545454545455","35.07","633.51","-598.44","1.058602366152","1.2801","0.0232745454545454","1.04883696975015"
