"scenario_mode","symbol","session_label","session_window_name","rows","average_m15_range_atr","average_h1_range_atr","average_true_range","realized_volatility","breakout_followthrough_rate","average_spread_atr","atr_session_percentile","trade_count_candidate","avg_R_if_traded","PF_if_traded","net_if_traded"
"baseline_all_sessions","AUDJPY","london","london_utc_07_16","6192","1.00124090762274","0.993832493540044","0.0929459089292636","0.628128859496124","0.867943733850128","0.337079532784239","0.532881136950916","0","0","0","0"
"baseline_all_sessions","AUDJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.27230839793281","1.26438682170543","0.121228630413437","0.783780940245478","0.907458850129201","0.375961229328166","0.936046511627911","0","0","0","0"
"baseline_all_sessions","AUDJPY","new_york","new_york_utc_13_22","6192","0.82339321705426","0.807562661498707","0.0833338801728038","0.529534721414727","0.784281023901812","0.377724383559433","0.233688630490981","0","0","0","0"
"baseline_all_sessions","AUDJPY","other","other","2064","1.1676488372093","0.987341521317828","0.0970008896124033","0.975154691860465","0.826226841085269","1.64445039050388","0.76463178294572","0","0","0","0"
"baseline_all_sessions","AUDJPY","tokyo","tokyo_utc_00_08","7224","1.0277553986711","1.0533877076412","0.0947741362721484","0.669144433693245","0.84939413067552","0.341691675387596","0.583859357696576","0","0","0","0"
"baseline_all_sessions","EURJPY","london","london_utc_07_16","6192","1.06932341731266","1.176944250646","0.139364290290697","0.676737201873386","0.86284137596899","0.258238821705426","0.657267441860463","0","0","0","0"
"baseline_all_sessions","EURJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.2038519379845","1.2685869509044","0.166678182532299","0.725838535852713","0.882238856589149","0.282441414728682","0.896576227390186","0","0","0","0"
"baseline_all_sessions","EURJPY","new_york","new_york_utc_13_22","6192","0.81483380167959","0.750161434108528","0.105413428935724","0.504331551356588","0.786280894702843","0.313126161821705","0.222448320413461","0","0","0","0"
"baseline_all_sessions","EURJPY","other","other","2063","1.15873238002908","0.908118274357729","0.120704995075133","0.89169855210858","0.839087009209885","1.25462705671352","0.762578768783316","0","0","0","0"
"baseline_all_sessions","EURJPY","tokyo","tokyo_utc_00_08","7224","1.02494443521595","0.993887929125134","0.117010693010798","0.65302536461794","0.843043646179395","0.298768339839424","0.544296788482859","0","0","0","0"
"baseline_all_sessions","EURUSD","london","london_utc_07_16","6192","1.16497750322998","1.37652209302325","0.000875900786498705","0.749855072351419","0.885071850775187","0.268110466408271","0.835755813953554","0","0","0","0"
"baseline_all_sessions","EURUSD","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.24276718346253","1.56956279069767","0.00119411015503876","0.786504369509043","0.889650226098191","0.229204684108527","0.930103359173138","0","0","0","0"
"baseline_all_sessions","EURUSD","new_york","new_york_utc_13_22","6192","0.796957897286825","0.817923126614984","0.000745221203165372","0.529008249031007","0.773295994832042","0.247710037790699","0.259108527131812","0","0","0","0"
"baseline_all_sessions","EURUSD","other","other","2064","0.924064777131783","0.628060901162794","0.000548452020348838","0.643152924903101","0.742141230620155","0.86822454505814","0.443313953488369","0","0","0","0"
"baseline_all_sessions","EURUSD","tokyo","tokyo_utc_00_08","7224","1.03806135105205","0.791839867109625","0.000565787418327796","0.688828529761906","0.84962227297895","0.385396865586935","0.599806201550366","0","0","0","0"
"baseline_all_sessions","GBPJPY","london","london_utc_07_16","6192","1.09254245801034","1.2068819121447","0.176104400507106","0.694800461401809","0.874658656330751","0.262483937177002","0.703100775193812","0","0","0","0"
"baseline_all_sessions","GBPJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.18635216408269","1.30400981912145","0.211669177558139","0.710857384043928","0.887904425064598","0.268008347868217","0.869767441860462","0","0","0","0"
"baseline_all_sessions","GBPJPY","new_york","new_york_utc_13_22","6192","0.814329473514209","0.762172932816534","0.136174099735142","0.509426237241603","0.779555426356591","0.297058567990955","0.220801033591758","0","0","0","0"
"baseline_all_sessions","GBPJPY","other","other","2064","1.17763958333333","0.912462548449612","0.160929489476744","0.921725222868216","0.825998498062013","1.5281837630814","0.802228682170533","0","0","0","0"
"baseline_all_sessions","GBPJPY","tokyo","tokyo_utc_00_08","7224","0.994866486710963","0.935534606866","0.140985339188815","0.620862269795127","0.846244379844955","0.3012812036268","0.484496124031039","0","0","0","0"
"baseline_all_sessions","GBPUSD","london","london_utc_07_16","6192","1.19051359819122","1.45344515503876","0.00102842688468992","0.790717449773903","0.891018281653748","0.252781054909561","0.871124031007806","0","0","0","0"
"baseline_all_sessions","GBPUSD","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.20059909560724","1.52410297157622","0.00132070730943153","0.771066347222222","0.905425968992247","0.216117801679586","0.882041343669259","0","0","0","0"
"baseline_all_sessions","GBPUSD","new_york","new_york_utc_13_22","6192","0.792505523255815","0.785495736434111","0.000816381934754522","0.516592661660206","0.789350855943151","0.237540137596898","0.237015503875996","0","0","0","0"
"baseline_all_sessions","GBPUSD","other","other","2064","1.00000891472868","0.68088590116279","0.000699541085271317","0.731279845930232","0.742441812015503","1.22455056395349","0.552616279069767","0","0","0","0"
"baseline_all_sessions","GBPUSD","tokyo","tokyo_utc_00_08","7224","1.00303103543743","0.766897231450718","0.000598001734496124","0.650354391196013","0.849658624030995","0.370431258028791","0.53208748615725","0","0","0","0"
"baseline_all_sessions","USDJPY","london","london_utc_07_16","6192","1.02874077842377","1.0827468992248","0.126597181432493","0.656632962209301","0.860384932170536","0.154735981427648","0.571802325581406","0","0","0","0"
"baseline_all_sessions","USDJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.28552629198966","1.35202067183463","0.172445742102714","0.821834714793283","0.896675484496126","0.1632708249354","0.956395348837214","0","0","0","0"
"baseline_all_sessions","USDJPY","new_york","new_york_utc_13_22","6192","0.800699176356588","0.764430555555555","0.104036950796189","0.522338824127908","0.771370623385019","0.175380821705426","0.233204134366949","0","0","0","0"
"baseline_all_sessions","USDJPY","other","other","2063","1.04802738730005","0.773553465826469","0.0972431825254484","0.850580229762482","0.7927829859428","0.933027012118274","0.606107610276286","0","0","0","0"
"baseline_all_sessions","USDJPY","tokyo","tokyo_utc_00_08","7224","1.08526883997785","1.06002774086379","0.123523627241141","0.720776189922483","0.864102450166107","0.172702236987817","0.687347729789653","0","0","0","0"
"session_volatility_only_filter","AUDJPY","london","london_utc_07_16","6192","1.00124090762274","0.993832493540044","0.0929459089292636","0.628128859496124","0.867943733850128","0.337079532784239","0.532881136950916","0","0","0","0"
"session_volatility_only_filter","AUDJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.27230839793281","1.26438682170543","0.121228630413437","0.783780940245478","0.907458850129201","0.375961229328166","0.936046511627911","0","0","0","0"
"session_volatility_only_filter","AUDJPY","new_york","new_york_utc_13_22","6192","0.82339321705426","0.807562661498707","0.0833338801728038","0.529534721414727","0.784281023901812","0.377724383559433","0.233688630490981","0","0","0","0"
"session_volatility_only_filter","AUDJPY","other","other","2064","1.1676488372093","0.987341521317828","0.0970008896124033","0.975154691860465","0.826226841085269","1.64445039050388","0.76463178294572","0","0","0","0"
"session_volatility_only_filter","AUDJPY","tokyo","tokyo_utc_00_08","7224","1.0277553986711","1.0533877076412","0.0947741362721484","0.669144433693245","0.84939413067552","0.341691675387596","0.583859357696576","0","0","0","0"
"session_volatility_only_filter","EURJPY","london","london_utc_07_16","6192","1.06932341731266","1.176944250646","0.139364290290697","0.676737201873386","0.86284137596899","0.258238821705426","0.657267441860463","0","0","0","0"
"session_volatility_only_filter","EURJPY","london_newyork_overlap","london_newyork_overlap_utc_13_16","3096","1.2038519379845","1.2685869509044","0.166678182532299","0.725838535852713","0.882238856589149","0.282441414728682","0.896576227390186","0","0","0","0"
"session_volatility_only_filter","EURJPY","new_york","new_york_utc_13_22","6192","0.81483380167959","0.750161434108528","0.105413428935724","0.504331551356588","0.786280894702843","0.313126161821705","0.222448320413461","0","0","0","0"
"session_volatility_only_filter","EURJPY","other","other","2063","1.15873238002908","0.908118274357729","0.120704995075133","0.89169855210858","0.839087009209885","1.25462705671352","0.762578768783316","0","0","0","0"
