episode_id,event_id,market_cluster_id,symbol,shock_direction,candidate_msc,confirmed_msc,confirmed_quote_msc,processed_msc,t0_msc,t0_sequence,quote_age_ms,result,c0_r,c2_r,risk_distance,realized_rr,primary_eligible,server_day,fold,selected_policy,policy_action,policy_r,counterfactual_taken_c0_r,counterfactual_taken_c2_r,avoided_loss_r,rejected_profit_r,spread_atr5,tick_activity_ratio,pre_return_5m_dir_atr,m5_ema20_slope_dir_atr,m15_alignment_dir,pre_extension_15m_dir_atr,day_range_position_dir,detection_efficiency,severity,confirmation_retention,spread_efficiency_interaction,flow_efficiency_interaction
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_14,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741031040250_125,91,USDJPY,SHORT,1741031040000,1741031040250,1741031040244,1741031041395,1741031041395,133153,1151,TP_FIRST,1.20833333,1.12152778,0.072,1.20833333,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,1.20833333,1.12152778,0.0,1.12152778,0.195287154648,1.0,-0.124766793247,-0.004064695634,1.0,-0.392931079235,0.508293402138,1.0,4.069138705872,1.875000000003,0.195287154648,-0.124766793247
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_15,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039054000_139,95,USDJPY,LONG,1741039053750,1741039054000,1741039053922,1741039055341,1741039055341,151146,1419,SL_FIRST,-1.28947368,-1.375,0.076,1.21052632,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,-1.28947368,-1.375,1.375,0.0,0.25834448435,1.0,0.25834448435,0.098734070634,-1.0,-0.580682594683,-0.640987836344,1.0,2.370088878129,2.0,0.25834448435,0.25834448435
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_16,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741040164000_256,150,USDJPY,LONG,1741040163750,1741040164000,1741040163792,1741040164110,1741040164110,155025,318,SL_FIRST,-1.06578947,-1.15460526,0.076,1.21052632,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,-1.06578947,-1.15460526,1.15460526,0.0,0.16368558426,1.0,-1.641163357978,-0.995224284818,-1.0,-3.90991297681,-0.952197802198,1.0,3.541018331196,3.249999999997,0.16368558426,-1.641163357978
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_17,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741041256000_268,155,USDJPY,SHORT,1741041255750,1741041256000,1741041255920,1741041256275,1741041256275,158542,355,TP_FIRST,1.203125,1.10351563,0.064,1.203125,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,1.203125,1.10351563,0.0,1.10351563,0.137401563353,1.0,-0.003816710093,1.247276102404,1.0,-0.213965034441,0.938438056474,1.0,4.417472859051,0.943181818182,0.137401563353,-0.003816710093
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_18,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741042255500_278,158,USDJPY,LONG,1741042255250,1741042255500,1741042255411,1741042257437,1741042257437,161762,2026,TP_FIRST,1.20238095,1.12053571,0.084,1.20238095,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,1.20238095,1.12053571,0.0,1.12053571,0.131543650303,1.0,0.862341707539,-1.243792912268,-1.0,-0.564561438011,-0.757314583806,1.0,5.90937529382,0.897727272727,0.131543650303,0.862341707539
ts15h_detection_time_continuation_r1_202503_USDCAD_mh_1,ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741042546000_281,160,USDCAD,SHORT,1741042545750,1741042546000,1741042545928,1741042546359,1741042546359,102837,431,TIMEOUT,0.46551724,0.38469828,0.00116,1.20689655,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,0.46551724,0.38469828,0.0,0.38469828,0.202039665005,1.0,1.150904520294,-0.706006476322,-1.0,1.015559802973,-0.674013921114,1.0,5.364985364787,0.928571428574,0.202039665005,1.150904520294
ts15h_detection_time_continuation_r1_202503_USDCAD_mh_2,ts15h_detection_time_continuation_r1_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741044074500_287,165,USDCAD,SHORT,1741044074250,1741044074500,1741044074034,1741044077352,1741044077352,104815,3318,TIMEOUT,-0.0,-0.08564815,0.00108,1.2037037,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,-0.0,-0.08564815,0.08564815,0.0,0.231613946689,1.0,1.086189543095,-0.025631752727,-1.0,0.787462542356,-0.430974477958,1.0,3.293774920744,-1.0,0.231613946689,1.086189543095
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_20,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741045580500_290,168,USDJPY,SHORT,1741045580250,1741045580500,1741045580323,1741045582479,1741045582479,166946,2156,SL_FIRST,-1.03571429,-1.11458333,0.084,1.20238095,True,2025-03-03,-1,NO_TRADE,NO_TRADE,0.0,-1.03571429,-1.11458333,1.11458333,0.0,0.155671749849,1.5,0.252966593504,0.276408676851,1.0,0.190058980238,0.701066001361,0.945205479453,4.384499624137,0.985507246376,0.147141790953,0.239105410298
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_21,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741051577000_292,170,USDJPY,LONG,1741051576750,1741051577000,1741051576647,1741051585793,1741051585793,170112,9146,SL_FIRST,-1.125,-1.21022727,0.088,1.20454545,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.125,-1.21022727,1.21022727,0.0,0.250411137753,2.0,-0.435497630874,-0.336915854218,-1.0,-0.116388380794,-0.294594594595,0.769230769231,3.527577180972,1.0,0.192623952118,-0.334998177596
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_22,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741053018750_300,174,USDJPY,SHORT,1741053018500,1741053018750,1741053018491,1741053019348,1741053019348,171846,857,SL_FIRST,-1.0,-1.09375,0.08,1.2,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.0,-1.09375,1.09375,0.0,0.159958753693,3.0,0.40522884269,0.642593059198,1.0,0.710205568437,0.71,0.807692307692,3.413583971827,1.0,0.129197454906,0.327300219096
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_23,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741054084500_323,188,USDJPY,LONG,1741054084250,1741054084500,1741054084446,1741054088324,1741054088324,174058,3878,SL_FIRST,-1.14772727,-1.22301136,0.088,1.20454545,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.14772727,-1.22301136,1.22301136,0.0,0.204052538792,3.0,-1.391267309947,-0.224960323726,-1.0,0.714972090136,-0.1,0.939393939392,5.541218519247,0.903225806452,0.191685718259,-1.306948079039
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_24,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741055143250_333,194,USDJPY,SHORT,1741055143000,1741055143250,1741055143204,1741055144322,1741055144322,176448,1118,SL_FIRST,-1.07142857,-1.15625,0.084,1.20238095,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.07142857,-1.15625,1.15625,0.0,0.148597221202,1.5,0.132086418846,-0.060180110916,1.0,-1.004992724355,0.424,0.976190476191,5.568632123574,0.975609756097,0.145059192126,0.128941504112
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_25,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741056402750_340,199,USDJPY,LONG,1741056402500,1741056402750,1741056402714,1741056405148,1741056405148,179152,2434,TP_FIRST,1.2,1.1125,0.08,1.2,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.2,1.1125,0.0,1.1125,0.149717436599,1.5,-1.014335632962,-0.398867269052,-1.0,-1.612604186734,-0.898715041572,1.0,4.671895473405,0.972222222223,0.149717436599,-1.014335632962
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_26,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741057366750_352,205,USDJPY,LONG,1741057366500,1741057366750,1741057366668,1741057367315,1741057367315,182161,647,SL_FIRST,-1.01470588,-1.11764706,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.01470588,-1.11764706,1.11764706,0.0,0.140627355004,1.0,0.743844693575,-0.32497032597,-1.0,0.708992605152,-0.2350718065,1.0,4.660317799673,0.571428571431,0.140627355004,0.743844693575
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_27,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741058402750_367,214,USDJPY,SHORT,1741058402500,1741058402750,1741058402666,1741058403293,1741058403293,185053,627,SL_FIRST,-1.02380952,-1.10714286,0.084,1.20238095,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.02380952,-1.10714286,1.10714286,0.0,0.141474027212,1.666666666667,0.074460014322,0.743237471137,1.0,1.477188659906,0.995307917889,1.0,3.501435713899,0.91304347826,0.141474027212,0.074460014322
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_28,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741059902250_389,223,USDJPY,LONG,1741059902000,1741059902250,1741059902202,1741059902647,1741059902647,189207,445,TP_FIRST,1.21052632,1.125,0.076,1.21052632,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.21052632,1.125,0.0,1.125,0.152530470417,1.0,0.312324296568,-0.679935088615,-1.0,0.239539569713,-0.576831019627,1.0,6.120773844834,0.714285714285,0.152530470417,0.312324296568
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_29,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741063201250_393,225,USDJPY,SHORT,1741063201000,1741063201250,1741063201063,1741063210795,1741063210795,196661,9732,SL_FIRST,-1.0,-1.08035714,0.084,1.20238095,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.0,-1.08035714,1.08035714,0.0,0.164480474432,1.0,-0.986882846592,-0.451944621797,1.0,-0.797560524948,-0.373863092389,1.0,2.850112376876,0.699999999995,0.164480474432,-0.986882846592
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_30,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741064176250_399,230,USDJPY,LONG,1741064176000,1741064176250,1741064176199,1741064177160,1741064177160,198507,961,SL_FIRST,-1.07352941,-1.16911765,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.07352941,-1.16911765,1.16911765,0.0,0.14720998504,1.0,0.082264403405,0.531367519305,-1.0,0.181312013622,0.462900909526,1.0,2.677118580078,1.133333333334,0.14720998504,0.082264403405
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_31,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741065248000_403,234,USDJPY,LONG,1741065247750,1741065248000,1741065247996,1741065248894,1741065248894,200459,898,SL_FIRST,-1.0,-1.08184524,0.084,1.20238095,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.0,-1.08184524,1.08184524,0.0,0.179595304148,1.0,0.350210843088,0.179599072893,-1.0,-0.511696922281,0.243657252274,1.0,2.613684572729,22.000000000512,0.179595304148,0.350210843088
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_32,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741066361000_408,238,USDJPY,LONG,1741066360750,1741066361000,1741066360866,1741066361877,1741066361877,202707,1011,SL_FIRST,-1.02941176,-1.11764706,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.02941176,-1.11764706,1.11764706,0.0,0.160144067457,1.0,0.22687076223,0.206917688636,-1.0,-0.082333065254,0.165150789852,1.0,3.328000306649,-1.307692307693,0.160144067457,0.22687076223
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_33,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741067341750_422,248,USDJPY,SHORT,1741067341500,1741067341750,1741067341634,1741067342405,1741067342405,204599,771,SL_FIRST,-1.0125,-1.0984375,0.08,1.2,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.0125,-1.0984375,1.0984375,0.0,0.141574595829,1.0,0.110605152992,0.02757825717,1.0,0.468895635201,0.074198180948,1.0,2.669584440694,2.166666666682,0.141574595829,0.110605152992
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_34,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741068366000_435,256,USDJPY,SHORT,1741068365750,1741068366000,1741068365930,1741068369581,1741068369581,206523,3651,TP_FIRST,1.203125,1.10546875,0.064,1.203125,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.203125,1.10546875,0.0,1.10546875,0.164964988593,1.0,0.513224408957,0.101827719481,1.0,-0.256602016897,0.089516515079,1.0,3.758532105917,-0.666666666673,0.164964988593,0.513224408957
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_36,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741071601250_448,264,USDJPY,LONG,1741071601000,1741071601250,1741071601188,1741071601560,1741071601560,211772,372,SL_FIRST,-1.125,-1.21875,0.072,1.20833333,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.125,-1.21875,1.21875,0.0,0.186325642329,2.0,0.274312751206,0.097189757091,-1.0,0.61596370382,0.077070368597,1.0,2.856896029804,0.911111111111,0.186325642329,0.274312751206
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_37,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741072582000_482,278,USDJPY,LONG,1741072581750,1741072582000,1741072581762,1741072582188,1741072582188,214385,426,TP_FIRST,1.20588235,1.10661765,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.20588235,1.10661765,0.0,1.10661765,0.158422238017,1.0,-0.574280612812,0.265861356708,-1.0,-0.193501683153,0.113451412159,1.0,3.596448680039,2.999999999886,0.158422238017,-0.574280612812
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_39,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741074916000_498,285,USDJPY,LONG,1741074915750,1741074916000,1741074915821,1741074919953,1741074919953,218524,4132,SL_FIRST,-1.0,-1.09742647,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.0,-1.09742647,1.09742647,0.0,0.187316943495,1.0,0.364775100491,0.313508207646,-1.0,0.110753515771,0.522259454284,1.0,3.012844004376,1.666666666641,0.187316943495,0.364775100491
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_40,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741076015000_502,289,USDJPY,LONG,1741076014750,1741076015000,1741076014669,1741076022826,1741076022826,220411,8157,TP_FIRST,1.21052632,1.125,0.076,1.21052632,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.21052632,1.125,0.0,1.125,0.173816550739,1.0,-0.659480442511,0.249501016641,-1.0,-0.662657042007,0.336524652944,1.0,3.921412477861,1.0,0.173816550739,-0.659480442511
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_42,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741078812750_522,301,USDJPY,SHORT,1741078812500,1741078812750,1741078812515,1741078813323,1741078813323,225712,808,TP_FIRST,1.20238095,1.12053571,0.084,1.20238095,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.20238095,1.12053571,0.0,1.12053571,0.221785228822,2.0,-0.038812415044,-0.568068728995,1.0,-0.782780908969,-0.678314983246,0.489361702129,2.935561081082,1.304347826084,0.108533197083,-0.01899330949
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_43,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741079789250_531,306,USDJPY,SHORT,1741079789000,1741079789250,1741079789178,1741079789762,1741079789762,228417,584,TP_FIRST,1.21052632,1.12664474,0.076,1.21052632,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.21052632,1.12664474,0.0,1.12664474,0.179978936655,1.0,0.399953192567,0.281202964356,1.0,1.227327337858,-0.132599329823,1.0,3.030130011255,0.333333333346,0.179978936655,0.399953192567
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_44,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741080787250_562,318,USDJPY,LONG,1741080787000,1741080787250,1741080787191,1741080788225,1741080788225,230879,1034,TP_FIRST,1.20833333,1.11458333,0.072,1.20833333,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,1.20833333,1.11458333,0.0,1.11458333,0.186290186715,1.0,-0.403628737883,-0.517824410471,-1.0,-0.464438396692,0.03877453327,1.0,3.213112792553,1.087719298246,0.186290186715,-0.403628737883
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_46,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741082810250_620,344,USDJPY,LONG,1741082810000,1741082810250,1741082809895,1741082811169,1741082811169,236522,1274,SL_FIRST,-1.05,-1.140625,0.08,1.2,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.05,-1.140625,1.140625,0.0,0.158279776899,1.0,-1.191055321164,-0.128657717195,-1.0,-0.646023794453,0.050263283868,1.0,3.702452224596,1.0,0.158279776899,-1.191055321164
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_47,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741083902500_644,358,USDJPY,SHORT,1741083902250,1741083902500,1741083902326,1741083903574,1741083903574,239862,1248,SL_FIRST,-1.09210526,-1.17598684,0.076,1.21052632,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.09210526,-1.17598684,1.17598684,0.0,0.144538923706,1.0,-0.627603221353,0.350725839023,1.0,-0.453611689602,0.000478697942,1.0,3.919361152563,0.499999999996,0.144538923706,-0.627603221353
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_48,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741084885500_681,373,USDJPY,LONG,1741084885250,1741084885500,1741084885497,1741084886772,1741084886772,242983,1275,SL_FIRST,-1.10294118,-1.19117647,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.10294118,-1.19117647,1.19117647,0.0,0.127442641529,1.0,0.099122054523,0.106234435716,-1.0,0.769390375459,0.448539971278,1.0,3.593435602634,0.727272727273,0.127442641529,0.099122054523
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_49,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741086001250_704,385,USDJPY,SHORT,1741086001000,1741086001250,1741086001183,1741086001491,1741086001491,246006,308,SL_FIRST,-1.01315789,-1.10361842,0.076,1.21052632,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.01315789,-1.10361842,1.10361842,0.0,0.148502134455,1.0,0.360117676052,0.231431715318,1.0,1.153436815041,0.093346098612,1.0,4.498016143744,-1.57142857141,0.148502134455,0.360117676052
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_50,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741087001500_718,394,USDJPY,SHORT,1741087001250,1741087001500,1741087001304,1741087001719,1741087001719,248801,415,SL_FIRST,-1.02941176,-1.12683824,0.068,1.20588235,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.02941176,-1.12683824,1.12683824,0.0,0.120874068225,1.0,1.038761523805,0.3140215265,1.0,0.355571812019,0.319291527046,1.0,4.784943140927,0.94,0.120874068225,1.038761523805
ts15h_detection_time_continuation_r1_202503_USDJPY_mh_51,ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741088051750_730,402,USDJPY,LONG,1741088051500,1741088051750,1741088051383,1741088052541,1741088052541,251421,1158,SL_FIRST,-1.01388889,-1.10763889,0.072,1.20833333,True,2025-03-04,-1,NO_TRADE,NO_TRADE,0.0,-1.01388889,-1.10763889,1.10763889,0.0,0.142787942992,1.0,-0.261777895486,-0.606453851298,-1.0,-0.545147927383,-0.497367161321,1.0,3.39109235136,1.0,0.142787942992,-0.261777895486
