decision_seconds,horizon_seconds,fold,feature_set,action,model_family,feature_id,coefficient
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F11,-0.09183087890292899
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F12,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F13,-0.009455436507317547
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F14,-0.18065745495713628
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F15,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F16,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F17,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F18,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F19,0.09124014333254742
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F20,0.5256053056482529
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F21,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F22,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F23,-0.16978512968438722
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F24,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F25,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F26,0.30437247058276423
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F27,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F28,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F29,0.1447071610730974
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F30,-0.17020886288444434
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F31,0.16770553213436426
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F32,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F33,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F34,0.10410556347994819
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F35,-0.08827902412391031
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F36,-0.5203604484121338
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F01,0.0005393766560047151
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F02,0.04438015141653403
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F03,-0.01549859582048045
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F04,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F05,0.08494240948975887
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F06,0.04979480504444529
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F07,0.053438652846673665
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F08,-0.10560484808516941
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F09,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F10,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F11,-0.17993349212763968
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F12,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F13,-0.15363874108759454
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F14,-0.06212347001864595
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F15,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F16,0.08147748751163418
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F17,0.12559930581179346
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F18,0.0010250187028509401
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F19,0.036799046844410904
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F20,0.029957053158827976
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F21,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F22,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F23,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F24,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F25,0.0299384822268427
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F26,-0.01174627103141534
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F27,-0.08820806809621667
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F28,0.14393901426182723
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F29,0.07978244673378186
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F30,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F31,0.020598805959414004
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F32,0.0
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F33,0.0208593613435501
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F34,0.025402203201509363
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F35,-0.059663802336560795
60,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F36,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F01,-0.34520428009512205
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F02,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F03,0.3395859429282993
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F05,-0.16602869540109674
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.14119806976279098
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F07,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F08,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F09,-0.03004019907435019
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F10,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F11,0.08673434528336743
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F12,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F13,0.012610842029926732
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F14,0.17999292280855014
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F15,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F16,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F17,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F18,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F19,-0.0848589361885758
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F20,-0.5176466776681161
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F21,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F22,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F23,0.18222556364380904
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F24,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F25,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F26,-0.2894066989215872
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F27,-0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F28,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F29,-0.1497130982531032
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F30,0.17823398750152283
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F31,-0.17713087440928885
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F32,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F33,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F34,-0.11316916541501128
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F35,0.09266323862827924
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F36,0.5143511407260697
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F01,-0.11572361589529247
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F02,-0.05433865619316002
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F03,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F04,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F05,-0.03331402169348397
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F06,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F07,-0.07401203349898848
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F08,0.05163090417030717
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F09,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F10,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F11,0.1472745276353208
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F12,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F13,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F14,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F15,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F16,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F17,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F18,-0.01820367622103559
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F19,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F20,-0.03928782755314592
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F21,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F22,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F23,0.09751847593288344
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F24,0.02117876556072083
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F25,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F26,-0.33296650088863217
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F27,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F28,-0.0399951668219478
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F29,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F30,0.02926345780827751
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F31,-0.02730489066907881
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F32,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F33,0.03438424720516787
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F34,-0.002541199680157251
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F35,0.0
60,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F36,0.08443381209144206
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F01,0.2530010379874466
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F02,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F03,-0.3407032848793797
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F04,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F05,0.0860957210368307
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F06,0.1273213783718388
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F07,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F08,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F09,0.11847997516594817
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F10,0.009393322486733252
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F11,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F12,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F13,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F14,-0.18034120337620596
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F15,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F16,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F17,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F18,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F19,0.17150746333826852
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F20,0.45332000941664974
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F21,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F22,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F23,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F24,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F25,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F26,0.2639187628993932
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F27,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F28,-0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F29,0.06375966025247976
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F36,-0.45589855073749497
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F01,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F02,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F03,-0.013214618430040615
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F04,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F05,0.005034812231196631
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F06,0.039004058424336734
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F07,0.008756465407306735
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F08,-0.027429853622045954
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F09,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F10,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F11,-0.05525687586251987
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F12,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F13,-0.06487100645621482
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F14,-0.05234098225645059
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F15,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F16,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F17,0.1719551935230928
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F18,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F19,0.06278741575651373
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F20,0.07369761423988584
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F21,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F22,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F23,0.005761881970090183
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F24,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F25,0.03933407909589432
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F26,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F27,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F28,0.07935184546435632
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F29,0.0
60,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F36,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F01,-0.24250745907355462
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F02,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F03,0.3361536783540338
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F05,-0.09009155074744724
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.1243385223585446
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F07,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F08,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F09,-0.11808323279220057
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F10,-0.009830908366886418
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F11,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F12,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F13,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F14,0.18276193719977707
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F15,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F16,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F17,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F18,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F19,-0.15803161545210948
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F20,-0.44923341401417877
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F21,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F22,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F23,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F24,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F25,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F26,-0.24603867766097834
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F27,-0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F28,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F29,-0.07388231203412648
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F36,0.4503290792892843
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F01,-0.02445479191330485
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F02,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F03,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F04,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F05,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F06,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F07,-0.0479888542437161
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F08,0.004699574880448845
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F09,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F10,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F11,0.013451535115582542
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F12,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F13,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F14,0.004967606010431428
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F15,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F16,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F17,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F18,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F19,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F20,-0.017152424154812336
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F21,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F22,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F23,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F24,0.0
60,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F25,0.0
