decision_seconds,horizon_seconds,feature_set,action,model_family,feature_id,folds,mean_importance,positive_folds,importance_std_across_folds
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F20,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F21,5,0.1709011286374088,2,0.2663918469939562
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F22,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F23,5,0.15193175012914484,5,0.13543429643313284
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F24,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F25,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F26,5,0.10567474340952868,1,0.2421475346974369
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F27,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F28,5,-0.03256431711522634,0,0.061492845368647776
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F29,5,0.0641857573830519,4,0.12509551013855466
60,300,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,F36,5,-0.008856314680119552,2,0.05932396275923319
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F01,5,0.01794103225565511,2,0.02457463510438643
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F02,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F03,5,0.02392376404570573,1,0.0534951626838634
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F04,5,0.01374448150307958,2,0.030080495915727114
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F05,5,0.0003817170037892836,1,0.0008535451686403831
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F06,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F07,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F08,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F09,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F10,5,-0.11141317449913543,1,0.24795923020970373
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F11,5,0.0036646307103853338,1,0.008194363380854951
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F12,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F13,5,-0.0023052400985549798,0,0.003493493816668771
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F14,5,-0.002491920789744857,1,0.03696277021844861
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F15,5,0.0003221709657771873,1,0.0010306240507168224
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F16,5,0.0005825108264655061,1,0.0013025338056064553
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F17,5,0.06896859559120307,2,0.15369047932374327
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F18,5,-0.03833224030801485,0,0.0841642334840785
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F19,5,-0.02047687551677194,1,0.052987463065176967
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F20,5,-0.007301074550080748,2,0.03824364672323987
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F21,5,-0.0065644877949557895,0,0.013368287654049207
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F22,5,0.007197815293269667,1,0.016094804285238563
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F23,5,0.02647526057903698,2,0.04262519044999999
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F24,5,0.0,0,0.0
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F25,5,0.0001229838550738549,1,0.00027500026008012195
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F26,5,0.16462991278022407,3,0.2213142175295101
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F27,5,0.03892145669617418,3,0.06839433400927986
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F28,5,-0.0781235492097645,0,0.13969137777150523
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F29,5,0.05730160163244348,2,0.11479974383540996
60,300,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F36,5,0.00015184751248054814,1,0.0003395413601207533
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F01,5,-0.00024840875887412276,0,0.0005554588710488925
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F02,5,0.0007171556214495685,1,0.0016036087200073411
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F03,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F04,5,-0.001781125819191705,0,0.003982718408192653
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F05,5,-0.014114972225244318,2,0.09083193406907215
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F06,5,-0.04485974885819814,0,0.09395876469314964
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F07,5,-0.0039016953432815817,2,0.01605675885015024
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F08,5,-0.053800115221830536,2,0.10718120316462634
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F09,5,-0.004440339615340841,0,0.00992890122308739
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F10,5,0.020256962589154614,3,0.04048017855598561
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F11,5,-0.07205799452742667,0,0.16112657408563386
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F12,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F13,5,0.1079864593567836,4,0.16661729163773958
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F14,5,-0.07204886525011384,0,0.15637609955869006
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F15,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F16,5,0.000917006203033832,2,0.007502876937657389
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F17,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F18,5,0.00971171453816746,2,0.020908389521895606
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F19,5,0.13683007431064947,4,0.18629843791002804
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F20,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F21,5,0.15227875370285518,2,0.24463042239054733
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F22,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F23,5,0.15761502664579952,5,0.13804266951168445
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F24,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F25,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F26,5,0.0754985311330034,1,0.1688198478147798
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F27,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F28,5,-0.03711208356227609,0,0.06931320776087523
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F29,5,0.06832168277469174,4,0.12719808124256854
60,300,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F36,5,-0.008593837933464275,2,0.06216609301321607
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F01,5,0.026182745281988617,2,0.037237170610057164
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F02,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F03,5,0.017405360027615835,1,0.038919568194606624
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F04,5,0.011077380358222892,1,0.027121456985332165
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F05,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F06,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F07,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F08,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F09,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F10,5,-0.10854749843951268,0,0.2427195852983027
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F11,5,9.760484226291055e-05,1,0.0002182510622330124
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F12,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F13,5,0.005654910471399196,1,0.012644764220723982
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F14,5,0.0021301268223622217,1,0.050409227465742605
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F15,5,-0.0017449334020772866,0,0.0039017897032547857
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F16,5,0.0005849510180193936,1,0.0013079902397990684
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F17,5,0.06633913287332564,2,0.1480649497234985
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F18,5,-0.03574524950219337,1,0.08015940612227768
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F19,5,-0.015400812130042851,1,0.046762633313943223
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F20,5,-0.007178605515679089,2,0.033816134754825276
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F21,5,-0.008210434956000632,0,0.013677125289618697
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F22,5,0.011648292995019165,1,0.026046374958697473
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F23,5,0.02753368480525529,2,0.04200233635715471
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F24,5,0.0,0,0.0
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F25,5,0.00010404142386880959,1,0.00023264369624652743
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F26,5,0.1550745716401357,3,0.2061676400759067
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F27,5,0.04174219872614682,2,0.07681655339006879
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F28,5,-0.07876534919097408,0,0.1457164543225149
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F29,5,0.04684370234271622,2,0.09820966234440683
60,300,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F36,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F01,5,-0.0003482930146606833,0,0.0007788068568696187
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F02,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F03,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F04,5,-0.002399367992860668,0,0.005365149935073684
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F05,5,-0.021083084969358505,1,0.0931556520643296
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F06,5,-0.04251321722548645,0,0.08890539228194964
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F07,5,0.0012888481875492333,2,0.007405033250032275
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F08,5,-0.04956643466849361,1,0.08909529961160514
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F09,5,-0.003967762667944008,0,0.008872187044108727
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F10,5,0.017602577563672263,3,0.042837272399358764
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F11,5,-0.06265833170586248,0,0.14010828905103886
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F12,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F13,5,0.10001707009489051,3,0.17315408250194997
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F14,5,-0.08358861446609914,0,0.18098941198290888
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F15,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F16,5,0.002150983022311959,2,0.010567439569656997
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F17,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F18,5,0.02160024313053981,3,0.030796721393313076
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F19,5,0.15977510337351028,4,0.20743930113632097
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F20,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F21,5,0.1729652644578124,2,0.29534110906134003
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F22,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F23,5,0.05778857618830866,3,0.0947417358580144
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F24,5,7.859918047969927e-06,1,1.757531105283821e-05
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F25,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F26,5,0.06105345145218438,1,0.13651966770806753
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F27,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F28,5,-0.0476670496447752,0,0.08974063155734803
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F29,5,0.052076764325850865,4,0.1043664548162219
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F30,5,-0.09627729892590033,1,0.20340615691412559
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F31,5,0.0022877634727094254,3,0.012952011065340392
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F32,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F33,5,-0.12943174590808776,4,0.3728819922749191
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F34,5,-0.02548317590032744,0,0.04097014809167151
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F35,5,0.0008206934654780915,1,0.0018351263774988894
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F36,5,-0.006878641848335634,2,0.05905469289895345
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F01,5,0.03061139864531608,2,0.052901567076472304
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F02,5,-0.023464283450534633,0,0.052467732838718764
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F03,5,0.009196185887029173,1,0.020563296777121435
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F04,5,0.007980476892037795,1,0.01784488882346276
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F05,5,0.004906693055219513,1,0.010971699216196961
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F06,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F07,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F08,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F09,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F10,5,-0.10778087077315893,1,0.2500834828489392
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F11,5,-0.0011306771098781236,0,0.0025282708782904833
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F12,5,-0.0038481130264399845,0,0.00860464231222225
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F13,5,0.03204028833805606,1,0.07164426274258712
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F14,5,-0.00839910433606974,1,0.0198205298632026
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F15,5,0.006085555874360734,1,0.01360771661594377
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F16,5,0.012387439040171937,1,0.027699155760959198
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F17,5,0.06877950151430715,1,0.1537956408445405
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F18,5,-0.03834350555551467,1,0.0882949949163097
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F19,5,-0.03138879793570209,1,0.07683057517104672
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F20,5,-0.005733387885981353,2,0.027576568753212672
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F21,5,-0.003333102329168014,0,0.007453043383982559
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F22,5,0.005114552163586813,1,0.011436486312248738
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F23,5,-0.013717651752455966,1,0.032463203970895034
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F24,5,0.0017544371069845965,1,0.003923040633465629
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F25,5,0.0020867109589921993,1,0.004666027553700334
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F26,5,0.19773635028950226,3,0.198646774140996
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F27,5,0.09569976088142831,2,0.1961382237999783
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F28,5,-0.048682614108789234,1,0.16387307482730898
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F29,5,0.11988697797211348,2,0.26581184998468654
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F30,5,-0.01222938024373974,0,0.027345725547695005
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F31,5,-0.00036747355385330913,1,0.04526488213924479
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F32,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F33,5,0.003652538722790292,1,0.008167324874609352
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F34,5,0.0620225891985689,1,0.13868672558854425
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F35,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F36,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F01,5,-0.00046348375487159643,0,0.0009718735249351791
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F02,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F03,5,0.0,0,0.0
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F04,5,-0.0023048924026674317,0,0.005153896093187196
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F05,5,-0.01860320444429065,1,0.09238808101277786
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F06,5,-0.04410874349634044,0,0.0915529705523496
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F07,5,0.0018240783133212386,2,0.008018564174129068
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F08,5,-0.050002103786623606,1,0.09134959948606211
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F09,5,-0.003890679569156378,0,0.008699823995303255
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F10,5,0.017823268961937293,3,0.04289554565095035
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F11,5,-0.0638512455313259,0,0.14277572545607436
60,300,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F12,5,0.0,0,0.0
