decision_seconds,feature_id,rows,available,missing,missing_rate,primary_available,primary_rows
60,F01,3151,1968,1183,0.37543636940653763,1279,1279
60,F02,3151,1968,1183,0.37543636940653763,1279,1279
60,F03,3151,1968,1183,0.37543636940653763,1279,1279
60,F04,3151,1968,1183,0.37543636940653763,1279,1279
60,F05,3151,1968,1183,0.37543636940653763,1279,1279
60,F06,3151,1968,1183,0.37543636940653763,1279,1279
60,F07,3151,1967,1184,0.3757537289749286,1278,1279
60,F08,3151,1968,1183,0.37543636940653763,1279,1279
60,F09,3151,1967,1184,0.3757537289749286,1278,1279
60,F10,3151,1968,1183,0.37543636940653763,1279,1279
60,F11,3151,1968,1183,0.37543636940653763,1279,1279
60,F12,3151,1968,1183,0.37543636940653763,1279,1279
60,F13,3151,1968,1183,0.37543636940653763,1279,1279
60,F14,3151,1968,1183,0.37543636940653763,1279,1279
60,F15,3151,1968,1183,0.37543636940653763,1279,1279
60,F16,3151,1968,1183,0.37543636940653763,1279,1279
60,F17,3151,1968,1183,0.37543636940653763,1279,1279
60,F18,3151,1968,1183,0.37543636940653763,1279,1279
60,F19,3151,1968,1183,0.37543636940653763,1279,1279
60,F20,3151,1968,1183,0.37543636940653763,1279,1279
60,F21,3151,1968,1183,0.37543636940653763,1279,1279
60,F22,3151,1968,1183,0.37543636940653763,1279,1279
60,F23,3151,1968,1183,0.37543636940653763,1279,1279
60,F24,3151,1968,1183,0.37543636940653763,1279,1279
60,F25,3151,1968,1183,0.37543636940653763,1279,1279
60,F26,3151,1968,1183,0.37543636940653763,1279,1279
60,F27,3151,1968,1183,0.37543636940653763,1279,1279
60,F28,3151,1968,1183,0.37543636940653763,1279,1279
60,F29,3151,1968,1183,0.37543636940653763,1279,1279
60,F30,3151,1968,1183,0.37543636940653763,1279,1279
60,F31,3151,1968,1183,0.37543636940653763,1279,1279
60,F32,3151,1968,1183,0.37543636940653763,1279,1279
60,F33,3151,1968,1183,0.37543636940653763,1279,1279
60,F34,3151,1968,1183,0.37543636940653763,1279,1279
60,F35,3151,1968,1183,0.37543636940653763,1279,1279
60,F36,3151,1966,1185,0.37607108854331955,1278,1279
120,F01,3151,1939,1212,0.3846397968898762,1244,1244
120,F02,3151,1939,1212,0.3846397968898762,1244,1244
120,F03,3151,1939,1212,0.3846397968898762,1244,1244
120,F04,3151,1939,1212,0.3846397968898762,1244,1244
120,F05,3151,1939,1212,0.3846397968898762,1244,1244
120,F06,3151,1939,1212,0.3846397968898762,1244,1244
120,F07,3151,1938,1213,0.3849571564582672,1243,1244
120,F08,3151,1939,1212,0.3846397968898762,1244,1244
120,F09,3151,1938,1213,0.3849571564582672,1243,1244
120,F10,3151,1939,1212,0.3846397968898762,1244,1244
120,F11,3151,1939,1212,0.3846397968898762,1244,1244
120,F12,3151,1939,1212,0.3846397968898762,1244,1244
120,F13,3151,1939,1212,0.3846397968898762,1244,1244
120,F14,3151,1939,1212,0.3846397968898762,1244,1244
120,F15,3151,1939,1212,0.3846397968898762,1244,1244
120,F16,3151,1939,1212,0.3846397968898762,1244,1244
120,F17,3151,1939,1212,0.3846397968898762,1244,1244
120,F18,3151,1939,1212,0.3846397968898762,1244,1244
120,F19,3151,1939,1212,0.3846397968898762,1244,1244
120,F20,3151,1939,1212,0.3846397968898762,1244,1244
120,F21,3151,1939,1212,0.3846397968898762,1244,1244
120,F22,3151,1939,1212,0.3846397968898762,1244,1244
120,F23,3151,1939,1212,0.3846397968898762,1244,1244
120,F24,3151,1939,1212,0.3846397968898762,1244,1244
120,F25,3151,1939,1212,0.3846397968898762,1244,1244
120,F26,3151,1939,1212,0.3846397968898762,1244,1244
120,F27,3151,1939,1212,0.3846397968898762,1244,1244
120,F28,3151,1939,1212,0.3846397968898762,1244,1244
120,F29,3151,1939,1212,0.3846397968898762,1244,1244
120,F30,3151,1939,1212,0.3846397968898762,1244,1244
120,F31,3151,1939,1212,0.3846397968898762,1244,1244
120,F32,3151,1939,1212,0.3846397968898762,1244,1244
120,F33,3151,1939,1212,0.3846397968898762,1244,1244
120,F34,3151,1939,1212,0.3846397968898762,1244,1244
120,F35,3151,1939,1212,0.3846397968898762,1244,1244
120,F36,3151,1938,1213,0.3849571564582672,1244,1244
