decision_seconds,horizon_seconds,fold,action,interaction_id,episodes,correlation,mean_target
120,300,0,CONTINUATION,I08,132,-0.005033502130458847,-1.2397333417032919
120,300,0,CONTINUATION,I09,132,-0.032926315834861865,-1.2397333417032919
120,300,0,CONTINUATION,I10,132,-0.23040149735383073,-1.2397333417032919
120,300,0,CONTINUATION,I11,132,-0.04206906272053399,-1.2397333417032919
120,300,0,CONTINUATION,I12,132,-0.048248850634234494,-1.2397333417032919
120,300,0,REVERSAL,I01,132,-0.045616405333598,-0.7564114865838664
120,300,0,REVERSAL,I02,132,0.012843840805236642,-0.7564114865838664
120,300,0,REVERSAL,I03,132,-0.05955286766145943,-0.7564114865838664
120,300,0,REVERSAL,I04,132,0.06623320382098942,-0.7564114865838664
120,300,0,REVERSAL,I05,132,-0.038636913851779614,-0.7564114865838664
120,300,0,REVERSAL,I06,132,0.019022152295633334,-0.7564114865838664
120,300,0,REVERSAL,I07,132,-0.05443899040584775,-0.7564114865838664
120,300,0,REVERSAL,I08,132,0.0065249072742449695,-0.7564114865838664
120,300,0,REVERSAL,I09,132,0.03135549394702008,-0.7564114865838664
120,300,0,REVERSAL,I10,132,0.2346445355110956,-0.7564114865838664
120,300,0,REVERSAL,I11,132,0.04280629869354428,-0.7564114865838664
120,300,0,REVERSAL,I12,132,0.04921976633431364,-0.7564114865838664
120,300,1,CONTINUATION,I01,109,-0.22909648502454727,-0.5622127098210288
120,300,1,CONTINUATION,I02,109,-0.19440033707709453,-0.5622127098210288
120,300,1,CONTINUATION,I03,109,-0.014794959084868537,-0.5622127098210288
120,300,1,CONTINUATION,I04,109,0.005708524854582097,-0.5622127098210288
120,300,1,CONTINUATION,I05,109,-0.07212357772367232,-0.5622127098210288
120,300,1,CONTINUATION,I06,109,0.0918374745605662,-0.5622127098210288
120,300,1,CONTINUATION,I07,109,-0.09701896103588048,-0.5622127098210288
120,300,1,CONTINUATION,I08,109,-0.16268742299363204,-0.5622127098210288
120,300,1,CONTINUATION,I09,109,0.221031233218429,-0.5622127098210288
120,300,1,CONTINUATION,I10,109,-0.03253700376679469,-0.5622127098210288
120,300,1,CONTINUATION,I11,109,0.18314577621523617,-0.5622127098210288
120,300,1,CONTINUATION,I12,109,-0.24405670716234545,-0.5622127098210288
120,300,1,REVERSAL,I01,109,0.22972790121156741,-1.4114641144702635
120,300,1,REVERSAL,I02,109,0.19475111326357392,-1.4114641144702635
120,300,1,REVERSAL,I03,109,0.009978671691233818,-1.4114641144702635
120,300,1,REVERSAL,I04,109,-0.005215456533054211,-1.4114641144702635
120,300,1,REVERSAL,I05,109,0.07657363527380602,-1.4114641144702635
120,300,1,REVERSAL,I06,109,-0.08868133185590815,-1.4114641144702635
120,300,1,REVERSAL,I07,109,0.09816968548844633,-1.4114641144702635
120,300,1,REVERSAL,I08,109,0.16660482054779038,-1.4114641144702635
120,300,1,REVERSAL,I09,109,-0.2184670031841774,-1.4114641144702635
120,300,1,REVERSAL,I10,109,0.03556770079722605,-1.4114641144702635
120,300,1,REVERSAL,I11,109,-0.18338063717126013,-1.4114641144702635
120,300,1,REVERSAL,I12,109,0.24675162740685444,-1.4114641144702635
120,300,2,CONTINUATION,I01,101,0.0018699227031181277,-1.236716465559522
120,300,2,CONTINUATION,I02,101,0.12886788842457209,-1.236716465559522
120,300,2,CONTINUATION,I03,101,0.13717259824256806,-1.236716465559522
120,300,2,CONTINUATION,I04,101,0.2958113180131045,-1.236716465559522
120,300,2,CONTINUATION,I05,101,-0.09591386621780155,-1.236716465559522
120,300,2,CONTINUATION,I06,101,-0.03409267020438923,-1.236716465559522
120,300,2,CONTINUATION,I07,101,0.06899313147731971,-1.236716465559522
120,300,2,CONTINUATION,I08,101,0.07964361860729108,-1.236716465559522
120,300,2,CONTINUATION,I09,101,0.14869940307683469,-1.236716465559522
120,300,2,CONTINUATION,I10,101,-0.025203111464191786,-1.236716465559522
120,300,2,CONTINUATION,I11,101,-0.016178042801094177,-1.236716465559522
120,300,2,CONTINUATION,I12,101,0.050418462653918965,-1.236716465559522
120,300,2,REVERSAL,I01,101,-0.00261161121885982,-0.7677560329458892
120,300,2,REVERSAL,I02,101,-0.12586130520173325,-0.7677560329458892
120,300,2,REVERSAL,I03,101,-0.13800397363979025,-0.7677560329458892
120,300,2,REVERSAL,I04,101,-0.2934072372015578,-0.7677560329458892
120,300,2,REVERSAL,I05,101,0.08695689337488396,-0.7677560329458892
120,300,2,REVERSAL,I06,101,0.036948760315939945,-0.7677560329458892
120,300,2,REVERSAL,I07,101,-0.0675366882270302,-0.7677560329458892
120,300,2,REVERSAL,I08,101,-0.08067014291839537,-0.7677560329458892
120,300,2,REVERSAL,I09,101,-0.14536741437536715,-0.7677560329458892
120,300,2,REVERSAL,I10,101,0.029263228296795618,-0.7677560329458892
120,300,2,REVERSAL,I11,101,0.01744307445728216,-0.7677560329458892
120,300,2,REVERSAL,I12,101,-0.048363420850455204,-0.7677560329458892
120,300,3,CONTINUATION,I01,81,-0.16780940524666216,-1.1050491740253519
120,300,3,CONTINUATION,I02,81,-0.17316014223688184,-1.1050491740253519
120,300,3,CONTINUATION,I03,81,0.26360434770353924,-1.1050491740253519
120,300,3,CONTINUATION,I04,81,0.034845550254568834,-1.1050491740253519
120,300,3,CONTINUATION,I05,81,-0.029436047033598367,-1.1050491740253519
120,300,3,CONTINUATION,I06,81,-0.017657338768563517,-1.1050491740253519
120,300,3,CONTINUATION,I07,81,0.05932773632421464,-1.1050491740253519
120,300,3,CONTINUATION,I08,81,-0.11326191022336533,-1.1050491740253519
120,300,3,CONTINUATION,I09,81,-0.11446690482760337,-1.1050491740253519
120,300,3,CONTINUATION,I10,81,0.07394405003615569,-1.1050491740253519
120,300,3,CONTINUATION,I11,81,-0.1309592464740878,-1.1050491740253519
120,300,3,CONTINUATION,I12,81,-0.1447392734245406,-1.1050491740253519
120,300,3,REVERSAL,I01,81,0.16788610571708004,-0.8810820841150282
120,300,3,REVERSAL,I02,81,0.17374134830782295,-0.8810820841150282
120,300,3,REVERSAL,I03,81,-0.2586064163704437,-0.8810820841150282
120,300,3,REVERSAL,I04,81,-0.036259660221922445,-0.8810820841150282
120,300,3,REVERSAL,I05,81,0.02428610082498401,-0.8810820841150282
120,300,3,REVERSAL,I06,81,0.01676044184138108,-0.8810820841150282
120,300,3,REVERSAL,I07,81,-0.06577802695791879,-0.8810820841150282
120,300,3,REVERSAL,I08,81,0.11002300403903513,-0.8810820841150282
120,300,3,REVERSAL,I09,81,0.10889741609383961,-0.8810820841150282
120,300,3,REVERSAL,I10,81,-0.06376658099727202,-0.8810820841150282
120,300,3,REVERSAL,I11,81,0.1392842842545632,-0.8810820841150282
120,300,3,REVERSAL,I12,81,0.1456568523240266,-0.8810820841150282
120,300,4,CONTINUATION,I01,97,-0.10046513007989152,-0.9579202184615764
120,300,4,CONTINUATION,I02,97,0.028745360026260533,-0.9579202184615764
120,300,4,CONTINUATION,I03,97,-0.01833311075139751,-0.9579202184615764
120,300,4,CONTINUATION,I04,97,-0.10176143631954783,-0.9579202184615764
120,300,4,CONTINUATION,I05,97,0.0740545517196643,-0.9579202184615764
120,300,4,CONTINUATION,I06,97,0.18613974285637175,-0.9579202184615764
120,300,4,CONTINUATION,I07,97,-0.20318998750020592,-0.9579202184615764
120,300,4,CONTINUATION,I08,97,0.07413162461840159,-0.9579202184615764
120,300,4,CONTINUATION,I09,97,0.09192760588985381,-0.9579202184615764
120,300,4,CONTINUATION,I10,97,0.1568712622671352,-0.9579202184615764
120,300,4,CONTINUATION,I11,97,0.137913201831741,-0.9579202184615764
120,300,4,CONTINUATION,I12,97,-0.008411996379973027,-0.9579202184615764
120,300,4,REVERSAL,I01,97,0.0982229342009641,-1.0521249099022008
120,300,4,REVERSAL,I02,97,-0.030979670320639006,-1.0521249099022008
120,300,4,REVERSAL,I03,97,0.0214642519287146,-1.0521249099022008
120,300,4,REVERSAL,I04,97,0.10405407099955731,-1.0521249099022008
120,300,4,REVERSAL,I05,97,-0.08007851723467642,-1.0521249099022008
120,300,4,REVERSAL,I06,97,-0.1889555010569899,-1.0521249099022008
120,300,4,REVERSAL,I07,97,0.21116548326954798,-1.0521249099022008
120,300,4,REVERSAL,I08,97,-0.07819781531302643,-1.0521249099022008
120,300,4,REVERSAL,I09,97,-0.09530991595744419,-1.0521249099022008
120,300,4,REVERSAL,I10,97,-0.15392990918401983,-1.0521249099022008
120,300,4,REVERSAL,I11,97,-0.14543738337533535,-1.0521249099022008
120,300,4,REVERSAL,I12,97,0.0023263275998979243,-1.0521249099022008
120,600,0,CONTINUATION,I01,122,0.07104046696465882,-1.0211638404237697
120,600,0,CONTINUATION,I02,122,0.08645363653584602,-1.0211638404237697
120,600,0,CONTINUATION,I03,122,-0.057771529653985784,-1.0211638404237697
120,600,0,CONTINUATION,I04,122,-0.10757661764894114,-1.0211638404237697
120,600,0,CONTINUATION,I05,122,0.08117467212606537,-1.0211638404237697
120,600,0,CONTINUATION,I06,122,0.016088765973171056,-1.0211638404237697
120,600,0,CONTINUATION,I07,122,0.013635342816507025,-1.0211638404237697
120,600,0,CONTINUATION,I08,122,0.04073217022092489,-1.0211638404237697
120,600,0,CONTINUATION,I09,122,-0.03733209651761986,-1.0211638404237697
120,600,0,CONTINUATION,I10,122,-0.03748582210998569,-1.0211638404237697
120,600,0,CONTINUATION,I11,122,-0.04861465498389342,-1.0211638404237697
120,600,0,CONTINUATION,I12,122,0.028744615959329905,-1.0211638404237697
120,600,0,REVERSAL,I01,122,-0.07252647994502678,-0.9642670327997674
120,600,0,REVERSAL,I02,122,-0.08776805248935161,-0.9642670327997674
120,600,0,REVERSAL,I03,122,0.0558411467894391,-0.9642670327997674
120,600,0,REVERSAL,I04,122,0.10505868708679889,-0.9642670327997674
120,600,0,REVERSAL,I05,122,-0.081289365386861,-0.9642670327997674
120,600,0,REVERSAL,I06,122,-0.014912734951896125,-0.9642670327997674
120,600,0,REVERSAL,I07,122,-0.011663733379157005,-0.9642670327997674
120,600,0,REVERSAL,I08,122,-0.0411855170427603,-0.9642670327997674
120,600,0,REVERSAL,I09,122,0.03571937262292789,-0.9642670327997674
120,600,0,REVERSAL,I10,122,0.04117430930708481,-0.9642670327997674
120,600,0,REVERSAL,I11,122,0.044390895509155634,-0.9642670327997674
120,600,0,REVERSAL,I12,122,-0.02951817794337633,-0.9642670327997674
120,600,1,CONTINUATION,I01,118,-0.12409430688569946,-0.8960815728268888
120,600,1,CONTINUATION,I02,118,0.04182960066244996,-0.8960815728268888
120,600,1,CONTINUATION,I03,118,0.1635109828633175,-0.8960815728268888
120,600,1,CONTINUATION,I04,118,-0.0879460959146345,-0.8960815728268888
120,600,1,CONTINUATION,I05,118,-0.05479369436317713,-0.8960815728268888
120,600,1,CONTINUATION,I06,118,0.09579556715041583,-0.8960815728268888
120,600,1,CONTINUATION,I07,118,0.028913003942731906,-0.8960815728268888
120,600,1,CONTINUATION,I08,118,-0.07366233383213834,-0.8960815728268888
120,600,1,CONTINUATION,I09,118,0.08389514392827287,-0.8960815728268888
120,600,1,CONTINUATION,I10,118,-0.010992445676577086,-0.8960815728268888
120,600,1,CONTINUATION,I11,118,0.04005557934423853,-0.8960815728268888
120,600,1,CONTINUATION,I12,118,-0.12136064114583008,-0.8960815728268888
120,600,1,REVERSAL,I01,118,0.12602142264147992,-1.092258002475729
120,600,1,REVERSAL,I02,118,-0.04161781137173091,-1.092258002475729
120,600,1,REVERSAL,I03,118,-0.1669307016128587,-1.092258002475729
120,600,1,REVERSAL,I04,118,0.09143465838631042,-1.092258002475729
120,600,1,REVERSAL,I05,118,0.0575765673353054,-1.092258002475729
120,600,1,REVERSAL,I06,118,-0.09487191150777566,-1.092258002475729
120,600,1,REVERSAL,I07,118,-0.029145599197319995,-1.092258002475729
120,600,1,REVERSAL,I08,118,0.07433755138525368,-1.092258002475729
120,600,1,REVERSAL,I09,118,-0.08485645497685146,-1.092258002475729
120,600,1,REVERSAL,I10,118,0.014392324582542448,-1.092258002475729
120,600,1,REVERSAL,I11,118,-0.039481190399209415,-1.092258002475729
120,600,1,REVERSAL,I12,118,0.12258775649762013,-1.092258002475729
120,600,2,CONTINUATION,I01,93,-0.056645157621790655,-0.3004389436171712
120,600,2,CONTINUATION,I02,93,-0.06264231399290855,-0.3004389436171712
120,600,2,CONTINUATION,I03,93,0.20650370046814923,-0.3004389436171712
120,600,2,CONTINUATION,I04,93,0.1546121194410339,-0.3004389436171712
120,600,2,CONTINUATION,I05,93,-0.0228530938360355,-0.3004389436171712
120,600,2,CONTINUATION,I06,93,-0.13487141718738316,-0.3004389436171712
120,600,2,CONTINUATION,I07,93,-0.02851007203580065,-0.3004389436171712
120,600,2,CONTINUATION,I08,93,-0.04820145406917739,-0.3004389436171712
120,600,2,CONTINUATION,I09,93,0.05613950068142117,-0.3004389436171712
120,600,2,CONTINUATION,I10,93,-0.11022560589066593,-0.3004389436171712
120,600,2,CONTINUATION,I11,93,-0.041840897370434615,-0.3004389436171712
120,600,2,CONTINUATION,I12,93,0.028945871469917464,-0.3004389436171712
120,600,2,REVERSAL,I01,93,0.06091114252295273,-1.701344594621079
120,600,2,REVERSAL,I02,93,0.06608773922501993,-1.701344594621079
120,600,2,REVERSAL,I03,93,-0.2072216387582634,-1.701344594621079
120,600,2,REVERSAL,I04,93,-0.15534367804886193,-1.701344594621079
120,600,2,REVERSAL,I05,93,0.021454615031334577,-1.701344594621079
120,600,2,REVERSAL,I06,93,0.13363731527855172,-1.701344594621079
120,600,2,REVERSAL,I07,93,0.028013362955092377,-1.701344594621079
120,600,2,REVERSAL,I08,93,0.0451345732988179,-1.701344594621079
120,600,2,REVERSAL,I09,93,-0.0572104134250874,-1.701344594621079
120,600,2,REVERSAL,I10,93,0.11101808956286091,-1.701344594621079
120,600,2,REVERSAL,I11,93,0.04174885316630715,-1.701344594621079
120,600,2,REVERSAL,I12,93,-0.025441544062661775,-1.701344594621079
120,600,3,CONTINUATION,I01,90,0.059252366419692504,-0.27334081594317383
120,600,3,CONTINUATION,I02,90,0.08579038573407645,-0.27334081594317383
120,600,3,CONTINUATION,I03,90,0.023133504308444484,-0.27334081594317383
120,600,3,CONTINUATION,I04,90,-0.05934464076530828,-0.27334081594317383
120,600,3,CONTINUATION,I05,90,0.09160320641562736,-0.27334081594317383
120,600,3,CONTINUATION,I06,90,0.24473022242233858,-0.27334081594317383
120,600,3,CONTINUATION,I07,90,-0.11728255757263548,-0.27334081594317383
120,600,3,CONTINUATION,I08,90,-0.022897351877469888,-0.27334081594317383
120,600,3,CONTINUATION,I09,90,0.026359007747238795,-0.27334081594317383
120,600,3,CONTINUATION,I10,90,0.3647048045363196,-0.27334081594317383
120,600,3,CONTINUATION,I11,90,0.03450287782484231,-0.27334081594317383
120,600,3,CONTINUATION,I12,90,0.08757965860345376,-0.27334081594317383
120,600,3,REVERSAL,I01,90,-0.05984148336301372,-1.7237958129594069
120,600,3,REVERSAL,I02,90,-0.08593189666426526,-1.7237958129594069
120,600,3,REVERSAL,I03,90,-0.01223038386716531,-1.7237958129594069
120,600,3,REVERSAL,I04,90,0.05728479816145596,-1.7237958129594069
120,600,3,REVERSAL,I05,90,-0.08723137458785574,-1.7237958129594069
120,600,3,REVERSAL,I06,90,-0.2376058015667903,-1.7237958129594069
120,600,3,REVERSAL,I07,90,0.12442584842397791,-1.7237958129594069
120,600,3,REVERSAL,I08,90,0.021946841634587058,-1.7237958129594069
120,600,3,REVERSAL,I09,90,-0.022849637002670273,-1.7237958129594069
120,600,3,REVERSAL,I10,90,-0.35387722842043257,-1.7237958129594069
120,600,3,REVERSAL,I11,90,-0.03580022739177231,-1.7237958129594069
120,600,3,REVERSAL,I12,90,-0.08404902559851017,-1.7237958129594069
120,600,4,CONTINUATION,I01,84,-0.0942881657139839,-0.46721540899801506
120,600,4,CONTINUATION,I02,84,0.13249445022778392,-0.46721540899801506
120,600,4,CONTINUATION,I03,84,0.25267466091700086,-0.46721540899801506
120,600,4,CONTINUATION,I04,84,-0.08199284610865328,-0.46721540899801506
120,600,4,CONTINUATION,I05,84,0.1481600902267011,-0.46721540899801506
120,600,4,CONTINUATION,I06,84,0.12604597094740017,-0.46721540899801506
120,600,4,CONTINUATION,I07,84,-0.1777811729590722,-0.46721540899801506
120,600,4,CONTINUATION,I08,84,0.2499828826064961,-0.46721540899801506
120,600,4,CONTINUATION,I09,84,0.04846375216490178,-0.46721540899801506
120,600,4,CONTINUATION,I10,84,0.1355083073024019,-0.46721540899801506
120,600,4,CONTINUATION,I11,84,0.19411052160924053,-0.46721540899801506
120,600,4,CONTINUATION,I12,84,0.012143756052194784,-0.46721540899801506
120,600,4,REVERSAL,I01,84,0.09697305876587754,-1.5349602100753015
120,600,4,REVERSAL,I02,84,-0.12894056873863005,-1.5349602100753015
120,600,4,REVERSAL,I03,84,-0.2512357770965543,-1.5349602100753015
120,600,4,REVERSAL,I04,84,0.08255944211860937,-1.5349602100753015
120,600,4,REVERSAL,I05,84,-0.15146065247446186,-1.5349602100753015
120,600,4,REVERSAL,I06,84,-0.11976979373019585,-1.5349602100753015
120,600,4,REVERSAL,I07,84,0.17853460768396764,-1.5349602100753015
120,600,4,REVERSAL,I08,84,-0.2504963067374506,-1.5349602100753015
120,600,4,REVERSAL,I09,84,-0.046350032001194766,-1.5349602100753015
120,600,4,REVERSAL,I10,84,-0.13492887215269467,-1.5349602100753015
120,600,4,REVERSAL,I11,84,-0.19262279997718973,-1.5349602100753015
120,600,4,REVERSAL,I12,84,-0.011396181582645562,-1.5349602100753015
120,900,0,CONTINUATION,I01,127,-0.010385710821938175,-1.928294248136494
120,900,0,CONTINUATION,I02,127,-0.017182042696981377,-1.928294248136494
120,900,0,CONTINUATION,I03,127,0.013520696906029228,-1.928294248136494
120,900,0,CONTINUATION,I04,127,-0.16750982850607235,-1.928294248136494
120,900,0,CONTINUATION,I05,127,0.1304418421660013,-1.928294248136494
120,900,0,CONTINUATION,I06,127,-0.06128201132833395,-1.928294248136494
120,900,0,CONTINUATION,I07,127,0.13563874278311808,-1.928294248136494
120,900,0,CONTINUATION,I08,127,-0.039799501018292,-1.928294248136494
120,900,0,CONTINUATION,I09,127,-0.012923493643930984,-1.928294248136494
120,900,0,CONTINUATION,I10,127,-0.1534512819830908,-1.928294248136494
120,900,0,CONTINUATION,I11,127,-0.11800933297622364,-1.928294248136494
120,900,0,CONTINUATION,I12,127,-0.1209791554286224,-1.928294248136494
120,900,0,REVERSAL,I01,127,0.008827120270974178,-0.068560183316807
120,900,0,REVERSAL,I02,127,0.015173284140258968,-0.068560183316807
120,900,0,REVERSAL,I03,127,-0.01408490390945166,-0.068560183316807
120,900,0,REVERSAL,I04,127,0.16809816726542107,-0.068560183316807
120,900,0,REVERSAL,I05,127,-0.12955824030075758,-0.068560183316807
120,900,0,REVERSAL,I06,127,0.062114935968830144,-0.068560183316807
120,900,0,REVERSAL,I07,127,-0.1357587761918653,-0.068560183316807
120,900,0,REVERSAL,I08,127,0.039482237976127856,-0.068560183316807
120,900,0,REVERSAL,I09,127,0.01293971947304684,-0.068560183316807
120,900,0,REVERSAL,I10,127,0.15714412612041664,-0.068560183316807
120,900,0,REVERSAL,I11,127,0.11909223274539406,-0.068560183316807
120,900,0,REVERSAL,I12,127,0.12070685649220184,-0.068560183316807
120,900,1,CONTINUATION,I01,126,-0.10493671248379116,-0.6583589650708401
120,900,1,CONTINUATION,I02,126,-0.05523009239951311,-0.6583589650708401
120,900,1,CONTINUATION,I03,126,0.15693316400030188,-0.6583589650708401
120,900,1,CONTINUATION,I04,126,-0.20453717242081684,-0.6583589650708401
120,900,1,CONTINUATION,I05,126,-0.10249274522512893,-0.6583589650708401
120,900,1,CONTINUATION,I06,126,0.036978972430426436,-0.6583589650708401
120,900,1,CONTINUATION,I07,126,0.01665370790141545,-0.6583589650708401
120,900,1,CONTINUATION,I08,126,-0.10021079285339302,-0.6583589650708401
120,900,1,CONTINUATION,I09,126,0.12112836191895066,-0.6583589650708401
120,900,1,CONTINUATION,I10,126,-0.08176235509629484,-0.6583589650708401
120,900,1,CONTINUATION,I11,126,0.043820753130907476,-0.6583589650708401
120,900,1,CONTINUATION,I12,126,-0.11790679010537544,-0.6583589650708401
120,900,1,REVERSAL,I01,126,0.10602180732097044,-1.3343011294639497
120,900,1,REVERSAL,I02,126,0.05417681766284668,-1.3343011294639497
120,900,1,REVERSAL,I03,126,-0.15876646701208874,-1.3343011294639497
120,900,1,REVERSAL,I04,126,0.20563694739540955,-1.3343011294639497
120,900,1,REVERSAL,I05,126,0.10477594377248144,-1.3343011294639497
120,900,1,REVERSAL,I06,126,-0.03370392977014967,-1.3343011294639497
120,900,1,REVERSAL,I07,126,-0.015349980854807425,-1.3343011294639497
120,900,1,REVERSAL,I08,126,0.1029606969742482,-1.3343011294639497
120,900,1,REVERSAL,I09,126,-0.11913025786666909,-1.3343011294639497
120,900,1,REVERSAL,I10,126,0.08448798254185229,-1.3343011294639497
120,900,1,REVERSAL,I11,126,-0.04464878983729706,-1.3343011294639497
120,900,1,REVERSAL,I12,126,0.11934117023905429,-1.3343011294639497
120,900,2,CONTINUATION,I01,95,-0.09517128101940492,-0.3109140627292948
120,900,2,CONTINUATION,I02,95,-0.13724536811104093,-0.3109140627292948
120,900,2,CONTINUATION,I03,95,0.12259652540315684,-0.3109140627292948
120,900,2,CONTINUATION,I04,95,0.030438285338133815,-0.3109140627292948
120,900,2,CONTINUATION,I05,95,-0.09571407468313471,-0.3109140627292948
120,900,2,CONTINUATION,I06,95,-0.19995838716146794,-0.3109140627292948
120,900,2,CONTINUATION,I07,95,-0.013021583651514828,-0.3109140627292948
120,900,2,CONTINUATION,I08,95,-0.09322511382950649,-0.3109140627292948
120,900,2,CONTINUATION,I09,95,-0.071526400191166,-0.3109140627292948
120,900,2,CONTINUATION,I10,95,-0.06939294851720952,-0.3109140627292948
120,900,2,CONTINUATION,I11,95,-0.08518616868599418,-0.3109140627292948
120,900,2,CONTINUATION,I12,95,-0.08153554211015242,-0.3109140627292948
120,900,2,REVERSAL,I01,95,0.09439608186664747,-1.6851300851178441
120,900,2,REVERSAL,I02,95,0.1370149686247125,-1.6851300851178441
120,900,2,REVERSAL,I03,95,-0.1255052827211067,-1.6851300851178441
120,900,2,REVERSAL,I04,95,-0.028332121463926628,-1.6851300851178441
120,900,2,REVERSAL,I05,95,0.09457445934432994,-1.6851300851178441
120,900,2,REVERSAL,I06,95,0.19852098469399898,-1.6851300851178441
120,900,2,REVERSAL,I07,95,0.012183993734193366,-1.6851300851178441
120,900,2,REVERSAL,I08,95,0.09338542213657917,-1.6851300851178441
120,900,2,REVERSAL,I09,95,0.07052624705013474,-1.6851300851178441
120,900,2,REVERSAL,I10,95,0.07159966174717217,-1.6851300851178441
120,900,2,REVERSAL,I11,95,0.08711240891778811,-1.6851300851178441
120,900,2,REVERSAL,I12,95,0.08053445609081468,-1.6851300851178441
120,900,3,CONTINUATION,I01,87,0.09916391405586146,-0.14811083816623172
120,900,3,CONTINUATION,I02,87,-0.02852777710524778,-0.14811083816623172
120,900,3,CONTINUATION,I03,87,0.07889582040743552,-0.14811083816623172
120,900,3,CONTINUATION,I04,87,0.022065342213454655,-0.14811083816623172
120,900,3,CONTINUATION,I05,87,0.06315127053992345,-0.14811083816623172
120,900,3,CONTINUATION,I06,87,0.2575681187370406,-0.14811083816623172
120,900,3,CONTINUATION,I07,87,-0.14075214054759927,-0.14811083816623172
120,900,3,CONTINUATION,I08,87,-0.03126238713783791,-0.14811083816623172
120,900,3,CONTINUATION,I09,87,0.0673665836280971,-0.14811083816623172
120,900,3,CONTINUATION,I10,87,0.428084236149403,-0.14811083816623172
120,900,3,CONTINUATION,I11,87,0.07528308582569931,-0.14811083816623172
120,900,3,CONTINUATION,I12,87,0.131565261468548,-0.14811083816623172
120,900,3,REVERSAL,I01,87,-0.09709344005365694,-1.8412240796676749
120,900,3,REVERSAL,I02,87,0.02799014272135754,-1.8412240796676749
120,900,3,REVERSAL,I03,87,-0.07288185749137913,-1.8412240796676749
120,900,3,REVERSAL,I04,87,-0.02571815984547589,-1.8412240796676749
120,900,3,REVERSAL,I05,87,-0.06583256426414423,-1.8412240796676749
120,900,3,REVERSAL,I06,87,-0.25480616915393833,-1.8412240796676749
120,900,3,REVERSAL,I07,87,0.1395034320486381,-1.8412240796676749
120,900,3,REVERSAL,I08,87,0.031851149829010696,-1.8412240796676749
120,900,3,REVERSAL,I09,87,-0.06457485078071522,-1.8412240796676749
120,900,3,REVERSAL,I10,87,-0.42088843080738025,-1.8412240796676749
120,900,3,REVERSAL,I11,87,-0.07390452285546963,-1.8412240796676749
120,900,3,REVERSAL,I12,87,-0.13087249069677004,-1.8412240796676749
120,900,4,CONTINUATION,I01,78,0.13441074523127397,-0.6267107543129277
120,900,4,CONTINUATION,I02,78,0.10909369627614088,-0.6267107543129277
120,900,4,CONTINUATION,I03,78,0.10948283005786782,-0.6267107543129277
120,900,4,CONTINUATION,I04,78,-0.017572168050352895,-0.6267107543129277
120,900,4,CONTINUATION,I05,78,0.17247734238260953,-0.6267107543129277
120,900,4,CONTINUATION,I06,78,0.005900341074264292,-0.6267107543129277
120,900,4,CONTINUATION,I07,78,-0.1450738168607773,-0.6267107543129277
120,900,4,CONTINUATION,I08,78,0.36456734230518345,-0.6267107543129277
120,900,4,CONTINUATION,I09,78,0.06676078531964105,-0.6267107543129277
120,900,4,CONTINUATION,I10,78,0.053368893869400455,-0.6267107543129277
120,900,4,CONTINUATION,I11,78,-0.059106935112088,-0.6267107543129277
120,900,4,CONTINUATION,I12,78,0.23911152341628575,-0.6267107543129277
120,900,4,REVERSAL,I01,78,-0.12650473846988472,-1.3784283794683783
120,900,4,REVERSAL,I02,78,-0.1043449848931634,-1.3784283794683783
120,900,4,REVERSAL,I03,78,-0.11477917150351037,-1.3784283794683783
120,900,4,REVERSAL,I04,78,0.018870805351093922,-1.3784283794683783
120,900,4,REVERSAL,I05,78,-0.17262755970657104,-1.3784283794683783
120,900,4,REVERSAL,I06,78,-0.012431457723172435,-1.3784283794683783
120,900,4,REVERSAL,I07,78,0.12371635378149402,-1.3784283794683783
120,900,4,REVERSAL,I08,78,-0.35898320780796533,-1.3784283794683783
120,900,4,REVERSAL,I09,78,-0.08014523978497358,-1.3784283794683783
120,900,4,REVERSAL,I10,78,-0.050695522394065336,-1.3784283794683783
120,900,4,REVERSAL,I11,78,0.06842635259393581,-1.3784283794683783
120,900,4,REVERSAL,I12,78,-0.23514810007620104,-1.3784283794683783
