decision_seconds,horizon_seconds,fold,action,interaction_id,episodes,correlation,mean_target
60,300,1,REVERSAL,I11,118,-0.13308449710339132,-1.395884191640573
60,300,1,REVERSAL,I12,118,0.2562545915201859,-1.395884191640573
60,300,2,CONTINUATION,I01,106,0.0008683777112945608,-1.1772883086161419
60,300,2,CONTINUATION,I02,106,0.1407789233630242,-1.1772883086161419
60,300,2,CONTINUATION,I03,106,0.07031339127367363,-1.1772883086161419
60,300,2,CONTINUATION,I04,106,0.2498617955037228,-1.1772883086161419
60,300,2,CONTINUATION,I05,106,-0.026014914723667803,-1.1772883086161419
60,300,2,CONTINUATION,I06,106,-0.15790309505778766,-1.1772883086161419
60,300,2,CONTINUATION,I07,106,-0.008143691656231565,-1.1772883086161419
60,300,2,CONTINUATION,I08,106,-0.04854572601257556,-1.1772883086161419
60,300,2,CONTINUATION,I09,106,0.0158075509522123,-1.1772883086161419
60,300,2,CONTINUATION,I10,106,-0.12659858030321225,-1.1772883086161419
60,300,2,CONTINUATION,I11,106,-0.04803066123163617,-1.1772883086161419
60,300,2,CONTINUATION,I12,106,-0.052019199100895794,-1.1772883086161419
60,300,2,REVERSAL,I01,106,0.0013873460047700648,-0.8192646183784953
60,300,2,REVERSAL,I02,106,-0.13587174400352214,-0.8192646183784953
60,300,2,REVERSAL,I03,106,-0.07265847803402287,-0.8192646183784953
60,300,2,REVERSAL,I04,106,-0.24508967709125246,-0.8192646183784953
60,300,2,REVERSAL,I05,106,0.024059455059505953,-0.8192646183784953
60,300,2,REVERSAL,I06,106,0.16434760294097442,-0.8192646183784953
60,300,2,REVERSAL,I07,106,0.010899299897437315,-0.8192646183784953
60,300,2,REVERSAL,I08,106,0.049269248982709006,-0.8192646183784953
60,300,2,REVERSAL,I09,106,-0.007542019126730491,-0.8192646183784953
60,300,2,REVERSAL,I10,106,0.136199091719928,-0.8192646183784953
60,300,2,REVERSAL,I11,106,0.049872757741859695,-0.8192646183784953
60,300,2,REVERSAL,I12,106,0.051555685538267546,-0.8192646183784953
60,300,3,CONTINUATION,I01,87,-0.015492453829692653,-0.6878590116956255
60,300,3,CONTINUATION,I02,87,-0.17533896651032216,-0.6878590116956255
60,300,3,CONTINUATION,I03,87,0.12547740865533735,-0.6878590116956255
60,300,3,CONTINUATION,I04,87,-0.17443139973972493,-0.6878590116956255
60,300,3,CONTINUATION,I05,87,0.001716381022821915,-0.6878590116956255
60,300,3,CONTINUATION,I06,87,-0.06088351698303285,-0.6878590116956255
60,300,3,CONTINUATION,I07,87,0.026675031239509418,-0.6878590116956255
60,300,3,CONTINUATION,I08,87,-0.16426173688242848,-0.6878590116956255
60,300,3,CONTINUATION,I09,87,-0.12661534901744034,-0.6878590116956255
60,300,3,CONTINUATION,I10,87,0.050091915036035904,-0.6878590116956255
60,300,3,CONTINUATION,I11,87,-0.09348059619858394,-0.6878590116956255
60,300,3,CONTINUATION,I12,87,-0.0637824830995322,-0.6878590116956255
60,300,3,REVERSAL,I01,87,0.016490835871522946,-1.309816945079507
60,300,3,REVERSAL,I02,87,0.1783743246871367,-1.309816945079507
60,300,3,REVERSAL,I03,87,-0.11339537596936763,-1.309816945079507
60,300,3,REVERSAL,I04,87,0.1885771384909459,-1.309816945079507
60,300,3,REVERSAL,I05,87,0.003935953305225341,-1.309816945079507
60,300,3,REVERSAL,I06,87,0.0694159486026851,-1.309816945079507
60,300,3,REVERSAL,I07,87,-0.027815636213702234,-1.309816945079507
60,300,3,REVERSAL,I08,87,0.1635738246072261,-1.309816945079507
60,300,3,REVERSAL,I09,87,0.13156026779992386,-1.309816945079507
60,300,3,REVERSAL,I10,87,-0.03143563817812394,-1.309816945079507
60,300,3,REVERSAL,I11,87,0.09602820491458122,-1.309816945079507
60,300,3,REVERSAL,I12,87,0.06793496404724984,-1.309816945079507
60,300,4,CONTINUATION,I01,86,-0.031080040112275387,-0.8017569156213155
60,300,4,CONTINUATION,I02,86,0.12797521302254505,-0.8017569156213155
60,300,4,CONTINUATION,I03,86,-0.10809201288860754,-0.8017569156213155
60,300,4,CONTINUATION,I04,86,-0.25200137504598036,-0.8017569156213155
60,300,4,CONTINUATION,I05,86,-0.02231038259661712,-0.8017569156213155
60,300,4,CONTINUATION,I06,86,-0.13819656945340222,-0.8017569156213155
60,300,4,CONTINUATION,I07,86,-0.13785555213319722,-0.8017569156213155
60,300,4,CONTINUATION,I08,86,0.1818442134713834,-0.8017569156213155
60,300,4,CONTINUATION,I09,86,-0.03833167375210687,-0.8017569156213155
60,300,4,CONTINUATION,I10,86,-0.02721138814123274,-0.8017569156213155
60,300,4,CONTINUATION,I11,86,0.02867713909481774,-0.8017569156213155
60,300,4,CONTINUATION,I12,86,0.03859163806553998,-0.8017569156213155
60,300,4,REVERSAL,I01,86,0.02825676203480845,-1.2013624888099692
60,300,4,REVERSAL,I02,86,-0.13590116959178342,-1.2013624888099692
60,300,4,REVERSAL,I03,86,0.10329588716714942,-1.2013624888099692
60,300,4,REVERSAL,I04,86,0.24362571177553896,-1.2013624888099692
60,300,4,REVERSAL,I05,86,0.01514555800622737,-1.2013624888099692
60,300,4,REVERSAL,I06,86,0.137387498048316,-1.2013624888099692
60,300,4,REVERSAL,I07,86,0.1424301392426683,-1.2013624888099692
60,300,4,REVERSAL,I08,86,-0.18905563720894342,-1.2013624888099692
60,300,4,REVERSAL,I09,86,0.03509023546773655,-1.2013624888099692
60,300,4,REVERSAL,I10,86,0.027568223026583617,-1.2013624888099692
60,300,4,REVERSAL,I11,86,-0.03541957928668001,-1.2013624888099692
60,300,4,REVERSAL,I12,86,-0.04519972622741563,-1.2013624888099692
60,600,0,CONTINUATION,I01,132,0.013980701762229155,-1.5127739884828004
60,600,0,CONTINUATION,I02,132,0.02640865044203157,-1.5127739884828004
60,600,0,CONTINUATION,I03,132,0.04752142418453917,-1.5127739884828004
60,600,0,CONTINUATION,I04,132,0.009526874291575295,-1.5127739884828004
60,600,0,CONTINUATION,I05,132,-0.054128623506095486,-1.5127739884828004
60,600,0,CONTINUATION,I06,132,0.0653017782247662,-1.5127739884828004
60,600,0,CONTINUATION,I07,132,0.06901915716606946,-1.5127739884828004
60,600,0,CONTINUATION,I08,132,-0.12495549887109578,-1.5127739884828004
60,600,0,CONTINUATION,I09,132,0.038568459219254336,-1.5127739884828004
60,600,0,CONTINUATION,I10,132,-0.018892566901601356,-1.5127739884828004
60,600,0,CONTINUATION,I11,132,-0.04127028626412065,-1.5127739884828004
60,600,0,CONTINUATION,I12,132,-0.02006838113557142,-1.5127739884828004
60,600,0,REVERSAL,I01,132,-0.014323281709696366,-0.49322915761425956
60,600,0,REVERSAL,I02,132,-0.030382609952080718,-0.49322915761425956
60,600,0,REVERSAL,I03,132,-0.05027769826765654,-0.49322915761425956
60,600,0,REVERSAL,I04,132,-0.010774643833099966,-0.49322915761425956
60,600,0,REVERSAL,I05,132,0.05610868648670327,-0.49322915761425956
60,600,0,REVERSAL,I06,132,-0.06406027492331187,-0.49322915761425956
60,600,0,REVERSAL,I07,132,-0.06116547121959679,-0.49322915761425956
60,600,0,REVERSAL,I08,132,0.12509282509846448,-0.49322915761425956
60,600,0,REVERSAL,I09,132,-0.04036679534471288,-0.49322915761425956
60,600,0,REVERSAL,I10,132,0.022281449875644146,-0.49322915761425956
60,600,0,REVERSAL,I11,132,0.037409561888395074,-0.49322915761425956
60,600,0,REVERSAL,I12,132,0.02206132165180247,-0.49322915761425956
60,600,1,CONTINUATION,I01,117,-0.16093698928870875,-0.9140924190706097
60,600,1,CONTINUATION,I02,117,-0.05520463267614788,-0.9140924190706097
60,600,1,CONTINUATION,I03,117,0.11834195427217924,-0.9140924190706097
60,600,1,CONTINUATION,I04,117,0.0948668863114131,-0.9140924190706097
60,600,1,CONTINUATION,I05,117,-0.12443799745629223,-0.9140924190706097
60,600,1,CONTINUATION,I06,117,0.1317151283637345,-0.9140924190706097
60,600,1,CONTINUATION,I07,117,-0.02144359666411445,-0.9140924190706097
60,600,1,CONTINUATION,I08,116,-0.14329479708910173,-0.9123939820702698
60,600,1,CONTINUATION,I09,117,0.18932139885080213,-0.9140924190706097
60,600,1,CONTINUATION,I10,117,-0.07093621931634334,-0.9140924190706097
60,600,1,CONTINUATION,I11,117,0.08872434257171077,-0.9140924190706097
60,600,1,CONTINUATION,I12,117,-0.20206726168344447,-0.9140924190706097
60,600,1,REVERSAL,I01,117,0.16159760937847034,-1.0850531620873023
60,600,1,REVERSAL,I02,117,0.05662877322085341,-1.0850531620873023
60,600,1,REVERSAL,I03,117,-0.11491767589653377,-1.0850531620873023
60,600,1,REVERSAL,I04,117,-0.09203602507416316,-1.0850531620873023
60,600,1,REVERSAL,I05,117,0.12727585280221035,-1.0850531620873023
60,600,1,REVERSAL,I06,117,-0.1287419736932207,-1.0850531620873023
60,600,1,REVERSAL,I07,117,0.023388571979286735,-1.0850531620873023
60,600,1,REVERSAL,I08,116,0.14461828947856512,-1.086744233407983
60,600,1,REVERSAL,I09,117,-0.18668743059523302,-1.0850531620873023
60,600,1,REVERSAL,I10,117,0.07463827226607996,-1.0850531620873023
60,600,1,REVERSAL,I11,117,-0.08892318048395007,-1.0850531620873023
60,600,1,REVERSAL,I12,117,0.20051303476429982,-1.0850531620873023
60,600,2,CONTINUATION,I01,103,-0.013942365444624643,-0.7476248588712486
60,600,2,CONTINUATION,I02,103,-0.08634348441193579,-0.7476248588712486
60,600,2,CONTINUATION,I03,103,0.0005858279200113654,-0.7476248588712486
60,600,2,CONTINUATION,I04,103,0.18209974967253043,-0.7476248588712486
60,600,2,CONTINUATION,I05,103,-0.038365839462136515,-0.7476248588712486
60,600,2,CONTINUATION,I06,103,-0.17515536149356284,-0.7476248588712486
60,600,2,CONTINUATION,I07,103,-3.260941684162185e-05,-0.7476248588712486
60,600,2,CONTINUATION,I08,103,-0.04678808327147155,-0.7476248588712486
60,600,2,CONTINUATION,I09,103,-0.054882517036632016,-0.7476248588712486
60,600,2,CONTINUATION,I10,103,-0.13846101826893825,-0.7476248588712486
60,600,2,CONTINUATION,I11,103,-0.02359329943233106,-0.7476248588712486
60,600,2,CONTINUATION,I12,103,-0.10529793393171442,-0.7476248588712486
60,600,2,REVERSAL,I01,103,0.016897349794701585,-1.2443011316801111
60,600,2,REVERSAL,I02,103,0.08727288182134113,-1.2443011316801111
60,600,2,REVERSAL,I03,103,-0.0023361194367236926,-1.2443011316801111
60,600,2,REVERSAL,I04,103,-0.18254518893704558,-1.2443011316801111
60,600,2,REVERSAL,I05,103,0.034663399201806826,-1.2443011316801111
60,600,2,REVERSAL,I06,103,0.1776599579416879,-1.2443011316801111
60,600,2,REVERSAL,I07,103,-0.00032878554325245713,-1.2443011316801111
60,600,2,REVERSAL,I08,103,0.04021504379826962,-1.2443011316801111
60,600,2,REVERSAL,I09,103,0.054236753339643,-1.2443011316801111
60,600,2,REVERSAL,I10,103,0.1440271627763217,-1.2443011316801111
60,600,2,REVERSAL,I11,103,0.02578782237283148,-1.2443011316801111
60,600,2,REVERSAL,I12,103,0.1065591714329839,-1.2443011316801111
60,600,3,CONTINUATION,I01,80,0.0435806611576569,-0.3457747230461282
60,600,3,CONTINUATION,I02,80,0.14563539404653617,-0.3457747230461282
60,600,3,CONTINUATION,I03,80,-0.0003899735900580141,-0.3457747230461282
60,600,3,CONTINUATION,I04,80,-0.21167469675743777,-0.3457747230461282
60,600,3,CONTINUATION,I05,80,0.0873549983414862,-0.3457747230461282
60,600,3,CONTINUATION,I06,80,0.1541267008243556,-0.3457747230461282
60,600,3,CONTINUATION,I07,80,0.04368112763168839,-0.3457747230461282
60,600,3,CONTINUATION,I08,80,-0.015680512046360662,-0.3457747230461282
60,600,3,CONTINUATION,I09,80,-0.04385355949097633,-0.3457747230461282
60,600,3,CONTINUATION,I10,80,0.308368777829773,-0.3457747230461282
60,600,3,CONTINUATION,I11,80,-0.05765071413875121,-0.3457747230461282
60,600,3,CONTINUATION,I12,80,0.10408725732270711,-0.3457747230461282
60,600,3,REVERSAL,I01,80,-0.040481969901066166,-1.6307103191294963
60,600,3,REVERSAL,I02,80,-0.14233289757572692,-1.6307103191294963
60,600,3,REVERSAL,I03,80,0.00819645805728872,-1.6307103191294963
60,600,3,REVERSAL,I04,80,0.2109048416108824,-1.6307103191294963
60,600,3,REVERSAL,I05,80,-0.0843582454721001,-1.6307103191294963
60,600,3,REVERSAL,I06,80,-0.14448621253788338,-1.6307103191294963
60,600,3,REVERSAL,I07,80,-0.040253835331605876,-1.6307103191294963
60,600,3,REVERSAL,I08,80,0.01464776543387544,-1.6307103191294963
60,600,3,REVERSAL,I09,80,0.04781358819098502,-1.6307103191294963
60,600,3,REVERSAL,I10,80,-0.29808897843229,-1.6307103191294963
60,600,3,REVERSAL,I11,80,0.0604265193818494,-1.6307103191294963
60,600,3,REVERSAL,I12,80,-0.09968712037991218,-1.6307103191294963
60,600,4,CONTINUATION,I01,96,-0.04592914734452487,-0.7238174861276253
60,600,4,CONTINUATION,I02,96,0.1315844866260979,-0.7238174861276253
60,600,4,CONTINUATION,I03,96,0.04893879557648685,-0.7238174861276253
60,600,4,CONTINUATION,I04,96,-0.10030168318955654,-0.7238174861276253
60,600,4,CONTINUATION,I05,96,0.013237464464226393,-0.7238174861276253
60,600,4,CONTINUATION,I06,96,0.03142599207649728,-0.7238174861276253
60,600,4,CONTINUATION,I07,96,0.06980316278314548,-0.7238174861276253
60,600,4,CONTINUATION,I08,96,0.16258709396976176,-0.7238174861276253
60,600,4,CONTINUATION,I09,96,0.000716984317790133,-0.7238174861276253
60,600,4,CONTINUATION,I10,96,0.0711070555656437,-0.7238174861276253
60,600,4,CONTINUATION,I11,96,-0.08405431755822536,-0.7238174861276253
60,600,4,CONTINUATION,I12,96,-0.006181229167395366,-0.7238174861276253
60,600,4,REVERSAL,I01,96,0.05071806544189912,-1.2769427409044176
60,600,4,REVERSAL,I02,96,-0.13008414456590775,-1.2769427409044176
60,600,4,REVERSAL,I03,96,-0.04973744001950865,-1.2769427409044176
60,600,4,REVERSAL,I04,96,0.09522200285422322,-1.2769427409044176
60,600,4,REVERSAL,I05,96,-0.012701791833859506,-1.2769427409044176
60,600,4,REVERSAL,I06,96,-0.030404514907074878,-1.2769427409044176
60,600,4,REVERSAL,I07,96,-0.06824752291457184,-1.2769427409044176
60,600,4,REVERSAL,I08,96,-0.1641148716183476,-1.2769427409044176
60,600,4,REVERSAL,I09,96,-0.0017627666779743436,-1.2769427409044176
60,600,4,REVERSAL,I10,96,-0.06989055619533219,-1.2769427409044176
60,600,4,REVERSAL,I11,96,0.08552734484143577,-1.2769427409044176
60,600,4,REVERSAL,I12,96,0.011667311197939107,-1.2769427409044176
60,900,0,CONTINUATION,I01,124,0.01080871051355848,-2.2504422271287967
60,900,0,CONTINUATION,I02,124,-0.08695680856803215,-2.2504422271287967
60,900,0,CONTINUATION,I03,124,0.09538409733547053,-2.2504422271287967
60,900,0,CONTINUATION,I04,124,0.005185933663087817,-2.2504422271287967
60,900,0,CONTINUATION,I05,124,0.06932523746570597,-2.2504422271287967
60,900,0,CONTINUATION,I06,124,-0.05411312489107126,-2.2504422271287967
60,900,0,CONTINUATION,I07,124,0.1717140329827093,-2.2504422271287967
60,900,0,CONTINUATION,I08,124,-0.11367987452899966,-2.2504422271287967
60,900,0,CONTINUATION,I09,124,-0.009682880348920979,-2.2504422271287967
60,900,0,CONTINUATION,I10,124,-0.12408553712626938,-2.2504422271287967
60,900,0,CONTINUATION,I11,124,-0.15719507454187376,-2.2504422271287967
60,900,0,CONTINUATION,I12,124,-0.14182642717971092,-2.2504422271287967
60,900,0,REVERSAL,I01,124,-0.013071808126917947,0.25435231830916094
60,900,0,REVERSAL,I02,124,0.0811982081207602,0.25435231830916094
60,900,0,REVERSAL,I03,124,-0.09765036529992491,0.25435231830916094
60,900,0,REVERSAL,I04,124,-0.0032990911808450708,0.25435231830916094
60,900,0,REVERSAL,I05,124,-0.06628658011271876,0.25435231830916094
60,900,0,REVERSAL,I06,124,0.05522040846198013,0.25435231830916094
60,900,0,REVERSAL,I07,124,-0.16683684072393895,0.25435231830916094
60,900,0,REVERSAL,I08,124,0.1127400741159678,0.25435231830916094
60,900,0,REVERSAL,I09,124,0.009008142717264524,0.25435231830916094
60,900,0,REVERSAL,I10,124,0.12757397102441315,0.25435231830916094
60,900,0,REVERSAL,I11,124,0.15601501050455713,0.25435231830916094
60,900,0,REVERSAL,I12,124,0.1394009459610233,0.25435231830916094
60,900,1,CONTINUATION,I01,126,-0.17679092351778553,-0.7740722336393117
60,900,1,CONTINUATION,I02,126,-0.12601083541966318,-0.7740722336393117
60,900,1,CONTINUATION,I03,126,0.06348307039355305,-0.7740722336393117
60,900,1,CONTINUATION,I04,126,-0.12602305769788102,-0.7740722336393117
60,900,1,CONTINUATION,I05,126,-0.13818811927309252,-0.7740722336393117
60,900,1,CONTINUATION,I06,126,0.16328278968385507,-0.7740722336393117
60,900,1,CONTINUATION,I07,126,-0.02292011820575095,-0.7740722336393117
60,900,1,CONTINUATION,I08,125,-0.11990219312489649,-0.7611537003973129
60,900,1,CONTINUATION,I09,126,0.23485011205456907,-0.7740722336393117
60,900,1,CONTINUATION,I10,126,-0.1194109639377606,-0.7740722336393117
60,900,1,CONTINUATION,I11,126,0.09579236039820482,-0.7740722336393117
60,900,1,CONTINUATION,I12,126,-0.22746393886465024,-0.7740722336393117
60,900,1,REVERSAL,I01,126,0.17826705079174154,-1.2223867568338318
60,900,1,REVERSAL,I02,126,0.12586733688360996,-1.2223867568338318
60,900,1,REVERSAL,I03,126,-0.060828418441260954,-1.2223867568338318
60,900,1,REVERSAL,I04,126,0.1271195388764083,-1.2223867568338318
60,900,1,REVERSAL,I05,126,0.1383116283791156,-1.2223867568338318
60,900,1,REVERSAL,I06,126,-0.1606357516942757,-1.2223867568338318
60,900,1,REVERSAL,I07,126,0.023745505626122383,-1.2223867568338318
60,900,1,REVERSAL,I08,125,0.11914414149593913,-1.2343880731107226
60,900,1,REVERSAL,I09,126,-0.2331964663287424,-1.2223867568338318
60,900,1,REVERSAL,I10,126,0.12282775929571633,-1.2223867568338318
60,900,1,REVERSAL,I11,126,-0.0944936933295461,-1.2223867568338318
60,900,1,REVERSAL,I12,126,0.22746029510565832,-1.2223867568338318
60,900,2,CONTINUATION,I01,103,-0.10297251939529041,-0.22722283956984762
60,900,2,CONTINUATION,I02,103,-0.0907041022957694,-0.22722283956984762
60,900,2,CONTINUATION,I03,103,-0.026904980698798663,-0.22722283956984762
60,900,2,CONTINUATION,I04,103,0.1079448292355775,-0.22722283956984762
60,900,2,CONTINUATION,I05,103,-0.04494294006490597,-0.22722283956984762
60,900,2,CONTINUATION,I06,103,-0.10860928863130895,-0.22722283956984762
60,900,2,CONTINUATION,I07,103,-0.07260289537190846,-0.22722283956984762
60,900,2,CONTINUATION,I08,103,-0.032298231136223626,-0.22722283956984762
60,900,2,CONTINUATION,I09,103,0.09515958695779957,-0.22722283956984762
60,900,2,CONTINUATION,I10,103,-0.12736791964354544,-0.22722283956984762
60,900,2,CONTINUATION,I11,103,0.09108967957049519,-0.22722283956984762
60,900,2,CONTINUATION,I12,103,-0.18522863854195734,-0.22722283956984762
60,900,2,REVERSAL,I01,103,0.10045436122759749,-1.776478923859413
60,900,2,REVERSAL,I02,103,0.09146581330151893,-1.776478923859413
60,900,2,REVERSAL,I03,103,0.025675335531528672,-1.776478923859413
60,900,2,REVERSAL,I04,103,-0.10621208466442095,-1.776478923859413
60,900,2,REVERSAL,I05,103,0.04190153943246056,-1.776478923859413
60,900,2,REVERSAL,I06,103,0.11018284726696587,-1.776478923859413
60,900,2,REVERSAL,I07,103,0.07705228426775916,-1.776478923859413
60,900,2,REVERSAL,I08,103,0.03149354580987179,-1.776478923859413
60,900,2,REVERSAL,I09,103,-0.09466608649480993,-1.776478923859413
60,900,2,REVERSAL,I10,103,0.13347744655483326,-1.776478923859413
60,900,2,REVERSAL,I11,103,-0.09179631747899895,-1.776478923859413
60,900,2,REVERSAL,I12,103,0.1834584359556527,-1.776478923859413
60,900,3,CONTINUATION,I01,93,0.06916703118431655,-0.31823056610526473
60,900,3,CONTINUATION,I02,93,-0.013860823504623806,-0.31823056610526473
60,900,3,CONTINUATION,I03,93,-0.04050210731789951,-0.31823056610526473
60,900,3,CONTINUATION,I04,93,-0.2000229554675952,-0.31823056610526473
60,900,3,CONTINUATION,I05,93,0.14369986520294686,-0.31823056610526473
60,900,3,CONTINUATION,I06,93,0.21774972563056008,-0.31823056610526473
60,900,3,CONTINUATION,I07,93,0.0759743374040504,-0.31823056610526473
60,900,3,CONTINUATION,I08,93,0.01350960429528774,-0.31823056610526473
60,900,3,CONTINUATION,I09,93,0.0003546258151790016,-0.31823056610526473
60,900,3,CONTINUATION,I10,93,0.3481339982698147,-0.31823056610526473
60,900,3,CONTINUATION,I11,93,-0.049229740255293586,-0.31823056610526473
60,900,3,CONTINUATION,I12,93,0.07946901495105117,-0.31823056610526473
60,900,3,REVERSAL,I01,93,-0.06456753989944078,-1.6749653674945661
60,900,3,REVERSAL,I02,93,0.01618030667272193,-1.6749653674945661
60,900,3,REVERSAL,I03,93,0.047816413280573074,-1.6749653674945661
60,900,3,REVERSAL,I04,93,0.20031907752149963,-1.6749653674945661
60,900,3,REVERSAL,I05,93,-0.14362490366307684,-1.6749653674945661
60,900,3,REVERSAL,I06,93,-0.21291355206375717,-1.6749653674945661
60,900,3,REVERSAL,I07,93,-0.07571851143329632,-1.6749653674945661
60,900,3,REVERSAL,I08,93,-0.011502335448677284,-1.6749653674945661
60,900,3,REVERSAL,I09,93,0.0044619785584849355,-1.6749653674945661
60,900,3,REVERSAL,I10,93,-0.339834875252528,-1.6749653674945661
60,900,3,REVERSAL,I11,93,0.048621272890289446,-1.6749653674945661
60,900,3,REVERSAL,I12,93,-0.07515464847667572,-1.6749653674945661
60,900,4,CONTINUATION,I01,73,0.0766116213991523,-0.6397097503288128
60,900,4,CONTINUATION,I02,73,0.14112275645988884,-0.6397097503288128
60,900,4,CONTINUATION,I03,73,-0.01193354075808078,-0.6397097503288128
60,900,4,CONTINUATION,I04,73,0.07037367887721631,-0.6397097503288128
60,900,4,CONTINUATION,I05,73,0.10360655107365709,-0.6397097503288128
60,900,4,CONTINUATION,I06,73,-0.08403336100900255,-0.6397097503288128
60,900,4,CONTINUATION,I07,73,0.008628067052080548,-0.6397097503288128
60,900,4,CONTINUATION,I08,73,0.08696246440443174,-0.6397097503288128
60,900,4,CONTINUATION,I09,73,0.07818245097406903,-0.6397097503288128
60,900,4,CONTINUATION,I10,73,0.0177857125950703,-0.6397097503288128
60,900,4,CONTINUATION,I11,73,-0.13311060446441708,-0.6397097503288128
60,900,4,CONTINUATION,I12,73,0.1462618099344722,-0.6397097503288128
60,900,4,REVERSAL,I01,73,-0.06975190983415983,-1.3750368672911633
60,900,4,REVERSAL,I02,73,-0.1362040072278921,-1.3750368672911633
60,900,4,REVERSAL,I03,73,0.008493548902389366,-1.3750368672911633
60,900,4,REVERSAL,I04,73,-0.07293651366588809,-1.3750368672911633
60,900,4,REVERSAL,I05,73,-0.10396474643396299,-1.3750368672911633
60,900,4,REVERSAL,I06,73,0.07941384994701227,-1.3750368672911633
60,900,4,REVERSAL,I07,73,-0.026037317098378993,-1.3750368672911633
60,900,4,REVERSAL,I08,73,-0.0856299681025809,-1.3750368672911633
60,900,4,REVERSAL,I09,73,-0.0883620292870428,-1.3750368672911633
60,900,4,REVERSAL,I10,73,-0.015333646963523592,-1.3750368672911633
60,900,4,REVERSAL,I11,73,0.1416115024237101,-1.3750368672911633
60,900,4,REVERSAL,I12,73,-0.13868976831502208,-1.3750368672911633
120,300,0,CONTINUATION,I01,132,0.04412782896582258,-1.2397333417032919
120,300,0,CONTINUATION,I02,132,-0.010884177311658288,-1.2397333417032919
120,300,0,CONTINUATION,I03,132,0.05635962856217765,-1.2397333417032919
120,300,0,CONTINUATION,I04,132,-0.06801973052659818,-1.2397333417032919
120,300,0,CONTINUATION,I05,132,0.039516944503533914,-1.2397333417032919
120,300,0,CONTINUATION,I06,132,-0.016735768074009713,-1.2397333417032919
120,300,0,CONTINUATION,I07,132,0.05297348111796601,-1.2397333417032919
