decision_seconds,feature_id,n,mean,std,minimum,q05,q25,median,q75,q95,maximum
60,F01,1279,0.02758887146846676,2.0584059366765466,-11.400040668823,-2.9630438350136,-1.2642975868845001,-0.014767604752,1.2809643237000001,3.213603521912399,17.224687177592
60,F02,1279,0.032256908030657526,2.8429590255674544,-10.504194653875,-4.6004762826375,-1.8678099728820001,-0.050813559427,1.922411761073,4.605384221093398,16.109610662931
60,F03,1279,0.0022099388488436276,0.4682414127001838,-1.611605303332,-0.785550134923,-0.28980814095249996,0.008899033895,0.31331325029400003,0.7883892727088,1.318862451396
60,F04,1279,0.0013740528283346372,0.29522179036076435,-0.9415564717,-0.478844257313,-0.201985379882,0.004181695374,0.2166179951815,0.46797574760199995,0.790205704695
60,F05,1279,-0.007036747458952306,1.00036639190543,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
60,F06,1279,-0.017982799061767005,1.0002293929467068,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
60,F07,1278,-0.0406885758998435,0.9995630188750434,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
60,F08,1279,0.05551211884284597,0.9988485701101435,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
60,F09,1278,0.014084507042253521,1.0002922356363784,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
60,F10,1279,1.0515374098514467e-05,0.0003593091953885552,-0.00324516967,-0.00046865710929999997,-0.0001584889245,0.0,0.00016942183,0.0004890183098,0.002447925529
60,F11,1279,7.46793654652072e-06,0.000510096465411082,-0.003356025082,-0.0007684009143,-0.0002714155475,0.0,0.00028238989549999997,0.0008201458765999996,0.002521452166
60,F12,1279,8.744814803752938e-06,0.0007920134755354903,-0.004747433028,-0.0012637509944,-0.0004182807405,0.0,0.000432579116,0.0012438535792999997,0.004244063337
60,F13,1279,0.0001865932448639562,0.0004747735621654993,-0.002434156387,-0.0005215737469999999,-7.02709375e-05,0.000153355524,0.000436135589,0.0009631482603999998,0.003356025082
60,F14,1279,0.27555392564083575,0.2028814032803149,0.0,0.0274754554141,0.110454349792,0.230971128609,0.404715582731,0.6656830601093998,0.980295566503
60,F15,1279,0.4937870820818069,0.30232366621963297,0.0,0.0345090609793,0.2299621688465,0.484293193717,0.7653748636995,0.9619513363721,1.0
60,F16,1279,0.015173172322663799,0.021830113036382076,6.2845693e-05,0.0001178611905,0.00018889237,0.000308041247,0.030479406311,0.05833385287379999,0.116932468834
60,F17,1279,0.03445640807068413,0.0478239546694086,0.000157352833,0.00025946311440000003,0.0004133704955,0.000662315888,0.07314714554900001,0.12478144776069992,0.201742418203
60,F18,1279,0.05854568338834246,0.0791383207359863,0.000323958284,0.0004673449974,0.0006661794955,0.001051730264,0.12904460065349999,0.20510212159629998,0.297263250485
60,F19,1279,0.00023483470254104764,0.0002720721755431162,0.0,1.3869665000000001e-05,7.878392999999999e-05,0.000164649155,0.000295081782,0.000666084671299999,0.00324516967
60,F20,1279,0.00019122762538389365,0.00012695611342605163,3.666281e-06,6.308425e-05,0.0001146862015,0.000165072812,0.0002317866645,0.0004013718126999999,0.001465013828
60,F21,1279,0.0001824215548686474,0.00010178139258973983,2.9825348e-05,7.93123948e-05,0.000123082149,0.000161225037,0.0002139612225,0.0003428510913999997,0.001285952904
60,F22,1279,1.2531653692656826,0.8920204023885044,0.0,0.0945822531154,0.546998008484,1.101325690708,1.8041559726535001,3.0087037632892994,3.837699719878
60,F23,1279,0.3860713971561681,0.8688886925626086,0.0,0.0,0.049588454642,0.144556351567,0.3581749935805,1.5932821231851986,13.776186213858
60,F24,1279,0.6021550039093041,0.3096438861673766,0.0,0.0546875,0.34375,0.65625,0.875,1.0,1.0
60,F25,1279,0.007137107114933542,0.009685081080560489,0.00018,0.00018,0.00022,0.00027,0.017,0.02,0.135
60,F26,1279,0.9672580164448522,0.6273627307817461,0.157677651836,0.3023905613765,0.5108407496155,0.798034127052,1.3014753440545,2.0066748030766,7.256261779604
60,F27,1279,1.5440200942378695,1.1874307043173635,0.115271862044,0.4236709324277,0.783275702897,1.273681302706,1.96695611203,3.4570940479789996,18.390895854522
60,F28,1279,110.56997654417513,46.636807072773664,5.0,46.0,74.0,105.0,142.0,197.0,234.0
60,F29,1279,327.16810007818606,261.9323086563816,1.0,22.900000000000006,123.0,239.0,488.0,869.2999999999997,998.0
60,F30,1279,1.4237685691946833,0.5582763515849753,1.0,1.0,1.0,1.0,2.0,2.0,3.0
60,F31,1279,0.264263779127785,0.4487864915268422,0.0,0.0,0.0423850574715,0.113636363636,0.294117647059,1.0578947368434979,5.142857142856
60,F32,1279,250.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
60,F33,1279,2.269741985926505,6.495570840480865,0.0,0.0,0.0,0.0,2.0,11.0,75.0
60,F34,1279,0.2463898654703198,0.540626579171558,-1.0,-0.8000000000001987,0.0,0.0,1.0,1.0,1.0
60,F35,1279,0.854573885848319,0.3526678367879397,0.0,0.0,1.0,1.0,1.0,1.0,1.0
60,F36,1278,0.2104851330203443,0.9775793139027932,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
120,F01,1244,-0.06419856671899035,1.7986665907393922,-6.818352130612,-2.98010779805945,-1.23780037541525,-0.0578739090175,1.12639616454225,2.957507379913998,6.743174903091
120,F02,1244,-0.0924945532641929,2.620983004433751,-8.103764359504,-4.28080747988445,-1.9215637536115,-0.0333642373495,1.681302467304,4.357285500749047,7.572853879133
120,F03,1244,-0.02001815321049116,0.48519978034533695,-1.576512375744,-0.8259823716838499,-0.33826553002975,-0.016315060995,0.31072471208125,0.7870505629425496,1.291879832806
120,F04,1244,-0.010932417605332798,0.2970653404743422,-0.925311062153,-0.5092352819339,-0.213670836329,-0.006376411133,0.19721018087275,0.4722596827737498,0.821106571768
120,F05,1244,-0.006430868167202572,1.000381485180893,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
120,F06,1244,0.006430868167202572,1.000381485180893,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
120,F07,1243,-0.02333065164923572,1.0001301892315704,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
120,F08,1244,0.0707395498392283,0.9978959843120688,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
120,F09,1243,0.029766693483507644,0.999959190931042,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
120,F10,1244,-1.3924483392282952e-06,0.00026591894545521815,-0.001967907206,-0.0003574452915,-0.00011828376475,-6.971933e-06,0.0001087381015,0.000354283329,0.004135566556
120,F11,1244,-8.769339115755606e-07,0.000537005482979785,-0.003653275402,-0.0008444260263,-0.00027010819325,0.0,0.00026731171150000003,0.0007957382544999996,0.004923340975
120,F12,1244,-2.3451835266077173e-05,0.0007949744041849651,-0.004762255432,-0.00126010059075,-0.00047284267225,3.4910759999999997e-06,0.00042275292549999997,0.00120723554125,0.004676597392
120,F13,1244,0.00018579871434244374,0.0005038121908759805,-0.004923340975,-0.0005202823484499999,-9.54592415e-05,0.0001429076605,0.00043267577400000004,0.0010121393150499985,0.003653275402
120,F14,1244,0.2754973535542878,0.19926735809234639,0.0,0.02050187842885,0.11629676601149999,0.235102342917,0.39708847248625,0.6561503520329499,0.981566820277
120,F15,1244,0.4941915040253899,0.2988047818909053,0.0,0.04430804966205001,0.23328778786325,0.484225147821,0.7627680865095,0.95504775280875,1.0
120,F16,1244,0.015538813924623793,0.02253942654285232,3.5392658e-05,0.000120248025,0.00019107962125000002,0.000313241332,0.0312498088345,0.059677636306949985,0.114437292489
120,F17,1244,0.034988837225266085,0.04908894781056297,0.000160322459,0.000266029162,0.0004225121175,0.000670496126,0.07706977457575,0.12851147907004998,0.201742418203
120,F18,1244,0.05873460094446945,0.08068911322557368,0.000315168489,0.0004546553901,0.00066968641175,0.001032999652,0.13332316287575,0.20848247802564998,0.297263250485
120,F19,1244,0.00016548565426848874,0.0002081040424312046,0.0,7.9172537e-06,5.079338825e-05,0.000113912259,0.00022216788525,0.0004566688535999998,0.004135566556
120,F20,1244,0.00019808867632877816,0.0001458052889957683,2.0656345e-05,6.56997177e-05,0.00011721876975,0.0001661787325,0.0002346282285,0.00042168677604999976,0.001889139232
120,F21,1244,0.00018816523154180066,0.00010692050330505836,1.7719464e-05,8.151388605e-05,0.00012354974125,0.0001650169465,0.00022299516500000002,0.0003579719170499998,0.00128865875
120,F22,1244,0.8682625391444752,0.6848077209781092,0.0,0.05529110775230003,0.31587223682375,0.7401026557779999,1.2388640089995,2.224609982544148,3.754140616362
120,F23,1244,0.37668972642890436,0.833581731952439,0.0,0.0120461538949,0.051838384899249995,0.137492289659,0.35653789203775,1.5408735301983496,13.787576741646
120,F24,1244,0.6081315313504824,0.3164915725029696,0.0,0.0546875,0.3359375,0.6640625,0.890625,1.0,1.0
120,F25,1244,0.006897146302250804,0.008857444917475275,0.00018,0.00018,0.00022,0.00027,0.01725,0.02,0.039
120,F26,1244,0.9369416352166254,0.5801811103887524,0.139814562648,0.29202574728965,0.502591595742,0.7752042888015,1.28919534328575,1.9228261517337997,6.781067468723
120,F27,1244,1.4903527373935919,1.0248186925911231,0.124681325408,0.40876509660550003,0.78401177662425,1.2478762780325,1.9398841799320001,3.2295407363738984,10.233158587594
120,F28,1244,108.53215434083602,49.69438145030454,4.0,40.150000000000006,70.0,100.0,143.0,203.0,235.0
120,F29,1244,352.5088424437299,270.5712899230032,1.0,28.150000000000006,135.75,258.5,542.0,876.8499999999999,1000.0
120,F30,1244,1.3979099678456592,0.5381911286919678,1.0,1.0,1.0,1.0,2.0,2.0,3.0
120,F31,1244,0.2810635261082894,0.4765424747326847,0.0,0.01724137931,0.04166666666675,0.111111111112,0.294117647059,1.2611842105264488,5.142857142856
120,F32,1244,250.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
120,F33,1244,2.9863344051446945,8.977614409554196,0.0,0.0,0.0,0.0,2.0,13.849999999999909,114.0
120,F34,1244,0.21461883293557313,0.569956055511911,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0
120,F35,1244,0.882636655948553,0.32198218517361854,0.0,0.0,1.0,1.0,1.0,1.0,1.0
120,F36,1244,0.18006430868167203,0.9840504384279893,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
