decision_seconds,horizon_seconds,feature_set,model_family,omitted_server_day,episodes,mean,sign_positive
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-11,478,-0.009929199407673648,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-12,486,-0.004149682206098591,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-13,483,-0.004175456629738959,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-14,493,-0.01673841718012522,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-17,501,-0.004025440223880074,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-18,504,-0.005643515394960674,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-19,489,-0.00010628216775044094,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-20,492,-0.007776970247334418,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-21,505,-0.0018573419274712114,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-24,500,-0.004033491104327837,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-25,506,-0.00398566314656901,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-26,494,-0.004082480874825747,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-27,492,-0.00409907632553642,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-28,501,-0.004025440223880078,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-31,485,-0.004158238251884365,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-06,494,-0.08024995608920137,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-07,470,-0.00994316152951763,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-10,467,-0.09183333697335393,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-11,478,-0.01889540104578492,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-12,486,-0.08313848826477997,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,483,-0.0653555360705914,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,493,-0.0639402271864329,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,501,-0.06564105462384759,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,504,-0.06547513662531358,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,489,-0.06725187805019968,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,492,-0.06654302934337825,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,505,-0.06512112547831217,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,500,-0.06468142764218572,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,506,-0.06499242760187281,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,494,-0.06657119102540009,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,492,-0.0668418056230643,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,501,-0.06564105462384759,False
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,485,-0.06402646398600635,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,494,-0.014600582627425083,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,470,0.007153855706497433,True
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,467,-0.015444727661558869,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,478,-0.020799371511824434,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,486,-0.014840921436106975,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,483,-0.014933101072356087,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,493,-0.008131813619157881,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,501,-0.01439658247095408,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,504,-0.015952924652468756,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,489,-0.01940893619912257,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,492,-0.018337828511123186,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,505,-0.01214633651318225,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,500,-0.014425375635895986,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,506,-0.014254323750885362,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,494,-0.014600582627425085,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,492,-0.014659934589325189,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,501,-0.014396582470954078,False
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,485,-0.014871521274119573,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-06,480,-0.13669425033086843,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-07,448,-0.14465877420980258,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-10,474,-0.19552127927862795,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-11,467,-0.1662583743891794,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-12,464,-0.16537091924617642,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-13,466,-0.14154452424075586,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-14,481,-0.1791157615844248,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-17,486,-0.18186143836254115,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-18,496,-0.1819582822374806,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-19,476,-0.12073114329233811,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-20,490,-0.18437609453306053,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-21,487,-0.17901833675433362,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-24,478,-0.21243775194120995,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-25,497,-0.17541635814760664,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-26,481,-0.18125141372008421,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-27,484,-0.18012795454413327,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-28,486,-0.17938668724148252,False
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-31,478,-0.1853618883492434,False
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-06,480,0.035670148676839736,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-07,448,-0.013344483560540113,False
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-10,474,0.016923357309887997,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-11,467,0.013189726765244303,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-12,464,0.05067855334655004,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-13,466,0.017213887049113544,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-14,481,0.016677071444671333,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-17,486,0.016505496635569775,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-18,496,0.016172724525981678,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-19,476,0.01637478705381136,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-20,490,0.006940778999417692,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-21,487,0.016471604445353002,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-24,478,-0.008123736485223469,False
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-25,497,0.016140183832770445,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-26,481,0.016677071444671333,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-27,484,0.01657370116712172,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-28,486,0.016505496635569775,True
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-31,478,0.01678173925708559,True
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-06,480,-0.09254428271124099,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-07,448,-0.07118173209513613,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-10,474,-0.11603520878728225,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-11,467,-0.04960369501574685,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-12,464,-0.11063780549611774,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,466,-0.07326079570141122,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,481,-0.13128083717181288,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,486,-0.11291024053507881,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,496,-0.1266389483767082,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,476,-0.0594291050706438,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,490,-0.1148196196013529,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,487,-0.10656931680251051,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,478,-0.14113508935431301,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,497,-0.10683955187690893,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,481,-0.11256696845795966,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,484,-0.1115297028180607,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,486,-0.12089467662217118,False
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,478,-0.12136272247484353,False
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,480,0.07916433196268687,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,448,0.03325642710286752,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,474,0.060968099877834456,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,467,0.05827260407509616,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,464,0.05141168037277817,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,466,0.060906035784183445,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,481,0.06008083023304269,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,486,0.0594627146956657,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,496,0.058263869641317606,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,476,0.06023446767819502,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,490,0.049547325891676104,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,487,0.0593406146654898,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,478,0.03555243083110837,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,497,0.05814663851527874,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,481,0.06008083023304269,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,484,0.05970842839275523,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,486,0.059462714695665705,True
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,478,0.06045790657341743,True
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-06,486,-0.3174769735991627,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-07,460,-0.4620098915252474,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-10,470,-0.39466711737814253,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-11,464,-0.4716475660931858,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-12,473,-0.43523782996620886,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-13,470,-0.4348548997263491,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-14,480,-0.42057716401974166,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-17,499,-0.4389574118096405,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-18,500,-0.4306509255574447,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-19,484,-0.3752415484008653,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-20,489,-0.45765185093473615,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-21,491,-0.4492632043615,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-24,494,-0.4111552971593798,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-25,500,-0.4479531742347067,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-26,486,-0.45137248670752017,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-27,491,-0.40811651171008306,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-28,491,-0.4481246046031723,False
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-31,493,-0.4323776559643946,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-06,486,-0.161014088738826,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-07,460,-0.15531380345675722,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-10,470,-0.1103228035519533,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-11,464,-0.14927369938934404,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-12,473,-0.14765564619247226,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-13,470,-0.18775484659916242,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-14,480,-0.18625758495387634,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-17,499,-0.17916561278128385,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-18,500,-0.1788072815557213,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-19,484,-0.18127473989916282,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-20,489,-0.19411223345024725,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-21,491,-0.17611060579333154,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-24,494,-0.19976860740874247,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-25,500,-0.1788072815557213,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-26,486,-0.1839581085964211,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-27,491,-0.18208480810154917,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-28,491,-0.19509680176526883,False
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-31,493,-0.18445406422517768,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-06,486,-0.42900302286892616,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-07,460,-0.5665625396512773,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-10,470,-0.47990536020634306,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-11,464,-0.5400060139407192,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-12,473,-0.5544270242945496,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,470,-0.5179524369666543,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,480,-0.5215658694476472,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,499,-0.5443610125856173,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,500,-0.5353057074359628,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,484,-0.48953897687559816,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,489,-0.5479154101317593,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,491,-0.550319454889879,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,494,-0.5033687895915931,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,500,-0.5390904122535758,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,486,-0.5750519775223425,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,491,-0.5171404225482831,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,491,-0.5501567546563163,False
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,493,-0.49608290786069903,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,486,-0.15509171602254337,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,460,-0.16458392692596907,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,470,-0.16994936472670158,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,464,-0.1593844775043221,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,473,-0.15757404163718647,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,470,-0.17362307577364722,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,480,-0.19603133713168844,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,499,-0.1885672180825861,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,500,-0.18819008364642092,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,484,-0.19096771726558806,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,489,-0.2037061006186518,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,491,-0.17473174630803537,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,494,-0.20700750706454354,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,500,-0.175347978383249,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,486,-0.19361119716709968,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,491,-0.19163959638128406,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,491,-0.21837224606386138,False
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,493,-0.1888457178882137,False
