trial_id,feature_spec_hash,model_family_hash,seed,period,status
TS15F-CONTEXT-V1,074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597,29A00C165566C46E7102D6B4C6AC14482DCA88E8F4ABAAB8B5DE2E388A60C338,20260831,2025-03-01_TO_2025-04-01,PREREGISTERED_DEVELOPMENT_ONLY
