decision_seconds,horizon_seconds,fold,feature_set,action,model_family,inner_score,parameters,train_rows,test_rows
60,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,34.19373859414814,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",389,103
60,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6773099781657423,"{""C"": 0.1, ""l1_ratio"": 0.9}",389,103
60,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,24.76371421038501,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",389,103
60,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,34.107202103103425,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",389,103
60,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.7082297439060705,"{""C"": 0.1, ""l1_ratio"": 0.9}",389,103
60,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,24.72832624657961,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",389,103
60,900,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,25.41568726549387,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6759938512086427,"{""C"": 0.1, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,24.970308333507724,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",492,93
60,900,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,25.23892035937044,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6292533966080888,"{""C"": 1.0, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,24.93664327540068,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,25.409726673602545,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6798406828745299,"{""C"": 0.1, ""l1_ratio"": 0.1}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,24.920773480339662,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,25.239770064830527,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6314350217328142,"{""C"": 1.0, ""l1_ratio"": 0.9}",492,93
60,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,24.796095681823555,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",492,93
60,900,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,16.229263880127686,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.7166078299145524,"{""C"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.26488279937741,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,73
60,900,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,16.07200902122718,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5831543312923348,"{""C"": 10.0, ""l1_ratio"": 0.1}",585,73
60,900,4,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.1186338902419,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,16.112547824200945,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.717824579804024,"{""C"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.081214924733793,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,15.935870198752989,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.580796441228033,"{""C"": 10.0, ""l1_ratio"": 0.9}",585,73
60,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.086830100887816,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,73
120,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,7.235512906059853,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5303752117655092,"{""C"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,5.0122399502446076,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",161,132
120,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,7.346603355367097,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5617277919597459,"{""C"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,5.116608108236445,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,7.273416353824233,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5303756281245744,"{""C"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,5.0122399502446076,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,7.399085074112641,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5617469745217076,"{""C"": 0.1, ""l1_ratio"": 0.9}",161,132
120,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,5.116608108236445,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",161,132
120,300,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,5.865791203989004,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.42291447254556336,"{""C"": 1.0, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,5.909550555347383,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",294,109
120,300,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,5.82894705185082,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5425133284055431,"{""C"": 0.1, ""l1_ratio"": 0.1}",294,109
120,300,1,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,5.859792474513588,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,5.983726617978377,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.42366437377890176,"{""C"": 1.0, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,5.909550555347383,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,5.96095360027548,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5459496642517373,"{""C"": 0.1, ""l1_ratio"": 0.5}",294,109
120,300,1,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,5.859792474513588,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",294,109
120,300,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,6.903488294033079,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",403,101
120,300,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6486746962882127,"{""C"": 0.1, ""l1_ratio"": 0.1}",403,101
120,300,2,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,6.526932659692391,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100}",403,101
120,300,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,6.778799988752304,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",403,101
120,300,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5961276702650593,"{""C"": 0.1, ""l1_ratio"": 0.5}",403,101
120,300,2,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,6.52326669682127,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,7.170511358591872,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6517430204595525,"{""C"": 0.1, ""l1_ratio"": 0.1}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,6.497836239150917,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,7.051226314575045,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5967620496881509,"{""C"": 0.1, ""l1_ratio"": 0.5}",403,101
120,300,2,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,6.451104977178827,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100}",403,101
120,300,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,4.541579771906107,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5160240897701532,"{""C"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,3.859002409965449,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100}",504,81
120,300,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,4.472449541452868,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5669289897174752,"{""C"": 1.0, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,3.8105727788544472,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,4.46030581261057,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5148023652354032,"{""C"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,3.7410915125453976,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,4.390387706575426,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5712512451230958,"{""C"": 1.0, ""l1_ratio"": 0.9}",504,81
120,300,3,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,3.8524022241524256,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",504,81
120,300,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,3.228874363130278,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5098491605652172,"{""C"": 0.1, ""l1_ratio"": 0.5}",585,97
120,300,4,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,3.0900099395139766,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,97
120,300,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,3.1760223319099796,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5167930223001788,"{""C"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,3.0697901092859015,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,3.456212799152099,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5091641010411653,"{""C"": 0.1, ""l1_ratio"": 0.5}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,3.08718787205094,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,3.421233077666338,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.516911379662461,"{""C"": 0.1, ""l1_ratio"": 0.9}",585,97
120,300,4,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,3.066991885530246,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",585,97
120,600,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,15.998613954763035,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6913883594743062,"{""C"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.395949971610193,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",155,122
120,600,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,15.968131122484314,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6383315154704907,"{""C"": 0.1, ""l1_ratio"": 0.1}",155,122
120,600,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.40058463698828,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,16.607309115949686,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6914322625653995,"{""C"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.395949971610193,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,16.545548185016298,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.641187225670891,"{""C"": 0.1, ""l1_ratio"": 0.5}",155,122
120,600,0,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.40058463698828,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",155,122
120,600,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,21.0911324053559,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",277,118
120,600,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6584141455246444,"{""C"": 0.1, ""l1_ratio"": 0.9}",277,118
120,600,1,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,20.0727174633294,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",277,118
120,600,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,21.010778947247477,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",277,118
120,600,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6122568197745525,"{""C"": 0.1, ""l1_ratio"": 0.5}",277,118
120,600,1,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,19.980405478933612,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,21.665540038094488,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6584030480379222,"{""C"": 0.1, ""l1_ratio"": 0.9}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,19.64198465983569,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,21.567673129439218,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6122533411245878,"{""C"": 0.1, ""l1_ratio"": 0.5}",277,118
120,600,1,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,20.014586942761127,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",277,118
120,600,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,18.689262860336264,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6868449337349015,"{""C"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,17.550289604168643,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",395,93
120,600,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,18.517906057624252,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6775711138310206,"{""C"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,17.42328161350496,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,17.948042596830117,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6854582974872943,"{""C"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,17.48177891475971,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,17.79455783745797,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6776106389538203,"{""C"": 0.1, ""l1_ratio"": 0.9}",395,93
120,600,2,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,17.433721866593782,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",395,93
120,600,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,17.16060855519736,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",488,90
120,600,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6702659458995883,"{""C"": 0.1, ""l1_ratio"": 0.5}",488,90
120,600,3,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.45903363871802,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",488,90
120,600,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,17.35363582028239,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",488,90
120,600,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5784374220371209,"{""C"": 0.1, ""l1_ratio"": 0.9}",488,90
120,600,3,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.663155027959643,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,16.97048090956083,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6658716605716868,"{""C"": 0.1, ""l1_ratio"": 0.5}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.477876899920147,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,17.147358821131963,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5775552958910918,"{""C"": 0.1, ""l1_ratio"": 0.5}",488,90
120,600,3,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.6768725545888,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",488,90
120,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,12.338672441030752,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.674444807137891,"{""C"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,11.481266286235707,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",577,84
120,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,12.569697304441926,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5599031037298566,"{""C"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,11.679174802820564,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,12.444535298061302,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6767971732806096,"{""C"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,11.428404301817116,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,12.6812991192441,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.5594769020233477,"{""C"": 0.1, ""l1_ratio"": 0.9}",577,84
120,600,4,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,11.650453219240951,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",577,84
120,900,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,18.811832974431862,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",145,127
120,900,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.5794500016079402,"{""C"": 0.1, ""l1_ratio"": 0.1}",145,127
