decision_seconds,horizon_seconds,fold,feature_set,action,model_family,feature_id,importance_mean,importance_std
60,300,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F28,-0.027529440368256886,0.010711514278007516
60,300,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F29,0.0,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F36,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F01,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F02,0.0035857781072478425,0.017734783818205473
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F03,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F05,0.09075521890693967,0.12814747940944465
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.2126979172456013,0.058558415324254355
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F07,-0.027882763538417638,0.013089354405500377
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F08,-0.027646859706311016,0.14370836923451993
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F09,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F10,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F11,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F12,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F13,0.02333204246912383,0.30549239480355544
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F14,-0.3517617492652292,0.045152003229993555
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F15,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F16,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F17,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F18,-0.0007264261654237695,0.05964380277844252
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F19,0.012956787170382475,0.003163086126312528
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F20,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F21,0.2621808571939024,0.06496951459836713
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F22,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F23,0.03426322648121113,0.07810548326313697
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F24,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F25,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F26,0.37749265566501694,0.12793313806738096
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F27,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F28,-0.15944160134130017,0.13751703955060982
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F29,0.29276203347946134,0.13091490802149405
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F36,0.07325253458923875,0.08389607112936576
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F01,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F02,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F03,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F04,-0.004102626291914528,0.008021687621424481
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F05,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F06,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F07,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F08,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F09,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F10,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F11,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F12,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F13,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F14,-0.06584465572994287,0.021821827908527557
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F15,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F16,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F17,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F18,-0.17913839901181325,0.05970819293202108
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F19,0.020523760185612378,0.052626469633935004
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F20,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F21,-0.00951085456220054,0.0019898884452602674
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F22,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F23,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F24,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F25,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F26,0.37735151063267064,0.11469192740945788
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F27,0.03177778728889239,0.01581733921266565
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F28,-0.034185305808019706,0.012484192759777484
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F29,0.0,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,F36,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F01,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F02,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F03,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F04,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F05,0.07366826853277253,0.1396941210543941
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F06,-0.20131296681347224,0.06047711485081974
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F07,-0.0008860371518372526,0.000391732977938462
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F08,-0.043669420555542494,0.1033757657732849
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F09,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F10,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F11,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F12,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F13,-0.025396522933051575,0.3184893730567355
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F14,-0.407298293781898,0.058899479918826235
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F15,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F16,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F17,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F18,0.04616908552600485,0.11022616521489631
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F19,0.007711960349842191,0.008959625772106482
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F20,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F21,0.2311860164882494,0.03961657375403922
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F22,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F23,-0.001010315479038108,0.05491842453467345
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F24,3.9299590239849636e-05,0.0065544108610466525
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F25,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F26,0.3052672572609219,0.09714429198523333
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F27,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F28,-0.20626646637021886,0.1310350752042424
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F29,0.23531194824849186,0.10389024512223648
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F30,-0.45890923175086645,0.2323695373306802
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F31,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F32,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F33,0.09162901836701387,0.04209365285837372
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F34,-0.09407050085706636,0.015808018374485623
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F35,0.004103467327390457,0.004727090100783876
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F36,0.06535234198539186,0.07232405260020246
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F01,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F02,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F03,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F04,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F05,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F06,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F07,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F08,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F09,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F10,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F11,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F12,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F13,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F14,-0.043826760641644334,0.015208134409697545
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F15,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F16,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F17,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F18,-0.1962513467122733,0.059802916111469706
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F19,0.011589995910430417,0.05498396806505661
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F20,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F21,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F22,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F23,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F24,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F25,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F26,0.4064314008382741,0.11656576385025448
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F27,0.032860837118289986,0.01376414173721338
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F28,-0.0270344426457149,0.010689567429675133
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F29,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F30,-0.0611469012186987,0.056263699469435255
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F31,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F32,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F33,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F34,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F35,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,F36,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F01,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F02,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F03,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F05,0.07999601282091955,0.14441953575483996
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.20757531775347537,0.05948896267214037
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F07,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F08,-0.04132637837475173,0.1048128156543973
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F09,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F10,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F11,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F12,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F13,-0.0041000013533848785,0.3122890228258458
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F14,-0.3659603976546914,0.056345865300551266
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F15,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F16,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F17,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F18,0.02544363008246601,0.0936683607791944
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F19,0.0027673447256990613,0.004650909969774919
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F20,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F21,0.17208936210052883,0.041806868578851304
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F22,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F23,-0.0013484168998812625,0.05081151025102638
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F24,-8.812680159901258e-05,0.013398084627195779
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F25,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F26,0.18917326516371347,0.0712051833636994
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F27,0.0,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F28,-0.20543246298721898,0.12643659793774112
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F29,0.23818351961324602,0.10520262276291475
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F30,-0.45624401009171694,0.23894019581907472
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F31,0.0,0.0
