decision_seconds,feature_a,feature_b,correlation,absolute_correlation
60,F04,F25,-0.020415448491429754,0.020415448491429754
60,F04,F26,0.007439454833109148,0.007439454833109148
60,F04,F27,0.0039455829580104206,0.0039455829580104206
60,F04,F28,-0.008890691357240152,0.008890691357240152
60,F04,F29,0.028527313060207133,0.028527313060207133
60,F04,F30,0.010104297734424754,0.010104297734424754
60,F04,F31,-0.0060230619975589995,0.0060230619975589995
60,F04,F32,,
60,F04,F33,0.01594345822536736,0.01594345822536736
60,F04,F34,-0.012526170625229949,0.012526170625229949
60,F04,F35,-0.03564420479190054,0.03564420479190054
60,F04,F36,0.011167426089870805,0.011167426089870805
60,F05,F06,0.3322262579950074,0.3322262579950074
60,F05,F07,0.08589009489121321,0.08589009489121321
60,F05,F08,0.03093165791493404,0.03093165791493404
60,F05,F09,-0.009302610418368834,0.009302610418368834
60,F05,F10,0.10591157603324759,0.10591157603324759
60,F05,F11,0.20174660928152705,0.20174660928152705
60,F05,F12,0.4106823318066652,0.4106823318066652
60,F05,F13,0.03415706612109976,0.03415706612109976
60,F05,F14,-0.01923701627642769,0.01923701627642769
60,F05,F15,0.5328713937496303,0.5328713937496303
60,F05,F16,-0.03645932777854515,0.03645932777854515
60,F05,F17,-0.031741795489194945,0.031741795489194945
60,F05,F18,-0.018526441635771895,0.018526441635771895
60,F05,F19,0.02352644744497633,0.02352644744497633
60,F05,F20,0.014633097624567238,0.014633097624567238
60,F05,F21,0.001857514132944803,0.001857514132944803
60,F05,F22,0.06049013803102903,0.06049013803102903
60,F05,F23,0.04157116543147043,0.04157116543147043
60,F05,F24,0.014834470561177412,0.014834470561177412
60,F05,F25,-0.0272285710506486,0.0272285710506486
60,F05,F26,0.023140724150431776,0.023140724150431776
60,F05,F27,0.024241295829446063,0.024241295829446063
60,F05,F28,-0.020627211730798036,0.020627211730798036
60,F05,F29,0.011301366847305302,0.011301366847305302
60,F05,F30,0.016552162507523067,0.016552162507523067
60,F05,F31,0.017388293621510818,0.017388293621510818
60,F05,F32,,
60,F05,F33,0.005470326740554533,0.005470326740554533
60,F05,F34,0.004003042583386493,0.004003042583386493
60,F05,F35,0.010404588421128404,0.010404588421128404
60,F05,F36,-0.00712284720131416,0.00712284720131416
60,F06,F07,0.44104466321292773,0.44104466321292773
60,F06,F08,0.014314280897747212,0.014314280897747212
60,F06,F09,-0.0013228161301457233,0.0013228161301457233
60,F06,F10,0.04302105080607298,0.04302105080607298
60,F06,F11,0.024582799775818148,0.024582799775818148
60,F06,F12,0.09711328396176772,0.09711328396176772
60,F06,F13,0.012531601890042881,0.012531601890042881
60,F06,F14,-0.03171802728958587,0.03171802728958587
60,F06,F15,0.7298141685025183,0.7298141685025183
60,F06,F16,-0.05524711187128076,0.05524711187128076
60,F06,F17,-0.055873841612252326,0.055873841612252326
60,F06,F18,-0.03580489229292627,0.03580489229292627
60,F06,F19,0.018396581425096908,0.018396581425096908
60,F06,F20,-0.00845941962079329,0.00845941962079329
60,F06,F21,-0.04467411502088916,0.04467411502088916
60,F06,F22,0.052510036493309736,0.052510036493309736
60,F06,F23,-0.03240790091408109,0.03240790091408109
60,F06,F24,-0.004959214840339047,0.004959214840339047
60,F06,F25,0.01802800810020479,0.01802800810020479
60,F06,F26,0.00023907392781372672,0.00023907392781372672
60,F06,F27,0.009834818395852452,0.009834818395852452
60,F06,F28,-0.03552583010327123,0.03552583010327123
60,F06,F29,0.026607428519389686,0.026607428519389686
60,F06,F30,0.00525008780425097,0.00525008780425097
60,F06,F31,-0.003039051730509539,0.003039051730509539
60,F06,F32,,
60,F06,F33,0.018932849547539033,0.018932849547539033
60,F06,F34,0.006051239457786436,0.006051239457786436
60,F06,F35,-0.002983057206774022,0.002983057206774022
60,F06,F36,-0.0015603865856055833,0.0015603865856055833
60,F07,F08,0.0007291297973646553,0.0007291297973646553
60,F07,F09,0.013104791537024539,0.013104791537024539
60,F07,F10,-0.023194081236090763,0.023194081236090763
60,F07,F11,-0.0164777564285213,0.0164777564285213
60,F07,F12,0.008906365994180172,0.008906365994180172
60,F07,F13,0.04255287695353353,0.04255287695353353
60,F07,F14,-0.017146481295245763,0.017146481295245763
60,F07,F15,0.5640984360065443,0.5640984360065443
60,F07,F16,-0.07025002458034255,0.07025002458034255
60,F07,F17,-0.07801531568985241,0.07801531568985241
60,F07,F18,-0.07818384157798897,0.07818384157798897
60,F07,F19,0.051047778250644306,0.051047778250644306
60,F07,F20,0.025977589528728286,0.025977589528728286
60,F07,F21,-0.0182495823889983,0.0182495823889983
60,F07,F22,0.06477081142025122,0.06477081142025122
60,F07,F23,-0.03369631115527259,0.03369631115527259
60,F07,F24,-0.009511352973026483,0.009511352973026483
60,F07,F25,-0.006765084390701368,0.006765084390701368
60,F07,F26,-0.0012085884332643515,0.0012085884332643515
60,F07,F27,0.005108885564948945,0.005108885564948945
60,F07,F28,-0.05453191581768141,0.05453191581768141
60,F07,F29,0.010033113839162285,0.010033113839162285
60,F07,F30,0.03094207879837598,0.03094207879837598
60,F07,F31,-0.021408632041086513,0.021408632041086513
60,F07,F32,,
60,F07,F33,-0.012529235767397144,0.012529235767397144
60,F07,F34,-0.0019451892611976912,0.0019451892611976912
60,F07,F35,0.00984202350318561,0.00984202350318561
60,F07,F36,0.04589165966235096,0.04589165966235096
60,F08,F09,0.4412656001505115,0.4412656001505115
60,F08,F10,0.01860117650813025,0.01860117650813025
60,F08,F11,0.004274817113089906,0.004274817113089906
60,F08,F12,-0.02168835458497911,0.02168835458497911
60,F08,F13,0.0043055021403936656,0.0043055021403936656
60,F08,F14,0.039858817268352546,0.039858817268352546
60,F08,F15,0.021150279441135976,0.021150279441135976
60,F08,F16,-0.03858173092809245,0.03858173092809245
60,F08,F17,-0.043788153143373275,0.043788153143373275
60,F08,F18,-0.04764500153820585,0.04764500153820585
60,F08,F19,-0.005091079865847598,0.005091079865847598
60,F08,F20,0.005099728973408902,0.005099728973408902
60,F08,F21,-0.011183982784467843,0.011183982784467843
60,F08,F22,-0.0027929876749404185,0.0027929876749404185
60,F08,F23,0.034929726018040924,0.034929726018040924
60,F08,F24,0.00908430099228733,0.00908430099228733
60,F08,F25,-0.029467467640740715,0.029467467640740715
60,F08,F26,-0.003822538594130324,0.003822538594130324
60,F08,F27,-0.0037010480222735022,0.0037010480222735022
60,F08,F28,-0.02401127512228459,0.02401127512228459
60,F08,F29,0.021548563300195087,0.021548563300195087
60,F08,F30,0.025134763720179594,0.025134763720179594
60,F08,F31,0.055693682200483,0.055693682200483
60,F08,F32,,
60,F08,F33,-0.00846038745529983,0.00846038745529983
60,F08,F34,0.02558368007244972,0.02558368007244972
60,F08,F35,0.00072248099295872,0.00072248099295872
60,F08,F36,0.017855933518928183,0.017855933518928183
60,F09,F10,0.023462807377864874,0.023462807377864874
60,F09,F11,0.024487189923915704,0.024487189923915704
60,F09,F12,-0.0020943668307307553,0.0020943668307307553
60,F09,F13,-0.02385765095944305,0.02385765095944305
60,F09,F14,0.013406252490188416,0.013406252490188416
60,F09,F15,0.006118746463712859,0.006118746463712859
60,F09,F16,-0.04881467480513189,0.04881467480513189
60,F09,F17,-0.05013587071101136,0.05013587071101136
60,F09,F18,-0.05018275085564742,0.05018275085564742
60,F09,F19,-0.021944855107840076,0.021944855107840076
60,F09,F20,-0.03668109771590653,0.03668109771590653
60,F09,F21,-0.054267192831344783,0.054267192831344783
60,F09,F22,0.02306115682549365,0.02306115682549365
60,F09,F23,0.016487081218354627,0.016487081218354627
60,F09,F24,0.005313419928702578,0.005313419928702578
60,F09,F25,-0.03711734234186215,0.03711734234186215
60,F09,F26,0.040124498562761575,0.040124498562761575
60,F09,F27,0.025387562779038465,0.025387562779038465
60,F09,F28,-0.057569996996254806,0.057569996996254806
60,F09,F29,0.022556092107282898,0.022556092107282898
60,F09,F30,-0.0022906600107691116,0.0022906600107691116
60,F09,F31,0.015336955912234834,0.015336955912234834
60,F09,F32,,
60,F09,F33,-0.035284266356313654,0.035284266356313654
60,F09,F34,0.0363882017981832,0.0363882017981832
60,F09,F35,-0.02081570716695661,0.02081570716695661
60,F09,F36,0.017960316629264443,0.017960316629264443
60,F10,F11,0.7057281054838912,0.7057281054838912
60,F10,F12,0.47956405193658286,0.47956405193658286
60,F10,F13,-0.061901855009637415,0.061901855009637415
60,F10,F14,0.04077091791984908,0.04077091791984908
60,F10,F15,0.19320594721202058,0.19320594721202058
60,F10,F16,0.020004999498956424,0.020004999498956424
60,F10,F17,0.010797893470672658,0.010797893470672658
60,F10,F18,0.00933809783041989,0.00933809783041989
60,F10,F19,0.044365437056218586,0.044365437056218586
60,F10,F20,0.030642724276722846,0.030642724276722846
60,F10,F21,0.021562491384688923,0.021562491384688923
60,F10,F22,0.03533559699960673,0.03533559699960673
60,F10,F23,0.034537406437438016,0.034537406437438016
60,F10,F24,0.0029295259417053115,0.0029295259417053115
60,F10,F25,-0.008707145421227223,0.008707145421227223
60,F10,F26,-0.03748696314841348,0.03748696314841348
60,F10,F27,-0.039925547997847165,0.039925547997847165
60,F10,F28,0.049716351378717195,0.049716351378717195
60,F10,F29,-0.0101263605763632,0.0101263605763632
60,F10,F30,0.0021165383310432187,0.0021165383310432187
60,F10,F31,0.002868883512609192,0.002868883512609192
60,F10,F32,,
60,F10,F33,0.04738755549112613,0.04738755549112613
60,F10,F34,0.012372748221323157,0.012372748221323157
60,F10,F35,-0.04858385174368716,0.04858385174368716
60,F10,F36,-0.032063409279437606,0.032063409279437606
60,F11,F12,0.649785147788727,0.649785147788727
60,F11,F13,0.008007819075780812,0.008007819075780812
60,F11,F14,0.026495577571147965,0.026495577571147965
60,F11,F15,0.2712709380183051,0.2712709380183051
60,F11,F16,0.021464581031591653,0.021464581031591653
60,F11,F17,0.013132436759413765,0.013132436759413765
60,F11,F18,0.00830405287654111,0.00830405287654111
60,F11,F19,0.055941240473155365,0.055941240473155365
60,F11,F20,0.023380044285808373,0.023380044285808373
60,F11,F21,-0.000792046678693367,0.000792046678693367
60,F11,F22,0.059798596716855536,0.059798596716855536
60,F11,F23,0.049769455788092,0.049769455788092
60,F11,F24,-0.003008200453142371,0.003008200453142371
60,F11,F25,-0.02006393620924581,0.02006393620924581
60,F11,F26,-0.02095517292127333,0.02095517292127333
60,F11,F27,-0.024628891135553128,0.024628891135553128
60,F11,F28,0.0519491837931681,0.0519491837931681
60,F11,F29,0.0027285736203535586,0.0027285736203535586
60,F11,F30,0.0006253711148365067,0.0006253711148365067
60,F11,F31,0.031575678904145456,0.031575678904145456
60,F11,F32,,
60,F11,F33,0.015454229697646834,0.015454229697646834
60,F11,F34,0.017541029552851924,0.017541029552851924
60,F11,F35,-0.04653551389890645,0.04653551389890645
60,F11,F36,-0.00038832488556170107,0.00038832488556170107
60,F12,F13,-0.003943803156583742,0.003943803156583742
60,F12,F14,-0.005028304231222198,0.005028304231222198
60,F12,F15,0.3711566519941639,0.3711566519941639
60,F12,F16,0.01723082716601586,0.01723082716601586
60,F12,F17,0.011696500246555915,0.011696500246555915
60,F12,F18,0.014068430278531427,0.014068430278531427
60,F12,F19,0.04827353567864427,0.04827353567864427
60,F12,F20,0.049456852576926114,0.049456852576926114
60,F12,F21,0.04208265953232832,0.04208265953232832
60,F12,F22,0.06206980761552745,0.06206980761552745
60,F12,F23,0.03345277263384721,0.03345277263384721
60,F12,F24,-0.0026265429784641976,0.0026265429784641976
60,F12,F25,-0.015267760289171595,0.015267760289171595
60,F12,F26,-0.007745008112024929,0.007745008112024929
60,F12,F27,-0.01616540321699023,0.01616540321699023
60,F12,F28,0.019155192519217042,0.019155192519217042
60,F12,F29,0.014732903137649526,0.014732903137649526
60,F12,F30,0.0019300853753999555,0.0019300853753999555
60,F12,F31,0.004588502482146048,0.004588502482146048
60,F12,F32,,
60,F12,F33,0.03842179681093677,0.03842179681093677
60,F12,F34,0.0010484093806830083,0.0010484093806830083
60,F12,F35,-0.04318023302373719,0.04318023302373719
60,F12,F36,0.021808884256024386,0.021808884256024386
60,F13,F14,0.21341419856616353,0.21341419856616353
60,F13,F15,0.02129693295112097,0.02129693295112097
60,F13,F16,0.018502866764881772,0.018502866764881772
60,F13,F17,-0.002656658057090185,0.002656658057090185
60,F13,F18,-0.002228943021343795,0.002228943021343795
60,F13,F19,0.4328153861115373,0.4328153861115373
60,F13,F20,0.3355722342669081,0.3355722342669081
60,F13,F21,0.19419143568069164,0.19419143568069164
60,F13,F22,0.3715367342394736,0.3715367342394736
60,F13,F23,0.15110357101804042,0.15110357101804042
60,F13,F24,0.14054428893845372,0.14054428893845372
60,F13,F25,-0.008254649693839437,0.008254649693839437
60,F13,F26,-0.07852298585014765,0.07852298585014765
60,F13,F27,-0.015760907949398627,0.015760907949398627
60,F13,F28,0.14956753807794032,0.14956753807794032
60,F13,F29,0.03622850261537909,0.03622850261537909
60,F13,F30,0.08993293208144998,0.08993293208144998
60,F13,F31,0.15825750645858777,0.15825750645858777
60,F13,F32,,
60,F13,F33,0.15239230966038936,0.15239230966038936
60,F13,F34,0.16709011775228821,0.16709011775228821
60,F13,F35,0.06267244521748533,0.06267244521748533
60,F13,F36,0.3918006881484748,0.3918006881484748
60,F14,F15,-0.01377865329863762,0.01377865329863762
60,F14,F16,-0.03699759322061335,0.03699759322061335
60,F14,F17,-0.03718055298096458,0.03718055298096458
60,F14,F18,-0.030662280051154286,0.030662280051154286
60,F14,F19,0.15085417829893782,0.15085417829893782
60,F14,F20,0.11140420068347634,0.11140420068347634
60,F14,F21,0.04562501131693601,0.04562501131693601
60,F14,F22,0.1185704683202297,0.1185704683202297
60,F14,F23,0.09208141812038109,0.09208141812038109
60,F14,F24,0.07885644794662117,0.07885644794662117
60,F14,F25,0.005361624472808318,0.005361624472808318
60,F14,F26,0.06450619407250127,0.06450619407250127
60,F14,F27,0.08861519525370817,0.08861519525370817
60,F14,F28,0.01890863782677564,0.01890863782677564
60,F14,F29,-0.016692844646757913,0.016692844646757913
60,F14,F30,0.0394997652136857,0.0394997652136857
60,F14,F31,0.05236983969326132,0.05236983969326132
60,F14,F32,,
60,F14,F33,0.05273893281518484,0.05273893281518484
60,F14,F34,0.027487220432400244,0.027487220432400244
60,F14,F35,0.03726797394877814,0.03726797394877814
60,F14,F36,0.07776117886975013,0.07776117886975013
60,F15,F16,-0.0931253469536801,0.0931253469536801
60,F15,F17,-0.09535139795634115,0.09535139795634115
60,F15,F18,-0.08071969075253417,0.08071969075253417
60,F15,F19,0.036352871785659206,0.036352871785659206
60,F15,F20,0.010237964484256833,0.010237964484256833
60,F15,F21,-0.049273198588391895,0.049273198588391895
60,F15,F22,0.08297620320810037,0.08297620320810037
60,F15,F23,-0.015335767083179087,0.015335767083179087
60,F15,F24,0.01955957046506815,0.01955957046506815
60,F15,F25,-0.041414563066693,0.041414563066693
60,F15,F26,0.0011943550106007805,0.0011943550106007805
60,F15,F27,0.002250912273297212,0.002250912273297212
60,F15,F28,-0.04024310187223665,0.04024310187223665
60,F15,F29,0.03203002508370469,0.03203002508370469
60,F15,F30,0.04406623507294581,0.04406623507294581
60,F15,F31,-0.0032128752875759297,0.0032128752875759297
60,F15,F32,,
60,F15,F33,0.02760750427644987,0.02760750427644987
60,F15,F34,-0.01032468868179156,0.01032468868179156
60,F15,F35,-0.018611272216890656,0.018611272216890656
60,F15,F36,0.026475309046108952,0.026475309046108952
60,F16,F17,0.9726630297877736,0.9726630297877736
60,F16,F18,0.9370532831921784,0.9370532831921784
60,F16,F19,0.001330997648983136,0.001330997648983136
60,F16,F20,0.135730035761899,0.135730035761899
60,F16,F21,0.298386041363012,0.298386041363012
60,F16,F22,-0.13488099135971895,0.13488099135971895
60,F16,F23,-0.11121675781755216,0.11121675781755216
60,F16,F24,-0.06050380471307513,0.06050380471307513
60,F16,F25,0.8001246021215158,0.8001246021215158
60,F16,F26,-0.5509269600116071,0.5509269600116071
60,F16,F27,-0.46371901538003163,0.46371901538003163
60,F16,F28,0.5434670667944977,0.5434670667944977
60,F16,F29,-0.030489665293949083,0.030489665293949083
60,F16,F30,0.04641373235928881,0.04641373235928881
60,F16,F31,0.09024821541583171,0.09024821541583171
60,F16,F32,,
60,F16,F33,0.01964081537486179,0.01964081537486179
60,F16,F34,0.09418182712384697,0.09418182712384697
60,F16,F35,0.01926817824436633,0.01926817824436633
60,F16,F36,-0.07766864226461262,0.07766864226461262
60,F17,F18,0.9836540604330357,0.9836540604330357
60,F17,F19,-0.03799304492573727,0.03799304492573727
60,F17,F20,0.07173198400155412,0.07173198400155412
60,F17,F21,0.2146090469777374,0.2146090469777374
60,F17,F22,-0.14801848869712078,0.14801848869712078
60,F17,F23,-0.11455769374942784,0.11455769374942784
60,F17,F24,-0.1629393035519736,0.1629393035519736
60,F17,F25,0.8363833606369081,0.8363833606369081
60,F17,F26,-0.542261354802676,0.542261354802676
60,F17,F27,-0.4506545385694896,0.4506545385694896
60,F17,F28,0.5094638847853425,0.5094638847853425
60,F17,F29,-0.019173582537600462,0.019173582537600462
60,F17,F30,0.046594620053046244,0.046594620053046244
60,F17,F31,0.07944258651067634,0.07944258651067634
60,F17,F32,,
60,F17,F33,-0.017199286323978047,0.017199286323978047
60,F17,F34,0.0874422128953218,0.0874422128953218
60,F17,F35,0.025145775633197563,0.025145775633197563
60,F17,F36,-0.09368866958195612,0.09368866958195612
60,F18,F19,-0.048864033959496254,0.048864033959496254
60,F18,F20,0.03425242490435905,0.03425242490435905
60,F18,F21,0.15361333718851275,0.15361333718851275
60,F18,F22,-0.1326308511695325,0.1326308511695325
60,F18,F23,-0.10887044671199371,0.10887044671199371
60,F18,F24,-0.19204969519312837,0.19204969519312837
60,F18,F25,0.8711061479120651,0.8711061479120651
60,F18,F26,-0.5231159849223304,0.5231159849223304
60,F18,F27,-0.43051020030372217,0.43051020030372217
60,F18,F28,0.4690495463261199,0.4690495463261199
60,F18,F29,-0.005062630769314533,0.005062630769314533
60,F18,F30,0.0496650986989855,0.0496650986989855
60,F18,F31,0.07229620743971324,0.07229620743971324
60,F18,F32,,
60,F18,F33,-0.02614381363537482,0.02614381363537482
60,F18,F34,0.07710633083308792,0.07710633083308792
60,F18,F35,0.020901999225789426,0.020901999225789426
60,F18,F36,-0.09802361107851473,0.09802361107851473
60,F19,F20,0.8216947719826584,0.8216947719826584
60,F19,F21,0.5323028788444687,0.5323028788444687
60,F19,F22,0.741032709693571,0.741032709693571
60,F19,F23,0.24807343655413,0.24807343655413
60,F19,F24,0.33293927361161707,0.33293927361161707
60,F19,F25,-0.05450402343193754,0.05450402343193754
60,F19,F26,-0.14923959399984602,0.14923959399984602
60,F19,F27,-0.022249641058158,0.022249641058158
60,F19,F28,0.3430470893421235,0.3430470893421235
60,F19,F29,-0.03198307242217773,0.03198307242217773
60,F19,F30,0.14644517233759302,0.14644517233759302
60,F19,F31,0.2202031020928614,0.2202031020928614
60,F19,F32,,
60,F19,F33,0.49665963052028556,0.49665963052028556
60,F19,F34,0.11859012496250142,0.11859012496250142
60,F19,F35,-0.09303479283716085,0.09303479283716085
60,F19,F36,0.1455258922965522,0.1455258922965522
60,F20,F21,0.7977291946338743,0.7977291946338743
60,F20,F22,0.4051569738256716,0.4051569738256716
60,F20,F23,0.1319105145287521,0.1319105145287521
60,F20,F24,0.41655814909795547,0.41655814909795547
60,F20,F25,-0.017431395515829545,0.017431395515829545
60,F20,F26,-0.3251444640466488,0.3251444640466488
60,F20,F27,-0.22626510243124737,0.22626510243124737
60,F20,F28,0.468460925662794,0.468460925662794
60,F20,F29,-0.044826688964060155,0.044826688964060155
60,F20,F30,0.09333107214744574,0.09333107214744574
60,F20,F31,0.19022315018917818,0.19022315018917818
60,F20,F32,,
60,F20,F33,0.4272195441909795,0.4272195441909795
60,F20,F34,0.09316244320294259,0.09316244320294259
60,F20,F35,-0.07394786993612791,0.07394786993612791
60,F20,F36,0.093869329173934,0.093869329173934
60,F21,F22,0.06867637765256497,0.06867637765256497
60,F21,F23,0.0068001854665554196,0.0068001854665554196
60,F21,F24,0.41587297747024315,0.41587297747024315
60,F21,F25,0.06118891432108089,0.06118891432108089
60,F21,F26,-0.4335091878014553,0.4335091878014553
60,F21,F27,-0.3794673765795347,0.3794673765795347
60,F21,F28,0.5092467509411113,0.5092467509411113
60,F21,F29,-0.07740386241827985,0.07740386241827985
60,F21,F30,0.009070737674201995,0.009070737674201995
60,F21,F31,0.16073162870963037,0.16073162870963037
60,F21,F32,,
60,F21,F33,0.2533923035898254,0.2533923035898254
60,F21,F34,0.07820567847003017,0.07820567847003017
60,F21,F35,-0.047637436452286436,0.047637436452286436
60,F21,F36,0.04257754289712741,0.04257754289712741
60,F22,F23,0.30447152512784303,0.30447152512784303
60,F22,F24,0.19673457211614448,0.19673457211614448
60,F22,F25,-0.0931009647849334,0.0931009647849334
60,F22,F26,0.10731343303707476,0.10731343303707476
60,F22,F27,0.2484449198218994,0.2484449198218994
60,F22,F28,0.11122295322247583,0.11122295322247583
60,F22,F29,0.0008343318345982581,0.0008343318345982581
60,F22,F30,0.17631165366878399,0.17631165366878399
60,F22,F31,0.16661830598069385,0.16661830598069385
60,F22,F32,,
60,F22,F33,0.34301563314090544,0.34301563314090544
60,F22,F34,0.13393603991265018,0.13393603991265018
60,F22,F35,-0.06189547111188875,0.06189547111188875
60,F22,F36,0.18824998426029513,0.18824998426029513
60,F23,F24,0.021487585785391842,0.021487585785391842
