episode_id,control_id,symbol,server_day,decision_seconds,horizon_seconds,action,distance,matched_covariates,shock_return,control_return,difference
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,300,CONTINUATION,27.139471483757895,4,-1.9473684210523954,0.12500000000006928,-2.072368421052465
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,300,REVERSAL,27.139471483757895,4,0.10526315789520922,-2.1875000000012124,2.2927631578964216
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,600,CONTINUATION,27.139471483757895,4,0.578947368420659,4.812500000002667,-4.2335526315820085
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,600,REVERSAL,27.139471483757895,4,-2.47368421052545,-6.812500000003776,4.338815789478326
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,900,CONTINUATION,27.139471483757895,4,4.578947368419163,3.0625000000016973,1.5164473684174657
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_556,USDJPY,2025-03-03,60,900,REVERSAL,27.139471483757895,4,-6.473684210523954,-5.25000000000291,-1.2236842105210446
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,300,CONTINUATION,1.8280336272136295,4,-2.7647058823534327,2.777777777777673,-5.542483660131106
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,300,REVERSAL,1.8280336272136295,4,0.8235294117654927,-4.66666666666649,5.490196078431983
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,600,CONTINUATION,1.8280336272136295,4,0.05882352941205974,-2.9444444444443327,3.0032679738563925
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,600,REVERSAL,1.8280336272136295,4,-2.05882352941206,0.999999999999962,-3.058823529412022
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,900,CONTINUATION,1.8280336272136295,4,4.5294117647068655,-5.777777777777558,10.307189542484423
ts15f_context_r3_202503_USDJPY_mh_10,ts15f_context_r3_202503_USDJPY_ctrl_329,USDJPY,2025-03-03,120,900,REVERSAL,1.8280336272136295,4,-6.5294117647068655,3.7777777777776347,-10.307189542484501
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,300,CONTINUATION,4.573202267461499,4,-1.0499999999987921,-1.049999999999463,6.707967514785196e-13
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,300,REVERSAL,4.573202267461499,4,-0.8999999999995737,-0.8999999999995395,-3.419486915845482e-14
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,600,CONTINUATION,4.573202267461499,4,-2.4499999999990765,1.6999999999991304,-4.149999999998207
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,600,REVERSAL,4.573202267461499,4,0.49999999999928946,-3.799999999998056,4.299999999997345
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,900,CONTINUATION,4.573202267461499,4,-4.849999999997939,1.8499999999990535,-6.699999999996993
ts15f_context_r3_202503_USDJPY_mh_13,ts15f_context_r3_202503_USDJPY_ctrl_332,USDJPY,2025-03-03,120,900,REVERSAL,4.573202267461499,4,2.999999999997158,-3.799999999998056,6.799999999995213
ts15f_context_r3_202503_USDJPY_mh_14,ts15f_context_r3_202503_USDJPY_ctrl_774,USDJPY,2025-03-03,60,300,CONTINUATION,5.098472021588676,4,-0.7000000000001421,-1.1250000000006235,0.42500000000048144
ts15f_context_r3_202503_USDJPY_mh_14,ts15f_context_r3_202503_USDJPY_ctrl_774,USDJPY,2025-03-03,60,300,REVERSAL,5.098472021588676,4,-1.2499999999996447,-0.9375000000005196,-0.31249999999912514
ts15f_context_r3_202503_USDJPY_mh_14,ts15f_context_r3_202503_USDJPY_ctrl_774,USDJPY,2025-03-03,60,600,CONTINUATION,5.098472021588676,4,1.7999999999991474,-3.625000000002009,5.425000000001156
ts15f_context_r3_202503_USDJPY_mh_14,ts15f_context_r3_202503_USDJPY_ctrl_774,USDJPY,2025-03-03,60,600,REVERSAL,5.098472021588676,4,-3.6499999999985078,1.6250000000009006,-5.274999999999409
