"Name","Kind","Magic","EnableTrading","Risk","MaxOpen","MaxSpread","From","To","Ini","Set"
"signal_only_safe_j_short_2026q1","signal_only","2026052601","false","0.25","0.25","30.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.set"
"live_smoke_safe_j_short_2026q1","live_smoke","2026052602","true","0.25","0.25","30.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.set"
"unsafe_block_j_short_2026q1","unsafe_block","2026052603","true","1.00","1.00","50.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set"
"virtual_regression_j_short_vc_2026q1","virtual_regression","2026052604","false","0.25","0.25","50.0","2026.01.01","2026.03.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-virtual_regression_j_short_vc_2026q1.ini","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-virtual_regression_j_short_vc_2026q1.set"
