Name,Kind,Magic,EnableTrading,Risk,MaxOpen,MaxSpread,From,To,Ini,Set,Date,StopReason,Top1,TotalSignals,LiveEntries,ClosedTrades
signal_only_safe_j_short_2026q1,signal_only,2026052601,false,0.25,0.25,30.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.set,20260313,daily_loss_r_reached,direction_filter_failed=10,20,0,2
signal_only_safe_j_short_2026q1,signal_only,2026052601,false,0.25,0.25,30.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-signal_only_safe_j_short_2026q1.set,20260326,daily_loss_r_reached,direction_filter_failed=12,22,0,2
live_smoke_safe_j_short_2026q1,live_smoke,2026052602,true,0.25,0.25,30.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.set,20260313,daily_loss_r_reached,direction_filter_failed=10,20,2,2
live_smoke_safe_j_short_2026q1,live_smoke,2026052602,true,0.25,0.25,30.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-live_smoke_safe_j_short_2026q1.set,20260326,daily_loss_r_reached,direction_filter_failed=12,22,2,2
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260101,unsafe_forward_demo_setting_blocked,,0,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260105,unsafe_forward_demo_setting_blocked,pattern_adx_bucket_filter_failed=8,19,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260108,unsafe_forward_demo_setting_blocked,direction_filter_failed=7,15,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260109,unsafe_forward_demo_setting_blocked,direction_filter_failed=5,7,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260113,unsafe_forward_demo_setting_blocked,direction_filter_failed=13,19,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260114,unsafe_forward_demo_setting_blocked,direction_filter_failed=7,17,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260115,unsafe_forward_demo_setting_blocked,direction_filter_failed=7,13,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260116,unsafe_forward_demo_setting_blocked,trend_alignment_filter_failed=6,13,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260122,unsafe_forward_demo_setting_blocked,direction_filter_failed=5,11,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260123,unsafe_forward_demo_setting_blocked,direction_filter_failed=6,11,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260204,unsafe_forward_demo_setting_blocked,direction_filter_failed=13,19,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260205,unsafe_forward_demo_setting_blocked,direction_filter_failed=9,14,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260206,unsafe_forward_demo_setting_blocked,direction_filter_failed=8,16,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260220,unsafe_forward_demo_setting_blocked,direction_filter_failed=12,20,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260225,unsafe_forward_demo_setting_blocked,direction_filter_failed=10,21,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260226,unsafe_forward_demo_setting_blocked,direction_filter_failed=18,26,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260304,unsafe_forward_demo_setting_blocked,direction_filter_failed=5,15,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260305,unsafe_forward_demo_setting_blocked,direction_filter_failed=11,17,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260306,unsafe_forward_demo_setting_blocked,direction_filter_failed=9,13,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260309,unsafe_forward_demo_setting_blocked,direction_filter_failed=8,17,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260311,unsafe_forward_demo_setting_blocked,direction_filter_failed=12,17,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260312,unsafe_forward_demo_setting_blocked,direction_filter_failed=6,10,0,0
unsafe_block_j_short_2026q1,unsafe_block,2026052603,true,1.00,1.00,50.0,2026.01.01,2026.03.30,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.ini,C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\presets\ExpectedValue_NWave_Scalper-monitoring-unsafe_block_j_short_2026q1.set,20260313,unsafe_forward_demo_setting_blocked,direction_filter_failed=10,20,0,0
