Preset,Year,Trades,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses,TotalR
C,2024,386,41.19170984455958,1.4997745248874212,-1.0,0.029699869059844525,1.0505028610444933,23.005897865599998,11,11.464149457099987
C,2025,344,45.05813953488372,1.4998981576296775,-1.0,0.12640760009476742,1.2300752086380953,17.513471608400003,14,43.4842144326
C,2026,71,39.436619718309856,1.4999094930857146,-1.0,-0.014120199909859138,0.9766852513116281,10.495958820799999,5,-1.0025341935999987
H,2024,304,40.78947368421053,1.4998624712266124,-1.0,0.01968074484243418,1.0332385912894442,20.000778185900003,11,5.982946432099991
H,2025,279,43.369175627240146,1.499832192819835,-1.0,0.08415661409032263,1.1486056666531648,15.495431536399998,13,23.479695331200013
H,2026,50,48.0,1.5000323633708332,-1.0,0.200015534418,1.3846452584961537,4.4976076554999995,4,10.0007767209
J,2024,261,41.76245210727969,1.4994860232761462,-1.0,0.043846653398850584,1.0752893193230257,11.5069795005,8,11.443976537100003
J,2025,231,43.722943722943725,1.499734993166337,-1.0,0.0929577242848485,1.1651787254600003,21.4968586967,11,21.473234309800002
J,2026,40,52.5,1.4994272321523807,-1.0,0.3121992968800001,1.657261677642105,4.004637518199999,4,12.487971875200003
