Preset,Direction,Trades,WinRate,AvgWinR,AvgLossR,ExpectancyR,ProfitFactor,MaxDD_R,MaxConsecutiveLosses,TotalR
C,LONG,296,37.16216216216216,1.5002557233636367,-1.0,-0.07085091361486487,0.8872480084408604,29.9732981548,9,-20.97187043
C,SHORT,505,45.94059405940594,1.4996452591642238,-1.0,0.14835188143782177,1.2744238099857141,16.004800505400013,14,74.91770012609999
H,LONG,228,37.719298245614034,1.5002656058209303,-1.0,-0.056917359207894744,0.9086115640887324,31.981851367000004,7,-12.977157899400002
H,SHORT,405,45.18518518518518,1.4996752807846985,-1.0,0.12948290465086418,1.2362188125387379,16.002392344500002,13,52.44057638359999
J,LONG,192,39.0625,1.500248652172,-1.0,-0.02334037024531249,0.9616978539564103,26.994487091100005,10,-4.481351087099998
J,SHORT,340,45.88235294117647,1.4992726526230769,-1.0,0.1467250994388235,1.2711224663543477,11.5069795005,10,49.88653380919999
