path,line,function,arguments
mql/Include/TickShock/TickShockMt5Adapter.mqh,126,TSMt5ExistingCsvHeaderMatches,"const string path,const string expected_header"
mql/Include/TickShock/TickShockMt5Adapter.mqh,136,TSMt5OpenCsv,"const string folder, const string path, const string header, const string run_id, const string metadata_hash, const TickShockCsvOpenRequest &request, ENUM_TS_CSV_OPEN_STATUS &status"
mql/Include/TickShock/TickShockMt5Adapter.mqh,211,TSMt5OpenAppendCsv,"const string folder,const string path,const string header,const string run_id, const string metadata_hash,ENUM_TS_CSV_OPEN_STATUS &status"
mql/Include/TickShock/TickShockMt5Adapter.mqh,218,TSMt5WriteLine,"const int handle,const string line"
mql/Include/TickShock/TickShockMt5Adapter.mqh,223,TSMt5Flush,const int handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,228,TSMt5Close,int &handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,236,TSMt5FileSize,const int handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,241,TSMt5RuntimeTickCount,
mql/Include/TickShock/TickShockMt5Adapter.mqh,246,TSMt5StartTimer,const int milliseconds
mql/Include/TickShock/TickShockMt5Adapter.mqh,251,TSMt5StopTimer,
mql/Include/TickShock/TickShockMt5Adapter.mqh,256,TSMt5IsTester,
mql/Include/TickShock/TickShockOrderLifecycle.mqh,6,TSResetOrderFillState,"TickShockOrderFillState &state,const double requested_volume"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,14,TSConfigureOrderIdentity,"TickShockOrderFillState &state,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,21,TSOrderDealSeen,"const TickShockOrderFillState &state,const ulong deal_ticket"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,24,TSRememberOrderDeal,"TickShockOrderFillState &state,const ulong deal_ticket"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,27,TSOrderIdentityMatches,"const TickShockOrderFillState &state,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,37,TSApplyOrderDeal,"TickShockOrderFillState &state,const ulong deal_ticket,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction, const ENUM_DEAL_ENTRY entry_kind,const double deal_volume,const double deal_price"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,65,TSApplyEntryDeal,"TickShockOrderFillState &state,const double deal_volume,const double deal_price"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,88,TSResolveEntryRemainderCancel,"TickShockOrderFillState &state,const double cancelled_volume"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,102,TSRestoreOrderSnapshot,"const TickShockOrderFillState &snapshot,TickShockOrderFillState &state"
mql/Include/TickShock/TickShockResearchEngine.mqh,18,TSResetDetectorCounters,TickShockDetectorCounters &counters
mql/Include/TickShock/TickShockResearchEngine.mqh,23,TSObserveDetectorResult,"TickShockDetectorCounters &counters,const TickShockDetectorResult &result"
mql/Include/TickShock/TickShockRing.mqh,11,TSRingReset,"TickShockRingState &state,const int capacity"
mql/Include/TickShock/TickShockRing.mqh,18,TSRingOldestIndex,const TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,26,TSRingReserveWrite,TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,35,TSRingDropOldest,TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,42,TSRingIndexFromNewest,"const TickShockRingState &state,const int offset"
mql/Include/TickShock/TickShockScenarioEngine.mqh,26,TSResetExecutionResult,TickShockExecutionResult &result
mql/Include/TickShock/TickShockScenarioEngine.mqh,34,TSScenarioRequestStatus,const TickShockExecutionRequest &request
mql/Include/TickShock/TickShockScenarioEngine.mqh,44,TSScenarioStatusFromFeasibility,const string reason
mql/Include/TickShock/TickShockScenarioEngine.mqh,53,TSBuildScenarioEntry,"const TickShockExecutionRequest &request,TickShockExecutionResult &result"
mql/Include/TickShock/TickShockStateMachine.mqh,6,TSReset,TickShockMachine &machine
mql/Include/TickShock/TickShockStateMachine.mqh,25,TSStartBurst,"TickShockMachine &machine,const int direction,const long detection_msc,const double start_mid,const double current_mid"
mql/Include/TickShock/TickShockStateMachine.mqh,37,TSRetracementPct,"const TickShockMachine &machine,const double current_mid"
mql/Include/TickShock/TickShockStateMachine.mqh,46,TSAdvance,"TickShockMachine &machine, const long now_msc, const double mid, const int burst_quiet_ms, const int burst_max_ms, const double pullback_min_pct, const double pullback_max_pct, const double continuation_invalid_pct, const int pullback_wait_ms, const int reacceleration_confirm_ticks"
mql/Include/TickShock/TickShockStateMachine.mqh,124,TSCooldownComplete,"const long now_msc,const long cooldown_until_msc"
mql/Include/TickShock/TickShockStateMachine.mqh,129,TSDailyLossBlocked,"const double daily_result_r,const double daily_loss_limit_r"
