path,classification,sha256,base_commit,head_commit
docs/devlog/2026-08-25-tickshock-step14r-remediation.md,evidence_or_document,08E34FF221AFBCE751D8E5A75B108B4CB2011225FD6AF1C298E6604042A98A6F,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/00_artifact_manifest.md,evidence_or_document,D56E44E0C7087C01FD28E06F962B58B67D24D2D7459950B3643EFA70AD58D5AD,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/02_data_structures_and_globals.md,evidence_or_document,0C48B54359FCFDFE43A31FD22C62F66040E4180DAFEBC710BDDA13D660DDD1E4,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/02_function_catalog.md,evidence_or_document,6854487E7EF4BD8A347666CE6FC38EF4FA601E8199F5E4875F8D87CE8D09325E,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/03_requirements_traceability.md,evidence_or_document,C218DDB1CF73DDA3AE37FAF4A439BAE84EB6805B7B3C5BB147FC37EA6F97A88F,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/03_test_oracle_calculation.md,evidence_or_document,78D1FD0003949E2A53F9C1ED8017A36458E8081392078E9C05E4B7C74B3384D8,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/03_test_specification.md,evidence_or_document,70E9C256E64B71DBD0D811DB3BB563F92D816E3E06CA5A5DF74D9D5381B3C7E5,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/11_test_oracle_addendum.md,evidence_or_document,4C299B0FA502A31A1E8222FBD42674A5AFE5778CE20B8BCDDD6D631C6BC49A9F,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/13_order_observation.md,evidence_or_document,5773E97E1C66B2B845DE2463324BCB0562F3F1153F562E828527D058EBB46B1B,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/14_march_revalidation.md,evidence_or_document,DE8BDA5BBC7754CCEF1929B5FB68F12F2C1AFF53FE23288563DBDB8B05764944,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock/14r_pre_step15_remediation.md,evidence_or_document,5B7267EA0BD2898769069F2D968065F08508266FAE31256A39B5224EBBBEAA05,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
docs/research/tick_shock_scalper_csv_schema.md,evidence_or_document,AC574422829EC273516697E28ACFF8FA23882FB95F6C5EA449811867B4024486,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,production_source,398F65039621E4B6618548D2081272638952A46272F45BFEA7E6DF937938DA66,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Experts/tests/ExpectedValue_TickShock_IntegrityRegressionHarness.mq5,production_source,F8177F3C759C8D8C5BAB4D35FA9BCAA243419C13E4DAF08B7FA897DA3F284001,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Experts/tests/ExpectedValue_TickShock_MultiCurrencyMergeHarness.mq5,production_source,6ED3C6C5B9882CBA9BC43350172DECBCCAAAC36F9D52B554832361838DAD59F8,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,production_source,DA46CEB03DBEDA3AD60C1F999EC607ABB300FC932A274B4E90F6AD54B4FC68C9,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Experts/tests/TickShockStep5TestSupport.mqh,production_source,491D98CD45A17CB121E1F45897EA374C3B669E5C4EE1A8F59FBFF0D09256612F,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Include/TickShock/TickShockCsvSerializer.mqh,production_source,C129A5AD4678431C6C6D5905A5066811622E1378F79E4931B1A289632D8A0438,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Include/TickShock/TickShockMergeSequencer.mqh,production_source,320B0893D7902EDD2CF30A5D43D9E8F6A79623A1E934E7DDEE3C3A3509C02412,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Include/TickShock/TickShockMt5Adapter.mqh,production_source,109C5773FAB49E079329E686BD7FD89990E171D4D6556C6C0756E33A450E7DBA,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Include/TickShock/TickShockOrderLifecycle.mqh,production_source,D400FFCE6766AE39529A926A0B23F3109C80D6FB3F9FBFAC42E297E4C9EEB6F5,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
mql/Include/TickShock/TickShockTypes.mqh,production_source,44D4CA425A1290858C6AF168C500DA3F8243CF9B19C7A523A4DA4D9C8C87FCF3,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/binary_reproducibility_comparison.csv,evidence_or_document,652D8692DEE9806D28E30F0D1D7B7347535A7BE61DB3C4AFDF0DD60E4C9DEC2E,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/causal_invariants.csv,evidence_or_document,9F94B5A29AE21B5350206FDCFA0DF4E22A168BA283C1DBBF918A1B063DD40FC0,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/comparison.csv,evidence_or_document,FC6A7260E95F441B7375348FDFBD320EC4F23BC5683815935FF9171DB692EB0D,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/policy_mask3_analysis.csv,evidence_or_document,4AC0B45BCF1CBC7504D99B6C59BD26043536C2FEA6F1D785A005CDDBBC74AD6F,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/regression_comparison.csv,evidence_or_document,2A935DC620FF67B645BEA7AA16E501974DF4F09E95A233A11CCDCAB58673F6F6,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/summary.md,evidence_or_document,E61C272E2BB7AB87803458B86AECA74C23748CD1436F8AE4F09AF6BA53F6A38E,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_comparison_202503/tick_quality_comparison.csv,evidence_or_document,020FC62194A9E0ADEDE06E711C21E7F6CDD8A3A463FE64D5BFB3D2F8E7983373,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/compile.log,evidence_or_document,42D8E2286230BFEA404D695024A840E3C0722B594FB3D45DF1F68EE2274C37CC,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/events.csv,evidence_or_document,9D6D94BECE315A0DD58C656E9641908A3C448A830EA8AE8607DD19A4336879E0,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/events.csv.runmeta,evidence_or_document,BDFAD837DCEB5990A8A81CB7728BA0F168827C688D06492EE2B7E8D594F5B001,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/executed_EA.ex5,evidence_or_document,96DCFF454976D2E37AF664BC705B65D4BF2FE7E2F3A8B417101615D818615268,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/reconciliation.md,evidence_or_document,9C6BE312FD477AD3C55085AD480AA5EBB686C3B4D0D2AF4AAD3FEAABA2F993CC,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/run_command.txt,evidence_or_document,F4EFE1FBCA113A650B4C49E59F857DA9284CCE6E5B54204E7799F58CC5B1CDA8,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
reports/backtest/runs/20260825_ts14r3_ideal_202503/source_hashes.txt,evidence_or_document,C985FE729E8D53032AF9B40A6481CCED18E3DCB055D40B26A68698EE48702902,43c4f93ce072c618db92a596e45278cb1d61e96c,d454622786795a85c21e16a4d154440eef80b48f
