month,run_id,path,sha256,bytes,rows,source_path,source_sha256,transformation
202501,tstech_real_202501_202506_20260910_202501,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202501_technical_features.csv.gz,09221c7f790f50b2c18f942c7b39afab824977ec9aba3fd8d6b4c6e7b01b222c,2040857,656,reports/backtest/batches/tstech_real_202501_202506_20260910/202501/technical_features.csv,8e848fc1c9e1526231cd0c5bf9c962a7ea713069b3c7c4965bfb0b390dd2027f,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202501,tstech_real_202501_202506_20260910_202501,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202501_technical_outcomes.csv.gz,d9c7e8f3cb2698579e583b9f9244f894c9ec0d99111e69adc46e56e535bb4df8,305052,7872,reports/backtest/batches/tstech_real_202501_202506_20260910/202501/technical_outcomes.csv,c75767f5febff0f325e97560b4a09e2b9dc33652204f59f8401fb9bd3cdf9602,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202502,tstech_real_202501_202506_20260910_202502,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202502_technical_features.csv.gz,15ab13f69dca1045bd42a7fc84e9c4bccba32f0611f5263a8c30df4027927efc,2980666,959,reports/backtest/batches/tstech_real_202501_202506_20260910/202502/technical_features.csv,7038190d5d8d96fc570341c18f1a5785ef2c50c6d0a0e82f3aa1f37ad7427f70,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202502,tstech_real_202501_202506_20260910_202502,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202502_technical_outcomes.csv.gz,117ad444cbeb7167c9f2022741d3bec5f6b305d0a747bd66b445bd3ac48656c6,443037,11508,reports/backtest/batches/tstech_real_202501_202506_20260910/202502/technical_outcomes.csv,fd02dca8693e87fc612a6a2c93c794ec755828bfa6afb45f5c1528d146b9629a,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202503,tstech_real_202501_202506_20260910_202503,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202503_technical_features.csv.gz,e5588c1fa2f53ea836b0b2f2551a9621eda2feaa009247c5b033a73c088e06f4,3498602,1126,reports/backtest/batches/tstech_real_202501_202506_20260910/202503/technical_features.csv,6318c69f96bbab3bcda212d5f0505326dcc1109e23df3c25a33e1b73a5da4de2,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202503,tstech_real_202501_202506_20260910_202503,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202503_technical_outcomes.csv.gz,1ca6816ec119473e77db28bde66252dfa7e5a43f727b49c83ef01431963d1509,526540,13512,reports/backtest/batches/tstech_real_202501_202506_20260910/202503/technical_outcomes.csv,41cea8564f08910b3b55bf286cd4f57a230558de0089c7a00f4d61e032c2aca7,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202504,tstech_real_202501_202506_20260910_202504,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202504_technical_features.csv.gz,af5002c0e8c7db396cebeeab413c8b03fd8138d42fbafafa9cf70f6ecfd96b99,2819412,903,reports/backtest/batches/tstech_real_202501_202506_20260910/202504/technical_features.csv,4ef1c5dbc6ff77679b50c391d6ca0aed481c91b0f62039ef8a5232eba273d417,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202504,tstech_real_202501_202506_20260910_202504,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202504_technical_outcomes.csv.gz,d45ccd114d2fe7c78f4d881aa70bde3cfc9fc4869ebe576f75700f5f3ebd84f6,429263,10836,reports/backtest/batches/tstech_real_202501_202506_20260910/202504/technical_outcomes.csv,72b2ee3f7253db4d905093be48d5fd6c4011d967d7a2fa17c0ec28944ebf481b,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202505,tstech_real_202501_202506_20260910_202505,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202505_technical_features.csv.gz,6a003739da57b44c364539e6ab1420bf9d3e0c0ab37b53f2579b347e87d4f2b7,2615815,840,reports/backtest/batches/tstech_real_202501_202506_20260910/202505/technical_features.csv,100738ced70356c340f0ecfe546802a19c4a62780d6db0d5166c5e5accfacb8d,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202505,tstech_real_202501_202506_20260910_202505,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202505_technical_outcomes.csv.gz,2a1cfcc63af20cb100454a9346aa9fa363dd4622c0def3ee41679f3fa733a0fb,392982,10080,reports/backtest/batches/tstech_real_202501_202506_20260910/202505/technical_outcomes.csv,c69ad5ab2092c7a07066119aa682c769c598fc8b33cf8e127d886866d88521f0,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
202506,tstech_real_202501_202506_20260910_202506,reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202506_technical_features.csv.gz,f6f72bb7151d724fbe44758f609acfd8062005a591f996469b2a8dab4aa7849f,1481412,476,reports/backtest/batches/tstech_real_202501_202506_20260910/202506/technical_features.csv,390c2c31c9e3c536f238cbabcfefbe76b1f988a9bed09a20d63954482c31db2a,Filter symbol == USDJPY; preserve original string cells; deterministic gzip
