family,target,variant,geometry,policy,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak,min_month_trades,worst_month_ev,positive_months,robust_gate,all_converged,cost_04_total_r,neighbor_low_total_r,neighbor_high_total_r
EXTRA_TREES,NET_R,FULL486,1,FREQUENCY_100,291,0.45017182130584,-0.15199819375457,-44.231474382581,-0.91443298969074,-266.1,0.73917299718967,46.414471355857,33,258,130,157,4,-0.11584866018256,0.093388281293684,-49.159605260097,202.87232989691,0.013745704467354,291,58,-0.02160166659876,11,88,-0.2082191594295,0,False,True,-54.750988652038,-38.453797548975,-6.087195634713
EXTRA_TREES,NET_R,FULL486,1,FREQUENCY_150,505,0.48514851485149,-0.091517757871911,-46.216467725315,-0.42059405940591,-212.39999999998,0.83498640579494,57.704847664946,78,427,242,257,6,-0.054371482032358,0.081246266773154,-51.149227356245,197.57026534653,0.011881188118812,505,61,-0.042880806848271,8,144,-0.18654686087849,0,False,True,-64.975337024289,-75.766865106092,-46.474975684819
EXTRA_TREES,NET_R,FULL486,1,FREQUENCY_200,681,0.46989720998532,-0.12601830243004,-85.818463954858,-0.68399412628487,-465.8,0.77938558948726,92.711330073687,134,547,313,358,10,-0.08810132804814,0.091110740512542,-90.752887110242,198.72085756241,0.014684287812041,681,61,-0.054815616273497,7,196,-0.19972578871238,0,False,True,-111.63992350893,-92.776254024846,-45.411789066577
EXTRA_TREES,NET_R,FULL486,1,FREQUENCY_300,1175,0.46127659574468,-0.14569726953558,-171.1942917043,-0.69157446808513,-812.60000000003,0.74911265193538,177.56408884179,323,852,528,625,22,-0.10472532186598,0.16388182173241,-176.12989752821,207.01733276596,0.018723404255319,1175,62,-0.077126442491016,10,279,-0.19575655105917,0,False,True,-219.33633021607,-191.43505277086,-132.52993845579
EXTRA_TREES,NET_R,FULL486,1,PERCENTILE_100,298,0.45302013422819,-0.14613464782685,-43.548125052401,-0.82416107382552,-245.60000000001,0.74799175767235,45.731122025677,40,258,134,160,4,-0.10999650237585,0.088868462902097,-48.479622933284,201.59603020134,0.013422818791946,298,58,-0.022839943819974,12,81,-0.22769252495214,0,False,True,-54.317292396799,-35.938113137962,-13.998095003237
EXTRA_TREES,NET_R,FULL486,1,PERCENTILE_150,496,0.48790322580645,-0.085817436783927,-42.565448644828,-0.39576612903223,-196.29999999998,0.84442879998526,54.124768966541,78,418,239,251,6,-0.04900866361472,0.075428102006039,-47.498208275758,199.6329858871,0.012096774193548,496,61,-0.042315729597324,8,146,-0.17643432390776,0,False,True,-60.822600136755,-71.629845721381,-45.041718781539
EXTRA_TREES,NET_R,FULL486,1,PERCENTILE_200,693,0.47330447330447,-0.11812655916664,-81.861705502479,-0.63232323232322,-438.19999999999,0.79174056902843,88.749117075853,141,552,322,362,9,-0.080066591624177,0.090198351707434,-86.796128657862,198.82072582973,0.012987012987013,693,61,-0.055358683037144,8,193,-0.18346295813582,0,False,True,-108.2372630094,-97.91079206099,-45.604174495197
EXTRA_TREES,NET_R,FULL486,1,PERCENTILE_300,1164,0.45618556701031,-0.1552104166898,-180.66492502693,-0.74664948453612,-869.10000000004,0.7351867729298,187.04622302698,318,846,518,624,22,-0.11456533062919,0.18212009388954,-185.60053085084,205.96442010309,0.018900343642612,1164,62,-0.076771352598518,10,293,-0.19861982097397,0,False,True,-227.97580520148,-196.86343387922,-124.33739378512
EXTRA_TREES,NET_R,FULL486,2,ABS_0,354,0.5225988700565,0.01102460521628,3.9027102465629,0.035310734463331,12.500000000019,1.023942828032,22.907316983636,160,194,164,148,42,0.038650256907051,0.070644711304385,-1.0433622333057,409.65494067797,0.11864406779661,354,57,0.034395212501086,9,52,-0.0045855278457063,2,False,True,-5.8767704519701,-18.796531830955,11.415335016738
EXTRA_TREES,NET_R,FULL486,2,ABS_0.05,79,0.56962025316456,0.10850279714379,8.5717209743593,1.206329113924,95.299999999996,1.2609290800529,4.7899181797044,10,69,40,30,9,0.13593366537984,0.12427736504641,3.6394407514683,394.21443037975,0.11392405063291,79,37,0.085621303866666,5,21,0.02609084024513,3,True,True,6.4046823837117,6.2826862979605,2.7628511624377
EXTRA_TREES,NET_R,FULL486,2,ABS_0.1,20,0.7,0.36105227860107,7.2210455720213,3.95,79,2.1239489250252,2.0912305516273,0,20,14,6,0,0.38756289701225,0.15563535528774,2.2926789488895,269.79365,0,20,16,0.13309095840189,2,5,0.13308226209587,3,True,True,6.6908332037977,11.585428827269,2.7628511624377
EXTRA_TREES,NET_R,FULL486,2,ALL,2897,0.46910597169486,-0.10226998190052,-296.27613756581,-0.62937521574044,-1823.3000000001,0.80464097033913,300.08919100949,1651,1246,1199,1357,341,-0.070536955364152,0.19477423343008,-301.23485234255,440.66772730411,0.11770797376596,2897,63,-0.062060725947504,9,862,-0.10784385376861,0,False,True,-388.20671544168,-296.27613756581,-295.99911183536
EXTRA_TREES,NET_R,FULL486,2,FREQUENCY_100,443,0.5079006772009,-0.0066541160920717,-2.9477734287878,0.031151241535032,13.800000000019,0.98578281719153,29.93603780016,208,235,201,188,54,0.020282398249634,0.083859830675315,-7.9017970632972,410.39372009029,0.12189616252822,443,59,0.026467069271327,10,86,-0.051646560267379,2,False,True,-14.880649282164,-22.524419504094,4.8023211624277
EXTRA_TREES,NET_R,FULL486,2,FREQUENCY_150,780,0.48589743589744,-0.05898404129583,-46.007552210747,-0.40525641025644,-316.10000000002,0.88133483911834,54.895789646952,416,364,335,349,96,-0.03171370255075,0.092601985882136,-50.962800547501,620.94996282051,0.12307692307692,780,62,0.0059412436421155,10,164,-0.0726216093162,0,False,True,-67.27841643191,-58.19529504171,-4.2541288243823
EXTRA_TREES,NET_R,FULL486,2,FREQUENCY_200,1101,0.4850136239782,-0.066350818725638,-73.052251416927,-0.54187102633967,-596.59999999998,0.86782697928871,80.826888272147,626,475,472,499,130,-0.038589163319754,0.10251774592453,-78.009855721513,549.92442415985,0.1180744777475,1101,63,-0.0075504123307057,10,222,-0.094311951300231,0,False,True,-103.61783401881,-94.647012687592,-46.307637050694
EXTRA_TREES,NET_R,FULL486,2,FREQUENCY_300,1589,0.48017621145374,-0.075589987396761,-120.11248997345,-0.5623033354311,-893.50000000002,0.84996345340041,130.63443482607,935,654,663,718,208,-0.047000894743647,0.15965883495881,-125.07009427804,504.62870169918,0.13089993706734,1589,63,-0.024293916931545,8,376,-0.088910695580757,0,False,True,-165.54055819925,-127.12828332433,-103.17201916491
EXTRA_TREES,NET_R,FULL486,2,PERCENTILE_100,459,0.5119825708061,0.0011773835394794,0.54041904462105,0.1150326797386,52.800000000016,1.0025346798811,30.719381380581,219,240,210,193,56,0.027695101604863,0.083875335637915,-4.4148292921326,410.25134422658,0.12200435729847,459,59,0.024862652196953,8,99,-0.047921040834822,2,False,True,-11.63121354739,-28.70010249984,2.3204356637441
EXTRA_TREES,NET_R,FULL486,2,PERCENTILE_150,776,0.48324742268041,-0.063574757468462,-49.334011795526,-0.46134020618559,-358.00000000002,0.87271011851628,56.398036474442,416,360,332,349,95,-0.036535066516195,0.095548515025334,-54.28926013228,621.23315206186,0.12242268041237,776,62,0.0061122361413525,10,156,-0.084862654201413,0,False,True,-70.316811974486,-60.969334608303,-7.6386653936557
EXTRA_TREES,NET_R,FULL486,2,PERCENTILE_200,1085,0.48663594470046,-0.062840138590062,-68.181550370217,-0.50672811059907,-549.79999999999,0.87425405580665,76.904680458033,614,471,466,489,130,-0.035098918444489,0.10428903027252,-73.138487626966,550.78416682028,0.11981566820276,1085,63,-0.0071349076824675,10,229,-0.09021419161254,0,False,True,-98.280774228163,-93.088172802671,-48.496591801401
EXTRA_TREES,NET_R,FULL486,2,PERCENTILE_300,1584,0.47853535353535,-0.077609402648138,-122.93329379465,-0.59021464646466,-934.90000000002,0.84653907849849,133.56950167239,940,644,662,719,203,-0.04914744860908,0.14595140642031,-127.89089809924,503.27811931818,0.12815656565657,1584,63,-0.023940233552316,8,364,-0.096522741655379,0,False,True,-168.01702899252,-126.45594754768,-105.84782666623
EXTRA_TREES,NET_R,FULL486,3,ABS_0,490,0.48163265306122,-0.054739393213367,-26.82230267455,-0.50306122448979,-246.5,0.87496625485919,28.518842019256,246,244,169,177,144,-0.033684840105898,0.11667493377187,-31.785857750996,567.15660816327,0.29387755102041,490,62,0.02673387600206,8,116,-0.095958689390021,0,False,True,-37.139033697209,-54.504384538671,1.0531036759815
EXTRA_TREES,NET_R,FULL486,3,ABS_0.05,82,0.53658536585366,0.11999703229525,9.8397566482108,2.1268292682926,174.4,1.339456114977,6.6321232700798,4,78,38,23,21,0.1417642822034,0.11720833211305,4.8866456649207,558.41692682927,0.25609756097561,82,45,0.079323188040927,7,23,0.063490624523697,3,True,True,8.0548421557427,3.5542930884051,2.8172719119876
EXTRA_TREES,NET_R,FULL486,3,ABS_0.1,13,0.69230769230769,0.43420586598375,5.6446762577887,7.1230769230768,92.599999999999,2.7645903266425,2.0548356807512,0,13,9,2,2,0.45270675462031,0.12848182063025,0.70656940059443,526.86276923077,0.15384615384615,13,11,0.1251415216468,2,4,-0.022069893101005,2,False,True,5.4041647055134,15.063870868149,1.9596615505706
EXTRA_TREES,NET_R,FULL486,3,ALL,2902,0.47656788421778,-0.068902318740655,-199.95452898538,-0.60261888352864,-1748.8000000001,0.84719328265575,211.01705916507,1695,1207,991,1083,828,-0.045015454019229,0.13802032846432,-204.92018781262,601.17082494831,0.28532046864232,2902,63,-0.036693376060059,10,865,-0.10510305984653,0,False,True,-269.27421040696,-199.95452898538,-196.75586699265
EXTRA_TREES,NET_R,FULL486,3,FREQUENCY_100,325,0.48307692307692,-0.049409255602353,-16.058008070765,-0.40615384615389,-132.00000000002,0.89159091305465,19.097482790876,130,195,123,123,79,-0.028595305605338,0.13132535547287,-21.019065200319,554.94315384615,0.24307692307692,325,61,0.037763983034788,6,87,-0.12357138092749,1,False,True,-22.822541819795,-30.499129267506,13.535861953084
EXTRA_TREES,NET_R,FULL486,3,FREQUENCY_150,703,0.47795163584637,-0.077810340723416,-54.700669528561,-0.7642958748222,-537.30000000001,0.82763077664721,58.163664748531,397,306,229,262,212,-0.05682522617089,0.14110052662784,-59.665778359621,572.79896728307,0.30156472261735,703,62,0.016666375012565,9,196,-0.11437111811927,0,False,True,-69.453205058987,-79.853678951433,-16.863152345657
EXTRA_TREES,NET_R,FULL486,3,FREQUENCY_200,997,0.47843530591775,-0.079519589458597,-79.281030690221,-0.86218655967906,-859.60000000003,0.82447172203238,84.123244388896,586,411,323,377,297,-0.058484737261463,0.14849984308772,-84.246139521281,565.07824674022,0.29789368104313,997,62,0.0063847523654949,10,284,-0.10245715707859,0,False,True,-100.25277833076,-90.00474626801,-57.04546984881
EXTRA_TREES,NET_R,FULL486,3,FREQUENCY_300,1648,0.48240291262136,-0.054694945337488,-90.137269916181,-0.64520631067963,-1063.3,0.87657570044247,101.51090290469,1001,647,567,608,473,-0.032861335251063,0.17552209033974,-95.10237874724,548.6346711165,0.2870145631068,1648,62,-0.010993042598056,13,444,-0.080220679173815,0,False,True,-126.11905933861,-116.82815641254,-95.503810289955
EXTRA_TREES,NET_R,FULL486,3,PERCENTILE_100,353,0.47592067988669,-0.058563127574271,-20.672784033717,-0.53399433427766,-188.50000000001,0.87155899546124,21.67872260323,141,212,130,134,89,-0.038062302848042,0.13617144735331,-25.636339110164,553.76717563739,0.25212464589235,353,61,0.035084657708235,7,109,-0.12136925038315,1,False,True,-27.909575162076,-36.682933702376,9.0528349794491
EXTRA_TREES,NET_R,FULL486,3,PERCENTILE_150,692,0.48121387283237,-0.069494524960432,-48.090211272619,-0.68540462427746,-474.3,0.84469137540172,51.553206492589,388,304,229,255,208,-0.048552679309688,0.14202216982031,-53.055320103679,573.42625,0.30057803468208,692,62,0.017102800675818,9,200,-0.10458026920146,0,False,True,-62.581968462934,-82.474409914025,-14.289063749416
EXTRA_TREES,NET_R,FULL486,3,PERCENTILE_200,995,0.48140703517588,-0.073507497863242,-73.139960373926,-0.77487437185932,-771.00000000002,0.83645183732388,77.982174072601,583,412,325,373,297,-0.052435551871129,0.16798802129057,-78.105069204986,566.32250552764,0.29849246231156,995,62,0.006348787682802,10,280,-0.096023401453883,0,False,True,-94.106546636079,-99.696436463876,-66.349237890399
EXTRA_TREES,NET_R,FULL486,3,PERCENTILE_300,1629,0.48311847759362,-0.053465129148024,-87.094695382131,-0.65193370165748,-1062,0.87917995832664,99.191739137087,990,639,562,600,467,-0.031782046471044,0.1764704284828,-92.05980421319,547.24545181093,0.28667894413751,1629,62,-0.010300565331193,12,458,-0.079543023549042,0,False,True,-122.41643706293,-110.2249967834,-94.255366597542
EXTRA_TREES,NET_R,FULL486,4,ABS_0,679,0.49926362297496,-0.02572458764749,-17.466995012646,-0.68910162002945,-467.9,0.91698214565372,27.586228845962,238,441,120,116,443,-0.011369159297362,0.13562769788767,-22.440558694941,1025.0082385862,0.65243004418262,679,62,0.032155390632175,11,196,-0.10412114561927,1,False,True,-27.214330862383,-25.114837367197,-10.136046372301
EXTRA_TREES,NET_R,FULL486,4,ABS_0.05,151,0.55629139072848,0.081750570780996,12.34433618793,1.7920529801325,270.6,1.3085102836808,5.187512551908,7,144,37,18,96,0.098461696201185,0.085811381794205,7.3800074676371,1914.058986755,0.63576158940397,151,56,0.079226091098282,7,33,0.057456219131411,3,True,True,9.8209562494817,0.11763396673273,1.3521163150768
EXTRA_TREES,NET_R,FULL486,4,ABS_0.1,32,0.625,0.12142708058667,3.8856665787734,3.2718750000002,104.70000000001,1.4331224008194,3.203740781724,0,32,10,4,18,0.13944509377031,0.25357387268153,-1.0478667518925,6207.01225,0.5625,32,20,0.11575476007357,2,3,-0.1968217470934,2,False,True,3.3090901568967,8.2076855509384,0
EXTRA_TREES,NET_R,FULL486,4,ALL,2909,0.4785149535923,-0.050046625872406,-145.58563466283,-0.66792712272262,-1943.0000000001,0.84937737779426,150.87921336279,1403,1506,508,586,1815,-0.034049637225868,0.13705260645366,-150.56055772364,983.56743760743,0.62392574767961,2909,63,-0.019603313714917,10,867,-0.06203801480054,0,False,True,-192.12087463561,-145.58563466283,-142.28012899811
EXTRA_TREES,NET_R,FULL486,4,FREQUENCY_100,239,0.52301255230126,0.025466780165365,6.0865604595222,0.67489539748956,161.3,1.0888871637582,11.190406770989,42,197,49,36,154,0.040388765038502,0.098789346498932,1.1184972712208,1488.6849372385,0.64435146443515,239,60,0.064414545067546,5,63,-0.044663205402114,2,False,True,2.5202060748423,1.4494682334513,8.376229531628
EXTRA_TREES,NET_R,FULL486,4,FREQUENCY_150,405,0.50864197530864,-0.0063338279812502,-2.5652003324063,-0.094074074074024,-38.09999999998,0.97900989899707,14.598972871904,93,312,79,68,258,0.0082310620728148,0.12352403625223,-7.5387640147009,1190.6890666667,0.63703703703704,405,62,0.048738998713519,5,106,-0.064000832646645,2,False,True,-8.4639808043027,-11.692859488249,-1.9998876461475
EXTRA_TREES,NET_R,FULL486,4,FREQUENCY_200,537,0.49720670391061,-0.023199638124874,-12.458205673057,-0.62849162011168,-337.49999999997,0.9243326396022,23.812033926544,160,377,95,93,349,-0.0088693585386127,0.091659977739778,-17.431769355352,1090.8870651769,0.64990689013035,537,62,0.039467532048705,7,155,-0.094111385968222,2,False,True,-20.15356581088,-9.5334746463147,-0.2663527961775
EXTRA_TREES,NET_R,FULL486,4,FREQUENCY_300,898,0.49109131403118,-0.025313622787132,-22.731633262844,-0.51636971046773,-463.70000000002,0.9183749115303,25.46606803139,356,542,159,156,583,-0.010739193199565,0.099462128034774,-27.706277813195,961.7056169265,0.64922048997773,898,62,0.022778649781122,8,252,-0.071194570907998,1,False,True,-35.81947103248,-50.118855626678,-21.153583108136
EXTRA_TREES,NET_R,FULL486,4,PERCENTILE_100,255,0.50980392156863,0.014481172189239,3.6926989082559,0.30862745098042,78.700000000008,1.0499982207512,11.577314093395,46,209,52,38,165,0.029264806417427,0.10393786887608,-1.2753642800454,1444.4577568627,0.64705882352941,255,60,0.062557691778799,5,62,-0.048185386115482,2,False,True,-0.077127819932234,-3.5254728397166,7.2188446712
EXTRA_TREES,NET_R,FULL486,4,PERCENTILE_150,403,0.50620347394541,-0.01105926528403,-4.456883909464,-0.20595533498755,-82.999999999983,0.96351176421726,15.604513038109,93,310,77,68,258,0.0034245453285285,0.12639630142613,-9.4304475917586,1195.3310347395,0.64019851116625,403,62,0.048832922393498,5,106,-0.069572071306754,1,False,True,-10.293859586325,-15.147458375643,-1.0434585494055
EXTRA_TREES,NET_R,FULL486,4,PERCENTILE_200,533,0.50093808630394,-0.016434580545141,-8.7596314305604,-0.48217636022509,-256.99999999997,0.94617530602315,20.837142900268,160,373,97,91,345,-0.0020628361865159,0.099728445471633,-13.733195112855,1092.9359774859,0.64727954971857,533,62,0.039818842361704,7,152,-0.082215406450717,2,False,True,-16.419771173708,-11.236985253467,-3.6447421210901
EXTRA_TREES,NET_R,FULL486,4,PERCENTILE_300,876,0.49429223744292,-0.023569515348091,-20.646895444927,-0.51324200913244,-449.60000000002,0.92361339432366,24.73349387266,339,537,153,152,571,-0.0091723130233402,0.1121157411975,-25.621539995279,967.3501152968,0.65182648401826,876,62,0.023728769727163,10,247,-0.065456040922811,1,False,True,-33.258844681409,-50.455395688867,-18.345125861343
EXTRA_TREES,NET_R,FULL486,5,ABS_0,661,0.48411497730711,-0.028251501328027,-18.674242377826,-0.76747352496215,-507.29999999998,0.87966362499909,22.873374797843,259,402,42,57,562,-0.017486269456877,0.078492280544812,-23.646569830043,1109.0039394856,0.85022692889561,661,62,0.023769091032172,6,170,-0.056805925943068,1,False,True,-25.790060644656,-23.700068264404,-18.381113381603
EXTRA_TREES,NET_R,FULL486,5,ABS_0.05,75,0.57333333333333,0.0091354440110166,0.68515830082624,0.43200000000019,32.400000000014,1.0432615491385,4.1577358426544,2,73,2,5,68,0.020365349495307,0.15378074134065,-3.8914878782088,3179.0750533333,0.90666666666667,75,35,0.069969506512379,5,5,-0.28161849076042,1,False,True,-0.15708461049551,-12.217425368401,2.68244927415
EXTRA_TREES,NET_R,FULL486,5,ABS_0.1,2,0.5,0.11604626465355,0.2320925293071,12.699999999999,25.399999999998,1.7488852278975,0.30991735537192,0,2,0,0,2,0.1218259425165,1,0,900.0995,1,2,2,0.10544711672609,1,0,0.11604626465355,1,False,True,0.2205331735812,-2.048437611295,0
EXTRA_TREES,NET_R,FULL486,5,ALL,2917,0.47137470003428,-0.043708696229094,-127.49826690027,-0.89924580048,-2623.1000000002,0.8304483331937,132.23000358794,1499,1418,243,300,2374,-0.031696501062594,0.17867324383641,-132.47129137115,1125.6783284196,0.81384984573192,2917,63,-0.017634522399448,9,872,-0.064959379710296,0,False,True,-162.53784020095,-127.49826690027,-112.23046097573
EXTRA_TREES,NET_R,FULL486,5,FREQUENCY_100,187,0.51871657754011,-0.027085833617931,-5.065050886553,-1.0716577540105,-200.39999999997,0.88580919326859,15.11167579875,44,143,9,17,161,-0.016968898459652,0.090917758252847,-10.013331107739,1766.2992406417,0.86096256684492,187,55,0.049556717039549,6,40,-0.13394322092067,2,False,True,-6.9569177611511,-13.62884372107,3.4092029875692
EXTRA_TREES,NET_R,FULL486,5,FREQUENCY_150,326,0.5,-0.037012274823395,-12.066001592427,-1.0392638036809,-338.79999999996,0.843973453531,18.177945313716,96,230,15,30,281,-0.026837535851166,0.10465811054641,-17.027215582299,1384.2649631902,0.86196319018405,326,62,0.038995110558297,5,78,-0.079121553705354,1,False,True,-15.382966497374,-19.087590464124,-12.037188473824
EXTRA_TREES,NET_R,FULL486,5,FREQUENCY_200,454,0.48237885462555,-0.040687191931821,-18.471985137047,-1.126872246696,-511.59999999998,0.83230669557143,22.894776252595,161,293,27,44,383,-0.030122807836062,0.098707386289582,-23.443971499291,1225.1618414097,0.84361233480176,454,62,0.031950967648353,7,120,-0.088829282819224,1,False,True,-23.268215516521,-13.624917239928,-9.6034188030497
EXTRA_TREES,NET_R,FULL486,5,FREQUENCY_300,765,0.48235294117647,-0.030075265844864,-23.007578371321,-0.80732026143789,-617.59999999999,0.87179870825287,27.972407069406,323,442,50,65,650,-0.019246759951186,0.087176751778025,-27.980602842199,1071.8943973856,0.84967320261438,765,62,0.02024742968213,7,216,-0.052343050999073,1,False,True,-31.291385379985,-23.086242834345,-18.783868175066
EXTRA_TREES,NET_R,FULL486,5,PERCENTILE_100,207,0.52173913043478,-0.040263299527084,-8.3345030021063,-1.1724637681158,-242.69999999998,0.83876472738787,17.950697369111,51,156,10,22,175,-0.030238749739338,0.089958428278766,-13.285496845677,1678.1552512077,0.84541062801932,207,55,0.047577765963662,5,39,-0.13225098494132,2,False,True,-10.40958480817,-13.705330239484,-0.42370321623302
EXTRA_TREES,NET_R,FULL486,5,PERCENTILE_150,321,0.49844236760125,-0.040421964498899,-12.975450604147,-1.0778816199376,-345.99999999996,0.8305946796951,18.276430162201,92,229,14,30,277,-0.030282586844137,0.11219149922919,-17.936664594018,1391.8355856698,0.86292834890966,321,62,0.039348508929349,5,73,-0.078716680043623,1,False,True,-16.230190831325,-19.038467330121,-9.7644715275349
EXTRA_TREES,NET_R,FULL486,5,PERCENTILE_200,461,0.47722342733189,-0.042344034498872,-19.52059990398,-1.1535791757049,-531.79999999998,0.82642694132129,23.929774623881,161,300,27,44,390,-0.03168001793643,0.12387883083826,-24.492586266225,1220.2448524946,0.84598698481562,461,62,0.031843160954038,7,117,-0.095815792882354,1,False,True,-24.436711539266,-14.427075020084,-13.268884245766
EXTRA_TREES,NET_R,FULL486,5,PERCENTILE_300,743,0.47913862718708,-0.032950697694944,-24.482368387343,-0.86998654104978,-646.39999999999,0.86050119334873,28.968281004021,308,435,47,63,633,-0.022171644019466,0.087849264020375,-29.455392858221,1080.369705249,0.85195154777927,743,62,0.02095838750552,7,209,-0.065797010291621,1,False,True,-32.491205268223,-27.133877269423,-17.817857640296
EXTRA_TREES,NET_R,SCALE_FREE,1,ABS_0,54,0.5,-0.038381008018206,-2.0725744329831,-0.33148148148137,-17.899999999994,0.92640418817544,6.4684925913143,0,54,27,26,1,-0.0054064608077037,0.11611512495622,-6.9743343072517,177.94790740741,0.018518518518519,54,30,0.040126415440354,4,8,-0.19471573069303,1,False,True,-3.8531999823502,-8.4209364670646,0.95238095238095
EXTRA_TREES,NET_R,SCALE_FREE,1,ABS_0.05,16,0.5625,0.081453559161689,1.303256946587,0.85624999999994,13.699999999999,1.1763839499253,3.2143652691145,0,16,9,7,0,0.11513692579019,0.29050819091654,-3.5876746587522,148.819125,0,16,13,0.09439731379396,3,0,-0.036864182763137,1,False,True,0.76432308053106,-9.4980164327173,0.95238095238095
EXTRA_TREES,NET_R,SCALE_FREE,1,ABS_0.1,6,0.66666666666667,0.29162281972514,1.7497369183509,3.3833333333335,20.300000000001,1.8103166335346,1.0869565217396,0,6,4,2,0,0.316218535469,0.33458554485712,-1.0869565217396,125.08366666667,0,6,5,0.13795636980754,1,0,0.29162281972514,1,False,True,1.6021626238877,-7.4695518606616,0.95238095238095
EXTRA_TREES,NET_R,SCALE_FREE,1,ALL,2871,0.46325322187391,-0.14776117062043,-424.22232085126,-0.67286659700457,-1931.8000000001,0.74667498429903,424.92563891935,720,2151,1301,1519,51,-0.10083888554454,0.26910992998612,-429.15928508688,202.26624137931,0.017763845350052,2871,63,-0.12914492888479,10,853,-0.1626539630735,0,False,True,-558.93620130415,-424.22232085126,-397.80170301524
EXTRA_TREES,NET_R,SCALE_FREE,1,FREQUENCY_100,330,0.5,-0.048647725669212,-16.05374947084,-0.32030303030302,-105.7,0.90820508100334,24.832655668347,11,319,165,164,1,-0.011711299580309,0.10442784909632,-20.985247351722,197.88057878788,0.003030303030303,330,59,-0.02464784727633,6,104,-0.12223110127161,1,False,True,-28.242770080178,-29.758703947827,-11.579829206973
EXTRA_TREES,NET_R,SCALE_FREE,1,FREQUENCY_150,523,0.48948374760994,-0.076025551790958,-39.761363586671,-0.4173996175908,-218.29999999999,0.86020486989218,43.031352382406,33,490,254,264,5,-0.037912007997501,0.092253006849691,-44.694123217601,201.76100956023,0.0095602294455067,523,61,-0.04278711971416,7,166,-0.08862367964907,0,False,True,-59.694746990649,-56.643972896945,-21.181678108322
EXTRA_TREES,NET_R,SCALE_FREE,1,FREQUENCY_200,723,0.49100968188105,-0.079404891143904,-57.409736297043,-0.40968188105115,-296.19999999998,0.85418110206477,62.142952235781,61,662,348,364,11,-0.040784270420584,0.10166608985365,-62.344159452427,196.7640746888,0.01521438450899,723,62,-0.056541681984773,7,224,-0.11677026555704,0,False,True,-85.332445080004,-74.636770350682,-29.741381173
EXTRA_TREES,NET_R,SCALE_FREE,1,FREQUENCY_300,1148,0.47822299651568,-0.1086063022168,-124.68003494488,-0.56097560975611,-644.00000000002,0.80668787405676,127.99322593898,172,976,540,591,17,-0.067566385122066,0.15191932925925,-129.6156407688,201.07006794425,0.014808362369338,1148,62,-0.077142866193284,7,315,-0.1397699312095,0,False,True,-171.79385976963,-178.10288472328,-89.546492971293
EXTRA_TREES,NET_R,SCALE_FREE,1,PERCENTILE_100,344,0.50581395348837,-0.036250290034129,-12.47009977174,-0.24970930232556,-85.899999999993,0.93073356847059,24.100886777285,15,329,174,169,1,0.00039591330756977,0.09985446324876,-17.401597652623,197.46104651163,0.002906976744186,344,59,-0.026503924370873,6,104,-0.098712881810004,1,False,True,-25.076393721284,-27.294757479853,-12.734799262605
EXTRA_TREES,NET_R,SCALE_FREE,1,PERCENTILE_150,517,0.49129593810445,-0.07285095611902,-37.663944313533,-0.39729206963247,-205.39999999999,0.86555959182056,40.933933109268,32,485,251,260,6,-0.034851356004588,0.095438815753325,-42.596703944463,202.64467504836,0.011605415860735,517,60,-0.042528167983051,6,170,-0.10102476009891,0,False,True,-57.309737572694,-46.114709394596,-20.223285365459
EXTRA_TREES,NET_R,SCALE_FREE,1,PERCENTILE_200,720,0.49027777777778,-0.081140602590558,-58.421233865202,-0.39722222222219,-285.99999999998,0.85125891520887,64.107938176033,62,658,346,363,11,-0.042311012213765,0.10332473699975,-63.355657020585,197.74359861111,0.015277777777778,720,62,-0.05631602240917,7,220,-0.11414994163771,0,False,True,-86.378538936493,-69.97063109035,-31.018222581793
EXTRA_TREES,NET_R,SCALE_FREE,1,PERCENTILE_300,1136,0.4762323943662,-0.1123638401352,-127.64532239359,-0.59674295774649,-677.90000000002,0.80067042752694,130.90165064259,166,970,532,588,16,-0.071576091012311,0.13307302562943,-132.5809282175,201.16399911972,0.014084507042254,1136,62,-0.076692060262266,7,328,-0.13859264717776,0,False,True,-173.9802053972,-161.55235310899,-86.13263673653
EXTRA_TREES,NET_R,SCALE_FREE,2,ABS_0,205,0.55609756097561,0.076041151755149,15.588436109805,0.7970731707318,163.40000000002,1.1738548578031,11.204445282126,0,205,105,82,18,0.10403616884315,0.074389126731722,10.642363629937,369.34129268293,0.08780487804878,205,58,0.044455993177706,6,58,0.047241809404336,3,True,True,9.849457606766,20.785979988129,12.774638563477
EXTRA_TREES,NET_R,SCALE_FREE,2,ABS_0.05,70,0.57142857142857,0.12620280590009,8.8341964130063,1.192857142857,83.499999999993,1.3035020206986,4.3157114344116,0,70,39,27,4,0.15580003133701,0.12045625415737,3.8973437731599,348.10462857143,0.057142857142857,70,39,0.088392612615236,5,20,0.013041709079507,3,True,True,6.7623906324216,17.800607379661,3.011675421271
