family,target,variant,geometry,policy,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak,min_month_trades,worst_month_ev,positive_months,robust_gate,all_converged,cost_04_total_r,neighbor_low_total_r,neighbor_high_total_r
ELASTICNET,NET_R,FULL486,1,PERCENTILE_200,1114,0.47755834829443,-0.10677700615516,-118.94958485685,-0.47585278276479,-530.09999999998,0.80949452312696,125.58320590809,444,670,523,572,19,-0.06511102174172,0.13073494194205,-123.88972687449,201.23724416517,0.01705565529623,1114,62,0.2072555253385,9,321,-0.16385440975996,0,False,True,-165.36549149343,-129.56050405896,-107.64238581871
ELASTICNET,NET_R,FULL486,1,PERCENTILE_300,1537,0.48275862068966,-0.094521624504606,-145.27973686358,-0.43786597267404,-672.99999999999,0.82902375193712,154.18391021588,617,920,730,781,26,-0.052239213508954,0.13156824183816,-150.21987888121,202.59101301236,0.016916070266753,1537,62,0.1527310651324,9,464,-0.15333433643057,0,False,True,-210.2678025639,-188.91802053436,-132.3578286051
ELASTICNET,NET_R,FULL486,2,ABS_0,1762,0.47843359818388,-0.077122375764442,-135.88962609695,-0.43467650397275,-765.89999999998,0.84878300448751,138.90005162563,1002,760,746,803,213,-0.047791386474308,0.11098444167716,-140.85006185846,383.55618104427,0.12088535754824,1762,63,0.15286637742379,9,554,-0.11741790603845,0,False,True,-187.57082922616,-139.99558486899,-133.06183290351
ELASTICNET,NET_R,FULL486,2,ABS_0.05,1314,0.49619482496195,-0.04330650851949,-56.90475219461,-0.16917808219179,-222.30000000001,0.91215896497498,69.094167734573,750,564,579,580,155,-0.014458228726997,0.11085084966168,-61.865187956125,387.30251674277,0.1179604261796,1314,61,0.19669124082396,7,389,-0.10354494956267,1,False,True,-94.811391841945,-117.94224738904,-43.525467498293
ELASTICNET,NET_R,FULL486,2,ABS_0.1,919,0.51251360174102,-0.022548966993905,-20.722500667399,0.021001088139252,19.299999999972,0.95324162054499,51.087167259461,505,414,411,398,110,0.0067802468412742,0.10023201898835,-25.682769612808,381.88944722524,0.11969532100109,919,61,0.24913486379751,7,232,-0.10850509387456,2,False,True,-47.676048181928,-52.479143366999,-32.890803418367
ELASTICNET,NET_R,FULL486,2,ALL,2897,0.47428374180186,-0.088558838099773,-256.55495397504,-0.55854332067656,-1618.1,0.82848157742835,268.54256665,1572,1325,1213,1339,345,-0.056825811563403,0.14595907962238,-261.51538973656,381.76704901622,0.11908871246117,2897,63,0.062204382716377,11,862,-0.11435772126899,0,False,True,-348.48553185091,-256.55495397504,-244.04836541399
ELASTICNET,NET_R,FULL486,2,FREQUENCY_100,608,0.50822368421053,-0.024595386150905,-14.95399477975,-0.0075657894737283,-4.6000000000268,0.94952632667855,30.499434612138,339,269,273,267,68,0.0011069210265444,0.079751188704956,-19.91426372516,380.64097368421,0.11184210526316,608,61,0.28077217658392,9,156,-0.094477386345632,1,False,True,-30.580997543639,-17.28810179801,-6.7950979069651
ELASTICNET,NET_R,FULL486,2,FREQUENCY_150,861,0.50522648083624,-0.031657019398568,-27.256693702167,-0.13066202090594,-112.50000000002,0.93501855000531,39.309066352533,489,372,380,380,101,-0.0047177124995041,0.09800609207131,-32.217129463683,383.249242741,0.11730545876887,861,61,0.24645863086706,8,253,-0.1264562165118,1,False,True,-50.451436942261,-32.234731476085,-11.107993083249
ELASTICNET,NET_R,FULL486,2,FREQUENCY_200,1122,0.4982174688057,-0.035510413842218,-39.842684330969,-0.18368983957221,-206.10000000002,0.9273693791144,52.396076571245,635,487,499,493,130,-0.0079213959559902,0.12626723898254,-44.803120092484,385.85217647059,0.11586452762923,1122,61,0.21201808194603,7,337,-0.084420576870401,1,False,True,-70.797562399317,-87.598999254603,-31.653314895139
ELASTICNET,NET_R,FULL486,2,FREQUENCY_300,1626,0.47662976629766,-0.083165186443893,-135.22659315777,-0.47361623616235,-770.09999999998,0.83797979002291,139.19354042558,926,700,683,748,195,-0.054337714630571,0.12225192745524,-140.18702891929,384.37021648216,0.11992619926199,1626,63,0.16444820684477,9,519,-0.11961641671522,0,False,True,-182.10006232623,-133.67366632734,-107.64013072536
ELASTICNET,NET_R,FULL486,2,PERCENTILE_100,556,0.51079136690647,-0.013662986988988,-7.5966207658771,0.17392086330932,96.69999999998,0.97164554045587,31.908629090115,307,249,254,240,62,0.011942265619525,0.1017604982263,-12.556889711287,381.1019676259,0.11151079136691,556,61,0.28694103276415,8,145,-0.11199284704769,2,False,True,-21.83314121621,-13.409473158431,-1.707979630363
ELASTICNET,NET_R,FULL486,2,PERCENTILE_150,823,0.50789793438639,-0.024112973769795,-19.844977412541,-0.094532199270979,-77.800000000016,0.95012973733437,31.556781047606,470,353,368,361,94,0.0023368253719478,0.08460945004284,-24.805413174057,382.93435115431,0.1142162818955,823,61,0.24585163731177,7,227,-0.11338467112318,1,False,True,-41.613162106195,-38.146356599217,-7.637420369952
ELASTICNET,NET_R,FULL486,2,PERCENTILE_200,1077,0.49675023212628,-0.040147042820923,-43.238365118134,-0.18235840297123,-196.40000000001,0.918231043937,53.168558812382,605,472,475,476,126,-0.012743720795801,0.11491351008134,-48.198800879649,386.98004735376,0.11699164345404,1077,61,0.21488498013672,7,304,-0.10605939421112,1,False,True,-72.751742939189,-78.351254690742,-33.333224430181
ELASTICNET,NET_R,FULL486,2,PERCENTILE_300,1559,0.47787042976267,-0.080262933045579,-125.12991261806,-0.45740859525336,-713.09999999999,0.84279258244361,127.74567333453,893,666,654,713,192,-0.051504351192216,0.12869589935602,-130.09034837957,386.00694868505,0.12315586914689,1559,63,0.17014721416661,8,507,-0.10306974169786,0,False,True,-169.96454172745,-128.88231324623,-98.145521516084
ELASTICNET,NET_R,FULL486,3,ABS_0,1892,0.48678646934461,-0.046027285367102,-87.083623914557,-0.42315010570827,-800.60000000005,0.89583972964178,93.545569934107,1131,761,667,696,529,-0.024144772172508,0.10794771362564,-92.049341014309,542.32663477801,0.27959830866808,1892,63,0.1302217231498,9,576,-0.091349457314262,1,False,True,-128.48533887873,-91.434456241053,-75.177334650173
ELASTICNET,NET_R,FULL486,3,ABS_0.05,1325,0.48830188679245,-0.045746327275145,-60.613883639567,-0.43283018867928,-573.50000000005,0.89675224430031,71.109120076099,811,514,471,491,363,-0.024386506140249,0.0998597729942,-65.579600739319,539.98923849057,0.27396226415094,1325,63,0.17541449099953,9,342,-0.072412548595984,0,False,True,-88.915646643305,-79.560821616263,-57.256952004194
ELASTICNET,NET_R,FULL486,3,ABS_0.1,854,0.48594847775176,-0.050472446828255,-43.10346959133,-0.48711943793916,-416.00000000004,0.88635715148953,55.687957460176,536,318,303,313,238,-0.029022786425198,0.096791440097825,-48.06912841857,542.66403512881,0.27868852459016,854,63,0.2314907763008,9,178,-0.082952814667155,1,False,True,-61.421479575541,-52.294243918579,-42.544365357547
ELASTICNET,NET_R,FULL486,3,ALL,2902,0.48587181254307,-0.049994612975876,-145.08436685599,-0.42487939352174,-1233.0000000001,0.88666358719482,152.11762443108,1640,1262,1015,1062,825,-0.026107748254451,0.094580348935613,-150.05008395574,602.01828290834,0.28428669882839,2902,63,0.064874383409948,10,865,-0.097464648322156,0,False,True,-214.40404827757,-145.08436685599,-142.77693715007
ELASTICNET,NET_R,FULL486,3,FREQUENCY_100,539,0.47680890538033,-0.068060519741526,-36.684620140683,-0.73562152133584,-396.50000000002,0.85005346715088,53.356351233869,334,205,184,205,150,-0.048366902099223,0.11377492955844,-41.649199684334,541.51773654917,0.27829313543599,539,62,0.27657255776716,9,131,-0.12928746441772,1,False,True,-47.299480049885,-31.198347299068,-26.066461330246
