scope,month,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak
DEVELOPMENT,202502,365,0.5041095890411,-0.019004528464339,-6.9366528894838,-0.40246575342462,-146.89999999999,0.92378188960802,11.836719986857,250,115,33,30,302,-0.0063847301656192,0.21712544337733,-11.895610097842,1307.593169863,0.82739726027397,365,20,0.20185018958647,9
DEVELOPMENT,202503,252,0.46825396825397,-0.011661522707476,-2.938703722284,0.22341269841264,56.299999999986,0.94690291782609,11.005037854661,174,78,20,15,217,-0.0008035756935873,0.28254018481362,-7.9068328243514,847.98497619048,0.86111111111111,252,21,0.090419514149362,8
DEVELOPMENT,202504,263,0.47148288973384,-0.028317874572686,-7.4476010126165,-0.5140684410647,-135.20000000002,0.88431993417182,12.523885854393,184,79,24,23,216,-0.021345942153734,0.27547032748464,-12.423841742223,1489.9100836502,0.8212927756654,263,21,0.076209793923302,8
DEVELOPMENT,ALL,880,0.48409090909091,-0.019685179118619,-17.322957624384,-0.25659090909093,-225.80000000002,0.91779838787247,22.393179134975,608,272,77,68,735,-0.0092578526950761,0.096322975669198,-22.299198353991,1230.4659920455,0.83522727272727,880,62,0.13239115064379,9
HOLDOUT,202505,96,0.47916666666667,0.018399562938284,1.7663580420753,0.78958333333341,75.800000000007,1.0798949719585,6.4599851278816,22,74,11,10,75,0.028373633887187,0.15467168456452,-3.1943056688898,806.62747916667,0.78125,96,21,0.045643731589275,5
HOLDOUT,202506,44,0.45454545454545,-0.11855369653036,-5.2163626473359,-2.6613636363638,-117.10000000001,0.64596548191356,8.7661509215244,10,34,3,7,34,-0.1082135433242,0.3333445910329,-9.6889474393051,830.62722727273,0.77272727272727,44,15,0.043595951566935,5
HOLDOUT,ALL,140,0.47142857142857,-0.024642890037575,-3.4500046052606,-0.295,-41.3,0.90635815253959,15.226136049406,32,108,14,17,109,-0.014553764664964,0.11483038677553,-8.4106683162256,814.17025714286,0.77857142857143,140,36,0.045000143582254,5
