family,month,geometry,variant,scope,feature,fit_quantile,feature_value,direction,subsample_rows,mean_predicted_ev,mean_raw_prediction
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.7,0.3101762840234,1,256,-0.024148124252065,-0.024148124252065
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.7,0.3101762840234,-1,256,-0.066045962679958,-0.066045962679958
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.9,0.5251115579712,1,256,-0.0096586990742351,-0.0096586990742351
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.9,0.5251115579712,-1,256,-0.082201365890742,-0.082201365890742
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.1,0.161442328566,1,256,-0.011867095237139,-0.011867095237139
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.1,0.161442328566,-1,256,-0.085102231506204,-0.085102231506204
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.3,0.202611739759,1,256,-0.018307670849868,-0.018307670849868
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.3,0.202611739759,-1,256,-0.070876125851293,-0.070876125851293
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.5,0.233699711068,1,256,-0.0231710979444,-0.0231710979444
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.5,0.233699711068,-1,256,-0.060133665572583,-0.060133665572583
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.7,0.27180120887,1,256,-0.029131726732643,-0.029131726732643
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.7,0.27180120887,-1,256,-0.046967678553712,-0.046967678553712
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.9,0.338960474041,1,256,-0.039638175887367,-0.039638175887367
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.9,0.338960474041,-1,256,-0.023760768997734,-0.023760768997734
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.1,-3,1,256,-0.0082626808573967,-0.0082626808573967
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.1,-3,-1,256,-0.067870106706215,-0.067870106706215
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.3,-1,1,256,-0.020849242593757,-0.020849242593757
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.3,-1,-1,256,-0.057221712815466,-0.057221712815466
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.5,-1,1,256,-0.020849242593757,-0.020849242593757
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.5,-1,-1,256,-0.057221712815466,-0.057221712815466
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.7,1,1,256,-0.033435804330118,-0.033435804330118
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.7,1,-1,256,-0.046573318924716,-0.046573318924716
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.9,3,1,256,-0.046022366066479,-0.046022366066479
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_consecutive_signed_bars,0.9,3,-1,256,-0.035924925033967,-0.035924925033967
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.1,0.56885949787,1,256,-0.01249257839618,-0.01249257839618
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.1,0.56885949787,-1,256,-0.060927283985981,-0.060927283985981
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.3,0.645532409037,1,256,-0.021186941863713,-0.021186941863713
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.3,0.645532409037,-1,256,-0.055623435246106,-0.055623435246106
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.5,0.699878557374,1,256,-0.027349550789221,-0.027349550789221
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.5,0.699878557374,-1,256,-0.051864040356998,-0.051864040356998
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.7,0.761449802532,1,256,-0.034331453216093,-0.034331453216093
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.7,0.761449802532,-1,256,-0.047604849384942,-0.047604849384942
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.9,0.863502900576,1,256,-0.045903815786882,-0.045903815786882
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol20_atr,0.9,0.863502900576,-1,256,-0.040545326181473,-0.040545326181473
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.618537727156,1,256,-0.017011619736081,-0.017011619736081
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.618537727156,-1,256,-0.058621339820255,-0.058621339820255
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.676499878659,1,256,-0.022671715274156,-0.022671715274156
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.676499878659,-1,256,-0.054906449366204,-0.054906449366204
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.726701976967,1,256,-0.027574029375116,-0.027574029375116
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.726701976967,-1,256,-0.05168891359602,-0.05168891359602
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.78133974506,1,256,-0.032909493628501,-0.032909493628501
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.78133974506,-1,256,-0.048187088390156,-0.048187088390156
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.892474375855,1,256,-0.043761965656836,-0.043761965656836
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.892474375855,-1,256,-0.041064285520537,-0.041064285520537
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.1,-0.274753252932,1,256,-0.01147067382321,-0.01147067382321
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.1,-0.274753252932,-1,256,-0.065768712536909,-0.065768712536909
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.3,-0.09265687026,1,256,-0.02104650052688,-0.02104650052688
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.3,-0.09265687026,-1,256,-0.057283485906676,-0.057283485906676
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.5,0.030111746485,1,256,-0.027502482690551,-0.027502482690551
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.5,0.030111746485,-1,256,-0.051562781734106,-0.051562781734106
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.7,0.150072951438,1,256,-0.033810832658504,-0.033810832658504
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.7,0.150072951438,-1,256,-0.045972895785106,-0.045972895785106
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.9,0.303172513864,1,256,-0.041861815641729,-0.041861815641729
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_shock_x_macd_hist_atr,0.9,0.303172513864,-1,256,-0.038838846963751,-0.038838846963751
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.1,0.018481141325,1,256,-0.036974534727828,-0.036974534727828
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.1,0.018481141325,-1,256,-0.040175329447005,-0.040175329447005
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.3,0.093260440677,1,256,-0.033645442020672,-0.033645442020672
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.3,0.093260440677,-1,256,-0.04410009250898,-0.04410009250898
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.5,0.18706305452,1,256,-0.029469452136266,-0.029469452136266
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.5,0.18706305452,-1,256,-0.049023286990848,-0.049023286990848
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.7,0.305663502627,1,256,-0.024189489763257,-0.024189489763257
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.7,0.305663502627,-1,256,-0.05524798636484,-0.05524798636484
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.9,0.502610605974,1,256,-0.015421619896468,-0.015421619896468
ELASTICNET,202504,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.9,0.502610605974,-1,256,-0.065584680116686,-0.065584680116686
