family,target,variant,geometry,month,all_converged,clusters,cost_04_total_r,days,entry_rejections,expectancy_pips,expectancy_r,gross_expectancy_r,long,longest_loss_streak,max_day_profit_share,maxdd_r,mean_hold_seconds,neighbor_high,neighbor_high_total_r,neighbor_low,neighbor_low_total_r,overlap_skips,pf,policy,predicted_ev,short,sl,target_count,threshold,threshold_signals,timeout,timeout_rate,top5_removed_total_r,total_pips,total_r,tp,trades,train_count_per_month,train_cutoff_quantile,win_rate
ELASTICNET,NET_R,FULL486,1,202504,True,259,-19.663488537376,21,5,-0.1768339768339,-0.047601307663287,-0.019281810162961,115,6,0.35377844444952,21.224252651251,191.71396138996,0.030399602455547,-10.604958592957,-0.021063195392752,-27.947769129041,0,0.90938858514495,ABS_0,0.10053093949564,144,128,0,0,264,6,0.023166023166023,-17.268880702426,-45.799999999981,-12.328738684791,125,259,147.4921875,0.84093396570595,0.5019305019305
ELASTICNET,NET_R,FULL486,1,202504,True,157,-5.4814141442355,20,4,0.38980891719754,-0.0086163015684315,0.017680862749987,64,5,0.26462881384212,11.871756527964,179.75297452229,0.12237843565372,4.0303726139106,0.013041513860083,-11.999490582606,0,0.98295554268018,ABS_0.05,0.1499256635906,93,75,0,0.05,161,3,0.019108280254777,-6.292901363878,61.200000000013,-1.3527593462437,79,157,76.125,0.91791317037578,0.52229299363057
ELASTICNET,NET_R,FULL486,1,202504,True,100,-4.5776434068515,19,4,0.23700000000014,-0.020223057927408,0.0053303182137,36,6,0.33162604770767,13.455558801266,182.1216,0.84352935419685,0.98979591836735,0.039255642790512,-6.9171606326379,0,0.96019963589287,ABS_0.1,0.19316568774959,64,48,0,0.1,104,3,0.03,-6.962447810375,23.700000000014,-2.0223057927408,49,100,41.80078125,0.95476103611821,0.52
ELASTICNET,NET_R,FULL486,1,202504,True,853,-135.31125530495,22,49,-0.59718640093783,-0.12302314345464,-0.087416444816721,398,8,0.3556908408625,106.87973024754,185.23368112544,-0.26003972172166,-101.40727907192,-2.5267684425283,-104.93874136681,0,0.78369962752688,ALL,-0.036511321127725,455,451,0,-2.5267684425283,902,12,0.014067995310668,-109.87888338444,-509.39999999997,-104.93874136681,390,853,896.84765625,0,0.46658851113716
ELASTICNET,NET_R,FULL486,1,202504,True,193,-15.77885326594,20,4,-0.15958549222792,-0.054490759091789,-0.027225801779746,85,6,0.261042482124,15.222224031703,189.11394818653,0.079050366377544,-2.9947709670463,0.00065655464264761,-15.216507125501,0,0.89695126945961,PERCENTILE_100,0.1296368256469,108,96,100,0.031813724089264,197,4,0.020725388601036,-15.45685852235,-30.799999999989,-10.516716504715,93,193,99.9140625,0.89237504560379,0.49740932642487
ELASTICNET,NET_R,FULL486,1,202504,True,178,-11.770816727877,20,4,0.039887640449517,-0.038860452992348,-0.011592722120219,76,5,0.33277408217914,15.002207675654,193.33729213483,0.10218332278045,-2.9872180734425,0.0076223525182814,-14.747910654517,0,0.92532785794967,FREQUENCY_100,0.13752050844004,102,87,100,0.03984894425548,182,4,0.02247191011236,-11.857302650272,7.100000000014,-6.9171606326379,87,178,87,0.90623859905144,0.50561797752809
ELASTICNET,NET_R,FULL486,1,202504,True,264,-23.083612726175,21,5,-0.27992424242419,-0.059149451184113,-0.03086097537514,117,6,0.37261685304532,22.325376246757,194.49024242424,0.028122563497744,-10.767267961149,-0.021574977789112,-27.947769129041,0,0.88871311338763,PERCENTILE_150,0.098609726544725,147,132,150,-0.0013911106259214,269,6,0.022727272727273,-20.55559713024,-73.899999999985,-15.615455112606,126,264,149.53125,0.83874498358263,0.49621212121212
ELASTICNET,NET_R,FULL486,1,202504,True,255,-21.339025418795,21,5,-0.20862745098031,-0.055456890688239,-0.027231328753753,113,6,0.36239474737291,22.065592520532,191.92900392157,0.032077736465953,-10.516716504715,-0.020276953374787,-26.896487077759,0,0.89523773614896,FREQUENCY_150,0.10209861938109,142,127,150,0.0012870321357222,260,6,0.023529411764706,-19.081649143135,-53.199999999978,-14.141507125501,122,255,145.11328125,0.84348777818314,0.49803921568627
ELASTICNET,NET_R,FULL486,1,202504,True,321,-37.354383265153,21,5,-0.5165109034267,-0.087628204865933,-0.058887614513321,145,7,0.30976480419017,34.7622748132,198.33389719626,-0.0030445464910088,-15.615455112606,-0.038766976068519,-28.784988996872,0,0.83934604658864,PERCENTILE_200,0.078817561697087,176,165,200,-0.02254439730875,326,7,0.021806853582555,-33.068795779599,-165.79999999997,-28.128653761964,149,321,198.80859375,0.78511492156147,0.4797507788162
ELASTICNET,NET_R,FULL486,1,202504,True,325,-35.64418912323,21,5,-0.47692307692299,-0.080886961764172,-0.052099495456868,145,7,0.30976480419017,33.889625560075,198.60044923077,-0.0042289772749787,-14.845522455272,-0.040243329163296,-28.025777064703,0,0.85075976413889,FREQUENCY_200,0.077566398808716,180,166,200,-0.023639873366361,330,7,0.021538461538462,-31.22840459099,-154.99999999997,-26.288262573356,152,325,202.546875,0.78110178766873,0.48307692307692
ELASTICNET,NET_R,FULL486,1,202504,True,464,-54.765615324389,21,6,-0.5004310344827,-0.087572143677882,-0.057114943984237,199,6,0.28183274396496,49.950984301863,199.67974137931,-0.040896410045416,-31.26281559847,-0.071342686728179,-46.628332204466,0,0.83997778376015,PERCENTILE_300,0.042253914379308,265,239,300,-0.057668566841024,470,8,0.017241379310345,-45.573616684172,-232.19999999997,-40.633474666537,217,464,298.72265625,0.67785479751915,0.48060344827586
ELASTICNET,NET_R,FULL486,1,202504,True,458,-52.38368644275,21,6,-0.48013100436675,-0.083895178399999,-0.053415495571286,196,6,0.30100791513636,47.328165059499,200.062930131,-0.038210222302951,-28.784988996872,-0.068513141360888,-46.218012099663,0,0.84615896694388,FREQUENCY_300,0.04354768923874,262,235,300,-0.055027018472105,464,8,0.017467248908297,-43.364133724834,-219.89999999997,-38.423991707199,215,458,289.88671875,0.68734038672018,0.4825327510917
ELASTICNET,NET_R,FULL486,2,202502,True,631,-96.069681072879,20,23,-0.65990491283677,-0.11741790603845,-0.082585921311645,318,6,0.46599493740748,80.762174135447,370.30291442155,0.030637135154396,-64.544704981048,-0.021784978123005,-74.582382556057,0,0.78042186826311,ABS_0,0.23845783642475,313,299,0,0,654,74,0.11727416798732,-79.013149035128,-416.4,-74.090698710263,258,631,344.21739130435,0.41158536585366,0.4675118858954
ELASTICNET,NET_R,FULL486,2,202502,True,522,-72.168245461057,20,23,-0.57605363984678,-0.10354494956267,-0.06883655533022,254,6,0.40046285423665,58.8869814379,367.73504789272,0.08044168916736,-49.550010673169,0.022136766668892,-70.054937184114,0,0.80386826061777,ABS_0.05,0.28318252445269,268,245,0,0.05,545,61,0.11685823754789,-58.971491889276,-300.70000000002,-54.050463671716,216,522,291.26086956522,0.4969512195122,0.47892720306513
ELASTICNET,NET_R,FULL486,2,202502,True,438,-62.832988931845,20,22,-0.64063926940644,-0.10850509387456,-0.073555875119338,206,6,0.3974762012356,50.531030453969,365.6086347032,0.14024284230775,-41.612624530891,0.077052545984739,-51.77036226208,0,0.79542507411703,ABS_0.1,0.32281765200597,232,208,0,0.1,460,50,0.11415525114155,-52.444269741719,-280.60000000002,-47.525231117058,180,438,237.35869565217,0.58993902439024,0.48173515981735
ELASTICNET,NET_R,FULL486,2,202502,True,930,-139.20286989719,20,29,-0.64655913978497,-0.11435772126899,-0.079034937272183,459,11,0.51886360926454,116.53490347623,372.96464946237,-0.23139968674463,-98.920972239896,-0.76589743437572,-106.35268078016,0,0.78549241832651,ALL,0.12879835245324,471,442,0,-0.76589743437572,959,106,0.11397849462366,-111.27513110503,-601.30000000002,-106.35268078016,382,930,594.8152173913,0,0.46774193548387
ELASTICNET,NET_R,FULL486,2,202502,True,145,-21.302031405837,20,21,-0.43931034482761,-0.11199284704769,-0.077075132675821,56,8,0.40185512687427,22.380153951598,342.98102758621,0.41138526748148,-8.0308472937343,0.28046705722612,-17.918733902259,0,0.79745835778885,PERCENTILE_100,0.56024504717776,89,72,100,0.34410030703115,166,10,0.068965517241379,-21.14922720655,-63.700000000004,-16.238962821916,63,145,86.054347826087,0.83841463414634,0.48275862068966
ELASTICNET,NET_R,FULL486,2,202502,True,172,-22.189934085864,20,21,-0.46395348837212,-0.094477386345632,-0.059943528006006,69,9,0.29572505813923,24.244913541726,351.56226162791,0.37172929162627,-12.926346619073,0.25355271799234,-24.67941019193,0,0.82500489002308,FREQUENCY_100,0.52385703528087,103,84,100,0.30799848427365,193,13,0.075581395348837,-21.160374836083,-79.800000000004,-16.250110451449,75,172,102.13043478261,0.8125,0.49418604651163
ELASTICNET,NET_R,FULL486,2,202502,True,227,-33.514582644845,20,21,-0.70837004405289,-0.11338467112318,-0.079128009009163,94,6,0.39934462356147,30.8792619436,354.18075330396,0.3026398682667,-15.3613759203,0.20468330373346,-31.928965580109,0,0.79013501080461,PERCENTILE_150,0.46452510660036,133,111,150,0.25124297875855,248,21,0.092511013215859,-30.654165692313,-160.80000000001,-25.738320344962,95,227,135.22826086957,0.75762195121951,0.48458149779736
ELASTICNET,NET_R,FULL486,2,202502,True,271,-43.566039493839,20,22,-0.75055350553507,-0.1264562165118,-0.092152139688399,118,8,0.51477755032993,37.777566739548,356.74020664207,0.25757513018879,-26.620440092262,0.18143578603606,-29.141159514381,0,0.76729074749353,FREQUENCY_150,0.42647328527991,153,133,150,0.21226362568303,293,29,0.1070110701107,-39.185480022048,-203.4,-34.269634674698,109,271,158.86956521739,0.71798780487805,0.4760147601476
ELASTICNET,NET_R,FULL486,2,202502,True,304,-42.767425088224,20,22,-0.62664473684213,-0.10605939421112,-0.071436469053082,129,6,0.44732874313389,33.834990932771,359.22655263158,0.22150759396706,-33.121170323536,0.13069769725155,-43.968856538572,0,0.8001617994554,PERCENTILE_200,0.40196007590035,175,145,200,0.19051788188887,326,34,0.11184210526316,-37.157901187531,-190.50000000001,-32.242055840181,125,304,183.45652173913,0.67682926829268,0.48684210526316
ELASTICNET,NET_R,FULL486,2,202502,True,337,-40.122180544803,20,22,-0.53412462908015,-0.084420576870401,-0.049784238177588,149,5,0.44607825352385,32.964490173287,357.37029080119,0.20333493068582,-32.763556737146,0.11389848612027,-46.645314562177,0,0.83733272331094,FREQUENCY_200,0.37991667144563,188,156,200,0.16166861925099,359,38,0.11275964391691,-33.365579752676,-180.00000000001,-28.449734405325,143,337,196.69565217391,0.65548780487805,0.49258160237389
ELASTICNET,NET_R,FULL486,2,202502,True,507,-69.871004587003,20,23,-0.57238658777124,-0.10306974169786,-0.068326851074225,251,6,0.44545575519184,57.092876807001,369.05516962525,0.085039445684026,-46.872805421628,0.033588273625875,-65.864105036381,0,0.80430100502704,PERCENTILE_300,0.28991135751422,256,237,300,0.061431745340325,530,61,0.12031558185404,-57.177387258378,-290.20000000002,-52.256359040817,209,507,278.96739130435,0.51676829268293,0.4792899408284
ELASTICNET,NET_R,FULL486,2,202502,True,551,-84.996879960582,20,23,-0.68929219600729,-0.11961641671522,-0.084973523157158,271,7,0.48328293216103,71.720163376272,369.84863702359,0.063761920426356,-48.655004790096,0.0049201546131136,-75.547549492788,0,0.77742820646669,FREQUENCY_300,0.27046419411126,280,263,300,0.034330209055646,574,63,0.11433756805808,-70.829673827648,-379.80000000002,-65.908645610088,225,551,308.28260869565,0.46951219512195,0.47005444646098
ELASTICNET,NET_R,FULL486,2,202503,True,577,-46.279848292599,21,9,-0.27244367417677,-0.049394219075972,-0.018580728806017,342,9,0.25409241920577,37.650023796387,408.93713691508,0.015578402433497,-34.636583587021,-0.014267516472458,-34.718978456652,0,0.8991045611199,ABS_0,0.10921354348741,235,248,0,0,586,80,0.13864818024263,-33.429132809927,-157.19999999999,-28.500464406836,249,577,341.93023255814,0.57151702786378,0.48526863084922
ELASTICNET,NET_R,FULL486,2,202503,True,403,-11.218313303747,20,4,0.15558312655087,0.0018794800706682,0.031595965857831,247,7,0.23867363734881,14.638087883393,415.04400248139,0.075332093930835,10.527754468411,0.031276274326989,-24.532473260937,0,1.004028669113,ABS_0.05,0.1457546924989,156,167,0,0.05,407,49,0.12158808933002,-4.1712379346124,62.7,0.75743046847929,187,403,218.00581395349,0.72383900928793,0.51116625310174
ELASTICNET,NET_R,FULL486,2,202503,True,249,8.5362302441445,20,3,0.62168674698792,0.06257758115974,0.090873113146209,157,7,0.14049752304303,6.9027630918113,401.29498795181,0.13778664354436,3.9689287532582,0.071697218629414,8.4088109821108,0,1.1446420616446,ABS_0.1,0.19029582426945,92,97,0,0.1,252,32,0.1285140562249,10.653670790873,154.79999999999,15.581817708775,120,249,144.66279069767,0.81547987616099,0.54618473895582
ELASTICNET,NET_R,FULL486,2,202503,True,1105,-104.30414208062,21,21,-0.34959276018099,-0.059796139703913,-0.025199390647081,620,9,0.28669189669837,67.10732304417,401.73723257919,-0.19265690792506,-63.737276453678,-0.79001355332206,-66.074734372824,0,0.87917594173868,ALL,0.020662396236736,485,481,0,-0.79001355332206,1126,152,0.13755656108597,-71.004804252138,-386.29999999999,-66.074734372824,472,1105,788.56395348837,0,0.48597285067873
ELASTICNET,NET_R,FULL486,2,202503,True,154,-0.76530338329951,20,3,0.31168831168823,0.021358016187748,0.047685534864455,96,7,0.20502582999766,11.190442373792,395.44712337662,0.19583810388497,2.1423392462945,0.10817795181118,15.086762242935,0,1.0469586326481,PERCENTILE_100,0.23202452921324,58,62,100,0.14555340158401,157,20,0.12987012987013,-1.6390124249886,47.999999999987,3.2891344929132,72,154,95.093023255814,0.87739938080495,0.51948051948052
ELASTICNET,NET_R,FULL486,2,202503,True,156,1.1599020502071,20,3,0.44807692307683,0.033664982113247,0.059894694673885,98,7,0.18691807931588,10.153776456528,393.23252564103,0.19320265878422,2.1080527190502,0.10588663975199,17.022758146673,0,1.0749785084571,FREQUENCY_100,0.23090447964597,58,62,100,0.14411150628808,159,20,0.12820512820513,0.32359029176474,69.899999999986,5.2517372096666,74,156,97.116279069767,0.8749226006192,0.52564102564103
ELASTICNET,NET_R,FULL486,2,202503,True,249,8.5362302441445,20,3,0.62168674698792,0.06257758115974,0.090873113146209,157,7,0.14049752304303,6.9027630918113,401.29498795181,0.13789688454018,3.9689287532582,0.07206972701108,8.4088109821108,0,1.1446420616446,PERCENTILE_150,0.19029582426945,92,97,150,0.10019430918599,252,32,0.1285140562249,10.653670790873,154.79999999999,15.581817708775,120,249,144.15697674419,0.81609907120743,0.54618473895582
ELASTICNET,NET_R,FULL486,2,202503,True,253,8.2727036962927,20,3,0.57154150197624,0.06102535563675,0.089352277691316,159,7,0.14087270834623,6.9027630918113,402.66745849802,0.13540254641413,5.8816259331967,0.070476273706576,7.2632838057236,0,1.1406260490674,FREQUENCY_150,0.18886231963543,94,99,150,0.098737767020669,256,32,0.12648221343874,10.511268058196,144.59999999999,15.439414976098,122,253,147.19186046512,0.81238390092879,0.54545454545455
ELASTICNET,NET_R,FULL486,2,202503,True,355,-6.7042486600844,20,4,0.25633802816899,0.010623515115887,0.040132237724969,219,7,0.23097781088713,13.217163348673,419.0579915493,0.093997701351149,11.588418613132,0.042506707243394,-5.8743794735221,0,1.0230950594046,PERCENTILE_200,0.15783464538292,136,145,200,0.065131441796678,359,45,0.12676056338028,-1.1573205369519,90.999999999992,3.7713478661398,165,355,193.22093023256,0.75479876160991,0.51267605633803
ELASTICNET,NET_R,FULL486,2,202503,True,361,-3.0911580911536,20,4,0.3304709141274,0.020903732911315,0.050370230618069,225,7,0.19903072658192,12.247932579442,419.77664819945,0.090179293305967,10.441216264803,0.040502813573004,-12.233526411393,0,1.0459058412463,FREQUENCY_200,0.15627308700609,136,146,200,0.062427457574883,365,45,0.12465373961219,2.617579177893,119.29999999999,7.5462475809847,170,361,197.26744186047,0.74984520123839,0.51800554016621
ELASTICNET,NET_R,FULL486,2,202503,True,516,-54.063443280064,21,6,-0.40891472868214,-0.074312834602378,-0.043851554320911,310,8,0.35952246197277,46.213141891404,412.8948255814,0.034119771816712,-21.477555633065,0.0038213162461775,-32.190191551931,0,0.85179512205039,PERCENTILE_300,0.12102448223212,206,228,300,0.017911228987292,522,72,0.13953488372093,-43.274091057919,-210.99999999998,-38.345422654827,216,516,292.36046511628,0.6328173374613,0.47286821705426
