family,target,variant,geometry,month,all_converged,clusters,cost_04_total_r,days,entry_rejections,expectancy_pips,expectancy_r,gross_expectancy_r,long,longest_loss_streak,max_day_profit_share,maxdd_r,mean_hold_seconds,neighbor_high,neighbor_high_total_r,neighbor_low,neighbor_low_total_r,overlap_skips,pf,policy,predicted_ev,short,sl,target_count,threshold,threshold_signals,timeout,timeout_rate,top5_removed_total_r,total_pips,total_r,tp,trades,train_count_per_month,train_cutoff_quantile,win_rate
ELASTICNET,NET_R,FULL486,1,202502,True,623,-122.34273553785,20,6,-0.63900481540932,-0.14580322332663,-0.095229664088493,221,9,0.58289206234679,90.835408132491,204.76693739968,0.036610970971183,-85.569966032703,-0.025588883013532,-91.10397792218,0,0.74863650660256,ABS_0,0.28834562806819,402,327,0,0,629,13,0.020866773675762,-95.721651086889,-398.10000000001,-90.835408132491,283,623,316.79347826087,0.48170731707317,0.46227929373997
ELASTICNET,NET_R,FULL486,1,202502,True,545,-110.8563174085,20,5,-0.66183486238533,-0.1526869437693,-0.10196780055053,187,9,0.43409025469145,83.214384354267,202.60671743119,0.079543521804764,-76.434842807603,0.019634895737703,-88.305854078274,0,0.73847176047712,ABS_0.05,0.32609508696124,358,287,0,0.05,550,12,0.022018348623853,-88.097974788771,-360.7,-83.214384354267,246,545,272.34782608696,0.55487804878049,0.45871559633028
ELASTICNET,NET_R,FULL486,1,202502,True,478,-105.03093989309,20,4,-0.71987447698744,-0.16924810618969,-0.11876621260305,159,10,0.43559630387293,80.900594758672,199.29472803347,0.14707856846272,-72.081751508565,0.069723314994903,-79.908444090389,0,0.71549968740288,ABS_0.1,0.3608628632764,319,256,0,0.1,482,9,0.018828451882845,-85.784185193176,-344.1,-80.900594758672,213,478,223.17391304348,0.63414634146341,0.45188284518828
ELASTICNET,NET_R,FULL486,1,202502,True,919,-180.55802144587,20,40,-0.61186071817193,-0.14434277216323,-0.092213268542059,363,9,1,133.62361035774,201.31648313384,-0.40086319238648,-133.07460938855,-6.1330491876626,-132.65100761801,0,0.75152572150377,ALL,0.15667796483728,556,482,0,-6.1330491876626,959,16,0.017410228509249,-137.53725057241,-562.3,-132.65100761801,421,919,587.25,0,0.46572361262242
ELASTICNET,NET_R,FULL486,1,202502,True,251,-70.329655799616,20,4,-0.97968127490035,-0.22913066094818,-0.17806349002539,70,9,0.48032432671891,60.718230996137,192.1185059761,0.37073043723269,-39.504736262876,0.2453387644795,-55.358876607636,0,0.63933177396911,PERCENTILE_100,0.51152080875315,181,141,100,0.29403328465682,255,3,0.01195219123506,-62.384458371571,-245.89999999999,-57.511795897994,107,251,98.347826086957,0.83841463414634,0.43027888446215
ELASTICNET,NET_R,FULL486,1,202502,True,243,-71.382876920311,20,4,-1.0185185185185,-0.24281285077124,-0.19186900639717,67,9,0.59801621583827,62.209957835554,193.22345679012,0.38020218403353,-41.221498703008,0.24948648170149,-52.974541844093,0,0.62238641202396,FREQUENCY_100,0.51862047826781,176,138,100,0.29953146946314,247,3,0.012345679012346,-63.876185210988,-247.49999999999,-59.003522737411,102,243,95.510869565217,0.84298780487805,0.4238683127572
ELASTICNET,NET_R,FULL486,1,202502,True,345,-81.009649197588,20,4,-0.78898550724633,-0.18419427217329,-0.13357796696226,110,8,0.39866617021907,66.272476967754,194.40672463768,0.26615740049294,-56.950664973413,0.16554377506293,-71.845172658496,0,0.6962923115145,PERCENTILE_150,0.43899389266097,235,187,150,0.2024604096471,349,5,0.014492753623188,-68.424814578489,-272.19999999999,-63.547023899784,153,345,148.46739130435,0.75762195121951,0.4463768115942
ELASTICNET,NET_R,FULL486,1,202502,True,359,-86.589840195598,20,4,-0.81643454038994,-0.19061353665619,-0.14002974686224,113,8,0.40569180315922,70.001562529912,194.90356267409,0.25921742255519,-55.25577299499,0.16008026588535,-73.601674548409,0,0.6873448984949,FREQUENCY_150,0.42957278323537,246,196,150,0.19381869770529,363,5,0.013927576601671,-73.308050338275,-293.09999999999,-68.430259659571,158,359,153.19565217391,0.75,0.44289693593315
ELASTICNET,NET_R,FULL486,1,202502,True,437,-93.660292551507,20,4,-0.68970251716245,-0.16385440975996,-0.1133832072739,141,9,0.41096412083882,71.604377065101,200.00815102975,0.17473299628489,-70.912731652751,0.093209958847397,-82.963126149738,0,0.72349202408097,PERCENTILE_200,0.38319226829956,296,233,200,0.14116979401155,441,8,0.018306636155606,-76.487967499606,-301.39999999999,-71.604377065101,196,437,197.64130434783,0.67682926829268,0.45537757437071
ELASTICNET,NET_R,FULL486,1,202502,True,424,-93.083215411102,20,4,-0.70683962264149,-0.16910898325955,-0.11868208111556,135,9,0.4083137309187,71.702208902049,200.29170990566,0.18278236103366,-71.079030560963,0.10150787821131,-79.851814270867,0,0.71595537023852,FREQUENCY_200,0.39045194171957,289,227,200,0.15079037975559,428,8,0.018867924528302,-76.585799336553,-299.69999999999,-71.702208902049,189,424,191.96739130435,0.6875,0.45283018867925
ELASTICNET,NET_R,FULL486,1,202502,True,574,-117.03679949528,20,6,-0.6630662020906,-0.15333433643057,-0.10277180962894,200,9,0.49440308321608,88.013909111149,204.26982926829,0.056977639276228,-84.911167318465,-0.0054686856371372,-94.991025563108,0,0.73756729963174,PERCENTILE_300,0.31161683857609,374,303,300,0.030232185927323,580,12,0.020905923344948,-92.897499545653,-380.6,-88.013909111149,259,574,295.04347826087,0.51676829268293,0.4581881533101
ELASTICNET,NET_R,FULL486,1,202502,True,600,-116.13381804892,20,6,-0.63150000000001,-0.1429889214897,-0.092421479564545,212,9,0.56499150964214,85.793352893822,204.28712666667,0.04572828022956,-82.465836823111,-0.015528972012566,-90.06026796446,0,0.75301901525953,FREQUENCY_300,0.29912605199503,388,314,300,0.014800013339102,606,12,0.02,-90.67959584822,-378.90000000001,-85.793352893822,274,600,305.44565217391,0.5,0.46333333333333
ELASTICNET,NET_R,FULL486,1,202503,True,385,-38.638636042529,21,3,-0.2324675324676,-0.057320368138197,-0.014280642659436,170,7,0.24247907159018,40.58092596616,206.95795584416,0.019592431627972,-16.25888133882,-0.018308520977309,-17.926847312917,0,0.89308681775018,ABS_0,0.099457579720039,215,189,0,0,388,4,0.01038961038961,-26.961023731216,-89.500000000024,-22.068341733206,192,385,220.02906976744,0.72321981424149,0.5012987012987
ELASTICNET,NET_R,FULL486,1,202503,True,238,-33.339230841387,21,1,-0.42226890756317,-0.098786186854228,-0.057491571853887,101,6,0.18327000763327,34.852553476117,213.13879411765,0.087065157208055,-21.057772340788,0.021880465223,-14.873197331785,0,0.82305771936211,ABS_0.05,0.14488492848998,137,122,0,0.05,239,2,0.0084033613445378,-28.403077623438,-100.50000000003,-23.511112471306,114,238,136.06395348837,0.82910216718266,0.47899159663866
ELASTICNET,NET_R,FULL486,1,202503,True,142,-21.565714899532,21,1,-0.60000000000012,-0.11259532141514,-0.073319411143437,55,11,0.24654566936563,31.28383289192,195.14468309859,0.17564825501936,-9.8718213265759,0.061744066350072,-25.835434935383,0,0.80092835035184,ABS_0.1,0.19319838373612,87,74,0,0.1,143,1,0.0070422535211268,-20.878476757661,-85.200000000017,-15.98853564095,67,142,80.424418604651,0.89721362229102,0.47183098591549
ELASTICNET,NET_R,FULL486,1,202503,True,1099,-220.96390304899,21,27,-0.54913557779804,-0.14970841707198,-0.09835777768446,498,12,0.7599791179434,165.76239349936,210.11248862602,-0.24563514243111,-156.34931608828,-1.4781793196148,-164.5295503621,0,0.74435433367125,ALL,-0.034290695056789,601,579,0,-1.4781793196148,1126,17,0.015468607825296,-169.42223236011,-603.50000000004,-164.5295503621,503,1099,778.95348837209,0,0.46132848043676
ELASTICNET,NET_R,FULL486,1,202503,True,166,-27.698978263647,21,1,-0.60180722891574,-0.12685405024571,-0.086846785650175,66,7,0.25423042964281,33.0646350639,206.22993373494,0.14251269233897,-8.1740041164502,0.048554210721927,-20.651928797837,0,0.77834079451924,PERCENTILE_100,0.17870225493739,100,87,100,0.086149745814231,167,2,0.012048192771084,-25.947713457499,-99.900000000013,-21.057772340788,77,166,96.610465116279,0.87739938080495,0.46385542168675
ELASTICNET,NET_R,FULL486,1,202503,True,171,-29.315567611653,21,1,-0.62163742690068,-0.13158945746555,-0.09174284702669,67,7,0.28123780015693,33.252807106911,207.01392397661,0.13674399272749,-7.7608384085727,0.047082393488114,-22.017881362076,0,0.77127603187064,FREQUENCY_100,0.17597197884881,104,90,100,0.084344494002539,172,2,0.011695906432749,-27.393762378741,-106.30000000002,-22.501797226609,79,171,98.633720930233,0.8749226006192,0.46198830409357
ELASTICNET,NET_R,FULL486,1,202503,True,268,-30.408405349673,21,2,-0.26679104477622,-0.071740005539708,-0.030015812013474,117,6,0.16688467382801,32.439054066935,209.8725,0.079300275980406,-23.7599177949,0.01590923319588,-18.026779015126,0,0.86815684042885,PERCENTILE_150,0.13375471366548,151,134,150,0.040496613741994,270,2,0.0074626865671642,-24.119003482652,-71.500000000027,-19.226321484642,132,268,146.18023255814,0.81609907120743,0.49253731343284
ELASTICNET,NET_R,FULL486,1,202503,True,270,-30.55228655807,21,2,-0.26703703703713,-0.071504439247322,-0.029852261612904,118,6,0.16627331233904,33.486673114555,209.39597777778,0.075301473481933,-23.284949948406,0.014243996868942,-16.349182465224,0,0.86855339775182,FREQUENCY_150,0.13305490869916,152,135,150,0.038533560609077,272,2,0.0074074074074074,-24.198880594787,-72.100000000025,-19.306198596777,133,270,149.21511627907,0.81238390092879,0.49259259259259
ELASTICNET,NET_R,FULL486,1,202503,True,356,-34.35081567677,21,3,-0.17668539325848,-0.053979084353335,-0.011467113434843,158,7,0.23741162235538,33.104981117122,205.36389606742,0.035749087838811,-21.114199053348,-0.0072048915491064,-17.812388912352,0,0.89904160562065,PERCENTILE_200,0.10709886706577,198,174,200,0.010119664943601,359,4,0.01123595505618,-24.109236027797,-62.900000000019,-19.216554029787,178,356,194.73837209302,0.75479876160991,0.50280898876404
ELASTICNET,NET_R,FULL486,1,202503,True,365,-34.39158481806,21,3,-0.18191780821924,-0.051458269234965,-0.0086930184204493,161,7,0.2198889402734,34.330125796939,204.57991506849,0.033236133115574,-21.488330924791,-0.0092309758250709,-19.123011273216,0,0.90348696152312,FREQUENCY_200,0.10468711906312,204,178,200,0.0079747976502243,368,4,0.010958904109589,-23.674950268772,-66.400000000021,-18.782268270762,183,365,198.27906976744,0.74984520123839,0.5041095890411
ELASTICNET,NET_R,FULL486,1,202503,True,499,-38.465387744223,21,7,-0.12064128256516,-0.033331368909604,0.010422207559996,218,7,0.2466320613345,39.394266991332,203.36694388778,-0.014496585625297,-16.183845688165,-0.051104429567383,-47.298662766789,0,0.93612917347845,PERCENTILE_300,0.072692916821296,281,239,300,-0.033610132609039,506,6,0.012024048096192,-21.525035083903,-60.200000000016,-16.632353085893,254,499,291.3488372093,0.6328173374613,0.51302605210421
ELASTICNET,NET_R,FULL486,1,202503,True,508,-44.394044836354,21,8,-0.16358267716538,-0.043518346318564,0.00035315940293897,221,8,0.25105783026371,41.500591199224,203.38498425197,-0.017769806574298,-16.673407340437,-0.054653882173162,-49.734054708248,0,0.91744212053689,FREQUENCY_300,0.070782602405353,287,246,300,-0.036254236902955,516,6,0.011811023622047,-27.000001927841,-83.100000000014,-22.10731992983,256,508,297.92441860465,0.62476780185759,0.50787401574803
