family,target,variant,geometry,month,all_converged,clusters,cost_04_total_r,days,entry_rejections,expectancy_pips,expectancy_r,gross_expectancy_r,long,longest_loss_streak,max_day_profit_share,maxdd_r,mean_hold_seconds,neighbor_high,neighbor_high_total_r,neighbor_low,neighbor_low_total_r,overlap_skips,pf,policy,predicted_ev,short,sl,target_count,threshold,threshold_signals,timeout,timeout_rate,top5_removed_total_r,total_pips,total_r,tp,trades,train_count_per_month,train_cutoff_quantile,win_rate
ELASTICNET,NET_R,FULL486,5,202502,True,365,-11.542879268517,20,10,-0.40246575342462,-0.019004528464339,-0.0063847301656192,250,9,0.21712544337733,11.836719986857,1307.593169863,0.11406371156924,-0.27131110666676,0.083684906694645,-13.12512168835,0,0.92378188960802,FREQUENCY_150,0.20185018958647,115,30,150,0.099324053191006,375,302,0.82739726027397,-11.895610097842,-146.89999999999,-6.9366528894838,33,365,153.19565217391,0.75,0.5041095890411
ELASTICNET,NET_R,FULL486,5,202503,True,252,-5.674906369784,21,2,0.22341269841264,-0.011661522707476,-0.0008035756935873,174,8,0.28254018481362,11.005037854661,847.98497619048,0.063922127228916,-4.4588402422583,0.039094206063167,-6.0178127768982,0,0.94690291782609,FREQUENCY_150,0.090419514149362,78,15,150,0.049337177212905,254,217,0.86111111111111,-7.9068328243514,56.299999999986,-2.938703722284,20,252,151.23837209302,0.81238390092879,0.46825396825397
ELASTICNET,NET_R,FULL486,5,202504,True,263,-9.281219238801,21,0,-0.5140684410647,-0.028317874572686,-0.021345942153734,184,8,0.27547032748464,12.523885854393,1489.9100836502,0.048549776807941,0.85143218911102,0.027915722300351,-13.472288564424,0,0.88431993417182,FREQUENCY_150,0.076209793923302,79,23,150,0.037655821091042,263,216,0.8212927756654,-12.423841742223,-135.20000000002,-7.4476010126165,24,263,145.79296875,0.84348777818314,0.47148288973384
