family,month,geometry,variant,scope,feature,direction,bin,lower,upper,edge_fit_rows,rows,tp_first_rate,net_win_rate,net_expectancy_r,total_r
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_rsi14_pct64,-1,4,0.84375,inf,656,204,0.058823529411765,0.4656862745098,-0.036658651539908,-7.4783649141413
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,1,0,-inf,-0.447165740138,656,205,0.073170731707317,0.4780487804878,-0.064041611201162,-13.128530296238
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,1,1,-0.447165740138,0.515608484045,656,189,0.068783068783069,0.47089947089947,-0.086624303068662,-16.371993279977
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,1,2,0.515608484045,1.395605725555,656,205,0.10731707317073,0.42926829268293,-0.07287062233781,-14.938477579251
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,1,3,1.395605725555,2.490439988796,656,197,0.060913705583756,0.49746192893401,-0.036125957757041,-7.1168136781372
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,1,4,2.490439988796,inf,656,137,0.10948905109489,0.42335766423358,-0.0832414593206,-11.404079926922
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,-1,0,-inf,-0.447165740138,656,205,0.082926829268293,0.45853658536585,-0.021448069900045,-4.3968543295091
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,-1,1,-0.447165740138,0.515608484045,656,189,0.095238095238095,0.48148148148148,-0.014585443261577,-2.7566487764381
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,-1,2,0.515608484045,1.395605725555,656,205,0.10731707317073,0.53658536585366,-0.012176648245634,-2.496212890355
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,-1,3,1.395605725555,2.490439988796,656,197,0.071065989847716,0.45177664974619,-0.058344897151239,-11.493944738794
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_price_gap_atr,-1,4,2.490439988796,inf,656,137,0.072992700729927,0.5036496350365,-0.036552499069505,-5.0076923725222
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,1,0,-inf,-0.849779367522,656,234,0.072649572649573,0.46153846153846,-0.082623906109899,-19.333994029716
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,1,1,-0.849779367522,0.000395796014,656,195,0.097435897435897,0.50769230769231,-0.054307894091295,-10.590039347803
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,1,2,0.000395796014,0.615446344918,656,162,0.080246913580247,0.46296296296296,-0.071971665393754,-11.659409793788
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,1,3,0.615446344918,1.248951389391,656,150,0.093333333333333,0.43333333333333,-0.086403464557588,-12.960519683638
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,1,4,1.248951389391,inf,656,192,0.072916666666667,0.4375,-0.043832978674898,-8.4159319055805
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,-1,0,-inf,-0.849779367522,656,234,0.1025641025641,0.48717948717949,0.0017486845377509,0.40919218183372
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,-1,1,-0.849779367522,0.000395796014,656,195,0.12307692307692,0.45641025641026,-0.040092033201521,-7.8179464742966
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,-1,2,0.000395796014,0.615446344918,656,162,0.092592592592593,0.46913580246914,-0.018783651377563,-3.0429515231651
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,-1,3,0.615446344918,1.248951389391,656,150,0.053333333333333,0.51333333333333,-0.030116727651554,-4.5175091477332
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m1_shock_x_ema20_50_gap_atr,-1,4,1.248951389391,inf,656,192,0.052083333333333,0.50520833333333,-0.058240302834674,-11.182138144257
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,1,0,-inf,0.203125,656,147,0.061224489795918,0.48979591836735,-0.04064417734654,-5.9746940699413
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,1,1,0.203125,0.53125,656,266,0.056390977443609,0.42481203007519,-0.10681709556104,-28.413347419237
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,1,2,0.53125,0.75,656,180,0.088888888888889,0.43888888888889,-0.090857364156613,-16.35432554819
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,1,3,0.75,0.90625,656,162,0.08641975308642,0.46913580246914,-0.055111353926938,-8.9280393361639
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,1,4,0.90625,inf,656,178,0.12921348314607,0.51123595505618,-0.018480271837039,-3.2894883869929
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,-1,0,-inf,0.203125,656,147,0.054421768707483,0.42176870748299,-0.094539576769499,-13.897317785116
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,-1,1,0.203125,0.53125,656,266,0.090225563909774,0.51127819548872,0.015161984525774,4.0330878838559
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,-1,2,0.53125,0.75,656,180,0.094444444444444,0.52777777777778,0.013737010455182,2.4726618819327
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,-1,3,0.75,0.90625,656,162,0.10493827160494,0.5,-0.047663164723666,-7.7214326852339
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_tick_volume_pct64,-1,4,0.90625,inf,656,178,0.084269662921348,0.4438202247191,-0.062013215747511,-11.038352403057
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,1,0,-inf,0.140625,656,165,0.090909090909091,0.47272727272727,-0.024338179532937,-4.0157996229346
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,1,1,0.140625,0.359375,656,183,0.065573770491803,0.43169398907104,-0.11983842506161,-21.930431786275
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,1,2,0.359375,0.59375,656,191,0.083769633507853,0.47643979057592,-0.041684272307844,-7.9616960107982
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,1,3,0.59375,0.84375,656,194,0.10824742268041,0.4639175257732,-0.081775848981567,-15.864514702424
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,1,4,0.84375,inf,656,200,0.065,0.465,-0.065937263190469,-13.187452638094
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,-1,0,-inf,0.140625,656,165,0.084848484848485,0.45454545454545,-0.069317315729889,-11.437357095432
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,-1,1,0.140625,0.359375,656,183,0.10928961748634,0.52459016393443,0.016986820151076,3.1085880876469
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,-1,2,0.359375,0.59375,656,191,0.078534031413613,0.4869109947644,-0.045415525501368,-8.6743653707612
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,-1,3,0.59375,0.84375,656,194,0.10309278350515,0.47938144329897,-0.0096681504427624,-1.8756211858959
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_rsi14_pct64,-1,4,0.84375,inf,656,200,0.06,0.48,-0.036362987715884,-7.2725975431767
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,1,0,-inf,-0.662729832951,656,238,0.07563025210084,0.45798319327731,-0.074922853687201,-17.831639177554
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,1,1,-0.662729832951,0.269641797967,656,188,0.058510638297872,0.48404255319149,-0.10650915245057,-20.023720660706
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,1,2,0.269641797967,0.935751609563,656,164,0.10365853658537,0.48170731707317,-0.038527569822239,-6.3185214508472
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,1,3,0.935751609563,1.844714937683,656,171,0.093567251461988,0.45029239766082,-0.041475765889831,-7.0923559671611
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,1,4,1.844714937683,inf,656,172,0.087209302325581,0.43604651162791,-0.067986380838704,-11.693657504257
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,-1,0,-inf,-0.662729832951,656,238,0.088235294117647,0.47899159663866,-0.01213293660705,-2.8876389124779
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,-1,1,-0.662729832951,0.269641797967,656,188,0.13829787234043,0.47340425531915,0.017035474695015,3.2026692426627
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,-1,2,0.269641797967,0.935751609563,656,164,0.067073170731707,0.48170731707317,-0.053768290663684,-8.8179996688442
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,-1,3,0.935751609563,1.844714937683,656,171,0.046783625730994,0.50877192982456,-0.055560683826381,-9.5008769343111
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_price_gap_atr,-1,4,1.844714937683,inf,656,172,0.087209302325581,0.48837209302326,-0.047369225782838,-8.1475068346481
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,1,0,-inf,-0.904920512767,656,210,0.066666666666667,0.47619047619048,-0.041181614733232,-8.6481390939788
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,1,1,-0.904920512767,-0.281899903684,656,166,0.090361445783133,0.46987951807229,-0.08839510536934,-14.67358749131
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,1,2,-0.281899903684,0.274245534756,656,171,0.099415204678363,0.44444444444444,-0.10565098437761,-18.066318328572
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,1,3,0.274245534756,0.942808503326,656,182,0.087912087912088,0.47802197802198,-0.053344725223343,-9.7087399906485
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,1,4,0.942808503326,inf,656,204,0.073529411764706,0.44117647058824,-0.058152499294196,-11.863109856016
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,-1,0,-inf,-0.904920512767,656,210,0.066666666666667,0.47142857142857,-0.049489957828113,-10.392891143904
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,-1,1,-0.904920512767,-0.281899903684,656,166,0.10843373493976,0.48192771084337,0.0034357406912324,0.57033295474457
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,-1,2,-0.281899903684,0.274245534756,656,171,0.12865497076023,0.51461988304094,0.020015435171316,3.422639414295
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,-1,3,0.274245534756,0.942808503326,656,182,0.076923076923077,0.46153846153846,-0.076807343335535,-13.978936487067
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m5_shock_x_ema20_50_gap_atr,-1,4,0.942808503326,inf,656,204,0.063725490196078,0.5,-0.028296558067093,-5.7724978456869
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,1,0,-inf,0.296875,656,150,0.12,0.46666666666667,-0.023627032003107,-3.5440548004661
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,1,1,0.296875,0.5625,656,239,0.066945606694561,0.48535564853556,-0.046792620463703,-11.183436290825
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,1,2,0.5625,0.75,656,168,0.077380952380952,0.43452380952381,-0.10775414893024,-18.102697020281
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,1,3,0.75,0.90625,656,207,0.10144927536232,0.44444444444444,-0.075187336314068,-15.563778617012
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,1,4,0.90625,inf,656,169,0.053254437869822,0.47337278106509,-0.086188923265925,-14.565928031941
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,-1,0,-inf,0.296875,656,150,0.10666666666667,0.45333333333333,-0.11168306806317,-16.752460209475
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,-1,1,0.296875,0.5625,656,239,0.075313807531381,0.4602510460251,-0.046966323321302,-11.224951273791
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,-1,2,0.5625,0.75,656,168,0.071428571428571,0.51190476190476,0.010316242505172,1.7331287408688
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,-1,3,0.75,0.90625,656,207,0.096618357487923,0.49275362318841,-0.013448903259024,-2.783922974618
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_tick_volume_pct64,-1,4,0.90625,inf,656,169,0.088757396449704,0.51479289940828,0.017022796505306,2.8768526093967
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,1,0,-inf,0.140625,656,169,0.06508875739645,0.44378698224852,-0.067996611777398,-11.49142739038
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,1,1,0.140625,0.359375,656,177,0.090395480225989,0.45762711864407,-0.052675435684176,-9.3235521160992
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,1,2,0.359375,0.59375,656,173,0.11560693641618,0.48554913294798,-0.060154045421442,-10.406649857909
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,1,3,0.59375,0.84375,656,211,0.071090047393365,0.45023696682464,-0.084478513244942,-17.824966294683
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,1,4,0.84375,inf,656,203,0.073891625615764,0.47290640394089,-0.068538419218985,-13.913299101454
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,-1,0,-inf,0.140625,656,169,0.094674556213018,0.49112426035503,-0.0053849835629014,-0.91006222213033
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,-1,1,0.140625,0.359375,656,177,0.07909604519774,0.47457627118644,-0.041153737740577,-7.2842115800822
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,-1,2,0.359375,0.59375,656,173,0.069364161849711,0.47398843930636,-0.067667634332667,-11.706500739551
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,-1,3,0.59375,0.84375,656,211,0.099526066350711,0.49763033175355,-0.0036436381632215,-0.76880765243974
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_rsi14_pct64,-1,4,0.84375,inf,656,203,0.088669950738916,0.48768472906404,-0.027003797603029,-5.4817709134149
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,1,0,-inf,-0.837367047232,656,227,0.052863436123348,0.46696035242291,-0.084038777627208,-19.076802521376
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,1,1,-0.837367047232,-0.006134229608,656,171,0.14035087719298,0.47953216374269,-0.043405936698621,-7.4224151754641
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,1,2,-0.006134229608,0.721714778115,656,173,0.046242774566474,0.46242774566474,-0.096803322797315,-16.746974843936
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,1,3,0.721714778115,1.455886265496,656,158,0.088607594936709,0.46835443037975,-0.06389205390961,-10.094944517718
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,1,4,1.455886265496,inf,656,204,0.093137254901961,0.43627450980392,-0.047150773049174,-9.6187577020314
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,-1,0,-inf,-0.837367047232,656,227,0.096916299559471,0.47136563876652,0.0095668270122814,2.1716697317879
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,-1,1,-0.837367047232,-0.006134229608,656,171,0.099415204678363,0.47953216374269,-0.056169034485299,-9.6049048969861
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,-1,2,-0.006134229608,0.721714778115,656,173,0.086705202312139,0.50867052023121,-0.016797140352165,-2.9059052809246
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,-1,3,0.721714778115,1.455886265496,656,158,0.082278481012658,0.46835443037975,-0.048961145013705,-7.7358609121654
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_price_gap_atr,-1,4,1.455886265496,inf,656,204,0.068627450980392,0.5,-0.039589959555541,-8.0763517493304
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,1,0,-inf,-0.935167237068,656,221,0.081447963800905,0.43438914027149,-0.11000581266809,-24.311284599649
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,1,1,-0.935167237068,-0.414270993459,656,132,0.060606060606061,0.51515151515152,-0.031144840150712,-4.111118899894
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,1,2,-0.414270993459,0.191526872941,656,156,0.083333333333333,0.43589743589744,-0.087709521514594,-13.682685356277
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,1,3,0.191526872941,0.811865777368,656,149,0.10738255033557,0.49664429530201,0.022694475255056,3.3814768130034
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,1,4,0.811865777368,inf,656,275,0.08,0.45454545454545,-0.088131937155308,-24.23628271771
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,-1,0,-inf,-0.935167237068,656,221,0.1131221719457,0.52036199095023,0.0071853206062639,1.5879558539843
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,-1,1,-0.935167237068,-0.414270993459,656,132,0.068181818181818,0.43939393939394,-0.046368857230826,-6.120689154469
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,-1,2,-0.414270993459,0.191526872941,656,156,0.070512820512821,0.51282051282051,-0.0070347150822355,-1.0974155528287
ELASTICNET,202502,5,FULL486,ALL_EXECUTABLE_SIDE_LABELS_NOT_PORTFOLIO_NOT_ADOPTED_RULE,m15_shock_x_ema20_50_gap_atr,-1,3,0.191526872941,0.811865777368,656,149,0.046979865771812,0.44295302013423,-0.11100004558129,-16.539006791613
