task,policy,metric,expected,actual,status
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_100,maxdd_r,11.981635244334,11.981635244336,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,trades,144,144,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,tp,62,62,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,sl,53,53,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,timeout,29,29,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,total_r,6.1622074730755,6.1622074730773,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,expectancy_r,0.042793107451913,0.042793107451925,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,pf,1.1010584269693,1.1010584269693,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_100,maxdd_r,11.981635244334,11.981635244336,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,trades,225,225,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,tp,91,91,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,sl,73,73,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,timeout,61,61,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,total_r,11.869995401396,11.869995401398,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,expectancy_r,0.052755535117316,0.052755535117326,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,pf,1.1351231814831,1.1351231814831,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_150,maxdd_r,10.918996932831,10.918996932834,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,trades,229,229,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,tp,92,92,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,sl,76,76,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,timeout,61,61,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,total_r,9.7445310913255,9.7445310913278,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,expectancy_r,0.042552537516705,0.042552537516715,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,pf,1.1071402136524,1.1071402136524,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_150,maxdd_r,10.918996932831,10.918996932834,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,trades,287,287,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,tp,115,115,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,sl,96,96,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,timeout,76,76,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,total_r,12.477697483802,12.477697483802,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,expectancy_r,0.043476297852967,0.043476297852968,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,pf,1.1097900019262,1.1097900019262,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_200,maxdd_r,12.757908339692,12.757908339695,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,trades,301,301,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,tp,118,118,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,sl,100,100,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,timeout,83,83,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,total_r,11.440654902867,11.440654902867,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,expectancy_r,0.038008820275307,0.038008820275306,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,pf,1.0963313800609,1.0963313800609,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_200,maxdd_r,14.061841799102,14.061841799106,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,trades,453,453,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,tp,178,178,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,sl,150,150,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,timeout,125,125,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,total_r,18.277286924979,18.277286924979,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,expectancy_r,0.040347211754921,0.040347211754921,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,pf,1.1029328262617,1.1029328262617,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,PERCENTILE_300,maxdd_r,17.819193837838,17.819193837841,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,trades,464,464,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,tp,183,183,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,sl,154,154,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,timeout,127,127,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,total_r,19.39632150539,19.396321505389,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,expectancy_r,0.041802417037478,0.041802417037477,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,pf,1.1065325178428,1.1065325178428,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202503,FREQUENCY_300,maxdd_r,16.448933242064,16.448933242068,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,trades,756,756,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,tp,258,258,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,sl,294,294,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,timeout,204,204,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,total_r,-56.810241671224,-56.81024167123,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,expectancy_r,-0.075145822316434,-0.075145822316442,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,pf,0.83606813273499,0.83606813273497,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0,maxdd_r,66.024804128508,66.024804128514,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,trades,671,671,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,tp,227,227,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,sl,260,260,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,timeout,184,184,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,total_r,-51.919627938665,-51.919627938668,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,expectancy_r,-0.077376494692497,-0.077376494692501,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,pf,0.83102899978943,0.83102899978942,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.05,maxdd_r,64.428370120839,64.428370120841,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,trades,586,586,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,tp,200,200,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,sl,222,222,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,timeout,164,164,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,total_r,-35.717378380685,-35.717378380687,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,expectancy_r,-0.06095115764622,-0.060951157646224,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,pf,0.86398554737819,0.86398554737818,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ABS_0.1,maxdd_r,53.528072912196,53.528072912203,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,trades,865,865,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,tp,303,303,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,sl,331,331,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,timeout,231,231,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,total_r,-49.341372036073,-49.34137203608,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,expectancy_r,-0.057042048596617,-0.057042048596624,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,pf,0.87331723988255,0.87331723988253,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,ALL,maxdd_r,65.860462991731,65.860462991737,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,trades,214,214,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,tp,73,73,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,sl,76,76,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,timeout,65,65,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,total_r,-11.487249537206,-11.487249537207,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,expectancy_r,-0.053678736155169,-0.053678736155173,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,pf,0.87666448136775,0.87666448136775,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_100,maxdd_r,25.519001494749,25.519001494752,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,trades,240,240,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,tp,86,86,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,sl,84,84,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,timeout,70,70,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,total_r,-7.4243025312823,-7.4243025312836,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,expectancy_r,-0.030934593880343,-0.030934593880348,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,pf,0.92746467509664,0.92746467509663,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_100,maxdd_r,28.930320209172,28.930320209175,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,trades,280,280,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,tp,100,100,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,sl,102,102,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,timeout,78,78,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,total_r,-11.897046248157,-11.897046248156,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,expectancy_r,-0.042489450886274,-0.042489450886271,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,pf,0.90292547893553,0.90292547893554,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_150,maxdd_r,31.983919493524,31.983919493524,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,trades,277,277,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,tp,99,99,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,sl,100,100,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,timeout,78,78,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,total_r,-10.752770473331,-10.75277047333,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,expectancy_r,-0.038818665968702,-0.038818665968701,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,pf,0.9107093959728,0.91070939597281,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_150,maxdd_r,31.906310385364,31.906310385365,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,trades,345,345,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,tp,114,114,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,sl,132,132,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,timeout,99,99,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,total_r,-28.360153066707,-28.360153066708,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,expectancy_r,-0.08220334222234,-0.082203342222341,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,pf,0.81970318873105,0.81970318873105,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_200,maxdd_r,41.90334223686,41.903342236864,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,trades,347,347,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,tp,114,114,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,sl,133,133,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,timeout,100,100,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,total_r,-30.308473137441,-30.308473137442,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,expectancy_r,-0.087344302989744,-0.087344302989745,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,pf,0.80967436109875,0.80967436109875,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_200,maxdd_r,43.851662307594,43.851662307598,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,trades,435,435,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,tp,145,145,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,sl,168,168,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,timeout,122,122,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,total_r,-36.463618706813,-36.463618706815,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,expectancy_r,-0.083824410820259,-0.083824410820265,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,pf,0.81796127659185,0.81796127659184,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,PERCENTILE_300,maxdd_r,44.473785176495,44.473785176499,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,trades,460,460,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,tp,153,153,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,sl,176,176,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,timeout,131,131,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,total_r,-37.34833821474,-37.348338214744,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,expectancy_r,-0.081192039597262,-0.081192039597269,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,pf,0.82244282220004,0.82244282220003,PASS
LOGISTIC__NET_R__SCALE_FREE__g3__m202504,FREQUENCY_300,maxdd_r,46.364688057725,46.364688057733,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,trades,803,803,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,tp,134,134,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,sl,168,168,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,timeout,501,501,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,total_r,-58.01500831316,-58.015008313161,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,expectancy_r,-0.072247831025105,-0.072247831025107,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,pf,0.79179755080768,0.79179755080768,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0,maxdd_r,65.080657067974,65.080657067978,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,trades,725,725,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,tp,125,125,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,sl,150,150,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,timeout,450,450,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,total_r,-51.482873982222,-51.482873982224,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,expectancy_r,-0.071010860665134,-0.071010860665137,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,pf,0.79503007698563,0.79503007698563,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.05,maxdd_r,56.181093571318,56.181093571322,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,trades,648,648,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,tp,110,110,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,sl,138,138,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,timeout,400,400,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,total_r,-57.958012760024,-57.958012760026,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,expectancy_r,-0.089441377716087,-0.089441377716089,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,pf,0.74939424908666,0.74939424908666,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ABS_0.1,maxdd_r,62.345153490872,62.345153490875,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,trades,933,933,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,tp,160,160,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,sl,194,194,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,timeout,579,579,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,total_r,-60.492182525646,-60.492182525647,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,expectancy_r,-0.064836208494797,-0.064836208494798,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,pf,0.81188033299231,0.81188033299231,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,ALL,maxdd_r,67.802382308342,67.802382308344,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,trades,191,191,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,tp,38,38,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,sl,38,38,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,timeout,115,115,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,total_r,-5.6950712882669,-5.6950712882629,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,expectancy_r,-0.029817127163701,-0.02981712716368,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,pf,0.90883963567827,0.90883963567833,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_100,maxdd_r,11.417569476613,11.417569476613,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,trades,213,213,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,tp,42,42,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,sl,41,41,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,timeout,130,130,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,total_r,-3.3428711421904,-3.3428711421883,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,expectancy_r,-0.015694230714509,-0.015694230714499,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,pf,0.95062789551654,0.95062789551657,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_100,maxdd_r,10.971155808763,10.971155808764,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,trades,275,275,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,tp,52,52,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,sl,60,60,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,timeout,163,163,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,total_r,-15.875872751119,-15.87587275112,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,expectancy_r,-0.057730446367705,-0.05773044636771,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,pf,0.83178514087443,0.83178514087442,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_150,maxdd_r,19.824918606976,19.824918606976,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,trades,276,276,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,tp,53,53,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,sl,60,60,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,timeout,163,163,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,total_r,-14.891872751119,-14.89187275112,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,expectancy_r,-0.05395606069246,-0.053956060692464,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,pf,0.84221123989742,0.84221123989741,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_150,maxdd_r,18.840918606976,18.840918606976,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,trades,347,347,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,tp,65,65,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,sl,75,75,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,timeout,207,207,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,total_r,-20.693316989461,-20.693316989459,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,expectancy_r,-0.059634919277987,-0.059634919277981,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,pf,0.82896122296357,0.82896122296359,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_200,maxdd_r,25.805382023018,25.805382023015,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,trades,372,372,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,tp,70,70,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,sl,79,79,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,timeout,223,223,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,total_r,-20.475520068518,-20.475520068516,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,expectancy_r,-0.055041720614295,-0.055041720614289,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,pf,0.84120895925095,0.84120895925097,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_200,maxdd_r,25.033389815595,25.033389815593,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,trades,461,461,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,tp,85,85,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,sl,98,98,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,timeout,278,278,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,total_r,-31.212749545421,-31.212749545423,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,expectancy_r,-0.06770661506599,-0.067706615065994,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,pf,0.80587253001421,0.8058725300142,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,PERCENTILE_300,maxdd_r,34.274409525852,34.274409525856,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,trades,474,474,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,tp,88,88,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,sl,100,100,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,timeout,286,286,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,total_r,-31.984260012891,-31.984260012895,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,expectancy_r,-0.067477341799349,-0.067477341799357,PASS
LOGISTIC__NET_R__SCALE_FREE__g4__m202502,FREQUENCY_300,pf,0.80581113126603,0.80581113126601,PASS
