family,month,geometry,variant,scope,direction,feature,mean_abs_shap,mean_signed_shap,unit,rows,baseline_mean
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_slope3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_accel_atr,0.012130262720262,0.0012976967046961,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_gap_z64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_sma_gap_atr,0.0074720426777053,0.00082389324340327,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma10_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma10_price_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma10_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma10_slope3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma10_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_price_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_close_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_slope3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_accel_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_gap_z64,0.0018755011908698,0.00027895035743063,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema20_sma_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma20_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma20_price_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma20_slope1_atr,0.004223400474742,0.00034324666130448,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma20_slope3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma20_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_price_gap_atr,0.0018730394731391,-0.00069020389838369,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_close_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_slope3_atr,0.0012864232013184,0.00029713556598057,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_accel_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_gap_z64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema50_sma_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma50_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma50_price_gap_atr,0.0055847828791291,-0.00046392968280756,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma50_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma50_slope3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_sma50_gap_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi7_value,0.0011946020283551,-7.2518293624221e-05,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi7_centered,0.0012319698330102,-0.00010907812339721,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi7_slope1,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi7_slope3,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi7_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi14_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi14_centered,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi14_slope1,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi14_slope3,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi14_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi21_value,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi21_centered,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi21_slope1,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi21_slope3,0.0016628108430727,0.00014902545811197,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_rsi21_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_macd_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_macd_signal_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_macd_hist_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_macd_hist_slope1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_macd_hist_pct64,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_stoch14_k,0.016067223092219,-0.0013005992609117,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_stoch14_d,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_stoch14_k_minus_d,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_williams14_r,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_cci20,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_adx14,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_plus_di14,0.001621390885085,-0.00019149487173868,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_minus_di14,0.0069993215919272,-0.0013812227070327,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_di_balance,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_adx14_slope3,0.0060953760199362,0.00028197335976905,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc1_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc1_pct,0.0012984245847553,0.00023784695905802,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc3_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc3_pct,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc5_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc5_pct,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc10_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc10_pct,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc20_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_roc20_pct,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range5_width_atr,0.0099798411477849,0.00057548324756683,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range5_position,0.0012548417889921,0.00012697258815233,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range5_high_distance_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range5_low_distance_atr,0.0014797654677303,-0.00012165345679466,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range5_signed_efficiency,0.009196459168796,0.0031841886544794,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol5,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol5_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range20_width_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range20_position,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range20_high_distance_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range20_low_distance_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range20_signed_efficiency,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol20,0.00082537635616779,0.00033514265106019,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol20_atr,0.0079597167895312,0.00021047203073273,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range60_width_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range60_position,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range60_high_distance_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range60_low_distance_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_range60_signed_efficiency,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol60,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_realized_vol60_atr,0.011745469592169,0.0013194613214831,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_bb20_width_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_bb20_price_z,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_bb20_position,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_consecutive_signed_bars,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema5_20_gap_atr,0,0,NET_R,512,-0.093339277507245
LIGHTGBM,202502,5,FULL486,NATIVE_TREE_SHAP_MODEL_ATTRIBUTION_NOT_CAUSAL,1,m1_ema10_20_gap_atr,0,0,NET_R,512,-0.093339277507245
