scope,dimension,value,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak
DEVELOPMENT,direction,-1,272,0.49632352941176,-0.020554505114901,-5.590825391253,-0.3294117647058,-89.599999999977,0.92333662506727,12.135948992199,0,272,30,33,209,-0.0088265735259044,0.082616022137102,-10.558132942554,1434.7262169118,0.76838235294118,272,60,0.14412839453285,6
DEVELOPMENT,direction,1,608,0.47861842105263,-0.019296270120282,-11.732132233131,-0.2240131578948,-136.20000000004,0.91486764830325,14.694498973641,608,0,47,35,526,-0.0094507933760214,0.10234064581245,-16.708372962738,1139.0864177632,0.86513157894737,608,49,0.12714027837762,9
DEVELOPMENT,session,LONDON,144,0.54166666666667,0.047915448709063,6.8998246141051,0.17777777777778,25.600000000001,1.2513175508193,5.0591060685899,106,38,15,8,121,0.058761271137444,0.11146891425492,1.9478076817938,852.7880625,0.84027777777778,144,45,0.12343818264607,6
DEVELOPMENT,session,NEW_YORK,234,0.45726495726496,-0.031115131604245,-7.2809407953933,-0.14700854700858,-34.400000000007,0.86575437800679,13.691702086811,184,50,11,12,211,-0.022618661212226,0.13588750340234,-12.253145811341,859.42028632479,0.9017094017094,234,52,0.13288086074944,6
DEVELOPMENT,session,OTHER,56,0.51785714285714,0.043376053807565,2.4290590132236,1.7642857142857,98.800000000001,1.2150724251944,3.1788851675519,49,7,5,3,48,0.054403907601643,0.18150286420479,-2.5215688701395,7018.3727857143,0.85714285714286,56,25,0.12896571039975,4
DEVELOPMENT,session,OVERLAP,193,0.47150259067358,-0.037970584738997,-7.3283228546265,-0.57098445595859,-110.20000000001,0.85201723010677,9.6764520898909,133,60,19,16,158,-0.027255121928798,0.12703519265728,-12.300462906073,825.66323834197,0.81865284974093,193,52,0.13400310099945,5
DEVELOPMENT,session,TOKYO,253,0.47826086956522,-0.047599120955309,-12.042577601693,-0.8126482213439,-205.60000000001,0.82350353422333,17.616804677909,136,117,27,29,197,-0.035976865554277,0.11950502474122,-17.013684188248,816.29392885375,0.77865612648221,253,51,0.13656250820098,7
DEVELOPMENT,week,2025-05,60,0.48333333333333,-0.022151181949398,-1.3290709169639,-0.21500000000002,-12.900000000001,0.91169212781798,4.9114681485481,34,26,7,7,46,-0.0109815170031,0.52835267272156,-6.2790961874296,779.79621666667,0.76666666666667,60,5,0.20786670205249,6
DEVELOPMENT,week,2025-06,62,0.48387096774194,-0.002815910236673,-0.17458643467372,-0.49516129032253,-30.699999999997,0.98937873856324,6.1165677574926,27,35,8,5,49,0.011177178342,0.64525512609799,-5.1065874383167,832.21480645161,0.79032258064516,62,5,0.21799541893645,9
DEVELOPMENT,week,2025-07,77,0.45454545454545,-0.10669663157562,-8.2156406313225,-1.6818181818179,-129.49999999998,0.65424011879794,9.0537217828254,50,27,6,9,62,-0.092576939102273,0.63169844111362,-13.131662167419,3072.2351688312,0.80519480519481,77,5,0.20032598442078,7
DEVELOPMENT,week,2025-08,166,0.5421686746988,0.016762922249857,2.7826450934763,0.15783132530115,26.199999999991,1.0778110404078,6.1367520272356,139,27,12,9,145,0.028698215442205,0.49200675887368,-2.1623803092575,857.37534939759,0.87349397590361,166,5,0.19435241145455,5
DEVELOPMENT,week,2025-09,105,0.43809523809524,0.0024801612588226,0.26041693217637,0.70380952380949,73.899999999996,1.0119254558499,4.847751484994,95,10,9,6,90,0.011501488936133,0.61880215050496,-4.7071006141463,844.89674285714,0.85714285714286,105,5,0.10221247021969,8
DEVELOPMENT,week,2025-10,64,0.53125,0.075805530962347,4.8515539815902,1.5874999999999,101.59999999999,1.4398579362872,2.2610382116065,48,16,7,2,55,0.085867816442797,0.70588538172423,-0.10175584222655,855.1334375,0.859375,64,5,0.088339637134759,3
DEVELOPMENT,week,2025-11,49,0.40816326530612,-0.15739653654129,-7.7124302905231,-2.4489795918368,-120,0.51896349491207,7.7124302905231,21,28,2,5,42,-0.14344717091953,0.70600354638423,-11.876139686499,846.37373469388,0.85714285714286,49,5,0.075089369706462,5
DEVELOPMENT,week,2025-12,22,0.5,0.011460362949417,0.25212798488716,0.37727272727273,8.3,1.0590757228643,2.0939362658214,2,20,2,1,19,0.026800341817227,0.57714338266145,-3.2615702497341,819.69768181818,0.86363636363636,22,5,0.078206562372371,4
DEVELOPMENT,week,2025-13,62,0.46774193548387,-0.040741592696669,-2.5259787471935,0.49193548387119,30.500000000014,0.85442643093817,4.4470424092409,41,21,6,9,47,-0.033152338008371,0.87910855531049,-7.4996120344428,799.40519354839,0.75806451612903,62,5,0.070699711083999,5
DEVELOPMENT,week,2025-14,143,0.46153846153846,-0.032665522789273,-4.671169758866,-1.0930069930072,-156.30000000003,0.85880085427166,9.5724099778618,121,22,11,8,124,-0.026766635984105,0.9363261281176,-9.6440837951992,2062.4163356643,0.86713286713287,143,5,0.082717528476203,8
DEVELOPMENT,week,2025-15,26,0.46153846153846,-0.081368142849663,-2.1155717140912,-0.85384615384608,-22.199999999998,0.73231290286272,4.4224490602253,13,13,4,5,17,-0.073674246155154,0.82134044602604,-6.6954241152131,762.15957692308,0.65384615384615,26,4,0.072104894693848,4
DEVELOPMENT,week,2025-16,38,0.52631578947368,0.0059803783086196,0.22725437572755,-0.37894736842118,-14.400000000005,1.0300539581343,3.1304255776178,17,21,2,2,34,0.0156400129925,0.74681427181767,-3.8511381566191,866.42076315789,0.89473684210526,38,5,0.066146887277452,4
DEVELOPMENT,week,2025-17,6,0.66666666666667,0.17458208356535,1.0474925013921,3.2833333333338,19.700000000003,2.586053429053,0.54744525547399,0,6,1,0,5,0.18731786863233,0.81128392689171,-0.54744525547399,893.56833333333,0.83333333333333,6,3,0.073771015346503,1
HOLDOUT,direction,-1,108,0.48148148148148,-0.013136218634631,-1.4187116125402,-0.0018518518519352,-0.200000000009,0.95104245539258,11.9984964284,0,108,12,16,80,-0.0029085077985278,0.1335069490256,-6.3793753235052,805.94651851852,0.74074074074074,108,35,0.048988145887033,9
HOLDOUT,direction,1,32,0.4375,-0.063477906022512,-2.0312929927204,-1.2843749999997,-41.099999999991,0.74170200856384,4.1793148576372,32,0,2,1,29,-0.053856506589187,0.22699430675034,-5.9287099454387,841.925375,0.90625,32,20,0.031540635803622,5
HOLDOUT,session,LONDON,24,0.45833333333333,-0.020570395365058,-0.49368948876139,0.016666666667125,0.400000000011,0.90950578530476,1.6064152614928,8,16,2,2,20,-0.011372803994792,0.41223719083357,-4.3753440903605,847.32354166667,0.83333333333333,24,11,0.05180835709545,3
HOLDOUT,session,NEW_YORK,44,0.43181818181818,-0.057006762537317,-2.5082975516419,-1.8659090909094,-82.100000000012,0.75553225227713,4.685176725848,10,34,1,3,40,-0.047272452488614,0.21833996060566,-6.3786922812954,873.09361363636,0.90909090909091,44,24,0.035790854862879,7
HOLDOUT,session,OTHER,1,1,0.57188498402517,0.57188498402517,17.900000000001,17.900000000001,inf,0,0,1,0,0,1,0.578274760383,1,0,901.127,1,1,1,0.067282396922549,0
HOLDOUT,session,OVERLAP,36,0.52777777777778,-0.0081835881082406,-0.29460917189666,0.58055555555564,20.900000000003,0.97235359460808,5.311334371672,11,25,6,5,25,0.0011639991368333,0.30959680511132,-5.2518852951946,766.91241666667,0.69444444444444,36,20,0.044264180115285,3
HOLDOUT,session,TOKYO,35,0.45714285714286,-0.020722667913878,-0.72529337698574,0.045714285714201,1.599999999997,0.93072984423601,4.004213903364,3,32,5,7,23,-0.0087077307722857,0.18945211967983,-5.6575865783563,763.48508571429,0.65714285714286,35,17,0.052029401033865,5
