family,target,variant,geometry,policy,trades,win_rate,expectancy_r,total_r,expectancy_pips,total_pips,pf,maxdd_r,long,short,tp,sl,timeout,gross_expectancy_r,max_day_profit_share,top5_removed_total_r,mean_hold_seconds,timeout_rate,clusters,days,predicted_ev,longest_loss_streak,min_month_trades,worst_month_ev,positive_months,robust_gate,all_converged,cost_04_total_r,neighbor_low_total_r,neighbor_high_total_r
ELASTICNET,NET_R,FULL486,5,FREQUENCY_150,880,0.48409090909091,-0.019685179118619,-17.322957624384,-0.25659090909093,-225.80000000002,0.91779838787247,22.393179134975,608,272,77,68,735,-0.0092578526950761,0.096322975669198,-22.299198353991,1230.4659920455,0.83522727272727,880,62,0.13239115064379,9,252,-0.028317874572686,0,False,True,-26.499004877102,-32.615223029673,-3.878719159814
EXTRA_TREES,NET_R,SCALE_FREE,4,PERCENTILE_300,1077,0.50232126276695,-0.016248426003399,-17.499554805661,-0.17000928505109,-183.10000000002,0.9479593719652,25.415171844765,36,1041,205,195,677,-0.0010741229916305,0.094410921581875,-22.47418210571,1075.1913649025,0.62859795728877,1077,62,0.023198891416733,8,303,-0.0365058065766,1,False,True,-33.842279149336,-40.839807234878,-22.714411523377
LIGHTGBM,NET_R,SCALE_FREE,5,ALL,2917,0.46211861501543,-0.052345301794578,-152.69124533478,-0.94706890641072,-2762.6000000001,0.80065430338176,160.41264517322,1064,1853,261,291,2365,-0.040333106628078,0.10757196638603,-157.66504153324,1125.451790881,0.81076448405896,2917,63,0.017748130864387,10,872,-0.06280018290531,0,False,True,-187.73081863547,-152.69124533478,-149.7994095334
LOGISTIC,NET_R,SCALE_FREE,5,FREQUENCY_200,995,0.49145728643216,-0.038487143340094,-38.294707623393,-0.64984924623112,-646.59999999996,0.84644772795965,40.38494680112,547,448,88,93,814,-0.027035036024628,0.1521253745839,-43.269933585142,1002.0024130653,0.81809045226131,995,63,0.38923887793654,8,288,-0.04669376953529,0,False,True,-49.689554402281,-45.227537917488,-27.689687451682
RANDOM_FOREST,NET_R,FULL486,2,PERCENTILE_200,939,0.50053248136315,-0.031542038310486,-29.617973973546,-0.13546325878594,-127.19999999999,0.93405338041723,33.414797599201,581,358,409,404,126,-0.0042843205450298,0.10864400217861,-34.572809263461,397.49155058573,0.13418530351438,939,62,0.052170233729181,7,207,-0.04597456444333,0,False,True,-55.212970955309,-45.52760850721,-23.177737803311
SHALLOW_TREE,NET_R,SCALE_FREE,4,FREQUENCY_300,1276,0.48275862068966,-0.040198383910378,-51.293137869642,-0.54890282131665,-700.40000000005,0.87881458234277,55.560367998839,912,364,241,243,792,-0.025803840327366,0.097866076001436,-56.265668740789,1155.8298017241,0.62068965517241,1276,63,0.17820405265035,7,322,-0.051007990937009,0,False,True,-69.660575481565,-74.573934401622,-51.293137869642
