path,sha256,bytes,role,delivery
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockOrderLifecycle.mqh,d400ffce6766ae39529a926a0b23f3109c80d6fb3f9fbfac42e297e4c9eeb6f5,9263,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockPostShockExcursion.mqh,b53337d52cc7a3acff220985f49f924901297f16b691e1e6374604d35c47d973,10813,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockResearchEngine.mqh,fdec3a3e175143eef317f2c1894be18dee9593611fb93d82007784ab6b28e75c,982,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockRing.mqh,145a061d3dcb05f1665e8830d65184c54de62bb1084f44a788e8accfd9322862,1110,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockScenarioEngine.mqh,a01eaa818d5b32c63a7d111d826ceae783f3e8c9b7893551618aa8ecccf22f37,5590,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStateConditionedResponse.mqh,be08000b024f44ad4f24379912ebcff87cc16badbeabe9c34035da7bb90bffc7,19125,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStateMachine.mqh,9f50599e7100a35dc2d715310b10a21e17e63675ae6d247b1de7d96aeb1de3be,4875,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStatisticalCalibration.mqh,126d039b5bd808770998629a537b451f1c57ca101bc9c9b4b5fb6f0549d35289,11107,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStatisticalDetector.mqh,d6c04ac589f520ccacbc33556572b82cf74e2d4f33ec7e0d78bf1e04743486d0,13959,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockSymmetricOco.mqh,e635d76588e241dcc9586e4f2f0141f645a82ea0a8aa365083c54dc0a52fb80c,13693,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalCandidate.mqh,0480db8dbd5bd7e14984a3dc85c48975292d59314bcb01a3c729a2f477b39523,13430,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalFeatures.mqh,dd24552053b2cbef8bd7694b69dedd044cf878349258cf636bfd095d588ba858,22636,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalModel.mqh,004c582936a817eda670150eca3723da536c3e9d5115e768d65f1d69ab1b4295,69644,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalStudy.mqh,5a00760edeab9919fe8b5fc5ed169b0d9ce7e67ebff8a9a026396bc4e513094f,9310,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTypes.mqh,44d4ca425a1290858c6af168c500da3f8243cf9b19c7a523a4da4d9c8c87fcf3,5853,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShockResearchExecution.mqh,f2c33e8012e18e3392bb68b855c1ce4d1bfc92160acd46c7c8399b3e143811e9,300,source_dependency,COMMIT
mql/Include/TickShock4m2mFrozen/mql/Include/TickShockStateMachine.mqh,b12575b3894cf33aae7103c914b8f470df41ab3f60fb81b428044e5ef45af685,419,source_dependency,COMMIT
mql/Include/TickShockUSDJPYOnlyModel.mqh,33a3f928a57c865301a1cb68779215a3aadf576b3396bf3a8cf1ce500186bbdd,63829,source_dependency,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/.gitignore,8b145af13f57830d9ee9c97adcc20011662df45b8b8b407eba4a483d5261c62d,119,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/all_forward_independent_recalculation.csv,9b983dd07b020b2a4c8dc9624fe6a44480c4b8a699673d4c1b592d5d85cc1e41,1480943,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/all_forward_recalculation.log,e4d46c0f93c2a80a9a09f0985902ca1ae5c86203f025a530e6a7f6c872f86db8,18302,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/all_forward_recalculation_summary.json,f71c414374118d11821cb335cb181e87d16d79deba898e69d79134d7e4f03e25,122,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/bootstrap.csv,cdb04871602734ec11daca1d1d5b616b5e14b733cf62c40805f1560e7df2440c,540,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/candidate_frontier.csv,6b28f0e2ae401ae6c1ec69f33b65b57fb2dcc7c01c1d07eda33f8945758933db,273848,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/collection_quality_scope.csv,c40586cfbc843d721c5aab88cd5afe3487235f79a810e2438e2f3c200df3c63d,686,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/comparison_monthly.csv,f05223acc240fbbbf920e887c81e316152e84a1b8c556e71db56fa16d86ca383,2096,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/cost_sensitivity.csv,946bffeee5d343d5f72587910c880ea0028be74a701dfb4226df584f74994922,3344,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/dataset.pkl,102b410019914d00fb5e300ddf6ddca6cab481fa2c52ab1b2e154cd5a1514e09,48065324,evidence_or_document,LOCAL_ONLY
reports/analysis/tick_shock/usdjpy_only_ml_20260912/development_complete.json,a335ee7eb6c09e785cf22b0abfea14e3b3cef9977f45083ea86fa332c4358205,116,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/development_input_hashes.csv,cda0a1f774b806c1950282cdd6715047bcbbf67038505b23475b84fa8f2959e6,1314,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/development_long_hold_observations.csv,321302e6e887e93f52080ce24fb6ffff74b4bf8b50422563dbf46483f2b640dc,9330,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/development_population.csv,a41beaf63c82914eba7b68b7d90f5675ff6dd6e91aa5e6e75097bc90818d6cc1,1731,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/export_parity.csv,1eb96b99d4432bea3275f5ce924dbd2eb766f21b78b082602ef02674eb0f7c7e,121,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/feature_bins.csv,845909fb575686b4a581339931281c2a41602ab93737aee152c0fdcd2d79149a,215806,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/feature_catalog.csv,447aa55ff71ba1c61ed1eed6e84804240df71e9dbe0c2553979f3263613524a7,28591,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/feature_importance.csv,b764b4ceda8d20957b1e2c92568ea60703913b6885b5f5c4fbdb0b829583aa86,590815,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/feature_permutation.csv,234ec01000a6e6bc98575b602d216325a7844ebc052861d1cab919b559368fc5,35050,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/feature_ranking.csv,073ad98bba34b83cf09a5ec99ca430e0b63d288da241b5619605ca5e67393d7e,15212,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/freeze_record.json,2d18b314b69888abce429e8537d98e4acbd65e131f4566be408b41c0166c1bf8,1060,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/frequency_frontier.csv,2eca261851df0497f03d1b37db674c2d79a8b888d2bb69326330a19af5e29c9f,9656,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/frozen_model.json,4c113948414a289843fc4518a76bc1f761ad611957a4c4f1e7ec92bb0fe4981b,157814,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/frozen_model.pkl,a1ee448cd9242d3d5acc3c8f8092277ced16ed48a4200aac255ff33e633d6ca7,32243,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/full_deterministic_rerun.csv,8b2fbee2ea732c36bc0ba80c552cbac4b23224099ed145436f1aad8e21df6227,1245898,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/full_deterministic_rerun.log,5133d4a3f102994ab18b4016000274b0f905b631c13d6233d72b5664eeee85f8,17582,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/full_deterministic_rerun_summary.json,7e1f78191c76946c60bc1a81fb532e94843a665626ca18918a84a0fe2958f03b,167,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/geometry_diagnostics.csv,d5188ca56a293f1dff9aaffb0e236b0482cb7a188b2ca1438f576e20b00cc83a,4266,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/group_permutation.csv,530124217bb955ad1abd570557e10844d51dc7f490dd0336c88a8315947f9cb4,17157,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/hold_time_limitations.csv,87e406917e8da0bf496b9c7e468ccf76fbb757a12152166d610ba36360cefb84,105,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_202505_actions.csv,55bb870046389d534841ae7a342a00b4bf8a7a9c4b3523bb2fda36a01870a809,388053,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_202505_trades.csv,0db1f7d502c83b5463f6c5df768c035dfe4206db7f1932c7fd377a31b50642d6,44623,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_202506_actions.csv,f96dc1f892324b8b651678552ac730da9e69b80a44273ab7bbcfa3dbd97058ca,219243,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_202506_trades.csv,4ebd20eea8f0d5c635b20020a31442b45bd01f55aac2183c205020dd66a73f4e,20700,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_complete.json,dc41ec3f6de33a199a7642669081fc24a2261ca69650e6fe8542aec0133b55b5,892,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_input_hashes.csv,b5df8faeda239df35df903b5e0ea9b1b68a1f719f5ec65785ad0db5e8c30a1e5,666,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_long_hold_observations.csv,091a6e8f3313c4a84c8bdbf13066a6e9b94daa47907db42bf7effb234638a911,5154,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_monthly.csv,0c4c80a69af615bc2fa51cca6e1e2c222d166fe1d15440af7399e12a3d15a9ab,956,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_opened.json,064304e034410772f431d7d97eac01cfc7204c35ec8309e9e2b8fa5a8373e5d2,191,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_population.csv,2bcfcc5d933dd85822b2b64886d75a3d97e131ae309ce138cefa4603e4c43099,872,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/holdout_trades.csv,94fec31d4fd67dd3e64a503b7eddb58de2e6b4c73808e5c5f5f6ea7bbe5a56c1,64893,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/input_subset_manifest.csv,7b84885648989f9f4848b01693a538d1f53a2af58322e3be109af4c5cb4721dd,5470,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202501_technical_features.csv.gz,09221c7f790f50b2c18f942c7b39afab824977ec9aba3fd8d6b4c6e7b01b222c,2040857,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202501_technical_outcomes.csv.gz,d9c7e8f3cb2698579e583b9f9244f894c9ec0d99111e69adc46e56e535bb4df8,305052,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202502_technical_features.csv.gz,15ab13f69dca1045bd42a7fc84e9c4bccba32f0611f5263a8c30df4027927efc,2980666,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202502_technical_outcomes.csv.gz,117ad444cbeb7167c9f2022741d3bec5f6b305d0a747bd66b445bd3ac48656c6,443037,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202503_technical_features.csv.gz,e5588c1fa2f53ea836b0b2f2551a9621eda2feaa009247c5b033a73c088e06f4,3498602,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202503_technical_outcomes.csv.gz,1ca6816ec119473e77db28bde66252dfa7e5a43f727b49c83ef01431963d1509,526540,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202504_technical_features.csv.gz,af5002c0e8c7db396cebeeab413c8b03fd8138d42fbafafa9cf70f6ecfd96b99,2819412,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202504_technical_outcomes.csv.gz,d45ccd114d2fe7c78f4d881aa70bde3cfc9fc4869ebe576f75700f5f3ebd84f6,429263,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202505_technical_features.csv.gz,6a003739da57b44c364539e6ab1420bf9d3e0c0ab37b53f2579b347e87d4f2b7,2615815,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202505_technical_outcomes.csv.gz,2a1cfcc63af20cb100454a9346aa9fa363dd4622c0def3ee41679f3fa733a0fb,392982,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202506_technical_features.csv.gz,f6f72bb7151d724fbe44758f609acfd8062005a591f996469b2a8dab4aa7849f,1481412,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/inputs/202506_technical_outcomes.csv.gz,550572aa7dfee98ca6b25f26203ec4aad2aa2e78d62ef6e02f49195cda17fbd1,216771,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/interaction_ranking.csv,0c496d32c33a78c656327ece4e5406b4cf9901dec426be16826f55a86bf8aab3,2211,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/interpretation_qa.csv,d2e0d310a0b4ea1f60d32fce62cd6b300d8deea168d4432997144dc1016e924d,1212,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/lightgbm_shap.csv,f8b628e34b87d7882c160df149ea0405b9a5c484f4c2dac3b0b3b7a1fb811306,395827,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/model_family_comparison.csv,7cd64ac0d978c9f91e216a41b42f402dd8a3de48bb6df0aa19e46dbf38bb8d4c,2728,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/mt5_candidate_compile.log,1964e8add269821df7888bb243dc93ad8aedc3fce2f7ac1ea172010179a16905,35052,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/mt5_export.json,51edc44f7cab95cf15351fe8757e550880ca99df3e0b0923c0882fe2c6d957bf,543,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/outcome_funnel.csv,84f32a1aee2b945a8b6b695cd1fcb881c74961905da00f2b978f9b33f0d5cb02,988,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/partial_dependence.csv,f9b5ee24ce94092fe38a3f44842e54fb13b5718206aa6c757cdeee687cd33ccd,32632,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/path_geometry_diagnostics.csv,0ad4849b3c5a67a757f9fe91ee90ea0a8891a227351a0ae71e162c02c3718037,4897,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/portable_reproduction.csv,79c1400a1c4eb6ed454118c8170aec81e63ab78651a0e9191f90625ebc1334a9,257,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/pre_source_hashes.csv,5cf646adf2e827488f67a516b8ede0f115e9704903d464716cdd69a6841b5053,32237,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g1__m202502.npz,1c68733f3ddf17bc1bf03887cb64be574268949567ae0442429f0e4b3378b2c5,16862,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g1__m202503.npz,13c3979f87405ec28e7232ed6c058e44bb712d33427eca46e5b3f850728d1370,19583,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g1__m202504.npz,e4451cc129a980205e17c49234df6ca241a100d5c59a787dbf05940b853f6477,15853,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g2__m202502.npz,d198a04e63c8b988ef79de6cbc02c2d6d63b49382571c56926e0318df69999a0,16874,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g2__m202503.npz,da5b8dcdd5082bff25d8b13e38802baebe845e8f2793c3804379c8df5df40dd5,19628,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g2__m202504.npz,cffecac2baea6268f2d7b0182e940645befaa3c0de0bc5a6d409470fc0d5525a,15922,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g3__m202502.npz,608cc60fc8b5acd82d5e110061a02244dc50310a62f52f7cc2cdf0632a6d6bda,16849,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g3__m202503.npz,96ae8de20696259e1697a8bb88f0c0489c322c893b4b56d4c6864be45440849f,19629,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g3__m202504.npz,fa99b5a38bb489a4c27f5731845ac808ef605e1eadc5ae63ae580e4a714f596c,15924,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g4__m202502.npz,e94852139f9a25aa94804b15fb258d7c851beaa8c22a3c5ced5a6e6cb1f17400,16856,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g4__m202503.npz,901c02d774cb8385781bed4da49872215c7e6bab4202100fa15d562a396a630f,19640,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g4__m202504.npz,9b2360706453e0345778d3c0af4ce6e5d4471e180ff62be2a0cceb2cddb947a5,15911,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g5__m202502.npz,46f4ce5aea051bcbf1f327fc193fe9d62d670bd0a8b7dbd057b2ccd54cbc4213,16830,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g5__m202503.npz,0005e89ffccc26c24d7a3bf45c267ecb706134d8d216324683ed1f11f53949e6,19638,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__FULL486__g5__m202504.npz,96a28ce57ee25b6ac30b605cef33b90583c7e76c08621dd6524cc3c7ed958211,15914,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g1__m202502.npz,8837399c7cf3c39ab1cdcbcc6c2414099beebe2ab2400e4179d6d048fae40285,16854,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g1__m202503.npz,76b81279782e0f631723946b7f8536aa64b9545da7769754ea555be777c6cf4a,19570,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g1__m202504.npz,3accdcf1f750d2a3f57f24792b81690e014fa5fb8900f6287bcb266790184efd,15870,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g2__m202502.npz,694dacedfe5461f14535fe350f3b63420c23cad4793abe303db0fefccd5658aa,16847,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g2__m202503.npz,903bedd85ee6f3f6735fa0eb1c0a190cd80cbb8e9280488edcdf21cee974ff24,19626,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g2__m202504.npz,9c506e52cb4f1edfb032d43aa161046024e791bc9b37ff3a9c0f4f18d35a9bb1,15902,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g3__m202502.npz,673a91af16d790cc9311224230e8ee4b8310bf6fd99f1c24f41b61a6314c359a,16851,evidence_or_document,COMMIT
reports/analysis/tick_shock/usdjpy_only_ml_20260912/predictions/ELASTICNET__NET_R__SCALE_FREE__g3__m202503.npz,ef4dead5ee1acaae0d7583be4c4580becef7804046b21bdc4935ad3f68c62096,19618,evidence_or_document,COMMIT
