check,status,actual,expected
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202502_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202502_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202503_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202503_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202504_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g2__m202504_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202502_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202502_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202503_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202503_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202504_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g3__m202504_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202502_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202502_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202503_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202503_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202504_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g4__m202504_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202502_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202502_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202503_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202503_converged,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202504_fit_indices,PASS,,
SHALLOW_TREE__NET_R__SCALE_FREE__g5__m202504_converged,PASS,,
frozen_refit_1,PASS,0.0,0
frozen_refit_-1,PASS,0.0,0
preserved_mql/Experts/btcusd_20260124.ex5,PASS,,
preserved_mql/Experts/btcusd_20260124.mq5,PASS,,
preserved_mql/Experts/btcusd_20260330_session_meanrev.ex5,PASS,,
preserved_mql/Experts/btcusd_20260330_session_meanrev.mq5,PASS,,
preserved_mql/Experts/btcusd_20260331_session_pair_rr.ex5,PASS,,
preserved_mql/Experts/btcusd_20260331_session_pair_rr.mq5,PASS,,
preserved_mql/Experts/btcusd_20260401_compression_breakout.ex5,PASS,,
preserved_mql/Experts/btcusd_20260401_compression_breakout.mq5,PASS,,
preserved_mql/Experts/btcusd_20260401_intrabar_reversal.ex5,PASS,,
preserved_mql/Experts/btcusd_20260401_intrabar_reversal.mq5,PASS,,
preserved_mql/Experts/btcusd_20260401_overextension_flow.ex5,PASS,,
preserved_mql/Experts/btcusd_20260401_overextension_flow.mq5,PASS,,
preserved_mql/Experts/btcusd_20260401_regime_dual.ex5,PASS,,
preserved_mql/Experts/btcusd_20260401_regime_dual.mq5,PASS,,
preserved_mql/Experts/btcusd_20260401_regime_single.ex5,PASS,,
preserved_mql/Experts/btcusd_20260401_regime_single.mq5,PASS,,
preserved_mql/Experts/btcusd_20260409_fractal_trend_research.ex5,PASS,,
preserved_mql/Experts/btcusd_20260409_fractal_trend_research.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_LongOnly_BucketLab.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_LongOnly_BucketLab.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_LongOnly_RelativeScalper.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_LongOnly_RelativeScalper.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXBasket_ContextTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXBasket_ContextTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXCurrencyStrengthTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXCurrencyStrengthTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXElliottWaveRoadmapTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXElliottWaveRoadmapTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXFractalDowElliottSessionTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXFractalDowElliottSessionTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXRangeBoundaryReversion.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXRangeBoundaryReversion.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_ScoreScanner.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_ScoreScanner.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockScalper.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockScalper.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnical4m2mCandidate.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnical4m2mCandidate.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalCandidate.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalCandidate.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalResearch.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalResearch.mq5,PASS,,
preserved_mql/Experts/ExpectedValue_NWave_Scalper.ex5,PASS,,
preserved_mql/Experts/ExpectedValue_NWave_Scalper.mq5,PASS,,
preserved_mql/Experts/Gold One.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_breakout_followthrough_long.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_breakout_followthrough_long.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_downpersist_long.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_downpersist_long.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_ema_continuation_long.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_ema_continuation_long.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_followthrough_long.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_followthrough_long.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_golden_method.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_golden_method.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_long_stack.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_long_stack.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_regime_buckets.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_regime_buckets.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_round_continuation_long.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_round_continuation_long.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260402_zone_escape.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260402_zone_escape.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260409_round_quality_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260409_round_quality_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260410_late_overextension_short_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260410_late_overextension_short_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260410_late_quiet_spike_short_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260410_late_quiet_spike_short_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260410_m1_context_pullback.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260410_m1_context_pullback.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260410_method2_s2_short_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260410_method2_s2_short_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260410_round_continuation_short_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260410_round_continuation_short_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260411_fractal_structure_method2_scaffold.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260411_fractal_structure_method2_scaffold.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260411_fractal_structure_short_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260411_fractal_structure_short_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260411_m5_short_breakout_guarded.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260411_m5_short_breakout_guarded.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260411_triple_structure_method2_scaffold.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260411_triple_structure_method2_scaffold.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260413_failed_breakout_short_scaffold.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260413_failed_breakout_short_scaffold.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260414_dow_fractal_head_shoulders_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260414_dow_fractal_head_shoulders_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260414_trend_continuation_pullback_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260414_trend_continuation_pullback_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260416_external_liquidity_sweep_failed_acceptance_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260416_external_liquidity_sweep_failed_acceptance_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260416_liquidity_sweep_failed_acceptance_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260416_liquidity_sweep_failed_acceptance_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260420_n_wave_third_leg_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260420_n_wave_third_leg_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260421_higher_timeframe_swing_continuation_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260421_higher_timeframe_swing_continuation_engine.mq5,PASS,,
preserved_mql/Experts/usdjpy_20260421_tokyo_london_session_box_breakout_engine.ex5,PASS,,
preserved_mql/Experts/usdjpy_20260421_tokyo_london_session_box_breakout_engine.mq5,PASS,,
preserved_mql/Experts/wrriam_fractal_add_range_for_btcusd_20250818.ex5,PASS,,
preserved_mql/Experts/wrriam_fractal_add_range_for_btcusd_20250818.mq5,PASS,,
preserved_mql/Experts/real/１/ExpectedValue_NWave_Scalper.ex5,PASS,,
preserved_mql/Experts/real/１/ExpectedValue_NWave_Scalper.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_CleanMoveFeatureHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_CleanMoveFeatureHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ContextFeatureHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ContextFeatureHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ControlFunnelHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ControlFunnelHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_CrossFxLeadLagHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_CrossFxLeadLagHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DelayedDecisionHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DelayedDecisionHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DetectionTimeContinuationHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DetectionTimeContinuationHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DetectorHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DetectorHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DomainUnitHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_DomainUnitHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_EconomicPathHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_EconomicPathHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_EventResponseHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_EventResponseHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ExecutionHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ExecutionHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_IntegrityRegressionHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_IntegrityRegressionHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_MediumHorizonResponseHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_MediumHorizonResponseHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_MultiCurrencyMergeHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_MultiCurrencyMergeHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_OrderLifecycleHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_OrderLifecycleHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_PostShockExcursionHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_PostShockExcursionHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ReachabilityHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ReachabilityHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_StateConditionedResponseHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_StateConditionedResponseHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_StateMachineHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_StateMachineHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_SymmetricOcoHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_SymmetricOcoHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_SyntheticIntegrationHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_SyntheticIntegrationHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_Technical4m2mParityHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_Technical4m2mParityHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalExecutionHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalExecutionHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalFeaturesHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalFeaturesHarness.mq5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalModelParityHarness.ex5,PASS,,
preserved_mql/Experts/tests/ExpectedValue_TickShock_TechnicalModelParityHarness.mq5,PASS,,
preserved_mql/Experts/tests/TickShockStep15ATestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15BTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15CTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15DTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15ETestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15FTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15GTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep15HTestSupport.mqh,PASS,,
preserved_mql/Experts/tests/TickShockStep5TestSupport.mqh,PASS,,
preserved_mql/Include/TickShockResearchExecution.mqh,PASS,,
preserved_mql/Include/TickShockStateMachine.mqh,PASS,,
preserved_mql/Include/TrendlineWave2Failure.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockBaseline.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockCleanMoveFeatures.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockClusterer.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockConfig.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockContextFeatures.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockControlStudy.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockCrossFxLeadLag.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockCsvSerializer.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockDelayedDecision.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockDetectionTimeContinuation.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockDetector.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockEconomicPath.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockEngine.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockEventEngine.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockEventResponse.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockExecutionModel.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockGrid.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockMediumHorizonResponse.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockMergeSequencer.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockMetrics.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockMt5Adapter.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockOrderLifecycle.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockPostShockExcursion.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockResearchEngine.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockRing.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockScenarioEngine.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockStateConditionedResponse.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockStateMachine.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockStatisticalCalibration.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockStatisticalDetector.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockSymmetricOco.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockTechnicalCandidate.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockTechnicalModel.mqh,PASS,,
preserved_mql/Include/TickShock/TickShockTypes.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.ex5,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalResearch.ex5,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Experts/ExpectedValue_MultiCurrency_TickShockTechnicalResearch.mq5,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShockResearchExecution.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShockStateMachine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockBaseline.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockCleanMoveFeatures.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockClusterer.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockConfig.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockContextFeatures.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockControlStudy.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockCrossFxLeadLag.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockCsvSerializer.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockDelayedDecision.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockDetectionTimeContinuation.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockDetector.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockEconomicPath.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockEngine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockEventEngine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockEventResponse.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockExecutionModel.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockGrid.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockMediumHorizonResponse.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockMergeSequencer.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockMetrics.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockMt5Adapter.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockOrderLifecycle.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockPostShockExcursion.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockResearchEngine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockRing.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockScenarioEngine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStateConditionedResponse.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStateMachine.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStatisticalCalibration.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockStatisticalDetector.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockSymmetricOco.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalCandidate.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalFeatures.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalModel.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTechnicalStudy.mqh,PASS,,
preserved_mql/Include/TickShock4m2mFrozen/mql/Include/TickShock/TickShockTypes.mqh,PASS,,
