feature,normalized,interaction
m15_ema20_accel_atr,0,False
m15_ema20_close_gap_atr,0,False
m5_shock_x_ema20_price_gap_atr,0,True
m15_ema10_20_gap_atr,0,False
m15_rsi21_pct64,0,False
m15_rsi21_slope1,0,False
m15_rsi21_slope3,0,False
m15_rsi21_value,0,False
m15_rsi7_centered,0,False
m15_rsi7_pct64,0,False
m15_rsi7_slope1,0,False
m15_rsi7_value,0,False
m15_shock_x_di_balance,0,True
m15_shock_x_ema20_price_gap_atr,0,True
m15_shock_x_roc5_atr,0,True
m15_shock_x_rsi14_centered,0,True
m15_sma10_price_gap_atr,0,False
m15_sma10_slope1_atr,0,False
m15_sma10_slope3_atr,0,False
m15_sma20_gap_pct64,0,False
m15_sma20_price_gap_atr,0,False
m15_sma20_slope3_atr,0,False
m15_sma20_value,0,False
m15_sma50_gap_pct64,0,False
m15_sma50_price_gap_atr,0,False
m15_sma50_slope1_atr,0,False
m15_sma50_value,0,False
m15_sma5_gap_pct64,0,False
m15_sma5_price_gap_atr,0,False
m15_sma5_slope1_atr,0,False
m15_sma5_slope3_atr,0,False
m15_sma5_value,0,False
m15_spread_atr,0,False
m15_stoch14_d,0,False
m15_stoch14_k,0,False
m15_upper_wick_atr,0,False
m15_williams14_r,0,False
m1_adx14_slope3,0,False
m1_atr14,0,False
m15_realized_vol5,0,False
m15_realized_vol60_atr,0,False
m15_roc10_atr,0,False
m15_roc10_pct,0,False
m15_roc1_atr,0,False
m15_roc1_pct,0,False
m15_roc3_atr,0,False
m15_roc3_pct,0,False
m15_roc5_atr,0,False
m15_rsi14_centered,0,False
m15_rsi14_pct64,0,False
m15_rsi14_slope1,0,False
m1_atr14_price,0,False
m1_atr28,0,False
m1_atr7_atr28,0,False
m1_body_atr,0,False
m1_di_balance,0,False
m1_ema10_20_gap_atr,0,False
m1_ema10_accel_atr,0,False
m15_ema20_gap_pct64,0,False
m15_ema20_gap_x_rsi14,0,True
m15_ema20_gap_z64,0,False
m15_ema20_price_gap_atr,0,False
m15_ema20_slope1_atr,0,False
m15_ema20_slope3_atr,0,False
m15_ema20_slope_x_adx,0,True
m15_ema20_sma_gap_atr,0,False
m15_ema20_value,0,False
m15_ema50_accel_atr,0,False
m15_ema50_close_gap_atr,0,False
m15_ema50_gap_pct64,0,False
m15_ema50_gap_z64,0,False
m15_ema50_price_gap_atr,0,False
m15_ema50_slope1_atr,0,False
m15_ema50_slope3_atr,0,False
m1_ema10_close_gap_atr,0,False
m1_ema10_gap_pct64,0,False
m1_ema10_gap_z64,0,False
m1_ema10_price_gap_atr,0,False
m1_ema10_slope1_atr,0,False
m1_ema10_slope3_atr,0,False
m1_ema10_value,0,False
m1_ema20_50_gap_atr,0,False
m1_ema20_accel_atr,0,False
m1_ema20_close_gap_atr,0,False
m1_ema20_gap_pct64,0,False
m1_ema20_gap_z64,0,False
m1_ema20_price_gap_atr,0,False
m1_ema20_slope1_atr,0,False
m1_ema20_slope3_atr,0,False
m1_ema20_slope_x_adx,0,True
m1_ema20_value,0,False
m1_ema50_accel_atr,0,False
m1_ema50_close_gap_atr,0,False
m1_ema50_gap_z64,0,False
m1_ema50_price_gap_atr,0,False
m1_ema50_slope1_atr,0,False
m1_ema50_slope3_atr,0,False
m1_ema50_sma_gap_atr,0,False
m1_ema50_value,0,False
m1_ema5_20_gap_atr,0,False
m1_ema5_accel_atr,0,False
m1_ema5_close_gap_atr,0,False
m1_ema5_gap_pct64,0,False
m1_ema5_gap_z64,0,False
m1_ema5_price_gap_atr,0,False
m1_ema5_slope1_atr,0,False
m1_ema5_slope3_atr,0,False
m1_ema5_sma_gap_atr,0,False
m1_ema5_value,0,False
m1_ema_alignment,0,False
m1_m15_alignment_product,0,True
m1_m15_rsi14_difference,0,True
m1_m5_alignment_product,0,True
m1_m5_macd_hist_product,0,True
m1_m5_rsi14_difference,0,True
m1_m5_rsi_x_trend,0,True
m1_macd_atr,0,False
m1_macd_hist_atr,0,False
m1_macd_hist_slope1_atr,0,False
m1_macd_signal_atr,0,False
m1_minus_di14,0,False
m1_range20_high_distance_atr,0,False
m1_range20_low_distance_atr,0,False
m1_range20_position,0,False
m1_range20_signed_efficiency,0,False
m1_range20_width_atr,0,False
m1_range5_high_distance_atr,0,False
m1_range5_low_distance_atr,0,False
m15_range20_high_distance_atr,0,False
m15_range20_low_distance_atr,0,False
m15_range20_position,0,False
m15_range20_signed_efficiency,0,False
m15_range20_width_atr,0,False
m15_range5_high_distance_atr,0,False
m15_range5_position,0,False
m15_range5_signed_efficiency,0,False
m15_range5_width_atr,0,False
m15_range60_high_distance_atr,0,False
m15_range60_low_distance_atr,0,False
m15_range60_position,0,False
m15_range60_signed_efficiency,0,False
m15_realized_vol20,0,False
m15_realized_vol20_atr,0,False
m1_range60_high_distance_atr,0,False
m1_range60_low_distance_atr,0,False
m1_range60_position,0,False
m1_range60_signed_efficiency,0,False
m1_range60_width_atr,0,False
m1_realized_vol20,0,False
m1_realized_vol60,0,False
m1_roc10_atr,0,False
m1_roc10_pct,0,False
m1_roc1_atr,0,False
m1_roc20_atr,0,False
m1_roc20_pct,0,False
m1_roc3_atr,0,False
m1_roc5_atr,0,False
m1_rsi14_centered,0,False
m1_rsi14_pct64,0,False
m1_rsi14_slope1,0,False
m1_rsi14_slope3,0,False
m1_rsi14_value,0,False
m1_rsi14_x_adx14,0,True
m1_rsi21_centered,0,False
m1_rsi21_slope1,0,False
m1_rsi21_slope3,0,False
m1_rsi21_value,0,False
m1_rsi7_centered,0,False
m1_rsi7_pct64,0,False
m1_rsi7_slope1,0,False
m1_rsi7_value,0,False
m1_shock_x_di_balance,0,True
m1_shock_x_ema20_50_gap_atr,0,True
m1_shock_x_ema20_price_gap_atr,0,True
m1_shock_x_range20_signed_efficiency,0,True
m15_atr7_atr28,0,False
m1_shock_x_rsi14_centered,0,True
m15_bb20_position,0,False
m1_sma10_price_gap_atr,0,False
m1_sma10_slope1_atr,0,False
m1_sma20_gap_pct64,0,False
m1_sma20_price_gap_atr,0,False
m1_sma20_slope1_atr,0,False
m1_sma20_slope3_atr,0,False
m1_sma20_value,0,False
m15_bb20_price_z,0,False
m1_sma50_price_gap_atr,0,False
m1_sma50_value,0,False
m1_sma5_gap_pct64,0,False
m1_sma5_price_gap_atr,0,False
m1_sma5_slope1_atr,0,False
m1_sma5_slope3_atr,0,False
m15_ema5_price_gap_atr,0,False
m15_ema5_slope1_atr,0,False
m15_ema5_slope3_atr,0,False
m15_ema5_sma_gap_atr,0,False
m15_ema5_value,0,False
m15_ema_alignment_x_rsi14,0,True
m15_macd_atr,0,False
m15_macd_hist_atr,0,False
m15_macd_hist_slope1_atr,0,False
m15_macd_hist_x_atr_expansion,0,True
m15_macd_signal_atr,0,False
m15_minus_di14,0,False
m1_stoch14_d,0,False
m1_stoch14_k,0,False
m1_stoch14_k_minus_d,0,False
m1_tick_volume_pct64,0,False
m1_williams14_r,0,False
m5_adx14,0,False
m5_adx14_slope3,0,False
m5_atr14,0,False
m5_atr14_change3,0,False
m5_atr14_price,0,False
m5_atr14_z64,0,False
m5_atr28,0,False
m5_atr7,0,False
m5_atr7_atr28,0,False
m5_bar_close_location,0,False
m5_bar_range_atr,0,False
m5_bb20_width_atr,0,False
m5_body_atr,0,False
m5_body_x_tick_activity,0,True
m5_cci20,0,False
m5_di_balance,0,False
m5_ema10_20_gap_atr,0,False
m5_ema10_accel_atr,0,False
m5_ema10_close_gap_atr,0,False
m5_ema10_gap_pct64,0,False
m5_ema10_gap_z64,0,False
m5_ema10_price_gap_atr,0,False
m5_ema10_slope1_atr,0,False
m5_ema10_slope3_atr,0,False
m15_bb20_width_atr,0,False
m5_ema10_value,0,False
m5_ema20_50_gap_atr,0,False
m5_ema20_accel_atr,0,False
m5_ema20_close_gap_atr,0,False
m5_ema20_gap_pct64,0,False
m5_ema20_gap_z64,0,False
m5_ema20_price_gap_atr,0,False
m5_ema20_slope1_atr,0,False
m5_ema20_slope3_atr,0,False
m5_ema20_slope_x_adx,0,True
m5_ema20_sma_gap_atr,0,False
m5_ema20_value,0,False
m5_ema50_accel_atr,0,False
m5_ema50_close_gap_atr,0,False
m5_ema50_gap_pct64,0,False
m5_ema50_gap_z64,0,False
m5_ema50_price_gap_atr,0,False
m5_ema50_slope1_atr,0,False
m5_ema50_slope3_atr,0,False
m5_ema50_sma_gap_atr,0,False
m5_ema50_value,0,False
m5_ema5_20_gap_atr,0,False
m5_ema5_accel_atr,0,False
m5_ema5_close_gap_atr,0,False
m5_ema5_gap_pct64,0,False
m5_ema5_gap_z64,0,False
m5_ema5_slope1_atr,0,False
m5_ema5_slope3_atr,0,False
m5_ema5_value,0,False
m5_ema_alignment_x_rsi14,0,True
m5_m15_alignment_product,0,True
m5_m15_ema20_slope_product,0,True
m5_m15_rsi14_difference,0,True
m5_m15_rsi_x_trend,0,True
m5_macd_atr,0,False
m5_macd_hist_atr,0,False
m5_macd_hist_pct64,0,False
m5_macd_hist_slope1_atr,0,False
m5_macd_hist_x_atr_expansion,0,True
m5_macd_signal_atr,0,False
m5_minus_di14,0,False
m5_plus_di14,0,False
m5_range20_high_distance_atr,0,False
m5_range20_low_distance_atr,0,False
m5_range20_position,0,False
m5_range20_signed_efficiency,0,False
m5_range5_high_distance_atr,0,False
m5_range5_position,0,False
m5_range5_signed_efficiency,0,False
m5_range5_width_atr,0,False
m5_range60_high_distance_atr,0,False
m5_range60_low_distance_atr,0,False
m5_range60_position,0,False
m5_range60_signed_efficiency,0,False
m5_range60_width_atr,0,False
m5_realized_vol20,0,False
m5_realized_vol20_atr,0,False
m5_realized_vol5,0,False
m15_body_atr,0,False
m5_realized_vol60,0,False
m5_realized_vol60_atr,0,False
m5_roc10_atr,0,False
m5_roc10_pct,0,False
m5_roc1_atr,0,False
m5_roc20_atr,0,False
m5_roc20_pct,0,False
m5_roc3_pct,0,False
m5_roc5_atr,0,False
m5_roc5_pct,0,False
m5_rsi14_centered,0,False
m5_rsi14_pct64,0,False
m5_rsi14_slope1,0,False
m5_rsi14_slope3,0,False
m5_rsi14_value,0,False
m5_rsi14_x_adx14,0,True
m5_rsi21_centered,0,False
m5_rsi21_pct64,0,False
m5_rsi21_slope1,0,False
m5_rsi21_slope3,0,False
m5_rsi21_value,0,False
m5_rsi7_centered,0,False
m5_rsi7_pct64,0,False
m5_rsi7_slope1,0,False
m15_rsi21_centered,0,False
m5_shock_x_rsi14_centered,0,True
m5_sma10_gap_pct64,0,False
m5_sma10_price_gap_atr,0,False
m5_sma10_slope1_atr,0,False
m5_sma10_slope3_atr,0,False
m5_sma10_value,0,False
m5_sma20_gap_pct64,0,False
m5_sma20_price_gap_atr,0,False
m5_sma20_slope1_atr,0,False
m5_sma20_slope3_atr,0,False
m5_sma50_gap_pct64,0,False
m15_adx14,0,False
m5_williams14_r,0,False
m15_rsi14_value,0,False
m5_sma5_gap_pct64,0,False
m15_di_balance,0,False
m5_shock_x_di_balance,0,True
m5_shock_x_ema20_50_gap_atr,0,True
m5_sma5_slope1_atr,0,False
m5_sma5_slope3_atr,0,False
m5_sma5_value,0,False
m5_stoch14_d,0,False
m5_stoch14_k,0,False
m5_stoch14_k_minus_d,0,False
m5_tick_volume,0,False
m15_ema5_20_gap_atr,0,False
m15_ema5_accel_atr,0,False
m15_ema5_close_gap_atr,0,False
m15_ema5_gap_pct64,0,False
m15_ema5_gap_z64,0,False
m15_atr7,0,False
