family,variant,geometry,month,mean,n,p10,p50,p90,part,sd,side
EXTRA_TREES,SCALE_FREE,1,202504,-0.14320831484701,903,-0.21367172944678,-0.15103322091008,-0.063202581342054,val,0.064818912289591,short_score
EXTRA_TREES,SCALE_FREE,2,202502,-0.19849622909714,656,-0.30438760112239,-0.19527934428412,-0.09778841168643,fit,0.075276249250605,long_score
EXTRA_TREES,SCALE_FREE,2,202502,-0.10854439554846,656,-0.21175372075038,-0.11419360977981,0.00010034683189906,fit,0.078134957671355,short_score
EXTRA_TREES,SCALE_FREE,2,202502,-0.19871055860445,959,-0.30457955449135,-0.19075510036256,-0.11236684243554,val,0.069512287205687,long_score
EXTRA_TREES,SCALE_FREE,2,202502,-0.11186801375079,959,-0.19854318352533,-0.11687064257738,-0.020602625997433,val,0.069823102730263,short_score
EXTRA_TREES,SCALE_FREE,2,202503,-0.17480822129906,1615,-0.25052179092128,-0.17131669320721,-0.10304579418292,fit,0.058408024052593,long_score
EXTRA_TREES,SCALE_FREE,2,202503,-0.097437386347148,1615,-0.17858561611025,-0.10528711458156,-0.0038547136823292,fit,0.069601527868311,short_score
EXTRA_TREES,SCALE_FREE,2,202503,-0.16878383617316,1126,-0.23620150065869,-0.16672222066556,-0.10448468703114,val,0.052131878703734,long_score
EXTRA_TREES,SCALE_FREE,2,202503,-0.099349938252726,1126,-0.17081971709884,-0.10605449877443,-0.021738213963906,val,0.062169905681489,short_score
EXTRA_TREES,SCALE_FREE,2,202504,-0.1487336544326,2741,-0.21280185255891,-0.14177166446201,-0.086899873696301,fit,0.056847959127264,long_score
EXTRA_TREES,SCALE_FREE,2,202504,-0.10770432964936,2741,-0.18236122535902,-0.11536990977875,-0.02713077568317,fit,0.068836685693583,short_score
EXTRA_TREES,SCALE_FREE,2,202504,-0.14049902736836,903,-0.20260968614774,-0.12963421631865,-0.090878388090511,val,0.049791799713576,long_score
EXTRA_TREES,SCALE_FREE,2,202504,-0.10035316920911,903,-0.16816244592053,-0.10778721383693,-0.028391942244752,val,0.061457678417685,short_score
EXTRA_TREES,SCALE_FREE,3,202502,-0.13229753616047,656,-0.20028831973967,-0.13230545106395,-0.059155022136848,fit,0.054464897758216,long_score
EXTRA_TREES,SCALE_FREE,3,202502,-0.082721626906977,656,-0.1749004330089,-0.085088083252414,0.014006779327088,fit,0.068885337635402,short_score
EXTRA_TREES,SCALE_FREE,3,202502,-0.12987526334677,959,-0.19733735030158,-0.12874342669078,-0.067490424726341,val,0.049283492018221,long_score
EXTRA_TREES,SCALE_FREE,3,202502,-0.083795444349374,959,-0.15802370053103,-0.088545734848596,-0.001982737034819,val,0.061058141611319,short_score
EXTRA_TREES,SCALE_FREE,3,202503,-0.13365270358195,1615,-0.2053136338343,-0.12371407944427,-0.072243109912412,fit,0.058386476240896,long_score
EXTRA_TREES,SCALE_FREE,3,202503,-0.066976504202694,1615,-0.14470637416919,-0.071174126237864,0.015446350377643,fit,0.062581889275071,short_score
EXTRA_TREES,SCALE_FREE,3,202503,-0.13059050097293,1126,-0.19905738617196,-0.11874428738842,-0.076248401338296,val,0.054066289408616,long_score
EXTRA_TREES,SCALE_FREE,3,202503,-0.067484884005131,1126,-0.13297976039296,-0.072523795666258,-0.00092273763588659,val,0.053706066465757,short_score
EXTRA_TREES,SCALE_FREE,3,202504,-0.11423895992314,2741,-0.1681151500467,-0.10594181874068,-0.061940831137125,fit,0.051022786355342,long_score
EXTRA_TREES,SCALE_FREE,3,202504,-0.069402298948865,2741,-0.13871934078106,-0.06978303662221,-0.0041754630598098,fit,0.057900250007732,short_score
EXTRA_TREES,SCALE_FREE,3,202504,-0.1075444454591,903,-0.15698390739506,-0.099393696510196,-0.063498785009561,val,0.045680187220444,long_score
EXTRA_TREES,SCALE_FREE,3,202504,-0.061391355726097,903,-0.1242150056645,-0.063288004164485,0.0011704602672526,val,0.052541487760958,short_score
EXTRA_TREES,SCALE_FREE,4,202502,-0.11443208027527,656,-0.18898347678376,-0.11219424428187,-0.041832392509396,fit,0.056278061631432,long_score
EXTRA_TREES,SCALE_FREE,4,202502,-0.018629574188067,656,-0.093079358739579,-0.024069428167671,0.067022676794258,fit,0.060941150179827,short_score
EXTRA_TREES,SCALE_FREE,4,202502,-0.11474548038952,959,-0.18634478685545,-0.11065826672412,-0.048068251215246,val,0.052996048751448,long_score
EXTRA_TREES,SCALE_FREE,4,202502,-0.018538442068064,959,-0.086310714389269,-0.025720880146252,0.05767025904655,val,0.056454697999488,short_score
EXTRA_TREES,SCALE_FREE,4,202503,-0.10152493658624,1615,-0.16285247317015,-0.09859024715563,-0.044856927355149,fit,0.047308182717889,long_score
EXTRA_TREES,SCALE_FREE,4,202503,-0.023650135656611,1615,-0.078531379550373,-0.025514286263192,0.031742558506246,fit,0.045066693493407,short_score
EXTRA_TREES,SCALE_FREE,4,202503,-0.09961381628928,1126,-0.1547376339943,-0.095561368552024,-0.050800339423471,val,0.041802522555862,long_score
EXTRA_TREES,SCALE_FREE,4,202503,-0.023938371207929,1126,-0.066786555942508,-0.026372197197984,0.019498043193058,val,0.037663284062299,short_score
EXTRA_TREES,SCALE_FREE,4,202504,-0.092011140792233,2741,-0.14395117222286,-0.090741590270346,-0.04091255562552,fit,0.044553533979285,long_score
EXTRA_TREES,SCALE_FREE,4,202504,-0.031680438239767,2741,-0.084475480342388,-0.031850030210472,0.019572292522446,fit,0.045473685668475,short_score
EXTRA_TREES,SCALE_FREE,4,202504,-0.086867431974327,903,-0.13408154641909,-0.08415465852899,-0.041413327161032,val,0.03993613562448,long_score
EXTRA_TREES,SCALE_FREE,4,202504,-0.027560792762729,903,-0.077302913002586,-0.028777858863965,0.01967461765852,val,0.040639528494902,short_score
EXTRA_TREES,SCALE_FREE,5,202502,-0.094636269457583,656,-0.1672654540494,-0.090066164823553,-0.029135357727505,fit,0.053128826552568,long_score
EXTRA_TREES,SCALE_FREE,5,202502,-0.007743795058252,656,-0.066192326927128,-0.014363196207795,0.059549224142806,fit,0.048479190606504,short_score
EXTRA_TREES,SCALE_FREE,5,202502,-0.095673191474307,959,-0.16677148066447,-0.088031249017174,-0.031873507322583,val,0.05229894429765,long_score
EXTRA_TREES,SCALE_FREE,5,202502,-0.0077965158570168,959,-0.067957131841725,-0.012822644419216,0.058768091572796,val,0.047698421361257,short_score
EXTRA_TREES,SCALE_FREE,5,202503,-0.078425900683006,1615,-0.12614280892822,-0.077363805565147,-0.032069022158055,fit,0.038735774194656,long_score
EXTRA_TREES,SCALE_FREE,5,202503,-0.020275078728718,1615,-0.061741802094311,-0.020588940525031,0.023285823085251,fit,0.034115487722255,short_score
EXTRA_TREES,SCALE_FREE,5,202503,-0.076471343737293,1126,-0.11795755006322,-0.074704767253021,-0.036813499465412,val,0.033111253396149,long_score
EXTRA_TREES,SCALE_FREE,5,202503,-0.020074302606432,1126,-0.055286391121268,-0.021455826625469,0.016544624642817,val,0.029054108436739,short_score
EXTRA_TREES,SCALE_FREE,5,202504,-0.072884682402446,2741,-0.1169431688933,-0.07305798422118,-0.028324406950419,fit,0.03729665953642,long_score
EXTRA_TREES,SCALE_FREE,5,202504,-0.021245938128569,2741,-0.065916660891595,-0.020606168958035,0.020656841230726,fit,0.035868967459067,short_score
EXTRA_TREES,SCALE_FREE,5,202504,-0.069494078572322,903,-0.11187198252165,-0.066493283467932,-0.028256634949239,val,0.034862145242453,long_score
EXTRA_TREES,SCALE_FREE,5,202504,-0.017543174720829,903,-0.058099466973557,-0.017924495409814,0.025886364230457,val,0.03341014410844,short_score
LIGHTGBM,FULL486,1,202502,-0.23962454238513,656,-0.5304554601745,-0.24987965185185,0.053043843412732,fit,0.22195700565741,long_score
LIGHTGBM,FULL486,1,202502,-0.15874002081819,656,-0.49590326084464,-0.16721152690911,0.18083108290586,fit,0.25148648481555,short_score
LIGHTGBM,FULL486,1,202502,-0.18773217391195,959,-0.40209461615087,-0.1890201450859,0.031745666103255,val,0.16791143263576,long_score
LIGHTGBM,FULL486,1,202502,-0.18493227573347,959,-0.42263563067083,-0.19382025412424,0.078592464669974,val,0.19871298395285,short_score
LIGHTGBM,FULL486,1,202503,-0.22702825400068,1615,-0.43410973941722,-0.2267985996129,-0.026819639243264,fit,0.15707110179354,long_score
LIGHTGBM,FULL486,1,202503,-0.14359349467207,1615,-0.34125397550962,-0.14861468451666,0.058343491953437,fit,0.15763379020334,short_score
LIGHTGBM,FULL486,1,202503,-0.17355766935053,1126,-0.35313152824213,-0.16745961690044,0.012323965114507,val,0.14057360418645,long_score
LIGHTGBM,FULL486,1,202503,-0.19356948547027,1126,-0.3652854717636,-0.20013640966347,-0.020914035916321,val,0.13921021986858,short_score
LIGHTGBM,FULL486,1,202504,-0.20433533956413,2741,-0.36248120221077,-0.20197182220885,-0.045220908150342,fit,0.12542158266746,long_score
LIGHTGBM,FULL486,1,202504,-0.1620694850258,2741,-0.32338753041465,-0.16521106402274,0.0053428997073887,fit,0.13757902554723,short_score
LIGHTGBM,FULL486,1,202504,-0.18184068104462,903,-0.33480294270561,-0.17991426295743,-0.029475905900411,val,0.11992832514037,long_score
LIGHTGBM,FULL486,1,202504,-0.13437110877175,903,-0.27539827648866,-0.13344930414792,0.0077591447562355,val,0.1203744003458,short_score
LIGHTGBM,FULL486,2,202502,-0.20074515520438,656,-0.47889561475609,-0.21258354555168,0.087009565248718,fit,0.21529035058472,long_score
LIGHTGBM,FULL486,2,202502,-0.11241592775679,656,-0.41771291750891,-0.12221091883735,0.20147430212361,fit,0.23230602691625,short_score
LIGHTGBM,FULL486,2,202502,-0.1683547376971,959,-0.38831074168086,-0.16825081904578,0.060643916663492,val,0.17370673250491,long_score
LIGHTGBM,FULL486,2,202502,-0.17133359571935,959,-0.39921704534252,-0.17956849318308,0.066921677514738,val,0.17693992401035,short_score
LIGHTGBM,FULL486,2,202503,-0.17870572811268,1615,-0.3824548805372,-0.17734630288853,0.030195052008667,fit,0.16202789634567,long_score
LIGHTGBM,FULL486,2,202503,-0.099625423847603,1615,-0.29698006065228,-0.10487903559428,0.10461248523867,fit,0.16159434094505,short_score
LIGHTGBM,FULL486,2,202503,-0.053232654083928,1126,-0.25790867134369,-0.036647963152242,0.13661571861798,val,0.15106786470384,long_score
LIGHTGBM,FULL486,2,202503,-0.1188971322375,1126,-0.27543550478501,-0.12355905936366,0.039170527032288,val,0.12872140688462,short_score
LIGHTGBM,FULL486,2,202504,-0.15068089171407,2741,-0.31864463805227,-0.14783520002792,0.014654092460651,fit,0.13280883401394,long_score
LIGHTGBM,FULL486,2,202504,-0.11015795885322,2741,-0.26413798499296,-0.12080395590509,0.0540192574055,fit,0.13401026108234,short_score
LIGHTGBM,FULL486,2,202504,-0.10143215256854,903,-0.23644431381125,-0.10164495158452,0.032122652817022,val,0.1093973234671,long_score
LIGHTGBM,FULL486,2,202504,-0.10709183269562,903,-0.25012350472934,-0.11591252072401,0.042940734597458,val,0.12582468678277,short_score
LIGHTGBM,FULL486,3,202502,-0.13589147544956,656,-0.41824245461581,-0.13896162976085,0.13410312621896,fit,0.20320508149459,long_score
LIGHTGBM,FULL486,3,202502,-0.083554865536639,656,-0.32421129645827,-0.091550061809225,0.1702316517048,fit,0.18670788583522,short_score
LIGHTGBM,FULL486,3,202502,-0.090764058973285,959,-0.31857107645271,-0.083825284713343,0.11559445821401,val,0.16165729405327,long_score
LIGHTGBM,FULL486,3,202502,-0.1340156584955,959,-0.34401428124534,-0.14215366635882,0.084009428065436,val,0.16920040922137,short_score
LIGHTGBM,FULL486,3,202503,-0.13596084212677,1615,-0.30915772057193,-0.12898315189683,0.026414613803731,fit,0.13506390824986,long_score
LIGHTGBM,FULL486,3,202503,-0.067938447376359,1615,-0.24359912651644,-0.063749288522399,0.096349935981342,fit,0.13964691017384,short_score
LIGHTGBM,FULL486,3,202503,-0.019344252837242,1126,-0.20980170557533,-0.012933888139322,0.16085718322715,val,0.14422070088376,long_score
LIGHTGBM,FULL486,3,202503,-0.17740350015263,1126,-0.34467897580281,-0.19155083872687,-0.0032276194044032,val,0.13068445060809,short_score
LIGHTGBM,FULL486,3,202504,-0.11467779436044,2741,-0.25056585562906,-0.11060761552615,0.015005823795638,fit,0.11131770811419,long_score
LIGHTGBM,FULL486,3,202504,-0.071085268294906,2741,-0.20724089875612,-0.071391613259892,0.063395107524131,fit,0.11449294113384,short_score
LIGHTGBM,FULL486,3,202504,-0.069774090731973,903,-0.19713378480273,-0.059465587168759,0.044317236634511,val,0.10359370489653,long_score
LIGHTGBM,FULL486,3,202504,-0.07247180890835,903,-0.19512505358312,-0.076980274426359,0.0572081063329,val,0.10815974457691,short_score
LIGHTGBM,FULL486,4,202502,-0.11876108754423,656,-0.35575420657311,-0.11763594389916,0.10692245842354,fit,0.18042613717828,long_score
LIGHTGBM,FULL486,4,202502,-0.016566049899577,656,-0.2163540761738,-0.027691883425772,0.20113160885219,fit,0.15589960600431,short_score
LIGHTGBM,FULL486,4,202502,-0.082941701912438,959,-0.25912388640246,-0.078621287874892,0.084632089058323,val,0.13571396232996,long_score
LIGHTGBM,FULL486,4,202502,-0.058025305940887,959,-0.2096898524736,-0.062438575014664,0.10445761106436,val,0.12380112020374,short_score
LIGHTGBM,FULL486,4,202503,-0.10381598739377,1615,-0.24679888053515,-0.094387875165544,0.026824492100458,fit,0.11259154804277,long_score
LIGHTGBM,FULL486,4,202503,-0.024013022781815,1615,-0.14488647265204,-0.02313078469137,0.097298043454901,fit,0.10136170627595,short_score
LIGHTGBM,FULL486,4,202503,-0.012869050384229,1126,-0.15284289309633,-0.0034404960442607,0.11669008049198,val,0.10727686335949,long_score
LIGHTGBM,FULL486,4,202503,-0.13402627366507,1126,-0.2592596023955,-0.1519858912495,0.018277795888025,val,0.10921300134163,short_score
LIGHTGBM,FULL486,4,202504,-0.093219379859402,2741,-0.20074851734825,-0.090101883554695,0.013424971644529,fit,0.088259231131025,long_score
LIGHTGBM,FULL486,4,202504,-0.032337042640005,2741,-0.14272681486124,-0.027158245927336,0.073769434330702,fit,0.09369248166884,short_score
LIGHTGBM,FULL486,4,202504,-0.029888306676087,903,-0.12042109675405,-0.028458740314472,0.059368677398951,val,0.075653929305079,long_score
LIGHTGBM,FULL486,4,202504,-0.068231350644854,903,-0.16040146606278,-0.063276525572712,0.017908140674914,val,0.078065272274863,short_score
LIGHTGBM,FULL486,5,202502,-0.097220332123091,656,-0.28479243231372,-0.084969969887628,0.077185115973683,fit,0.14378661122272,long_score
LIGHTGBM,FULL486,5,202502,-0.0067060130474858,656,-0.17194294415701,-0.0072502625229645,0.16349257019428,fit,0.12598501767634,short_score
LIGHTGBM,FULL486,5,202502,-0.074062736546409,959,-0.23500019269711,-0.063434835872638,0.079381837706127,val,0.12313746270462,long_score
LIGHTGBM,FULL486,5,202502,-0.031973371828377,959,-0.1622598786298,-0.036935565922742,0.10909541814194,val,0.10506599636827,short_score
LIGHTGBM,FULL486,5,202503,-0.081141748709569,1615,-0.1976422112802,-0.072314704046362,0.023950439774337,fit,0.093152540321209,long_score
LIGHTGBM,FULL486,5,202503,-0.020395847728931,1615,-0.12490228809506,-0.021512011066684,0.082907276525686,fit,0.085017322460628,short_score
LIGHTGBM,FULL486,5,202503,-0.012826814203404,1126,-0.1125065666575,-0.0062480643158065,0.080216674337086,val,0.079962976235524,long_score
LIGHTGBM,FULL486,5,202503,-0.091867797189858,1126,-0.18722524719173,-0.0995197767717,0.010527473174743,val,0.07991241396261,short_score
LIGHTGBM,FULL486,5,202504,-0.074183623015348,2741,-0.16213764540085,-0.069956352967578,0.0057312488483103,fit,0.073327256278449,long_score
LIGHTGBM,FULL486,5,202504,-0.022301540403174,2741,-0.10864270743296,-0.01873784270297,0.061636971614457,fit,0.073043182680733,short_score
LIGHTGBM,FULL486,5,202504,-0.05491001874296,903,-0.14221963440602,-0.04833644914769,0.020290298203605,val,0.0680663746831,long_score
LIGHTGBM,FULL486,5,202504,-0.035589862107711,903,-0.11731062970779,-0.035491295829125,0.04388106958664,val,0.068512964444422,short_score
LIGHTGBM,SCALE_FREE,1,202502,-0.23935778189977,656,-0.53266460282029,-0.24528234805259,0.055274870360092,fit,0.22630106647808,long_score
LIGHTGBM,SCALE_FREE,1,202502,-0.15842172615953,656,-0.48987003399511,-0.16727573689324,0.18148802017735,fit,0.25037860753037,short_score
LIGHTGBM,SCALE_FREE,1,202502,-0.20686525087265,959,-0.44391244687231,-0.21094470943142,0.01982903509945,val,0.18160840991898,long_score
LIGHTGBM,SCALE_FREE,1,202502,-0.17237496464288,959,-0.41459826178355,-0.1859619290597,0.10029562956744,val,0.19841801966178,short_score
LIGHTGBM,SCALE_FREE,1,202503,-0.22615272163062,1615,-0.43278666755214,-0.22776871860978,-0.022287045463879,fit,0.1575408900981,long_score
LIGHTGBM,SCALE_FREE,1,202503,-0.14362789291798,1615,-0.34596975457601,-0.15074887507489,0.065144234424561,fit,0.16134895956454,short_score
LIGHTGBM,SCALE_FREE,1,202503,-0.2047129484404,1126,-0.37323998460427,-0.20397168026646,-0.029175601051258,val,0.13724938756358,long_score
LIGHTGBM,SCALE_FREE,1,202503,-0.14595819744413,1126,-0.30213302576594,-0.15341812607625,0.035237923718619,val,0.1355159729549,short_score
LIGHTGBM,SCALE_FREE,1,202504,-0.20418191012769,2741,-0.36104758899061,-0.20284134759751,-0.045424390588216,fit,0.12640521572607,long_score
LIGHTGBM,SCALE_FREE,1,202504,-0.1622072182678,2741,-0.32745443257414,-0.1640591205416,0.0011828837209994,fit,0.13514059385713,short_score
LIGHTGBM,SCALE_FREE,1,202504,-0.18899605437957,903,-0.33210802598741,-0.18331278385043,-0.04823245466522,val,0.11478525034516,long_score
LIGHTGBM,SCALE_FREE,1,202504,-0.1289687292664,903,-0.27318021540558,-0.12696153639533,0.018472608719822,val,0.12080254263458,short_score
LIGHTGBM,SCALE_FREE,2,202502,-0.1997089304751,656,-0.48871040136366,-0.20723008775155,0.07929944716146,fit,0.21339312314858,long_score
LIGHTGBM,SCALE_FREE,2,202502,-0.11353663881011,656,-0.43258889213747,-0.11759568472379,0.20913417096214,fit,0.23542135672838,short_score
LIGHTGBM,SCALE_FREE,2,202502,-0.18003570262662,959,-0.41222254639318,-0.18211326839425,0.059897940178704,val,0.18168597485102,long_score
LIGHTGBM,SCALE_FREE,2,202502,-0.14474358961415,959,-0.38868833592638,-0.15782073473438,0.11758805956786,val,0.19167899617485,short_score
LIGHTGBM,SCALE_FREE,2,202503,-0.17862170728803,1615,-0.38308438368536,-0.174503147321,0.023576273487443,fit,0.15833516677135,long_score
LIGHTGBM,SCALE_FREE,2,202503,-0.099163406014994,1615,-0.29527905086024,-0.10509884571559,0.10902588289046,fit,0.16218585472057,short_score
LIGHTGBM,SCALE_FREE,2,202503,-0.1632744135096,1126,-0.33686645899857,-0.15744916990019,-0.0053144301377325,val,0.12931037837952,long_score
LIGHTGBM,SCALE_FREE,2,202503,-0.10589633606303,1126,-0.26830160633959,-0.11044311088761,0.059318712118935,val,0.13267632702751,short_score
LIGHTGBM,SCALE_FREE,2,202504,-0.15053157304978,2741,-0.31275850449672,-0.14687948733183,0.0087380163120347,fit,0.13020798350387,long_score
LIGHTGBM,SCALE_FREE,2,202504,-0.10991693874554,2741,-0.26564980124111,-0.12139383733179,0.058352673583674,fit,0.13536977565753,short_score
LIGHTGBM,SCALE_FREE,2,202504,-0.1357989229805,903,-0.27850206715884,-0.14215059742229,0.0093042681141133,val,0.11660236529387,long_score
LIGHTGBM,SCALE_FREE,2,202504,-0.098035549453075,903,-0.23743235591417,-0.10762893694445,0.060520279559616,val,0.12783389936465,short_score
LIGHTGBM,SCALE_FREE,3,202502,-0.13491702057979,656,-0.36840480370235,-0.135183641309,0.10725241578875,fit,0.18327618002021,long_score
LIGHTGBM,SCALE_FREE,3,202502,-0.083861519097017,656,-0.31242730757796,-0.088491472373817,0.16387663747318,fit,0.18206020076484,short_score
LIGHTGBM,SCALE_FREE,3,202502,-0.1111585549211,959,-0.31226522773345,-0.10717994954223,0.077521248716774,val,0.14727349407836,long_score
LIGHTGBM,SCALE_FREE,3,202502,-0.10500665261147,959,-0.30045437735044,-0.1102065788043,0.10449802127507,val,0.16108554920794,short_score
LIGHTGBM,SCALE_FREE,3,202503,-0.13587194591818,1615,-0.31335581573455,-0.12749543772196,0.029481284340537,fit,0.13412021788222,long_score
LIGHTGBM,SCALE_FREE,3,202503,-0.067348845712904,1615,-0.23613010610238,-0.065953322943488,0.10257796737665,fit,0.1376668134851,short_score
LIGHTGBM,SCALE_FREE,3,202503,-0.11374331180899,1126,-0.25951569926565,-0.10709038554346,0.017140698345656,val,0.11050621173587,long_score
LIGHTGBM,SCALE_FREE,3,202503,-0.073680340809378,1126,-0.21030134059994,-0.07266665516699,0.058403874156833,val,0.11066534337269,short_score
LIGHTGBM,SCALE_FREE,3,202504,-0.1147820203646,2741,-0.25403078632634,-0.10823898237886,0.011358459964391,fit,0.10892735918371,long_score
LIGHTGBM,SCALE_FREE,3,202504,-0.071487271441023,2741,-0.20398925362178,-0.072377141247396,0.064653705994767,fit,0.11282566419192,short_score
LIGHTGBM,SCALE_FREE,3,202504,-0.095032722060224,903,-0.22009579776536,-0.087497890444936,0.021183236378272,val,0.10112435963431,long_score
LIGHTGBM,SCALE_FREE,3,202504,-0.058113515122697,903,-0.18213569047972,-0.059211067403353,0.063925655827737,val,0.10696816933188,short_score
LIGHTGBM,SCALE_FREE,4,202502,-0.11801868180359,656,-0.3283846116191,-0.11134120151346,0.084059179990085,fit,0.16652678025176,long_score
LIGHTGBM,SCALE_FREE,4,202502,-0.017424826664891,656,-0.21537022332227,-0.022029265902046,0.18096728679332,fit,0.15168233228148,short_score
LIGHTGBM,SCALE_FREE,4,202502,-0.11105605210575,959,-0.28048074029622,-0.10582021804757,0.052862764375073,val,0.13453697458247,long_score
LIGHTGBM,SCALE_FREE,4,202502,-0.029268251646691,959,-0.1785712310001,-0.035690362223849,0.13529839031248,val,0.12148280425165,short_score
LIGHTGBM,SCALE_FREE,4,202503,-0.10384937521073,1615,-0.2413733020163,-0.092730172648317,0.025557672681804,fit,0.11042611472925,long_score
LIGHTGBM,SCALE_FREE,4,202503,-0.024261445626689,1615,-0.14265490911357,-0.028472144739631,0.099211062514306,fit,0.098226173399754,short_score
LIGHTGBM,SCALE_FREE,4,202503,-0.089014764340031,1126,-0.20733157888036,-0.080507796523771,0.017752971961131,val,0.091160390113025,long_score
LIGHTGBM,SCALE_FREE,4,202503,-0.028247033476136,1126,-0.12361167923575,-0.033278499257974,0.077861591843727,val,0.082872673523554,short_score
LIGHTGBM,SCALE_FREE,4,202504,-0.093269336353835,2741,-0.19878432000575,-0.090496403375608,0.01150141502873,fit,0.08788543628998,long_score
LIGHTGBM,SCALE_FREE,4,202504,-0.032142785211834,2741,-0.14508632064411,-0.027670160029354,0.072743646471012,fit,0.093241130882343,short_score
LIGHTGBM,SCALE_FREE,4,202504,-0.081924456209063,903,-0.17614203581875,-0.080560970808046,0.008912573038481,val,0.080649826387335,long_score
LIGHTGBM,SCALE_FREE,4,202504,-0.021474566252431,903,-0.11834936905086,-0.018801065998925,0.065225427781613,val,0.081019713591518,short_score
LIGHTGBM,SCALE_FREE,5,202502,-0.097178365285658,656,-0.28480253573836,-0.083327551682249,0.077702697262035,fit,0.13666816743719,long_score
LIGHTGBM,SCALE_FREE,5,202502,-0.0062625834973055,656,-0.16158456030007,-0.0075963476107414,0.15518475646309,fit,0.12059353168223,short_score
LIGHTGBM,SCALE_FREE,5,202502,-0.086687773183757,959,-0.23693230656369,-0.080837779994555,0.057105899421556,val,0.11893722407538,long_score
LIGHTGBM,SCALE_FREE,5,202502,-0.014271611195869,959,-0.14639122339219,-0.016440615257992,0.11724765357079,val,0.10411110270905,short_score
LIGHTGBM,SCALE_FREE,5,202503,-0.081353141995199,1615,-0.198285471071,-0.069530397814347,0.023713113922118,fit,0.095490160176206,long_score
LIGHTGBM,SCALE_FREE,5,202503,-0.020233615649555,1615,-0.11682269395556,-0.025964943148059,0.082867811995708,fit,0.081691689720114,short_score
LIGHTGBM,SCALE_FREE,5,202503,-0.068008288593431,1126,-0.16116221921538,-0.058862000689595,0.01873764928809,val,0.075850898839343,long_score
LIGHTGBM,SCALE_FREE,5,202503,-0.025804493381045,1126,-0.11058465408963,-0.02833462293338,0.061983703160835,val,0.068765575742424,short_score
LIGHTGBM,SCALE_FREE,5,202504,-0.074161506738876,2741,-0.15934091782844,-0.06847338324353,0.0048664435045141,fit,0.071874708781417,long_score
LIGHTGBM,SCALE_FREE,5,202504,-0.022154386275392,2741,-0.10632622226746,-0.020558864062883,0.060886273123039,fit,0.072062833209752,short_score
LIGHTGBM,SCALE_FREE,5,202504,-0.064513474172882,903,-0.15152257420025,-0.057513255723191,0.011428075548393,val,0.06675552595214,long_score
LIGHTGBM,SCALE_FREE,5,202504,-0.010943915553877,903,-0.090992860424346,-0.012108800569954,0.071055470758157,val,0.070064564543774,short_score
LOGISTIC,FULL486,1,202502,-0.37578362182156,656,-0.96844267688873,-0.27860946721552,0.45662305578484,fit,1.1215275076251,long_score
LOGISTIC,FULL486,1,202502,-0.35362515804645,656,-0.9716268593649,-0.19234457429992,0.54963406261204,fit,1.7127588035336,short_score
LOGISTIC,FULL486,1,202502,-0.29804419706172,959,-1.1054880313574,-0.23363496209341,0.61503033548302,val,1.0568840426468,long_score
LOGISTIC,FULL486,1,202502,-0.031802894187336,959,-0.81895809944994,0.054974489850635,0.91740916781268,val,1.3022481126248,short_score
LOGISTIC,FULL486,1,202503,-0.39251951033067,1615,-0.74962325885119,-0.23030399402949,0.23955533059656,fit,1.5140102806566,long_score
LOGISTIC,FULL486,1,202503,-0.14784779881908,1615,-0.65748965368807,-0.15050157217196,0.34101518892213,fit,0.50605993034582,short_score
LOGISTIC,FULL486,1,202503,-0.30992803671618,1126,-0.73783835354018,-0.20008838988171,0.31957175475186,val,1.1910380042649,long_score
LOGISTIC,FULL486,1,202503,-0.1093273562094,1126,-0.60612776064568,-0.11773494304594,0.38834291476642,val,0.41985989693365,short_score
LOGISTIC,FULL486,1,202504,-0.31640749946424,2741,-0.63910047519499,-0.20992737776905,0.18611050182757,fit,1.0800278777478,long_score
LOGISTIC,FULL486,1,202504,-0.17036742979621,2741,-0.6011638023062,-0.16113493962015,0.24570851498614,fit,0.46946184245193,short_score
LOGISTIC,FULL486,1,202504,-0.29629701355508,903,-0.69686826409879,-0.15627029075024,0.40366913897731,val,1.5887816690425,long_score
LOGISTIC,FULL486,1,202504,-0.14808579819167,903,-0.66564930869343,-0.11917297574444,0.4178600798298,val,0.72911590237919,short_score
LOGISTIC,FULL486,2,202502,-0.37884141696504,656,-0.95444349293444,-0.23377816277783,0.47169737179178,fit,1.5248870620581,long_score
LOGISTIC,FULL486,2,202502,-0.14066205814726,656,-0.81304529410202,-0.10854356358461,0.58931880264907,fit,0.62720598880139,short_score
LOGISTIC,FULL486,2,202502,-0.13504453447642,959,-0.89609990063058,-0.027360974438874,0.79842984793791,val,1.3228083702188,long_score
LOGISTIC,FULL486,2,202502,-0.16775501920631,959,-0.99753767689784,-0.1739082020046,0.65347830654195,val,0.7261910692756,short_score
LOGISTIC,FULL486,2,202503,-0.36181156638759,1615,-0.71733414289334,-0.16380672953989,0.26537612560533,fit,1.6154908475507,long_score
LOGISTIC,FULL486,2,202503,-0.034593075630405,1615,-0.52932883115528,-0.10578439088959,0.42648198251599,fit,0.62398631959136,short_score
LOGISTIC,FULL486,2,202503,-0.19892350995964,1126,-0.57211324154733,-0.085453696550962,0.35119124174711,val,1.1679596658694,long_score
LOGISTIC,FULL486,2,202503,-0.063398077939198,1126,-0.55476796902487,-0.095233307060447,0.40156851066158,val,0.51638670534886,short_score
