group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0-0.06,5,2,3,40.0,-0.26171160000000004,0.5800359513087952,-1.308558,0.9036615,-1.038627
0.06-0.12,6,1,5,16.666666666666664,-0.8042508333333332,0.046493448959344166,-4.825505,0.235294,-1.0121598
0.12-0.30,14,8,6,57.14285714285714,0.3300383571428572,1.886937277787567,4.620537000000001,1.2287598749999997,-0.868257
0.30-0.75,20,13,7,65.0,0.4338852,2.547569040643888,8.677704,1.0988474615384616,-0.8010447142857142
0.75+,12,7,5,58.333333333333336,0.19938950000000003,1.6533458431658032,2.3926740000000004,0.86498,-0.7324371999999999
