group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0-0.25,8,5,3,62.5,0.35244237500000003,1.928212733737161,2.8195390000000002,1.1714278,-1.0125333333333333
0.25-0.35,19,8,11,42.10526315789473,0.11224347368421053,1.293245601816489,2.132626,1.175639625,-0.6611355454545454
0.35-0.40,12,9,3,75.0,0.4281920833333333,2.6419021927903104,5.138305,0.9186431111111111,-1.0431610000000002
0.40-0.48,18,9,9,50.0,-0.02964544444444444,0.9420996648599463,-0.5336179999999999,0.9647254444444443,-1.0240163333333332
