group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0-12,3,0,3,0.0,-1.0290146666666666,0.0,-3.087044,0,-1.0290146666666666
12-15,21,14,7,66.66666666666666,0.5069108571428571,3.000402894526572,10.645128,1.140472857142857,-0.7602131428571429
15-18,11,4,7,36.36363636363637,-0.2762804545454545,0.533729557512674,-3.039085,0.8696935,-0.9311227142857144
18-22,10,5,5,50.0,0.26167150000000006,1.6256267109777531,2.6167150000000006,1.3598530000000002,-0.83651
22-28,12,8,4,66.66666666666666,0.2017615,1.6826306482281368,2.421138,0.7459892499999998,-0.8866940000000001
